area,plot,tree,common_name,scientific_name,family_name,type,DBH.2015,Dead.2015,D_class.2015,fallen_wood.2015,Hcom.2015,Htot.2015,RN.2015,RS.2015,RE.2015,RW.2015,date.2015,DBH.2016,dead.2016,D.class.2016,date.2016,DBH.2018,Dead.2018,date.2018,UTM_Easting,UTM_Northing
TAP_A01,65,013a,sucupira tento,Ormosia nobilis,Fabaceae,O,19.1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,20.1,FALSE,20180830,727898.09950176,9683095.5941568
TAP_A01,65,013b,caferana,Quiina florida,Ochnaceae,O,13.4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,13.7,FALSE,20180830,727925.378427468,9683112.41732924
TAP_A01,65,014a,muiratinga,Maquira coriacea,Moraceae,O,12,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,12.1,FALSE,20180830,727896.3903536,9683097.084668
TAP_A01,65,014b,louro preto,Ocotea cernua,Lauraceae,O,25.7,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,26.4,FALSE,20180830,727919.59393056,9683112.2258408
TAP_A01,65,015a,muiratinga,Maquira coriacea,Moraceae,O,12.6,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,12.7,FALSE,20180830,727895.07658744,9683091.7641992
TAP_A01,65,015b,caferana,Quiina florida,Ochnaceae,O,13.3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,13.7,FALSE,20180830,727918.47961212,9683112.1969556
TAP_A01,65,016a,tachi vermelho,Tachigali paniculata,Fabaceae,O,21.6,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,20.1,FALSE,20180830,727892.68994004,9683095.0172972
TAP_A01,65,016b,louro preto,Ocotea cernua,Lauraceae,O,17,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,18.5,FALSE,20180830,727920.81885336,9683114.7124848
TAP_A01,65,017a,urucurana,Sloanea guianensis,Elaeocarpaceae,O,16.2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,22.9,FALSE,20180830,727897.66215216,9683102.4520688
TAP_A01,65,017b,abiu cutite,Pouteria macrophylla,Sapotaceae,O,11.2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,11.6,FALSE,20180830,727917.8288256,9683113.778928
TAP_A01,65,018a,caferana,Quiina florida,Ochnaceae,O,15,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,15.7,FALSE,20180830,727898.264354472,9683102.63408696
TAP_A01,65,018b,acariquarana,Rinorea guianensis,Violaceae,O,10.4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,11.1,FALSE,20180830,727918.24917974,9683115.4883182
TAP_A01,65,019a,caferana,Quiina florida,Ochnaceae,O,10.9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,11.5,FALSE,20180830,727893.50271768,9683110.2000224
TAP_A01,65,019b,caferana,Quiina florida,Ochnaceae,O,11.1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,11.8,FALSE,20180830,727919.05095056,9683116.2687008
TAP_A01,65,020a,urucurana,Sloanea guianensis,Elaeocarpaceae,O,50.4,FALSE,NA,NA,10.05,12.54,6.9,4.4,9,3.6,20151211,NA,NA,NA,NA,51.9,FALSE,20180830,727903.9641822,9683106.389826
TAP_A01,65,020b,caferana,Quiina florida,Ochnaceae,O,11.3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,11.8,FALSE,20180830,727915.901131104,9683117.37423872
TAP_A01,65,021a,coquirana,Chrysophyllum sanguinolentum,Sapotaceae,O,17.1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,20.4,FALSE,20180830,727899.433079536,9683086.37732448
TAP_A01,65,021b,abiurana,Pouteria gongrijpii,Sapotaceae,O,17.5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,18.5,FALSE,20180830,727913.74537608,9683118.2574944
TAP_A01,65,022a,caferana,Quiina florida,Ochnaceae,O,15.4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,16.2,FALSE,20180830,727890.286966384,9683109.87062112
TAP_A01,65,022b,casca seca,Licania canescens,Chrysobalanaceae,O,14.7,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,15.3,FALSE,20180830,727915.25129585,9683118.95514733
TAP_A01,65,023a,acariquara,Minquartia guianensis,Olacaceae,O,17.6,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,17.6,FALSE,20180830,727888.33074006,9683112.0394158
TAP_A01,65,023b,urucurana,Sloanea guianensis,Elaeocarpaceae,O,10.8,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,12.1,FALSE,20180830,727911.088416504,9683119.28168072
TAP_A01,65,024a,caferana,Quiina florida,Ochnaceae,O,13.8,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,14.7,FALSE,20180830,727886.82908728,9683113.0466504
TAP_A01,65,024b,apui,Ficus trigona,Moraceae,O,10.1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,10.5,FALSE,20180830,727911.514201752,9683120.15529136
TAP_A01,65,025a,breu branco,Protium paniculatum,Burseraceae,O,21.9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,24.8,FALSE,20180830,727894.212500352,9683114.06669936
TAP_A01,65,025b,tauari,Couratari stellata,Lecythidaceae,O,13.9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,14.3,FALSE,20180830,727910.06992272,9683121.7773296
TAP_A01,65,026a,morta,NA,NA,O,23.1,TRUE,1,FALSE,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,NA,TRUE,20180830,727889.99631328,9683119.1459304
TAP_A01,65,026b,caferana,Quiina florida,Ochnaceae,O,10.8,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,12.1,FALSE,20180830,727905.756966268,9683120.86351724
TAP_A01,65,027a,urucurana,Sloanea guianensis,Elaeocarpaceae,O,11.4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,12.1,FALSE,20180830,727896.648734232,9683119.15570376
TAP_A01,65,027b,breu vermelho,Protium hebetatum,Burseraceae,O,23.4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,23.6,FALSE,20180830,727916.313095136,9683122.89797648
TAP_A01,65,028a,murta,Strychnos subcordata,Loganiaceae,O,14.8,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,15.9,FALSE,20180830,727896.331344528,9683122.74529904
TAP_A01,65,028b,caferana,Quiina florida,Ochnaceae,O,14,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,14.3,FALSE,20180830,727908.2228477,9683123.572825
TAP_A01,65,029a,inga vermelho,Inga alba,Fabaceae,O,20,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,24.9,FALSE,20180830,727891.89855852,9683122.7531156
TAP_A01,65,029b,caferana,Quiina florida,Ochnaceae,O,10.7,FALSE,NA,NA,4.74,8.93,1.8,2,2,2.3,20151211,NA,NA,NA,NA,10.8,FALSE,20180830,727907.542549256,9683127.97023608
TAP_A01,65,030a,urucurana,Sloanea guianensis,Elaeocarpaceae,O,12.9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,NA,TRUE,20180830,727888.24311108,9683123.6188844
TAP_A01,65,030b,louro cheiroso,Diospyros artanthifolia,Ebenaceae,O,17.1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,18.5,FALSE,20180830,727909.451175392,9683128.73760256
TAP_A01,65,031a,merauba,Mouriri collocarpa,Melastomataceae,O,10.9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,10.9,FALSE,20180830,727890.18330396,9683124.3007028
TAP_A01,65,031b,ucuuba terra firme,Virola sebifera,Myristicaceae,O,17,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,16.6,FALSE,20180830,727919.819434932,9683127.91456676
TAP_A01,65,032a,caferana,Quiina florida,Ochnaceae,O,16.1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,NA,TRUE,20180830,727884.19020294,9683122.6994142
TAP_A01,65,032b,breu vermelho,Protium hebetatum,Burseraceae,O,16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,16.6,FALSE,20180830,727922.35935904,9683129.8539432
TAP_A01,65,033a,urucurana,Sloanea guianensis,Elaeocarpaceae,O,13,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,NA,TRUE,20180830,727881.806487984,9683123.16679712
TAP_A01,65,033b,caferana,Quiina florida,Ochnaceae,O,10.9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,12.1,FALSE,20180830,727920.08913204,9683129.9431772
TAP_A01,65,034a,tachi preto,Tachigali myrmecophila,Fabaceae,O,26.5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,29,FALSE,20180830,727882.706510472,9683126.51924696
TAP_A01,65,034b,jutai acu,NA,NA,O,70,FALSE,NA,NA,32.17,40.82,4,9.4,11.3,2.5,20151211,NA,NA,NA,NA,72.6,FALSE,20180830,727910.7569966,9683133.664978
TAP_A01,65,035a,abiurana branca,Pouteria guianensis,Sapotaceae,O,25.1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,15.3,FALSE,20180830,727889.3792144,9683129.138032
TAP_A01,65,035b,caferana,Quiina florida,Ochnaceae,O,14.5,FALSE,NA,NA,5.91,11.18,2.2,3.2,0.9,4,20151211,NA,NA,NA,NA,14.5,FALSE,20180830,727907.3714515,9683132.460845
TAP_A01,65,036a,urucurana,Sloanea guianensis,Elaeocarpaceae,O,15.1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,15.3,FALSE,20180830,727893.23162176,9683130.5329568
TAP_A01,65,036b,ucuubarana vermelha,Iryanthera laevis,Myristicaceae,O,12.4,FALSE,NA,NA,8.31,12.72,3.5,21.1,1.3,1.6,20151211,NA,NA,NA,NA,12.7,FALSE,20180830,727905.618727664,9683132.68423952
TAP_A01,65,037a,freijo branco,Cordia scabrifolia,Boraginaceae,O,10.9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,11.8,FALSE,20180830,727896.12092728,9683131.5791504
TAP_A01,65,037b,cacau do mato,Theobroma glaucum,Malvaceae,O,14,FALSE,NA,NA,9.99,12.98,0.6,3,2.5,1.5,20151211,NA,NA,NA,NA,14.3,FALSE,20180830,727907.209070608,9683134.20951744
TAP_A01,65,038a,bacaba,Oenocarpus bacaba,Arecaceae,P,15.1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,18.8,FALSE,20180830,727896.85018656,9683129.7586808
TAP_A01,65,038b,jutai pororoca,Dialium guianense,Fabaceae,O,14.7,FALSE,NA,NA,9.7,12.67,2.8,1.6,1.2,2,20151211,NA,NA,NA,NA,15,FALSE,20180830,727907.209070608,9683134.20951744
TAP_A01,65,039a,breu branco,Protium paniculatum,Burseraceae,O,13.3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,15.1,FALSE,20180830,727898.1821148,9683129.192484
TAP_A01,65,039b,acariquarana,Rinorea guianensis,Violaceae,O,18.8,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,17.2,FALSE,20180830,727909.02803126,9683137.8595918
TAP_A01,65,040a,breu barrote,Tetragastris panamensis,Burseraceae,O,16.2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,17.6,FALSE,20180830,727898.34634528,9683134.2722144
TAP_A01,65,040b,caferana,Quiina florida,Ochnaceae,O,16.7,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,17.2,FALSE,20180830,727912.49365856,9683137.5075808
TAP_A01,65,041a,murta,Strychnos subcordata,Loganiaceae,O,14.1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,17.3,FALSE,20180830,727902.375891456,9683135.21781008
TAP_A01,65,041b,ucuubarana vermelha,Iryanthera laevis,Myristicaceae,O,21.4,FALSE,NA,NA,7.26,9.11,5,2,2,2.7,20151211,NA,NA,NA,NA,18.5,FALSE,20180830,727913.0669502,9683138.794706
TAP_A01,65,042a,carapanauba,Aspidosperma excelsum,Apocynaceae,O,24.9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,15.6,FALSE,20180830,727900.71378528,9683131.1410904
TAP_A01,65,042b,morta,NA,NA,O,13.3,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,NA,TRUE,20180830,727916.518356,9683141.14054
TAP_A01,65,043a,murta,Strychnos subcordata,Loganiaceae,O,19.1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,19.4,FALSE,20180830,727901.158055664,9683130.04129952
TAP_A01,65,043b,breu branco,Protium paniculatum,Burseraceae,O,11.8,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,12.2,FALSE,20180830,727917.190545996,9683139.53463228
TAP_A01,65,044a,ucuuba,Virola michelii,Myristicaceae,O,26.4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,27.7,FALSE,20180830,727904.248001856,9683130.61188208
TAP_A01,65,044b,caferana,Quiina florida,Ochnaceae,O,14,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,14.3,FALSE,20180830,727917.744114228,9683138.21212004
TAP_A01,65,045a,envira branca,Rollinia exsucca,Annonaceae,O,13.5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,14,FALSE,20180830,727903.9511657,9683128.613621
TAP_A01,65,045b,tatapiririca,Tapirira guianensis,Anacardiaceae,O,27.8,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,30.9,FALSE,20180830,727919.673395532,9683138.90614076
TAP_A01,65,046a,ucuuba,Virola michelii,Myristicaceae,O,16.6,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,18.5,FALSE,20180830,727907.7301272,9683122.044856
TAP_A01,65,046b,janita,Brosimum guianense,Moraceae,O,14.5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,14.5,FALSE,20180830,727920.438234864,9683139.72782352
TAP_A01,65,047a,tauari,Couratari stellata,Lecythidaceae,O,22,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,24.8,FALSE,20180830,727898.862778784,9683121.96198112
TAP_A01,65,047b,murta,Strychnos subcordata,Loganiaceae,O,19.5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,20.8,FALSE,20180830,727925.242691232,9683144.11553376
TAP_A01,65,048a,murta,Strychnos subcordata,Loganiaceae,O,10,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,11.8,FALSE,20180830,727902.8236882,9683120.402886
TAP_A01,65,048b,cacau do mato,Theobroma glaucum,Malvaceae,O,12.7,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,12.7,FALSE,20180830,727925.023356608,9683139.39890944
TAP_A01,65,049a,urucurana,Sloanea guianensis,Elaeocarpaceae,O,11.9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,13.4,FALSE,20180830,727903.37482942,9683119.0328406
TAP_A01,65,049b,urucurana,Sloanea guianensis,Elaeocarpaceae,O,12.3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,12.2,FALSE,20180830,727920.73245936,9683133.7334288
TAP_A01,65,050a,murta,Strychnos subcordata,Loganiaceae,O,20.2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,21.3,FALSE,20180830,727902.50194598,9683115.6500414
TAP_A01,65,050b,morta,NA,NA,O,14.3,TRUE,1,FALSE,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,NA,TRUE,20180830,727921.4681564,9683126.642372
TAP_A01,65,051a,murta,Strychnos subcordata,Loganiaceae,O,13.3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,13.5,FALSE,20180830,727899.53919716,9683114.6859788
TAP_A01,65,051b,urucurana,Sloanea guianensis,Elaeocarpaceae,O,12.4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,NA,TRUE,20180830,727928.56308464,9683125.7553152
TAP_A01,65,052a,inga amarelo,"Inga sp,",Fabaceae,O,10.1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,10.6,FALSE,20180830,727905.5793943,9683113.552659
TAP_A01,65,052b,urucurana,Sloanea guianensis,Elaeocarpaceae,O,17.4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,NA,TRUE,20180830,727929.42742938,9683126.3652274
TAP_A01,65,053a,urucurana,Sloanea guianensis,Elaeocarpaceae,O,16.6,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,NA,TRUE,20180830,727911.717983,9683114.99125
TAP_A01,65,053b,tachi preto,Tachigali myrmecophila,Fabaceae,O,11.5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,16.6,FALSE,20180830,727927.870843968,9683122.07001024
TAP_A01,65,054a,ucuuba,Virola michelii,Myristicaceae,O,28.1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,28.4,FALSE,20180830,727911.09992592,9683113.7541856
TAP_A01,65,054b,breu branco,Protium paniculatum,Burseraceae,O,10.5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,12.7,FALSE,20180830,727926.101163572,9683112.85020196
TAP_A01,65,055a,caferana,Quiina florida,Ochnaceae,O,11.4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,11.8,FALSE,20180830,727908.488517,9683111.89475
TAP_A01,65,055b,breu vermelho,Protium hebetatum,Burseraceae,O,12.2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,12.7,FALSE,20180830,727924.09857886,9683112.2381558
TAP_A01,65,056a,cucutitiriba,"Pouteria sp,",Sapotaceae,O,18.2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,19.6,FALSE,20180830,727913.221267,9683111.30025
TAP_A01,65,056b,caferana,Quiina florida,Ochnaceae,O,12.1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,12.5,FALSE,20180830,727933.311410304,9683114.51612672
TAP_A01,65,057a,caferana,Quiina florida,Ochnaceae,O,10.2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,10.6,FALSE,20180830,727907.012361472,9683109.99054096
TAP_A01,65,057b,timborana,Pseudopiptadenia suaveolens,Fabaceae,O,18.5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,20.8,FALSE,20180830,727935.59903276,9683114.4576868
TAP_A01,65,058a,caferana,Quiina florida,Ochnaceae,O,12.3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,12.7,FALSE,20180830,727906.3305572,9683106.092576
TAP_A01,65,058b,ucuuba terra firme,Virola sebifera,Myristicaceae,O,13.5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,15.3,FALSE,20180830,727938.994726,9683117.11706
TAP_A01,65,059a,tauari,Couratari stellata,Lecythidaceae,O,11.1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,12.5,FALSE,20180830,727909.7061984,9683106.092432
TAP_A01,65,059b,morta,NA,NA,O,37.4,TRUE,1,FALSE,12.77,19.81,NA,NA,NA,NA,20151211,NA,NA,NA,NA,NA,TRUE,20180830,727937.4224252,9683110.157476
TAP_A01,65,060a,liana,NA,NA,L,13.5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,14.1,FALSE,20180830,727910.0750248,9683105.177504
TAP_A01,65,060b,freijo branco,Cordia scabrifolia,Boraginaceae,O,39.5,FALSE,NA,NA,23.3,31.67,3,3.2,0.9,4,20151211,NA,NA,NA,NA,39.8,FALSE,20180830,727943.102666,9683107.49846
TAP_A01,65,061a,cucutitiriba,"Pouteria sp,",Sapotaceae,O,17.2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,19.5,FALSE,20180830,727911.45031956,9683104.5628108
TAP_A01,65,061b,ucuuba terra firme,Virola sebifera,Myristicaceae,O,13.6,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,13.7,FALSE,20180830,727934.3671128,9683103.933044
TAP_A01,65,062a,anani,Symphonia globulifera,Clusiaceae,O,13.9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,16.9,FALSE,20180830,727908.61392876,9683103.2062068
TAP_A01,65,062b,tachi preto,Tachigali myrmecophila,Fabaceae,O,31,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,36,FALSE,20180830,727931.54377944,9683105.2437792
TAP_A01,65,063a,caferana,Quiina florida,Ochnaceae,O,12,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,14,FALSE,20180830,727910.53966528,9683101.2222504
TAP_A01,65,063b,caferana,Quiina florida,Ochnaceae,O,11.3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,11.8,FALSE,20180830,727928.810159048,9683106.35369464
TAP_A01,65,064a,acariquarana,Rinorea guianensis,Violaceae,O,82,FALSE,NA,NA,29.49,43.24,4.7,8,10,9,20151211,NA,NA,NA,NA,84.4,FALSE,20180830,727914.50072124,9683099.8137332
TAP_A01,65,064b,tachi preto,Tachigali myrmecophila,Fabaceae,O,22.5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,25.8,FALSE,20180830,727931.47989372,9683099.9513396
TAP_A01,65,065a,caferana,Quiina florida,Ochnaceae,O,13.5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,14,FALSE,20180830,727917.0906792,9683099.015216
TAP_A01,65,065b,caferana,Quiina florida,Ochnaceae,O,16.5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,17.2,FALSE,20180830,727929.59490268,9683099.0068004
TAP_A01,65,066a,caferana,Quiina florida,Ochnaceae,O,11.2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,11.8,FALSE,20180830,727914.152964396,9683097.87241628
TAP_A01,65,066b,cacau do mato,Theobroma glaucum,Malvaceae,O,10.7,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,10.9,FALSE,20180830,727940.796059232,9683096.80011776
TAP_A01,65,067a,caferana,Quiina florida,Ochnaceae,O,13.3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,15.3,FALSE,20180830,727917.19348788,9683095.9670684
TAP_A01,65,068a,muiratinga,Maquira coriacea,Moraceae,O,10.7,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,11.8,FALSE,20180830,727910.52379806,9683095.6248758
TAP_A01,65,069a,caferana,Quiina florida,Ochnaceae,O,16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151211,NA,NA,NA,NA,16.6,FALSE,20180830,727917.808176976,9683091.64302768
TAP_A01,65,070a,morta,NA,NA,O,57.5,TRUE,2,FALSE,NA,25.36,NA,NA,NA,NA,20151211,NA,NA,NA,NA,NA,TRUE,20180830,727917.37392468,9683089.8989324
TAP_A01,65,071a,inga,Inga marginata,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,FALSE,20180830,727896.3903536,9683097.084668
TAP_A01,65,072a,caferana,Quiina florida,Ochnaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,FALSE,20180830,727898.10048384,9683112.6896512
TAP_A01,65,073a,caferana,Quiina florida,Ochnaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,FALSE,20180830,727890.41618832,9683115.2407376
TAP_A01,65,074a,caferana,Quiina florida,Ochnaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,FALSE,20180830,727895.024822496,9683120.45040128
TAP_A01,65,075a,breu vermelho,Protium hebetatum,Burseraceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,FALSE,20180830,727884.80719502,9683126.7703526
TAP_A01,66,001a,breu manga,Tetragastris altissima,Burseraceae,O,17.1,FALSE,NA,NA,9.11,21.75,1.1,0.8,1.2,1.3,20151214,17.3,FALSE,NA,20161015,NA,TRUE,20180901,727028.61861004,9684085.135744
TAP_A01,66,001b,caferana,Quiina florida,Ochnaceae,O,10.4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151214,10.7,FALSE,NA,20161015,NA,TRUE,20180901,727056.97668264,9684098.674424
TAP_A01,66,002a,breu branco,Protium paniculatum,Burseraceae,O,10.1,FALSE,NA,NA,9.81,18.34,1.1,2.3,1.6,1.8,20151214,10.3,FALSE,NA,20161015,NA,TRUE,20180901,727031.77391416,9684086.276236
TAP_A01,66,002b,urucurana,Sloanea guianensis,Elaeocarpaceae,O,12.1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151214,11.8,TRUE,1,20161015,NA,TRUE,20180901,727055.227750704,9684093.7608284
TAP_A01,66,003a,breu branco,Protium paniculatum,Burseraceae,O,13.9,FALSE,NA,NA,10.04,16.36,3,2.8,5,3.5,20151214,14.4,FALSE,NA,20161015,NA,TRUE,20180901,727038.57520332,9684091.010632
TAP_A01,66,003b,caferana,Quiina florida,Ochnaceae,O,22.3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20151214,22.3,FALSE,NA,20161015,NA,TRUE,20180901,727065.747445488,9684097.6921048
