area;transect;tree;common_name;scientific_name;family_name;WSD;DBH;BA;AGB;area_sampled;BA_AS;AGB_AS;type;canopy;light;dead;d_class;Hcom;Htot;RN;RS;RE;RW;date;UTM_Easting;UTM_Northing;;;
JAM_A02;T02;102;MORTA;NI;NI;0.6;25.2;0.049875925;0.136425556;0.252;0.197920337;0.541371253;O;NA;NA;D;1;NA;8.76;NA;NA;NA;NA;20111205;498975.2073;8990064.879;;;
JAM_A02;T02;103;UXIRANA;Sacoglottis guianensis;Humiriaceae;0.84;9.6;0.007238229;0.032020658;0.096;0.075398224;0.333548524;O;S;2;A;NA;4.75;8.13;1.5;1;1.6;1.2;20111205;498974.1282;8990067.267;;;
JAM_A02;T02;104;CARIPE;Licania octandra;Chrysobalanaceae;0.83;26.1;0.053502108;0.677203798;0.261;0.204988921;2.594650568;O;C;2;A;NA;13.96;23.67;5;1.8;4.5;2.2;20111205;498975.0368;8990068.276;;;
JAM_A02;T02;105;LIANA;NA;NA;NA;10.2;0.008171282;0.012739448;0.102;0.080110613;0.124896549;L;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;20111205;498973.4369;8990068.259;;;
JAM_A02;T02;106;INAJA;Attalea maripa;Arecaceae;NA;23;0.041547563;0.10855418;0.23;0.180641578;0.471974695;P;C;2;A;NA;14.44;20.85;3;6;5.6;4.3;20111205;498977.6085;8990088.102;;;
JAM_A02;T02;107;TAXI PRETO;Tachigali myrmecophila;Fabaceae;0.48;61.8;0.299962408;3.087449606;0.618;0.485376065;4.995873149;O;E;1;A;NA;23.77;33.37;6.8;7;6.5;8;20111205;498975.1277;8990090.274;;;
JAM_A02;T02;108;PINTADINHO;Poeppigia sp.;Fabaceae;0.69;20.1;0.031730871;0.335420269;0.201;0.157865031;1.668757555;O;S;2;A;NA;12.87;23.64;0;4.2;3.8;1;20111205;498974.8711;8990095.271;;;
JAM_A02;T02;109;SUCUPIRA PRETA;Bowdichia nitida;Fabaceae;0.81;25;0.049087385;0.624213857;0.25;0.196349541;2.496855427;O;C;1;A;NA;16.89;24.22;3.6;2.3;4.5;1.3;20111205;498978.1143;8990100.305;;;
JAM_A02;T02;110;EMBAUBA;Cecropia ficifolia;Urticaceae;0.27;39;0.119459061;0.724906834;0.39;0.306305284;1.858735473;O;C;2;A;NA;19.38;35.2;5.5;7.4;3.8;3;20111205;498976.162;8990117.282;;;
JAM_A02;T02;111;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;22.9;0.041187065;0.241458575;0.229;0.179856179;1.054404258;O;S;2;A;NA;8.69;12.78;3.2;2.8;2.7;2.5;20111205;498974.1968;8990121.26;;;
JAM_A02;T02;112;ABIURANA;Pouteria gongrijpii;Sapotaceae;0.8;6.2;0.003019071;0.013141043;0.062;0.048694686;0.211952299;O;S;3;A;NA;5.84;8.4;1.3;0.7;1.2;1.4;20111205;498980.1442;8990126.824;;;
JAM_A02;T02;113;MARAMARA;Miconia pyrifolia;Melastomataceae;0.63;9.2;0.00664761;0.037502791;0.092;0.072256631;0.407639035;O;S;3;A;NA;7.9;13.78;1.6;2.8;1.5;1.8;20111205;498980.3006;8990133.325;;;
JAM_A02;T02;114;MUIRATINGA;Brosimum rubescens ;Moraceae;0.83;20.4;0.03268513;0.325857928;0.204;0.160221225;1.597342786;O;S;3;A;NA;9.76;18.64;2.3;2.7;0;3.3;20111205;498978.2934;8990144.467;;;
JAM_A02;T02;115;UXIRANA;Sacoglottis guianensis;Humiriaceae;0.84;12.4;0.012076282;0.115216268;0.124;0.097389372;0.929163449;O;S;2;A;NA;6.46;17.53;1.6;1.5;1.7;1.2;20111205;498975.9088;8990152.242;;;
JAM_A02;T02;116;TANIBUCA;Terminalia amazonia;Combretaceae;0.68;43.1;0.145896348;2.161047631;0.431;0.338506608;5.014031627;O;C;2;A;NA;20.32;33.59;4.7;5.8;2.7;3.3;20111205;498977.0577;8990156.955;;;
JAM_A02;T02;117;AÇAI;Euterpe oleracea;Arecaceae;NA;11;0.009503318;0.027592089;0.11;0.086393798;0.250837169;P;S;2;A;NA;10.49;14.65;1.5;1.3;1.2;0.8;20111205;498975.235;8990159.035;;;
JAM_A02;T02;118;BABAÇU;Orbignya phalerata;Arecaceae;NA;28.4;0.063347074;0.160594254;0.284;0.223053078;0.565472725;P;S;2;A;NA;12.69;24.73;4.5;4.5;4.5;4.5;20111205;498977.4383;8990167.96;;;
JAM_A02;T02;119;TAXI VERMELHO;Tachigali alba;Fabaceae;0.56;63.3;0.314700405;5.175017187;0.633;0.497157037;8.175382602;O;E;1;A;NA;22.92;45.29;4.6;4.3;5.8;6;20111205;498979.3219;8990169.48;;;
JAM_A02;T02;120;BREU DE LEITE;Thyrsodium paraense;Anacardiaceae;0.61;10.5;0.008659015;0.046360468;0.105;0.082466807;0.441528266;O;S;1;A;NA;7.72;13.47;1.6;2.4;2.7;1.6;20111205;498974.5267;8990187.429;;;
JAM_A02;T02;121;CAFERANA;Quiina florida;Quiinaceae;0.73;7.6;0.00453646;0.009910448;0.076;0.05969026;0.130400637;O;S;1;A;NA;3.96;4.63;0.2;0.7;0;0.4;20111205;498973.805;8990189.421;;;
JAM_A02;T02;122;LOURO P;Ocotea caudata;Lauraceae;0.5;18.5;0.026880252;0.173643235;0.185;0.14529866;0.938612081;O;S;3;A;NA;8.42;19.91;1.5;2.3;0;5.5;20111205;498975.5049;8990189.44;;;
JAM_A02;T02;123;CASTANHEIRA;Bertholletia excelsa;Lecythidaceae;0.64;20.1;0.031730871;0.243897122;0.201;0.157865031;1.21341852;O;C;1;A;NA;13.77;18.53;2.4;1;1.2;1;20111205;498973.9291;8990205.624;;;
JAM_A02;T02;124;MORTA;NI;NI;0.45;79.2;0.492651994;0.663664448;0.792;0.622035345;0.837960161;O;NA;NA;D;4;NA;5.24;NA;NA;NA;NA;20111205;498977.352;8990231.162;;;
JAM_A02;T02;125;MUIRAPIRANGA;Brosimum rubescens;Moraceae;0.83;12.2;0.011689866;0.095996395;0.122;0.095818576;0.786855694;O;S;3;A;NA;10.19;15.36;2.3;1.5;2;2.6;20111205;498974.0892;8990236.927;;;
JAM_A02;T02;126;ESCORREGA MACACO;Capirona huberiana;Rubiaceae;0.59;50;0.196349541;2.008945837;0.5;0.392699082;4.017891674;O;E;1;A;NA;15.93;26.63;5.6;7;6.2;7.4;20111205;498980.0608;8990257.993;;;
JAM_A02;T02;127;LOURO PIMENTA;Ocotea canaliculata;Lauraceae;0.48;11.4;0.010207035;0.042820475;0.114;0.089535391;0.375618204;O;S;2;A;NA;7.28;13.5;2.4;1.2;2.2;1.7;20111205;498973.4755;8990275.023;;;
JAM_A02;T02;128;MAPATIRANA;Pourouma minor;Urticaceae;0.44;6.3;0.003117245;0.009509178;0.063;0.049480084;0.150939332;O;S;3;A;NA;9.14;10.59;0;3;0.2;1.2;20111205;498972.9778;8990284.018;;;
JAM_A02;T02;129;CANELA DE VELHO;Casearia javitensis;Salicaceae;0.76;12.1;0.011499015;0.11012819;0.121;0.095033178;0.910150327;O;S;2;A;NA;16.53;19.44;0.5;0.8;0.6;1;20111205;498973.9213;8990289.229;;;
JAM_A02;T02;130;AÇOITA CAVALO;Luehea sp.;Malvaceae;0.51;50;0.196349541;2.849384214;0.5;0.392699082;5.698768427;O;E;1;A;NA;25.74;44.19;7.8;7.4;6.7;9.6;20111205;498981.7568;8990295.214;;;
JAM_A02;T02;131;CASCA SECA;Licania canescens;Chrysobalanaceae;0.88;24.8;0.048305129;0.515817338;0.248;0.194778745;2.07990862;O;C;2;A;NA;5.91;18.72;2.8;5.4;4.6;3;20111205;498973.2378;8990306.122;;;
JAM_A02;T02;132;AÇAI;Euterpe oleracea;Arecaceae;NA;8.8;0.006082123;0.018231517;0.088;0.069115038;0.207176327;P;S;3;A;NA;8.31;11.82;2.7;1.4;2.3;2.4;20111205;498973.2107;8990308.622;;;
JAM_A02;T02;133;ENVIRA BRANCA;Annona exsucca;Annonaceae;0.44;10.9;0.009331316;0.022361376;0.109;0.0856084;0.205150241;O;S;2;A;NA;6.6;8.36;0.8;0.5;0.6;0.9;20111205;498972.8694;8990312.418;;;
JAM_A02;T02;134;TAXI VERMELHO;Tachigali alba;Fabaceae;0.56;18.3;0.026302199;0.225766122;0.183;0.143727864;1.233694656;O;C;1;A;NA;18.71;23.64;2;1.4;2.7;3.2;20111205;498972.8662;8990312.718;;;
JAM_A02;T02;135;MORTA;NI;NI;0.45;10.2;0.008171282;0.007342654;0.102;0.080110613;0.071986808;O;NA;NA;D;4;NA;3.19;NA;NA;NA;NA;20111205;498972.2282;8990316.212;;;
JAM_A02;T02;136;URUCURANA;Sloanea guianensis;Elaeocarpaceae;0.82;24.7;0.047916357;0.435730789;0.247;0.193993346;1.764092262;O;S;3;A;NA;9.2;17.09;1.8;4.3;2.4;3.2;20111205;498973.0934;8990319.421;;;
JAM_A02;T02;137;URUCUM;Bixa orellana;Bixaceae;0.32;30.2;0.071631454;0.314470022;0.302;0.237190245;1.041291463;O;C;2;A;NA;15.32;21.17;3.2;1.8;3.8;3.5;20111205;498978.8333;8990324.984;;;
JAM_A02;T02;138;MULATERO;Calycophyllum megistocaulum;Rubiaceae;0.58;5.5;0.002375829;0.005365561;0.055;0.043196899;0.097555662;O;S;3;A;NA;3.51;6;0.4;1.2;1;0.3;20111205;498972.2165;8990344.913;;;
JAM_A02;T02;139;INGA VERMELHO;Inga alba;Fabaceae;0.59;20.1;0.031730871;0.375035302;0.201;0.157865031;1.865847274;O;C;1;A;NA;16.51;31.12;2.3;2.7;2.8;3.7;20111205;498972.146;8990351.413;;;
JAM_A02;T02;140;CARAPANAUBA;Aspidosperma nitidum;Apocynaceae;0.76;101.6;0.810731967;12.26479346;1.016;0.797964534;12.0716471;O;E;1;A;NA;16.4;30.58;2.5;1.4;6;4.5;20111205;498973.1242;8990353.424;;;
JAM_A02;T02;141;AMAPA DOCE;Brosimum parinarioides;Moraceae;0.58;24.2;0.045996058;0.276205135;0.242;0.190066356;1.141343533;O;S;2;A;NA;11.24;15.98;2.2;2.4;2.3;2.5;20111205;498973.5916;8990356.429;;;
JAM_A02;T02;142;ANGELIM PEDRA;Hymenolobium petraeum;Fabaceae;0.71;24.3;0.046376976;0.572181066;0.243;0.190851754;2.354654592;O;C;2;A;NA;16.7;26.72;3.5;2.3;3.8;2.3;20111205;498973.5396;8990370.429;;;
JAM_A02;T02;143;AÇOITA CAVALO;Luehea sp.;Malvaceae;0.51;55;0.237582944;3.99614176;0.55;0.43196899;7.265712291;O;E;1;A;NA;38.13;51.22;3.8;6;7.5;1.5;20111205;498973.6635;8990377.431;;;
JAM_A02;T02;144;CARIPE;Licania octandra;Chrysobalanaceae;0.83;12.4;0.012076282;0.049707324;0.124;0.097389372;0.400865515;O;S;3;A;NA;4.39;7.7;2.5;2.7;2.3;2.1;20111205;498972.2419;8990379.416;;;
JAM_A02;T02;145;JUTAI;Hymenaea parviflora;Fabaceae;0.88;46.9;0.172756965;4.840948734;0.469;0.368351739;10.32185231;O;E;1;A;NA;24.47;49.28;6.5;3;5.8;3.5;20111205;498976.5199;8990381.462;;;
JAM_A02;T02;146;MATAMATA;Eschweilera parviflora;Lecythidaceae;0.89;13.1;0.013478218;0.086223224;0.131;0.102887159;0.658192549;O;S;2;A;NA;6.96;11.1;1.6;1.9;3.2;5;20111205;498971.8876;8990384.412;;;
JAM_A02;T02;147;BREU BRANCO;Protium paniculatum;Burseraceae;0.49;7.3;0.004185387;0.011030844;0.073;0.057334066;0.151107451;O;S;3;A;NA;5.13;8.3;0.7;3.4;1.3;1;20111205;498971.7116;8990391.411;;;
JAM_A02;T03;1;BACURIPARI;Rheedia gardneriana;Clusiaceae;0.62;10.8;0.009160884;0.053883083;0.108;0.084823002;0.498917435;O;S;2;A;NA;3.77;14.64;2.1;2.3;2.4;2.5;20111203;499719.2737;8990393.709;;;
JAM_A02;T03;2;ABIURANA;Pouteria gongrijpii;Sapotaceae;0.8;25.5;0.051070516;0.555323333;0.255;0.200276532;2.177738562;O;S;1;A;NA;12.83;20.99;3.7;1.8;0;2.6;20111203;499719.37;8990391.709;;;
JAM_A02;T03;3;BURANGICA;Galipea trifoliata;NI;0.62;13;0.013273229;0.183182295;0.13;0.102101761;1.409094578;O;S;3;A;NA;17.14;34.35;4.2;5.3;5;3.9;20111203;499718.752;8990382.01;;;
JAM_A02;T03;4;QUARUBA BRANCA;Vochysia maxima;Vochysiaceae;0.49;47.3;0.175716346;0.394951279;0.473;0.371493331;0.834992133;O;C;1;A;NA;4.43;7.08;0;5.2;1.5;1.8;20111203;499714.752;8990382.018;;;
JAM_A02;T03;5;TAXI VERMELHO;Tachigali alba;Fabaceae;0.56;41.3;0.133964579;1.567999781;0.413;0.324369441;3.796609639;O;E;1;A;NA;20.17;32.23;5;4.6;3.7;4.1;20111203;499717.7023;8990355.312;;;
JAM_A02;T03;6;INHARE;Helicostylis sp.;Moraceae;0.65;9.5;0.007088218;0.03636135;0.095;0.074612826;0.382751053;O;S;3;A;NA;8.53;12.13;3.1;2.7;0;3.5;20111203;499719.3658;8990335.709;;;
JAM_A02;T03;7;INGA;Inga marginata;Fabaceae;0.57;16.7;0.021903969;0.107532876;0.167;0.131161493;0.643909438;O;S;3;A;NA;4.7;13.22;6.2;3.1;3.3;4.6;20111203;499719.6624;8990333.908;;;
JAM_A02;T03;8;BREU DE LEITE;Thyrsodium paraense;Anacardiaceae;0.61;11.2;0.009852035;0.050391801;0.112;0.087964594;0.449926794;O;S;2;A;NA;8.47;12.87;1.2;2.1;1.3;1.8;20111203;499719.1555;8990330.209;;;
JAM_A02;T03;9;PINTADINHO;Poeppigia sp.;Fabaceae;0.69;9;0.006361725;0.049300398;0.09;0.070685835;0.547782205;O;S;2;A;NA;11.03;17.33;1.4;1;0.9;8;20111203;499719.5442;8990324.109;;;
JAM_A02;T03;10;TAUARI ROSA;Couratari sp.;Lecythidaceae;0.54;70.8;0.393691825;6.639968666;0.708;0.5560619;9.378486816;O;E;1;A;NA;28.89;48.21;2;5;3.9;5.4;20111203;499714.6325;8990317.818;;;
JAM_A02;T03;11;CASCA SECA;Licania canescens;Chrysobalanaceae;0.88;37.2;0.108686539;1.715639878;0.372;0.292168117;4.611935157;O;C;2;A;NA;14.21;27.68;4.6;4.5;5;7.2;20111203;499715.5898;8990294.916;;;
JAM_A02;T03;12;ABIURANA;Pouteria gongrijpii;Sapotaceae;0.8;21.9;0.037668481;0.245689809;0.219;0.172002198;1.121871274;O;S;1;A;NA;6.52;12.59;0.5;0.5;0.4;0.3;20111203;499717.5773;8990288.212;;;
JAM_A02;T03;13;QUEBRADO;NI;NI;0.62;16.2;0.020611989;0.013912094;0.162;0.127234502;0.085877125;O;NA;NA;A;NA;NA;1.68;NA;NA;NA;NA;20111203;499718.2645;8990281.311;;;
JAM_A02;T03;14;ABIURANA;Pouteria gongrijpii;Sapotaceae;0.8;11.6;0.010568318;0.097590628;0.116;0.091106187;0.841298521;O;S;2;A;NA;11.52;17.82;1.2;1.8;1.6;1.3;20111203;499719.3546;8990276.009;;;
JAM_A02;T03;15;ANDORINHA;Casearia grandiflora;Salicaceae;0.77;25.9;0.052685294;0.673672598;0.259;0.203418124;2.601052504;O;S;2;A;NA;19.18;25.62;2.2;4.2;4.7;1.1;20111203;499718.6528;8990275.01;;;
JAM_A02;T03;16;GUARIUBA;Clarisia racemosa;Moraceae;0.59;10.3;0.008332289;0.051202705;0.103;0.080896011;0.497113645;O;S;3;A;NA;8.11;16.2;0.7;2.5;1.8;1.8;20111203;499719.4511;8990274.109;;;
JAM_A02;T03;17;LOURO PIMENTA;Ocotea canaliculata;Lauraceae;0.48;16.9;0.022431757;0.142654724;0.169;0.13273229;0.844110792;O;S;2;A;NA;16.32;20.47;0.7;2.1;1.2;1.8;20111203;499718.3284;8990261.911;;;
JAM_A02;T03;18;BABAÇU;Orbignya phalerata;Arecaceae;NA;25.5;0.051070516;0.131481006;0.255;0.200276532;0.515611788;P;NA;NA;A;NA;NA;11.76;NA;NA;NA;NA;20111203;499717.1217;8990258.313;;;
JAM_A02;T03;19;ABIURANA;Pouteria gongrijpii;Sapotaceae;0.8;6;0.002827433;0.01641936;0.06;0.04712389;0.273655995;O;S;3;A;NA;3.32;11.21;1.6;1.6;1.3;1.4;20111203;499712.9196;8990257.221;;;
JAM_A02;T03;20;TATAPIRIRICA;Tapirira guianensis;Anacardiaceae;0.46;20.6;0.033329156;0.16090455;0.206;0.161792022;0.781090047;O;S;2;A;NA;10.07;16.3;3;2.1;2.1;2.4;20111203;499717.9911;8990241.911;;;
JAM_A02;T03;21;INGA VERMELHO;Inga alba;Fabaceae;0.59;25.2;0.049875925;0.430141877;0.252;0.197920337;1.70691221;O;E;1;A;NA;14.61;22.71;6.4;1;1.6;1.8;20111203;499719.0908;8990241.709;;;
JAM_A02;T03;22;TAXI BRANCO;Tachigali paniculata;Fabaceae;0.56;4.1;0.001320254;0.017531573;0.041;0.032201325;0.427599336;O;E;1;A;NA;20.86;36.59;7.8;1.6;2.7;2.8;20111203;499718.0856;8990238.911;;;
JAM_A02;T03;23;UCUUBA;Virola melinoni;Myristicaceae;0.48;11.8;0.010935884;0.046563851;0.118;0.092676983;0.394608903;O;S;2;A;NA;7.54;13.8;1.7;1.2;1.4;1.5;20111203;499712.9817;8990236.821;;;
JAM_A02;T03;24;JATOBA;Hymenaea courbaril;Fabaceae;0.79;13.5;0.014313882;0.096605284;0.135;0.106028752;0.715594694;O;S;2;A;NA;7.07;13.23;1.6;1.4;1.4;1.8;20111203;499719.2694;8990230.209;;;
JAM_A02;T03;25;ESCORREGA MACACO;Capirona huberiana;Rubiaceae;0.59;24.1;0.045616711;0.380443185;0.241;0.189280957;1.578602427;O;C;1;A;NA;10.19;21.7;3.4;1.1;3.1;2.8;20111203;499719.1694;8990230.209;;;
JAM_A02;T03;26;ABIURANA;Pouteria gongrijpii;Sapotaceae;0.8;22.8;0.040828138;0.404755915;0.228;0.179070781;1.775245242;O;S;1;A;NA;14.74;19.14;2.4;2.6;2;2.8;20111203;499717.8301;8990209.112;;;
JAM_A02;T03;27;ABIURANA;Pouteria gongrijpii;Sapotaceae;0.8;13.6;0.014526724;0.103150023;0.136;0.10681415;0.758456053;O;S;2;A;NA;9.64;13.71;2.7;2.5;3.3;1.3;20111203;499718.4264;8990207.111;;;
JAM_A02;T03;28;ATA PRETA;Annona sp.;Annonaceae;0.41;57;0.255175863;0.539157818;0.57;0.447676953;0.945890908;O;S;2;A;NA;5.74;7.89;1.7;1.3;1.5;1;20111203;499718.9224;8990205.01;;;
JAM_A02;T03;29;MATAMATA JIBOIA;Eschweilera sp.;Lecythidaceae;0.83;36.3;0.103491131;1.248526571;0.363;0.285099533;3.439467139;O;C;1;A;NA;13.86;22.48;2.2;2.8;3.6;2.6;20111203;499718.607;8990196.71;;;
JAM_A02;T03;30;GUARIUBA;Clarisia racemosa;Moraceae;0.59;10.5;0.008659015;0.046470292;0.105;0.082466807;0.442574212;O;S;3;A;NA;8.74;14.15;1.3;2.3;2.4;2.8;20111203;499719.3895;8990187.309;;;
JAM_A02;T03;31;TANIMBUCA AMARELA;Buchenavia congesta;Combretaceae;0.71;80;0.502654825;11.33267229;0.8;0.628318531;14.16584036;O;E;1;A;NA;27.77;49.31;8.2;10;9.7;9.1;20111203;499709.8679;8990175.727;;;
JAM_A02;T03;32;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;21.4;0.035968094;0.31207223;0.214;0.168075207;1.458281451;O;S;2;A;NA;10.03;18.91;3.4;2.8;2.3;2.6;20111203;499717.2538;8990168.113;;;
JAM_A02;T03;33;MUIRATINGA;Brosimum rubescens ;Moraceae;0.83;15.9;0.019855651;0.163967875;0.159;0.124878308;1.0312445;O;S;2;A;NA;9.77;15.44;3.1;2.8;3.2;1.8;20111203;499718.4452;8990163.51;;;
JAM_A02;T03;34;INHARE;Helicostylis sp.;Moraceae;0.65;25.5;0.051070516;0.694103536;0.255;0.200276532;2.721974653;O;C;2;A;NA;19.95;32.14;4.4;6;5.2;4.5;20111203;499715.0428;8990162.217;;;
JAM_A02;T03;35;INHARE;Helicostylis sp.;Moraceae;0.65;15.7;0.019359279;0.076591869;0.157;0.123307512;0.487846299;O;S;2;A;NA;6.02;9.36;2.6;2;2.2;1.8;20111203;499719.0249;8990152.609;;;
JAM_A02;T03;36;URUCURANA;Sloanea guianensis;Elaeocarpaceae;0.82;29.9;0.070215381;0.901908831;0.299;0.234834051;3.016417495;O;S;2;A;NA;18.48;24.14;4.2;3;3.4;2.6;20111203;499718.124;8990152.111;;;
JAM_A02;T03;37;ACARIQUARA;Minquartia guianensis;Olacaceae;0.77;32.8;0.084496276;1.127954181;0.328;0.257610598;3.438884698;O;S;2;A;NA;18.72;26.75;2.3;3;2.1;3.2;20111203;499717.0851;8990138.955;;;
JAM_A02;T03;38;MUIRATINGA;Brosimum rubescens ;Moraceae;0.83;21.5;0.03630503;0.620961771;0.215;0.168860605;2.888194281;O;S;2;A;NA;22.3;31.98;1.9;2.3;1.8;2.5;20111203;499717.7439;8990123.065;;;
JAM_A02;T03;39;UCUUBA;Virola melinoni;Myristicaceae;0.48;46.1;0.166913603;1.785086077;0.461;0.362068553;3.872204072;O;E;1;A;NA;26.67;34.66;3.3;3;2.6;3.5;20111203;499719.2113;8990120.098;;;
JAM_A02;T03;40;MATA MATA BRANCO;Eschweilera coriacea;Lecythidaceae;0.85;8;0.005026548;0.019706913;0.08;0.062831853;0.246336413;O;S;3;A;NA;6.41;7.1;1.2;0.7;0.8;0.8;20111203;499719.4835;8990116.903;;;
JAM_A02;T03;41;ACARIQUARA;Minquartia guianensis;Olacaceae;0.77;40.9;0.13138219;2.363454529;0.409;0.321227849;5.778617429;O;S;2;A;NA;27;36.05;3.3;3.2;2.5;4.2;20111203;499718.5998;8990102.88;;;
JAM_A02;T03;42;MATA MATA BRANCO;Eschweilera coriacea;Lecythidaceae;0.85;12.5;0.012271846;0.118015669;0.125;0.09817477;0.944125352;O;S;3;A;NA;11.35;17.42;3.7;2.4;2;2;20111203;499719.9298;8990092.707;;;
JAM_A02;T03;43;MATAMATA JIBOIA;Eschweilera sp.;Lecythidaceae;0.83;22;0.038013271;0.619874672;0.22;0.172787596;2.817612144;O;S;3;A;NA;21.19;30.39;2.1;2;2.2;2.4;20111203;499718.1302;8990092.666;;;
JAM_A02;T03;44;AÇAI;Euterpe oleracea;Arecaceae;NA;7.8;0.004778362;0.01457264;0.078;0.061261057;0.186828712;P;S;3;A;NA;7.49;8.78;1;1.2;1.4;1.8;20111203;499719.7795;8990090.503;;;
JAM_A02;T03;45;ENVIRA TURI;Bocageopsis multiflora;Annonaceae;0.64;26.1;0.053502108;0.609342895;0.261;0.204988921;2.334647108;O;C;2;A;NA;5.4;27.45;2.6;1.7;2.4;2.6;20111203;499719.3293;8990088.292;;;
JAM_A02;T03;46;BACUPARI;Garcinia sp.;Clusiaceae;0.65;19.2;0.028952918;0.336026001;0.192;0.150796447;1.750135419;O;S;1;A;NA;21.87;27.38;1.4;1.3;1.4;1.2;20111203;499720.3432;8990092.116;;;
JAM_A02;T03;47;TANIBUCA;Terminalia amazonia;Combretaceae;0.68;60;0.282743339;3.973891866;0.6;0.471238898;6.62315311;O;E;1;A;NA;22.98;31.87;5;7.2;5.3;4.7;20111203;499712.2113;8990062.425;;;
JAM_A02;T03;48;SORVA;Couma guianensis;Apocynaceae;0.47;29;0.066051986;0.40693314;0.29;0.227765467;1.403217723;O;NA;NA;A;NA;NA;20.37;NA;NA;NA;NA;20111203;499720.8307;8990039.514;;;
JAM_A02;T03;49;ABIU VERMELHO;Pouteria cladantha;Sapotaceae;0.94;16.5;0.021382465;0.355368355;0.165;0.129590697;2.153747604;O;S;2;A;NA;21.23;27.21;1;1.1;1.5;1.1;20111203;499721.196;8990036.621;;;
JAM_A02;T03;50;INGA;Inga marginata;Fabaceae;0.57;9;0.006361725;0.020799474;0.09;0.070685835;0.231105269;O;S;3;A;NA;7.67;8.8;1;4.8;1.3;3.2;20111203;499721.1773;8990033.02;;;
JAM_A02;T03;51;INHARE;Helicostylis sp.;Moraceae;0.65;14.8;0.017203361;0.079282809;0.148;0.116238928;0.535694653;O;S;3;A;NA;7.6;10.9;1.4;1.5;1.4;2.1;20111203;499720.7513;8990025.308;;;
JAM_A02;T03;52;INHARE;Helicostylis sp.;Moraceae;0.65;12;0.011309734;0.070699903;0.12;0.09424778;0.589165862;O;S;2;A;NA;10.71;14.78;2;0.8;1.2;1;20111203;499721.6685;8990020.128;;;
JAM_A02;T03;53;MUIRAPIRANGA;Brosimum rubescens;Moraceae;0.83;19.8;0.03079075;0.208785405;0.198;0.155508836;1.054471743;O;S;2;A;NA;10.63;12.68;1.7;4.2;1.5;4.7;20111203;499721.5798;8990019.626;;;
JAM_A02;T03;54;TAXI BRANCO;Tachigali paniculata;Fabaceae;0.56;16.8;0.022167078;0.072727169;0.168;0.131946891;0.432899817;O;S;2;A;NA;6.2;9.04;3.2;1.2;1.1;1;20111203;499721.2869;8990006.016;;;
JAM_A02;T03;55;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;10.3;0.008332289;0.091623817;0.103;0.080896011;0.889551618;O;S;2;A;NA;6.78;23.97;1.6;2.8;2;1.6;20111203;499722.286;8990001.637;;;
JAM_A02;T03;56;ANANI;Symphonia globulifera;Clusiaceae;0.6;43.1;0.145896348;1.625953849;0.431;0.338506608;3.772514732;O;E;1;A;NA;22.22;28.66;4;2.6;2.8;3.4;20111203;499719.5725;8989997.775;;;
JAM_A02;T03;57;MORTA;NI;NI;0.7;90;0.636172512;5.3978922;0.9;0.706858347;5.997658;O;NA;NA;D;2;NA;28.95;NA;NA;NA;NA;20111203;499717.6904;8989992.531;;;
JAM_A02;T03;58;LIANA;NA;NA;NA;17.8;0.024884555;0.016760997;0.178;0.139800873;0.094162904;L;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;20111203;499721.1572;8989989.608;;;
JAM_A02;T03;59;GOIABAO;Pradosia praealta;Sapotaceae;0.73;7.7;0.004656626;0.018088429;0.077;0.060475659;0.234914669;O;S;2;A;NA;5.66;8.2;3.6;0.4;1.8;1.2;20111203;499722.4043;8989987.536;;;
JAM_A02;T03;60;FREIJO BRANCO;Cordia scabrifolia;Boraginaceae;0.47;5.5;0.002375829;0.00234291;0.055;0.043196899;0.042598367;O;S;3;A;NA;2.46;3.21;1;0.6;0;1.5;20111203;499722.6655;8989971.538;;;
JAM_A02;T03;61;JOAO MOLE;Neea oppositifolia;Nyctaginaceae;0.89;16.1;0.020358306;0.140483411;0.161;0.126449104;0.872567768;O;S;2;A;NA;7.37;11.93;1.9;2;2.1;1.2;20111203;499723.1947;8989970.25;;;
JAM_A02;T03;62;BREU BRANCO;Protium paniculatum;Burseraceae;0.49;7.5;0.004417865;0.005607837;0.075;0.058904862;0.074771165;O;S;2;A;NA;2.9;4;1.6;2;2.2;1.2;20111203;499722.7664;8989962.638;;;
JAM_A02;T03;63;CANELA DE JACAMIM;Rinorea passoura;Violaceae;0.68;6;0.002827433;0.002937001;0.06;0.04712389;0.048950015;O;S;3;A;NA;1.37;2.37;0.8;2;1.2;1.4;20111203;499723.144;8989950.343;;;
JAM_A02;T03;64;ENVIRA BRANCA;Annona exsucca;Annonaceae;0.44;8.6;0.005808805;0.013869078;0.086;0.067544242;0.161268348;O;S;3;A;NA;5.3;8.33;1.3;1.8;2.3;2;20111203;499723.5313;8989942.05;;;
JAM_A02;T03;65;COPAIBA;Copaifera reticulata;Fabaceae;0.61;38.8;0.118236981;0.994839454;0.388;0.304734487;2.564019211;O;E;1;A;NA;15.49;21.37;3.4;6.2;5.6;4;20111203;499721.7634;8989940.61;;;
