area;transect;tree;common_name;scientific_name;family_name;WSD;DBH;BA;AGB;area_sampled;BA_AS;AGB_AS;type;canopy;light;dead;d_class;Hcom;Htot;RN;RS;RE;RW;date;UTM_Easting;UTM_Northing;;;
JAM_A02;T01;98;TAXI PRETO;Tachigali myrmecophila;Fabaceae;0.48;85.7;0.576834896;7.421549431;0.857;0.673086226;8.659917656;O;E;1;A;NA;24.99;41.71;6.3;6.4;8.4;5.5;20111206;498878.4278;8990786.773;;;
JAM_A02;T01;99;TENTO;Ormosia grossa;Fabaceae;0.62;11.5;0.010386891;0.046005378;0.115;0.090320789;0.400046766;O;S;2;A;NA;4.45;11.01;1.6;2;2.1;1.7;20111206;498874.9279;8990786.802;;;
JAM_A02;T01;100;PATAUA;Oenocarpus bataua;Arecaceae;NA;22.9;0.041187065;0.107679357;0.229;0.179856179;0.470215531;P;S;1;A;NA;14.16;20.85;3.3;3.1;3.2;3.15;20111206;498874.934;8990799.602;;;
JAM_A02;T01;101;PAU DE REMO;Chimarrhis turbinata;Rubiaceae;0.72;23;0.041547563;0.372006053;0.23;0.180641578;1.617417622;O;S;2;A;NA;11.82;19.19;2.3;2.1;2.2;2.2;20111206;498874.8688;8990803.803;;;
JAM_A02;T01;102;INHARE;Helicostylis sp.;Moraceae;0.65;27.1;0.057680427;0.489036308;0.271;0.212842902;1.804562022;O;C;2;A;NA;14.89;20.05;0.9;1.1;1.4;0.7;20111206;498875.1476;8990813.301;;;
JAM_A02;T01;103;MUTUTI;Pterocarpus sp.;Fabaceae;0.51;50.3;0.198712804;1.824853599;0.503;0.395055276;3.627939561;O;C;1;A;NA;17.31;27.66;5.6;3.1;3.5;3.8;20111206;498875.5683;8990815.798;;;
JAM_A02;T01;104;BABAÇU;Orbignya phalerata;Arecaceae;NA;29.2;0.066966189;0.169096175;0.292;0.229336264;0.579096491;P;S;3;A;NA;9.63;19.25;3.6;2.7;3.7;3.4;20111206;498875.889;8990818.295;;;
JAM_A02;T01;105;AMAPA;Parahancornia sp.;Apocynaceae;0.51;118;1.093588403;14.00522387;1.18;0.926769833;11.86883379;O;E;1;A;NA;25.07;39.01;7.6;7.5;9.2;8.5;20111206;498883.2177;8990821.734;;;
JAM_A02;T01;106;UCUUBA;Virola melinoni;Myristicaceae;0.48;15;0.017671459;0.078367856;0.15;0.117809725;0.522452372;O;S;3;A;NA;6.86;14.37;2.1;1.5;1.7;2.2;20111206;498875.0523;8990838.003;;;
JAM_A02;T01;107;CANELA BRAVA;NI;NI;0.62;7.3;0.004185387;0.008532474;0.073;0.057334066;0.116883204;O;S;3;A;NA;4.75;5.07;1.9;1;2.1;1.2;20111206;498874.88;8990853.405;;;
JAM_A02;T01;108;ENVIRA TURI;Bocageopsis multiflora;Annonaceae;0.64;23.2;0.042273271;0.406334997;0.232;0.182212374;1.751443953;O;S;3;A;NA;14.93;23.16;3;5.1;5.1;4.6;20111206;498876.2729;8990900.795;;8990900.754;498873.6739
JAM_A02;T02;1;ANGELIM AMARGOSO;Parahancornia amapa;Apocynaceae;0.46;8.5;0.005674502;0.011346271;0.085;0.066758844;0.133485537;O;S;3;A;NA;4.15;6.71;0.9;0.8;0.5;0.8;20111205;498971.3799;8990388.807;;;
JAM_A02;T02;2;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;11.4;0.010207035;0.073390635;0.114;0.089535391;0.6437775;O;S;2;A;NA;10.7;15.67;1.9;1.6;1.7;2.1;20111205;498969.6453;8990379.087;;;
JAM_A02;T02;3;BREU FOLHA GRANDE;Protium robustum;Burseraceae;0.64;6.9;0.003739281;0.019348337;0.069;0.054192473;0.280410674;O;S;2;A;NA;8.05;12.48;1.6;1;1.1;1.1;20111205;498971.318;8990372.405;;;
JAM_A02;T02;4;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;16.8;0.022167078;0.211991702;0.168;0.131946891;1.261855368;O;S;2;A;NA;9.28;20.85;2.4;1.7;2;1.5;20111205;498970.4897;8990365.796;;;
JAM_A02;T02;5;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;8.7;0.005944679;0.035963104;0.087;0.06832964;0.413369008;O;S;3;A;NA;9.38;13.19;1;0.7;3.6;0.8;20111205;498961.8967;8990365.102;;;
JAM_A02;T02;6;MORTA;NI;NI;0.7;22.2;0.038707563;0.080278905;0.222;0.174358392;0.361616691;O;NA;NA;D;2;NA;5.17;NA;NA;NA;NA;20111205;498970.794;8990365.399;;;
JAM_A02;T02;7;BREU BRANCO;Protium paniculatum;Burseraceae;0.49;13;0.013273229;0.055230058;0.13;0.102101761;0.424846601;O;S;3;A;NA;9.78;13.1;1.8;2;3.5;1;20111205;498970.8157;8990363.399;;;
JAM_A02;T02;8;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;20.8;0.033979466;0.346876634;0.208;0.163362818;1.667676124;O;E;2;A;NA;13.46;22.25;1.4;2.2;1;3.8;20111205;498969.8158;8990363.388;;;
JAM_A02;T02;9;JATOBA;Hymenaea courbaril;Fabaceae;0.79;62.7;0.308762795;6.928015569;0.627;0.492444648;11.04946662;O;E;1;A;NA;27.88;43.99;5.5;6.4;5;8;20111205;498964.6259;8990362.432;;;
JAM_A02;T02;10;INHARE;Helicostylis sp.;Moraceae;0.65;13.9;0.015174678;0.125614612;0.139;0.109170345;0.903702243;O;S;2;A;NA;8.48;19.57;2;2.8;1.8;2.6;20111205;498970.1081;8990354.891;;;
JAM_A02;T02;11;MACUCU;Licania heteromorpha;Chrysobalanaceae;0.82;19.3;0.029255296;0.435092927;0.193;0.151581846;2.2543675;O;S;2;A;NA;17.9;28.11;3.8;2.3;3;1.6;20111205;498969.7797;8990339.086;;;
JAM_A02;T02;12;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;30.4;0.072583357;0.996328219;0.304;0.238761042;3.277395459;O;C;2;A;NA;19.66;29.92;2.8;2.6;2.3;2.4;20111205;498968.4982;8990337.372;;;
JAM_A02;T02;13;CATAUARI;Couepia racemosa;Chrysobalanaceae;0.79;20;0.031415927;0.303791338;0.2;0.157079633;1.518956692;O;S;3;A;NA;9.1;18.9;2.2;2.4;2.5;1.4;20111205;498970.4622;8990331.493;;;
JAM_A02;T02;14;URUCURANA;Sloanea guianensis;Elaeocarpaceae;0.82;10.8;0.009160884;0.074699729;0.108;0.084823002;0.691664162;O;S;2;A;NA;6.05;15.32;1.5;1.8;3.4;1.7;20111205;498970.2501;8990323.391;;;
JAM_A02;T02;15;URUCURANA;Sloanea guianensis;Elaeocarpaceae;0.82;12.6;0.012468981;0.122991534;0.126;0.098960169;0.976123285;O;S;3;A;NA;9.87;18.53;0.7;1;0.4;3.3;20111205;498971.4011;8990318.703;;;
JAM_A02;T02;16;BREU BRANCO;Protium paniculatum;Burseraceae;0.49;12.5;0.012271846;0.05861185;0.125;0.09817477;0.468894799;O;S;3;A;NA;10.4;15.04;1;1.7;1.3;1.6;20111205;498972.238;8990315.312;;;
JAM_A02;T02;17;TENTO;Ormosia grossa;Fabaceae;0.62;11.2;0.009852035;0.055612622;0.112;0.087964594;0.496541267;O;S;3;A;NA;9.11;14.03;1.6;1.4;1.6;3.2;20111205;498971.1435;8990314.8;;;
JAM_A02;T02;18;TAXI PRETO;Tachigali myrmecophila;Fabaceae;0.48;20.2;0.032047387;0.162864396;0.202;0.158650429;0.806259385;O;S;2;A;NA;10.4;16.47;5.6;0.7;2.4;2;20111205;498971.3728;8990312.102;;;
JAM_A02;T02;19;JOAO MOLE;Neea oppositifolia;Nyctaginaceae;0.89;12.9;0.013069811;0.072804471;0.129;0.101316363;0.564375742;O;S;3;A;NA;6.4;9.63;2;2.4;0.8;1.3;20111205;498970.9457;8990323.798;;;
JAM_A02;T02;20;PINTADINHO;Poeppigia sp.;Fabaceae;0.69;10.6;0.008824734;0.06328658;0.106;0.083252205;0.597043212;O;S;3;A;NA;8.54;16.04;2;2.4;1.7;2;20111205;498971.5181;8990280.302;;;
JAM_A02;T02;21;UCUUBA PRETA;Virola michelii;Myristicaceae;0.47;20;0.031415927;0.223737525;0.2;0.157079633;1.118687626;O;S;2;A;NA;14.8;23.38;2.4;5;1.2;2.4;20111205;498971.3887;8990273.8;;;
JAM_A02;T02;22;CATUABA;Abuta grandifolia;Menispermaceae;0.45;56.6;0.251607014;1.971220695;0.566;0.44453536;3.482722075;O;C;2;A;NA;17.66;26.86;0.7;1.8;2;3.4;20111205;498971.3995;8990272.8;;;
JAM_A02;T02;23;TIMBORANA;Pseudopiptadenia suaveolens;Fabaceae;0.68;13.4;0.014102609;0.153798947;0.134;0.105243354;1.147753334;O;S;2;A;NA;11.08;24.76;0.7;1.8;1.1;1.3;20111205;498971.4039;8990272.4;;;
JAM_A02;T02;24;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;11.7;0.010751315;0.086416055;0.117;0.091891585;0.738598762;O;S;3;A;NA;6.21;17.52;1.1;1.3;2.2;1.2;20111205;498971.6321;8990269.803;;;
JAM_A02;T02;25;TAXI VERMELHO;Tachigali alba;Fabaceae;0.56;34;0.090792028;1.111859704;0.34;0.267035376;3.270175599;O;E;1;A;NA;23.33;33.73;4;3.8;4.2;6;20111205;498971.7666;8990248.203;;;
JAM_A02;T02;26;TAXI BRANCO;Tachigali paniculata;Fabaceae;0.56;41.7;0.136572101;1.60470057;0.417;0.327511034;3.848202805;O;E;1;A;NA;20.03;32.38;5.4;4.8;7.8;7;20111205;498970.9297;8990242.393;;;
JAM_A02;T02;27;INHARE;Helicostylis sp.;Moraceae;0.65;29.7;0.069279187;0.786806506;0.297;0.233263255;2.649180155;O;S;2;A;NA;14.12;26.86;11;0;4.3;3.2;20111205;498971.1981;8990236.096;;;
JAM_A02;T02;28;ANGELIM RAJADO;Zygia racemosa;Fabaceae;0.75;21.8;0.037325262;0.420523566;0.218;0.1712168;1.929007183;O;S;3;A;NA;15.19;23.18;1.8;4.2;3.8;2.3;20111205;498973.0979;8990236.116;;;
JAM_A02;T02;29;MUIRATINGA;Brosimum rubescens ;Moraceae;0.83;20.4;0.03268513;0.306697116;0.204;0.160221225;1.503417235;O;S;2;A;NA;10.24;17.55;1.6;3.2;3;1.6;20111205;498971.1643;8990229.995;;;
JAM_A02;T02;30;COPAIBA;Copaifera reticulata;Fabaceae;0.61;14.2;0.015836769;0.10147345;0.142;0.111526539;0.714601763;O;S;2;A;NA;9.92;16.27;1.4;2.7;1;2;20111205;498970.9459;8990240.893;;;
JAM_A02;T02;31;MUIRAPIRANGA;Brosimum rubescens;Moraceae;0.83;15;0.017671459;0.14333756;0.15;0.117809725;0.955583734;O;S;3;A;NA;16.33;15.17;2;4;3;2.2;20111205;498972.8608;8990221.113;;;
JAM_A02;T02;32;LOURO P;Ocotea caudata;Lauraceae;0.5;27.5;0.059395736;0.448396982;0.275;0.215984495;1.63053448;O;C;1;A;NA;15.98;23.27;4.3;1;3.5;2.7;20111205;498972.5685;8990220.41;;;
JAM_A02;T02;33;UCUUBA;Virola melinoni;Myristicaceae;0.48;7.8;0.004778362;0.013893548;0.078;0.061261057;0.178122415;O;S;3;A;NA;6.69;9.42;1;2.7;1.2;2.4;20111205;498966.6742;8990219.846;;;
JAM_A02;T02;34;FREIJO BRANCO;Cordia scabrifolia;Boraginaceae;0.47;11.6;0.010568318;0.051878063;0.116;0.091106187;0.447224685;O;S;2;A;NA;14.48;15.98;1;1;0.8;1.1;20111205;498971.6249;8990205.999;;;
JAM_A02;T02;35;FAVA BRANCA;Parkia paraensis;Fabaceae;0.42;19.2;0.028952918;0.216142602;0.192;0.150796447;1.125742719;O;C;1;A;NA;20;27.76;3;1;0.8;3;20111205;498972.4487;8990203.807;;;
JAM_A02;T02;36;UCUUBA BRANCA;Virola crebrinervia;Myristicaceae;0.5;17;0.022698007;0.092789416;0.17;0.133517688;0.545820094;O;S;1;A;NA;9.55;12.6;1.7;1.3;1;1.8;20111205;498972.2618;8990202.605;;;
JAM_A02;T02;37;TAXI PRETO;Tachigali myrmecophila;Fabaceae;0.48;30;0.070685835;0.723556336;0.3;0.235619449;2.411854454;O;C;1;A;NA;18.27;33.18;4;4.2;3.8;5;20111205;498970.5921;8990181.386;;;
JAM_A02;T02;38;MORTA;NI;NI;0.58;27.5;0.059395736;0.258277054;0.275;0.215984495;0.939189288;O;NA;NA;D;3;9.83;16.09;NA;NA;NA;NA;20111205;498970.6161;8990188.387;;;
JAM_A02;T02;39;MAPATIRANA;Pourouma minor;Urticaceae;0.44;15.4;0.018626503;0.102985671;0.154;0.120951317;0.668738125;O;S;2;A;NA;13.9;19.19;2.4;1;0.8;2;20111205;498973.1647;8990174.714;;;
JAM_A02;T02;40;EMBAUBA;Cecropia ficifolia;Urticaceae;0.27;13.5;0.014313882;0.004734902;0.135;0.106028752;0.03507335;O;S;2;A;NA;1.53;1.92;0;2.4;0;1.3;20111205;498972.9897;8990172.412;;;
JAM_A02;T02;41;PENTE DE MACACO;Apeiba echinata;Malvaceae;0.28;26.2;0.053912872;0.192151056;0.262;0.205774319;0.733400978;O;S;2;A;NA;9.79;19.95;4.3;2;3.2;4.5;20111205;498969.718;8990160.575;;;
JAM_A02;T02;42;MORTA;NI;NI;0.6;21.8;0.037325262;0.044126497;0.218;0.1712168;0.202415124;O;NA;NA;D;1;NA;3.14;NA;NA;NA;NA;20111205;498973.6797;8990154.918;;;
JAM_A02;T02;43;MATAMATA;Eschweilera parviflora;Lecythidaceae;0.89;8.8;0.006082123;0.038377195;0.088;0.069115038;0.436104492;O;S;2;A;NA;8.19;10.95;0.6;1.5;0;4.4;20111205;498970.6008;8990392.399;;;
JAM_A02;T02;44;GUARIUBA;Clarisia racemosa;Moraceae;0.59;32.8;0.084496276;0.944768293;0.328;0.257610598;2.880391137;O;C;1;A;NA;18.02;29.47;2.2;9.4;5;2.4;20111205;498973.6773;8990142.052;;;
JAM_A02;T02;45;MARIA PRETA;Zizyphus itacaiunensis;Rhamnaceae;0.84;14.1;0.015614501;0.159269145;0.141;0.110741141;1.129568403;O;S;3;A;NA;9.48;18.79;3;0.8;2;1.5;20111205;498972.0074;8990122.436;;;
JAM_A02;T02;46;INGA VERMELHO;Inga alba;Fabaceae;0.59;40.2;0.126923485;1.781394937;0.402;0.315730062;4.431330689;O;E;1;A;NA;14.16;36.95;6.3;6.4;4.8;4.4;20111205;498968.7277;8990113.202;;;
JAM_A02;T02;47;QUARUBA;Vochysia guianensis;Vochysiaceae;0.51;14;0.015393804;0.077447782;0.14;0.109955743;0.553198445;O;S;2;A;NA;6.91;15.26;2.8;2.8;2.4;1;20111205;498972.8042;8990099.048;;;
JAM_A02;T02;48;ABIU ROSADINHO;Pouteria anibifolia;Sapotaceae;0.66;10;0.007853982;0.041869852;0.1;0.078539816;0.418698518;O;S;3;A;NA;6.45;12.46;2;2.6;1.8;2.6;20111205;498973.1114;8990088.353;;;
JAM_A02;T02;49;INHARE;Helicostylis sp.;Moraceae;0.65;13.4;0.014102609;0.106989779;0.134;0.105243354;0.798431183;O;S;3;A;NA;8.91;17.94;1.7;1.8;2.7;1.7;20111205;498972.5689;8990083.447;;;
JAM_A02;T02;50;QUARUBA;Vochysia guianensis;Vochysiaceae;0.51;22.4;0.039408138;0.300573864;0.224;0.175929189;1.341847609;O;C;2;A;NA;16.23;23.13;1.2;1;2.8;0;20111205;498970.9978;8990075.231;;;
JAM_A02;T02;51;MORTA;NI;NI;0.45;31.4;0.077437117;0.063433751;0.314;0.246615023;0.202018314;O;NA;NA;D;4;NA;2.85;NA;NA;NA;NA;20111205;498973.0847;8990073.754;;;
JAM_A02;T02;52;ESCORREGA MACACO;Capirona huberiana;Rubiaceae;0.59;22.6;0.040114997;0.069743275;0.226;0.177499985;0.30859856;O;S;3;A;NA;2.69;4.52;0;0;0;0;20111205;498972.4563;8990058.949;;;
JAM_A02;T02;53;TAXI PRETO;Tachigali myrmecophila;Fabaceae;0.48;47;0.173494454;1.985258844;0.47;0.369137137;4.223954986;O;C;1;A;NA;19.03;37.09;2;7.8;3;3.6;20111205;498973.2894;8990051.26;;;
JAM_A02;T02;54;PIQUIARANA;Caryocar glabrum;Caryocaraceae;0.68;19;0.028352874;0.172613351;0.19;0.149225651;0.90849132;O;S;1;A;NA;8.31;13.9;4;0.8;0.8;2.8;20111205;498971.429;8990032.742;;;
JAM_A02;T02;55;CANELA;Miconia pyrifolia;Melastomataceae;0.63;8;0.005026548;0.011772609;0.08;0.062831853;0.147157619;O;S;3;A;NA;5.48;5.72;5;0;1.4;3.3;20111205;498972.6159;8990031.255;;;
JAM_A02;T02;56;PENTE DE MACACO;Apeiba echinata;Malvaceae;0.28;26.3;0.054325206;0.212837074;0.263;0.206559717;0.809266443;O;S;2;A;NA;14.25;21.93;3;2.5;2;2.8;20111205;498972.8352;8990021.958;;;
JAM_A02;T02;57;PINTADINHO;Poeppigia sp.;Fabaceae;0.69;7;0.003848451;0.017587258;0.07;0.054977871;0.251246543;O;S;3;A;NA;4.19;10.22;1.8;1.7;1.5;1.8;20111205;498972.7649;8990013.859;;;
JAM_A02;T02;58;COPAIBA;Copaifera reticulata;Fabaceae;0.61;32.4;0.082447958;0.843057556;0.324;0.254469005;2.602029493;O;C;2;A;NA;13.73;25.97;4.5;4.4;4.7;4.3;20111205;498969.6018;8990006.525;;;
JAM_A02;T02;59;UXIRANA;Sacoglottis guianensis;Humiriaceae;0.84;12.3;0.011882289;0.072488497;0.123;0.096603974;0.589337376;O;S;3;A;NA;5.07;11.21;2.3;3;2.2;3.3;20111205;498972.6337;8990010.258;;;
JAM_A02;T02;60;CUMARU;Dipteryx odorata;Fabaceae;0.92;110;0.950331778;31.01846984;1.1;0.86393798;28.19860894;O;E;1;A;NA;22.82;54.74;7.3;12;13;7;20111205;498964.9081;8990007.174;;;
JAM_A02;T02;61;INHARE;Helicostylis sp.;Moraceae;0.65;21.4;0.035968094;0.335785269;0.214;0.168075207;1.569090042;O;S;3;A;NA;9.57;22.08;2.5;2.2;2.8;2.1;20111205;498971.8964;8990005.95;;;
JAM_A02;T02;62;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;6.6;0.003421194;0.016276457;0.066;0.051836279;0.246612989;O;S;3;A;NA;7.35;10.37;2;5;5;5;20111205;498972.8955;8990005.861;;;
JAM_A02;T02;63;TAUARI;Couratari stellata;Lecythidaceae;0.63;8.2;0.005281017;0.018785375;0.082;0.064402649;0.22908994;O;S;1;A;NA;7.75;8.67;3;4;3;1;20111205;498972.34;8989999.456;;;
JAM_A02;T02;64;POROROCA;Dialium guianense;Fabaceae;0.89;13.5;0.014313882;0.162574596;0.135;0.106028752;1.204256266;O;S;1;A;NA;15.2;19.69;1;1;1.2;1.8;20111205;498972.8165;8989996.762;;;
JAM_A02;T02;65;MORTA;NI;NI;0.58;22;0.038013271;0.055412542;0.22;0.172787596;0.251875193;O;NA;NA;D;3;NA;4.23;NA;NA;NA;NA;20111205;498970.9299;8989986.742;;;
JAM_A02;T02;66;MORTA;NI;NI;0.7;50;0.196349541;1.748272262;0.5;0.392699082;3.496544524;O;NA;NA;D;2;NA;30.7;NA;NA;NA;NA;20111205;498970.683;8989981.34;;;
JAM_A02;T02;67;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;14.7;0.016971669;0.144888069;0.147;0.11545353;0.985633121;O;S;2;A;NA;11.85;18.61;1.4;1.2;1.2;2.8;20111205;498971.3259;8989963.25;;;
JAM_A02;T02;68;CAJUAÇU;Anacardium spruceanum;Anacardiaceae;0.48;67.6;0.358908111;4.638298481;0.676;0.530929158;6.861388286;O;E;1;A;NA;21.79;41.62;5.2;7;6.7;5;20111205;498971.119;8989962.448;;;
JAM_A02;T02;69;TARUMA;Vitex triflora;Lamiaceae;0.56;6.8;0.003631681;0.012315402;0.068;0.053407075;0.181108856;O;S;3;A;NA;6.63;9.34;2.2;0.8;0.3;2.8;20111205;498972.1751;8989980.457;;;
JAM_A02;T02;70;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;6.6;0.003421194;0.013624548;0.066;0.051836279;0.206432541;O;S;3;A;NA;3.74;8.68;0.5;0.5;0.2;1.4;20111205;498971.9061;8989949.458;;;
JAM_A02;T02;71;MORTA;NI;NI;0.6;51.5;0.208307228;0.515314092;0.515;0.404480054;1.000609887;O;NA;NA;D;1;NA;7.75;NA;NA;NA;NA;20111205;498971.9766;8989946.059;;;
JAM_A02;T02;72;BACURIPARI;Rheedia gardneriana;Clusiaceae;0.62;12;0.011309734;0.085400967;0.12;0.09424778;0.711674726;O;S;2;A;NA;11.4;18.79;1.4;2.3;1.2;1.7;20111205;498971.4636;8989944.554;;;
JAM_A02;T02;73;LACRAO;Vismia floribunda;Clusiaceae;0.47;48.3;0.183224752;2.188986984;0.483;0.379347313;4.532064149;O;E;1;A;NA;26.12;39.25;1.6;7;3.7;3.2;20111205;498966.7353;8989941.203;;;
JAM_A02;T02;74;MUIRATINGA;Brosimum rubescens ;Moraceae;0.83;6.7;0.003525652;0.015183262;0.067;0.052621677;0.226615854;O;S;3;A;NA;5.5;8.05;0.7;2.2;1;0.7;20111205;498971.7664;8989933.359;;;
JAM_A02;T02;75;INHARE;Helicostylis sp.;Moraceae;0.65;33;0.08552986;0.958318449;0.33;0.259181394;2.9039953;O;C;1;A;NA;16.17;26.5;3.4;1.4;2.7;2;20111205;498969.2702;8989922.233;;;
JAM_A02;T02;76;MURTA;Strychnos subcordata;Loganiaceae;0.54;7.6;0.00453646;0.013327347;0.076;0.05969026;0.175359832;O;S;2;A;NA;5.39;8.39;2.2;0.4;1.7;1.8;20111205;498971.4701;8989922.257;;;
JAM_A02;T02;77;TAXI PRETO;Tachigali myrmecophila;Fabaceae;0.48;46.1;0.166913603;2.297338816;0.461;0.362068553;4.98338138;O;E;1;A;NA;33.58;44.62;7.6;3.4;3.8;4;20111205;498971.1504;8989908.455;;;
JAM_A02;T02;78;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;18.7;0.027464588;0.27061406;0.187;0.146869457;1.447134009;O;S;1;A;NA;14.83;21.48;1;1.2;0.5;5.2;20111205;498971.6358;8989895.262;;;
JAM_A02;T02;79;MUIRAPIRANGA;Brosimum rubescens;Moraceae;0.83;15.7;0.019359279;0.125399764;0.157;0.123307512;0.798724612;O;S;1;A;NA;7.82;12.11;1.3;1.4;1;0.8;20111205;498972.4375;8989895.471;;;
JAM_A02;T02;80;QUARUBARANA;Erisma uncinatum;Vochysiaceae;0.51;36.2;0.102921717;1.361988721;0.362;0.284314135;3.762399781;O;C;1;A;NA;31.24;40.04;4;5;1.4;2.2;20111205;498974.1825;8989900.689;;;
JAM_A02;T02;81;JOAO MOLE;Neea oppositifolia;Nyctaginaceae;0.89;8;0.005026548;0.033970902;0.08;0.062831853;0.42463627;O;S;1;A;NA;6.78;11.68;0.8;0.7;0.6;0.8;20111205;498972.7869;8989901.174;;;
JAM_A02;T02;82;MACUCU;Licania heteromorpha;Chrysobalanaceae;0.82;31.2;0.076453799;1.199455742;0.312;0.245044227;3.844409431;O;C;1;A;NA;26.05;29.65;3;1;1.4;1.2;20111205;498974.1947;8989902.089;;;
JAM_A02;T02;83;ABIURANA;Pouteria gongrijpii;Sapotaceae;0.8;46;0.166190251;2.765621778;0.46;0.361283155;6.012221257;O;E;3;A;NA;16.59;32.12;5;2.3;6.7;1;20111205;498972.9542;8989931.972;;;
JAM_A02;T02;84;MACUCU;Licania heteromorpha;Chrysobalanaceae;0.82;6.2;0.003019071;0.014048185;0.062;0.048694686;0.226583623;O;S;2;A;NA;4.04;8.79;1.2;2;1.8;1.7;20111205;498972.361;8989944.264;;;
JAM_A02;T02;85;INHARE;Helicostylis sp.;Moraceae;0.65;28.5;0.063793966;0.75221964;0.285;0.223838477;2.639367157;O;C;1;A;NA;21.44;27.88;1.4;1.5;0;6.7;20111205;498972.8696;8989945.269;;;
JAM_A02;T02;86;INHARE;Helicostylis sp.;Moraceae;0.65;38.5;0.116415643;1.65358646;0.385;0.302378293;4.295029765;O;E;2;A;NA;23.7;33.59;3.4;5;5.5;1.4;20111205;498979.1779;8989946.337;;;
JAM_A02;T02;87;UXIRANA;Sacoglottis guianensis;Humiriaceae;0.84;14.4;0.016286016;0.12625104;0.144;0.113097336;0.876743331;O;S;1;A;NA;7.85;14.24;1.7;1.6;1.7;2.8;20111205;498972.9737;8989957.269;;;
JAM_A02;T02;88;COPAIBA;Copaifera reticulata;Fabaceae;0.61;75.3;0.445327827;7.299906791;0.753;0.591404817;9.69443133;O;E;1;A;NA;22.14;41.64;9.7;5.7;4.5;7.8;20111205;498972.8952;8989971.266;;;
JAM_A02;T02;89;MANDIOQUEIRA;Qualea paraensis;Vochysiaceae;0.69;55;0.237582944;4.55303214;0.55;0.43196899;8.278240255;O;E;2;A;NA;28.94;42.9;6.7;5.4;7.8;5;20111205;498980.4983;8989971.748;;;
JAM_A02;T02;90;MATAMATA;Eschweilera parviflora;Lecythidaceae;0.89;30.2;0.071631454;1.259977338;0.302;0.237190245;4.172110391;O;S;2;A;NA;19.27;30.53;3;1.8;3.7;1.3;20111205;498973.4074;8989972.671;;;
JAM_A02;T02;91;MUIRATINGA;Brosimum rubescens ;Moraceae;0.83;10.4;0.008494867;0.089571867;0.104;0.081681409;0.861267951;O;S;2;A;NA;8.7;19.72;0.7;1;0.6;3;20111205;498974.1559;8989978.279;;;
JAM_A02;T02;92;MORTA;NI;NI;0.6;40;0.125663706;0.168107681;0.4;0.314159265;0.420269204;O;NA;NA;D;1;NA;3.65;NA;NA;NA;NA;20111205;498975.6252;8989986.293;;;
JAM_A02;T02;93;MUIRATINGA;Brosimum rubescens ;Moraceae;0.83;6.3;0.003117245;0.012381122;0.063;0.049480084;0.196525741;O;S;3;A;NA;6.11;7.43;0.8;0.5;2.8;0.3;20111205;498973.3479;8989988.868;;;
JAM_A02;T02;94;CARAPANAUBA;Aspidosperma nitidum;Apocynaceae;0.76;13.8;0.014957123;0.108417783;0.138;0.108384947;0.785636109;O;S;2;A;NA;9.97;14.65;2.2;1.3;3;1;20111205;498973.574;8989991.87;;;
JAM_A02;T02;95;URUCURANA;Sloanea guianensis;Elaeocarpaceae;0.82;30;0.070685835;1.515820161;0.3;0.235619449;5.052733871;O;C;2;A;NA;29.19;40.3;3.6;1.8;2.7;1.5;20111205;498974.0364;8989999.075;;;
JAM_A02;T02;96;URUCUM;Bixa orellana;Bixaceae;0.32;20.5;0.033006358;0.151486657;0.205;0.161006623;0.738959304;O;C;2;A;NA;12.32;22.13;4.6;1.7;3.8;1.5;20111205;498973.3898;8990028.264;;;
JAM_A02;T02;97;CUPUI;Theobroma subincanum;Malvaceae;0.47;8.4;0.005541769;0.010516507;0.084;0.065973446;0.125196512;O;S;3;A;NA;4.65;6.23;1;0.7;0.7;1.3;20111205;498973.2332;8990033.261;;;
JAM_A02;T02;98;BABAÇU;Orbignya phalerata;Arecaceae;NA;30.3;0.07210662;0.18111598;0.303;0.237975644;0.597742509;P;S;3;A;NA;12.27;27.76;3.5;4.3;3.7;4;20111205;498979.2023;8990041.325;;;
JAM_A02;T02;99;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;11.6;0.010568318;0.057312828;0.116;0.091106187;0.494076102;O;S;3;A;NA;6.77;11.82;1.7;2;1.3;1.5;20111205;498974.3199;8990043.272;;;
JAM_A02;T02;100;MORTA;NI;NI;0.6;28;0.061575216;0.061327548;0.28;0.219911486;0.219026957;O;NA;NA;D;1;NA;2.55;NA;NA;NA;NA;20111205;498978.523;8990055.216;;;
JAM_A02;T02;101;INHARE;Helicostylis sp.;Moraceae;0.65;22.2;0.038707563;0.277695347;0.222;0.174358392;1.250879939;O;S;1;A;NA;10.74;16.96;0.3;0.3;0;0;20111205;498975.3943;8990063.381;;;
