area,transect,tree,common_name,scienfic_name,family_name,WSD,DBH,BA,AGB,type,canopy,Light,Dead,D_class,plot_code,Hcom,Htot,RN,RS,RE,RW,Date,UTM_Easting,UTM_Northing
FNA_A01,T04,65,MORTA,NA,NA,0.58,28.8,0.065144065,0.240033879,O,NA,NA,D,3,T04 P4,NA,13.14,NA,NA,NA,NA,20131023,715053.3187,8617459.133
FNA_A01,T04,66,MORTA,NA,NA,0.58,16.9,0.022431757,0.045951965,O,NA,NA,D,3,T04 P4,NA,6.41,NA,NA,NA,NA,20131023,715045.5561,8617474.247
FNA_A01,T04,67,MORTA,NA,NA,0.58,20,0.031415927,0.110054053,O,NA,NA,D,3,T04 P4,NA,12.35,NA,NA,NA,NA,20131023,715046.3549,8617475.458
FNA_A01,T04,68,MORTA,NA,NA,0.58,19.2,0.028952918,0.114700057,O,NA,NA,D,3,T04 P4,NA,14.36,NA,NA,NA,NA,20131023,715041.6023,8617490.758
FNA_A01,T04,69,MORTA,NA,NA,0.6,51,0.204282062,0.554640378,O,NA,NA,D,1,T04 P4,NA,8.68,NA,NA,NA,NA,20131023,715024.692,8617488.883
FNA_A01,T04,70,MORTA,NA,NA,0.7,25.4,0.050670748,0.330191508,O,NA,NA,D,2,T04 P4,NA,20.96,NA,NA,NA,NA,20131023,715025.3156,8617491.078
FNA_A01,T04,71,MORTA,NA,NA,0.58,37.2,0.108686539,0.291524689,O,NA,NA,D,3,T04 P4,NA,8.91,NA,NA,NA,NA,20131023,715045.8694,8617500.975
FNA_A01,T04,72,MORTA,NA,NA,0.58,37.6,0.111036451,0.532084788,O,NA,NA,D,3,T04 P4,NA,18.12,NA,NA,NA,NA,20131023,715044.993,8617505.898
FNA_A01,T04,73,MORTA,NA,NA,0.58,36.5,0.10463467,0.522244532,O,NA,NA,D,3,T04 P4,NA,19.04,NA,NA,NA,NA,20131023,715045.3436,8617503.929
FNA_A01,T04,74,MORTA,NA,NA,0.58,23.9,0.044862728,0.056936971,O,NA,NA,D,3,T04 P4,NA,3.57,NA,NA,NA,NA,20131023,715024.8874,8617499.18
FNA_A01,T05,1,MORTA,NA,NA,0.7,22.85,0.041007405,0.184574645,O,NA,NA,D,2,T05 P1,NA,13.33,NA,NA,NA,NA,20131023,714881.499,8616988.752
FNA_A01,T05,2,MORTA,NA,NA,0.7,26.2,0.053912872,0.153077146,O,NA,NA,D,2,T05 P1,NA,7.59,NA,NA,NA,NA,20131023,714892.1676,8616981.795
FNA_A01,T05,3,MORTA,NA,NA,0.58,14.3,0.016060607,0.039103453,O,NA,NA,D,3,T05 P1,NA,7.92,NA,NA,NA,NA,20131023,714897.2732,8616981.473
FNA_A01,T05,4,MORTA,NA,NA,0.58,31.8,0.079422604,0.352453443,O,NA,NA,D,3,T05 P1,NA,16.49,NA,NA,NA,NA,20131023,714901.1025,8616976.258
FNA_A01,T05,5,MORTA,NA,NA,0.58,45,0.159043128,0.602886562,O,NA,NA,D,3,T05 P1,NA,13.6,NA,NA,NA,NA,20131023,714925.3632,8617002.85
FNA_A01,T05,6,MORTA,NA,NA,0.58,10.5,0.008659015,0.02375061,O,NA,NA,D,3,T05 P1,NA,9.16,NA,NA,NA,NA,20131023,714925.0713,8617018.024
FNA_A01,T05,7,MORTA,NA,NA,0.58,38.1,0.114009183,0.641080197,O,NA,NA,D,3,T05 P1,NA,22.03,NA,NA,NA,NA,20131023,714914.2371,8617016.122
FNA_A01,T05,8,MORTA,NA,NA,0.58,22.2,0.038707563,0.175707879,O,NA,NA,D,3,T05 P1,NA,16.96,NA,NA,NA,NA,20131023,714911.8149,8617018.742
FNA_A01,T05,9,MORTA,NA,NA,0.58,46.3,0.168365019,0.949254679,O,NA,NA,D,3,T05 P2,NA,22.1,NA,NA,NA,NA,20131023,714862.3311,8617126.175
FNA_A01,T05,10,MORTA,NA,NA,0.58,13.5,0.014313882,0.058133167,O,NA,NA,D,3,T05 P2,NA,14.8,NA,NA,NA,NA,20131023,714864.7999,8617129.71
FNA_A01,T05,11,MORTA,NA,NA,0.58,17.4,0.023778715,0.089850647,O,NA,NA,D,3,T05 P2,NA,13.55,NA,NA,NA,NA,20131023,714860.9623,8617147.291
FNA_A01,T05,12,MORTA,NA,NA,0.58,30.5,0.073061664,0.08470452,O,NA,NA,D,3,T05 P2,NA,3.2,NA,NA,NA,NA,20131023,714897.4993,8617165.6
FNA_A01,T05,13,MORTA,NA,NA,0.58,40.2,0.126923485,0.712243856,O,NA,NA,D,3,T05 P2,NA,21.97,NA,NA,NA,NA,20131023,714895.6947,8617164.23
FNA_A01,T05,14,MORTA,NA,NA,0.58,37.3,0.109271661,0.645782987,O,NA,NA,D,3,T05 P3,NA,23.41,NA,NA,NA,NA,20131023,714876.3845,8617278.474
FNA_A01,T05,15,MORTA,NA,NA,0.58,20.8,0.033979466,0.155109313,O,NA,NA,D,3,T05 P3,NA,17.07,NA,NA,NA,NA,20131023,714874.0829,8617298.362
FNA_A01,T05,16,MORTA,NA,NA,0.7,19.4,0.029559245,0.105795352,O,NA,NA,D,2,T05 P3,NA,10.08,NA,NA,NA,NA,20131023,714842.3375,8617312.432
FNA_A01,T05,17,MORTA,NA,NA,0.58,17.1,0.022965828,0.056809553,O,NA,NA,D,3,T05 P3,NA,8.07,NA,NA,NA,NA,20131023,714841.515,8617311.284
FNA_A01,T05,18,MORTA,NA,NA,0.58,14.1,0.015614501,0.049928789,O,NA,NA,D,3,T05 P3,NA,11.05,NA,NA,NA,NA,20131023,714850.2319,8617295.482
FNA_A01,T05,19,MORTA,NA,NA,0.7,53,0.220618344,1.982438898,O,NA,NA,D,2,T05 P3,NA,31.05,NA,NA,NA,NA,20131023,714835.6911,8617295.135
FNA_A01,T05,20,MUUBA,Bellucia grossularioides,Melastomataceae,0.61,27.1,0.057680427,0.312090634,O,E,1,A,NA,T05 P3,7.98,13.69,4,3.6,3,2.8,20131023,714834.6064,8617310.157
FNA_A01,T05,21,MORTA,NA,NA,0.58,12.8,0.012867964,0.043475043,O,NA,NA,D,3,T05 P4,NA,11.82,NA,NA,NA,NA,20131023,714810.2109,8617463.226
FNA_A01,T05,22,MORTA,NA,NA,0.58,10.8,0.009160884,0.016834541,O,NA,NA,D,3,T05 P4,NA,5.61,NA,NA,NA,NA,20131023,714812.0636,8617464.201
FNA_A01,T05,23,MORTA,NA,NA,0.7,14.8,0.017203361,0.052645908,O,NA,NA,D,2,T05 P4,NA,8.32,NA,NA,NA,NA,20131023,714812.2847,8617464.652
FNA_A01,T05,24,MORTA,NA,NA,0.58,11.3,0.010028749,0.025646415,O,NA,NA,D,3,T05 P4,NA,8.41,NA,NA,NA,NA,20131023,714811.0273,8617464.303
FNA_A01,T05,25,MORTA,NA,NA,0.58,75.5,0.447696588,2.279263369,O,NA,NA,D,3,T05 P4,NA,19.51,NA,NA,NA,NA,20131023,714817.1855,8617442.176
FNA_A01,T05,26,TANIBUCA,Terminalia amazonia,Combretaceae,0.68038,7.8,0.004778362,0.017059003,O,S,1,A,NA,T05 P4,6.41,8.1,2.1,1.6,1.5,1,20131023,714818.0569,8617442.958
FNA_A01,T05,27,TANIBUCA,Terminalia amazonia,Combretaceae,0.68038,9.1,0.006503882,0.01603101,O,S,1,A,NA,T05 P4,3.57,5.59,2.3,1.7,1.6,1.3,20131023,714818.2532,8617442.996
FNA_A01,T05,28,MORTA,NA,NA,0.58,20,0.031415927,0.047560781,O,NA,NA,D,3,T05 P4,NA,4.43,NA,NA,NA,NA,20131023,714826.9862,8617427.793
FNA_A01,T05,29,MAMONINHA,Esenbeckia febrifuga,Rutaceae,0.64,7.3,0.004185387,0.010562374,O,S,1,A,NA,T05 P4,2.66,6.08,2.6,1.8,1.6,1.5,20131023,714857.1588,8617429.631
FNA_A01,T05,30,MORTA,NA,NA,0.58,31.5,0.077931133,0.140763619,O,NA,NA,D,3,T05 P4,NA,5.5,NA,NA,NA,NA,20131023,714850.5506,8617448.716
