area,plot,tree,common.name,scientific.name,family.name,DBH,type,Dead,D.class,fallen.wood,Hcom,Htot,RN,RS,RE,RW,date,UTM.Easting,UTM.Northing
TAP_A03,61,023b,joao mole,Neea oppositifolia,Nyctaginaceae,12,O,FALSE,NA,NA,2.42,6.37,3.5,0.5,2.8,1,20160303,727579.202447072,9653831.9175211
TAP_A03,61,024a,breu sucuruba,Trattinnickia burserifolia,Burseraceae,15.7,O,FALSE,NA,NA,8.26,13.64,1.3,1.2,1.4,1,20160303,727556.5731978,9653855.0799756
TAP_A03,61,024b,inaja,Attalea maripa,Arecaceae,35.5,P,FALSE,NA,NA,4.68,12.3,5.8,5.8,5.8,5.8,20160303,727574.248764,9653833.106688
TAP_A03,61,025a,envira preta,Guatteria schomburgkiana,Annonaceae,10.4,O,FALSE,NA,NA,8.33,11.56,1.3,1.2,1,1,20160303,727557.7623242,9653857.5885164
TAP_A03,61,025b,castanha do para,Bertholletia excelsa,Lecythidaceae,23.3,O,FALSE,NA,NA,9.94,12.95,0.9,0.9,0.9,0.9,20160303,727571.955825048,9653837.31449274
TAP_A03,61,026a,morta,NA,NA,10.8,O,TRUE,1,FALSE,NA,9.41,0,0,0,0,20160303,727558.4502126,9653855.7427892
TAP_A03,61,026b,pelo de cutia,Banara guianensis,Salicaceae,10.3,O,FALSE,NA,NA,1.41,2.59,0.8,0.6,0.9,0.5,20160303,727574.7445264,9653837.4572768
TAP_A03,61,027a,cacau do mato,Theobroma glaucum,Malvaceae,10.4,O,FALSE,NA,NA,8.46,12.79,1.5,1.6,1.6,1.6,20160303,727558.30347652,9653853.28926624
TAP_A03,61,027b,tento,Ormosia grossa,Fabaceae,12,O,FALSE,NA,NA,2.12,6.37,1.4,1.6,1.7,1.5,20160303,727576.1778836,9653842.1386592
TAP_A03,61,028a,ipe roxo,Handroanthus impetiginosus,Bignoniaceae,31.4,O,FALSE,NA,NA,12.85,17.13,2.4,2.8,2.8,2.8,20160303,727559.869816,9653854.7819008
TAP_A03,61,028b,inaja,Attalea maripa,Arecaceae,33,P,FALSE,NA,NA,NA,9.71,6,6,6,6,20160303,727576.20903764,9653847.79262168
TAP_A03,61,029a,pintadinho,Poeppigia procera,Fabaceae,13.4,O,FALSE,NA,NA,10.48,13.68,4,2,1.9,1.6,20160303,727561.5289027,9653853.1741494
TAP_A03,61,029b,morta,NA,NA,14,O,TRUE,1,FALSE,NA,7.93,0,0,0,0,20160303,727579.75744864,9653846.74055808
TAP_A03,61,030a,tauari,Couratari stellata,Lecythidaceae,10.2,O,FALSE,NA,NA,7.62,9.22,2.7,2,2.7,3.1,20160303,727558.70144,9653857.920332
TAP_A03,61,030b,pelo de cutia,Banara guianensis,Salicaceae,18.1,O,FALSE,NA,NA,7.51,14.85,2.3,3,3.5,2.3,20160303,727565.107614,9653854.95896
TAP_A03,61,031a,envira preta,Guatteria schomburgkiana,Annonaceae,16.7,O,FALSE,NA,NA,7.85,15.52,2,2.3,3,3.2,20160303,727563.5680785,9653859.117365
TAP_A03,61,031b,pelo de cutia,Banara guianensis,Salicaceae,10.6,O,FALSE,NA,NA,4.49,8.73,1.4,1.4,1.9,0.9,20160303,727565.29513296,9653855.02511872
TAP_A03,61,032a,pintadinho,Poeppigia procera,Fabaceae,20,O,FALSE,NA,NA,11.26,16.87,1.3,2.2,2.7,1.2,20160303,727562.77507384,9653852.67371168
TAP_A03,61,032b,morta,NA,NA,12.1,O,TRUE,1,FALSE,NA,8.98,0,0,0,0,20160303,727563.397019,9653859.57941
TAP_A03,61,033a,tucuma,Astrocaryum aculeatum,Arecaceae,28.2,P,FALSE,NA,NA,8.53,16.53,2.5,2.5,2.5,2.5,20160303,727562.52457652,9653850.49665944
TAP_A03,61,033b,inhare,Helicostylis tomentosa,Moraceae,13.5,O,FALSE,NA,NA,2.92,11.64,2.8,0.8,1.1,1.8,20160303,727569.63084,9653862.82764
TAP_A03,61,034a,muiratinga,Maquira coriacea,Moraceae,13.3,O,FALSE,NA,NA,7.45,11.32,2.3,3.1,1.6,0.6,20160303,727566.5787257,9653850.985373
TAP_A03,61,034b,breu sucuruba,Trattinnickia burserifolia,Burseraceae,12.9,O,FALSE,NA,NA,5,7.71,1.9,2,2.2,1.6,20160303,727578.9782712,9653848.8711364
TAP_A03,61,035a,muuba,Bellucia grossularioides,Melastomataceae,20.9,O,FALSE,NA,NA,7.88,14.37,2.3,1.9,3.5,2,20160303,727559.22120112,9653845.15716464
TAP_A03,61,035b,envira preta,Guatteria schomburgkiana,Annonaceae,13.7,O,FALSE,NA,NA,5.84,8.87,5,1.2,0.7,0.3,20160303,727576.5446402,9653864.2248284
TAP_A03,61,036a,morta,NA,NA,14.9,O,TRUE,1,FALSE,NA,14.56,0,0,0,0,20160303,727558.2487232,9653842.1018144
TAP_A03,61,036b,envira preta,Guatteria schomburgkiana,Annonaceae,11.2,O,FALSE,NA,NA,6.62,12.27,3,1,0.8,2.5,20160303,727577.483756,9653864.556644
TAP_A03,61,037a,morta,NA,NA,15.5,O,TRUE,1,FALSE,NA,7.59,0,0,0,0,20160303,727552.294116,9653841.049932
TAP_A03,61,037b,envira preta,Guatteria schomburgkiana,Annonaceae,15.2,O,FALSE,NA,NA,8.92,11.98,2.7,1.5,2.3,1.6,20160303,727583.4541816,9653865.6191552
TAP_A03,61,038a,inga vermelho,Inga alba,Fabaceae,20.7,O,FALSE,NA,NA,10.69,17.16,3.5,3.4,3.5,3.6,20160303,727553.85354816,9653839.72141072
TAP_A03,61,038b,envira preta,Guatteria schomburgkiana,Annonaceae,14.9,O,FALSE,NA,NA,7.26,14.25,2.7,1.3,0.9,3.8,20160303,727584.862399,9653866.116572
TAP_A03,61,039a,muuba,Bellucia grossularioides,Melastomataceae,19.4,O,FALSE,NA,NA,7.29,14.7,2,3.6,5.6,2,20160303,727564.130952,9653843.3358576
TAP_A03,61,039b,freijo branco,Cordia scabrifolia,Boraginaceae,23.7,O,FALSE,NA,NA,11.03,15.01,3.5,5.6,1.9,3,20160303,727587.0746883,9653865.8506966
TAP_A03,61,040a,morta,NA,NA,16.3,O,TRUE,2,FALSE,NA,NA,0,0,0,0,20160303,727562.53395778,9653839.12150756
TAP_A03,61,040b,envira preta,Guatteria schomburgkiana,Annonaceae,16.7,O,FALSE,NA,NA,8.58,13.06,2.7,1.7,2,1.7,20160303,727584.195545,9653860.646654
TAP_A03,61,041a,parapara,Jacaranda copaia,Bignoniaceae,24.1,O,FALSE,NA,NA,11.6,17.9,0.7,3.3,1.4,3.4,20160303,727562.8766832,9653835.3813104
TAP_A03,61,041b,pelo de cutia,Banara guianensis,Salicaceae,13.3,O,FALSE,NA,NA,NA,7.59,2.7,2,1.5,3.7,20160303,727576.020283,9653859.855026
TAP_A03,61,042a,morta,NA,NA,14,O,TRUE,1,FALSE,NA,5.23,0,0,0,0,20160303,727566.60516,9653836.689768
TAP_A03,61,042b,coco pau,Couepia robusta,Chrysobalanaceae,17.1,O,FALSE,NA,NA,7.42,11.01,1.7,1.4,1.5,1.2,20160303,727579.585382,9653855.882264
TAP_A03,61,043a,morta,NA,NA,10.7,O,TRUE,1,FALSE,NA,8.3,0,0,0,0,20160303,727569.0587902,9653838.5947924
TAP_A03,61,043b,coco pau,Couepia robusta,Chrysobalanaceae,19,O,FALSE,NA,NA,7.71,11.4,1.7,1.4,1.5,1.3,20160303,727580.053571,9653856.047252
TAP_A03,61,044a,inaja,Attalea maripa,Arecaceae,39.4,P,FALSE,NA,NA,7.2,17.48,5.5,5.5,5.5,5.5,20160303,727567.086256,9653835.3974728
TAP_A03,61,044b,morta,NA,NA,12.6,O,TRUE,1,FALSE,NA,11.45,0,0,0,0,20160303,727587.6776616,9653859.7808392
TAP_A03,61,045a,morta,NA,NA,11.7,O,TRUE,NA,FALSE,NA,7.27,0,0,0,0,20160303,727558.2546776,9653830.8397568
TAP_A03,61,045b,morta,NA,NA,11.6,O,TRUE,1,FALSE,NA,9.48,0,0,0,0,20160303,727587.544595,9653858.68706
TAP_A03,61,046a,muuba,Bellucia grossularioides,Melastomataceae,10.3,O,FALSE,NA,NA,5.44,8.58,1.3,1.3,1.3,1.3,20160303,727558.324014,9653830.655552
TAP_A03,61,046b,burra leiteira,Sapium marmieri,Euphorbiaceae,15.7,O,FALSE,NA,NA,7.08,11.75,2.4,1.2,2.7,1.5,20160303,727588.564,9653848.58034
TAP_A03,61,047a,NA,NA,NA,12.6,O,FALSE,NA,NA,7.53,10.75,0.9,1.3,3.2,1.1,20160303,727567.1506604,9653829.5769248
TAP_A03,61,047b,parapara,Jacaranda copaia,Bignoniaceae,25.3,O,FALSE,NA,NA,15.16,17.31,1.5,1.5,1.4,1.6,20160303,727581.097312,9653845.956884
TAP_A03,61,048a,morta,NA,NA,11.9,O,TRUE,1,FALSE,NA,13.48,0,0,0,0,20160303,727566.5652232,9653828.3287864
TAP_A03,61,048b,freijo branco,Cordia scabrifolia,Boraginaceae,26.2,O,FALSE,NA,NA,10.45,16.84,2.8,2,5.4,2.6,20160303,727582.7069768,9653844.4313216
TAP_A03,61,049a,envira preta,Guatteria schomburgkiana,Annonaceae,20.3,O,FALSE,NA,NA,12.2,16.71,4.3,2.2,2.5,2.2,20160303,727573.20999168,9653830.23758656
TAP_A03,61,049b,parapara,Jacaranda copaia,Bignoniaceae,29,O,FALSE,NA,NA,12.79,17.89,1.7,2.6,1.5,3.4,20160303,727579.1505488,9653836.9130576
TAP_A03,61,050a,muiratinga,Maquira coriacea,Moraceae,10.2,O,FALSE,NA,NA,6.42,11.19,1.7,1.2,1.2,1.4,20160303,727572.4860642,9653829.3579804
TAP_A03,61,050b,morta,NA,NA,10.8,O,TRUE,1,FALSE,NA,10.11,0,0,0,0,20160303,727583.4665922,9653839.4710844
TAP_A03,61,051a,muiratinga,Maquira coriacea,Moraceae,12.4,O,FALSE,NA,NA,8.14,12.81,1.4,2.4,0.9,1.3,20160303,727572.57900234,9653829.39050788
TAP_A03,61,051b,lacre,Vismia guianensis,Hypericaceae,14.1,O,FALSE,NA,NA,6.58,9.54,3.7,3.2,2.7,4.4,20160303,727589.9850384,9653841.7565928
TAP_A03,61,052a,freijo branco,Cordia scabrifolia,Boraginaceae,17.2,O,FALSE,NA,NA,9.9,13.56,2.2,2.2,2.2,2.2,20160303,727567.121979,9653821.223506
TAP_A03,61,052b,breu sucuruba,Trattinnickia burserifolia,Burseraceae,13.4,O,FALSE,NA,NA,7.12,10.33,2.2,2,1.5,1.5,20160303,727595.3107078,9653841.5311076
TAP_A03,61,053a,freijo branco,Cordia scabrifolia,Boraginaceae,13.1,O,FALSE,NA,NA,6.89,9.54,1.5,1.5,1.5,1.5,20160303,727567.21473462,9653821.25591084
TAP_A03,61,053b,inga amarelo,Inga sp.,Fabaceae,11,O,FALSE,NA,NA,3.06,6.43,3.5,2.4,2.9,2.8,20160303,727592.3394128,9653835.2607776
TAP_A03,61,054a,morta,NA,NA,14,O,TRUE,1,FALSE,NA,6.04,0,0,0,0,20160303,727574.3009356,9653821.6448912
TAP_A03,61,054b,morta,NA,NA,10.9,O,TRUE,1,FALSE,NA,12.21,0,0,0,0,20160303,727594.3654326,9653835.4467272
TAP_A03,61,055a,morta,NA,NA,10.9,O,TRUE,1,FALSE,NA,10.02,0,0,0,0,20160303,727572.00161408,9653819.38196336
TAP_A03,61,055b,envira preta,Guatteria schomburgkiana,Annonaceae,14.6,O,FALSE,NA,NA,9.1,13.83,2.1,1.3,2.2,1.2,20160303,727595.2047596,9653833.1257712
TAP_A03,61,056a,tatapirica,NA,NA,27.4,O,FALSE,NA,NA,12.61,20.84,2.5,3,4.2,2.8,20160303,727576.3260428,9653821.8302276
TAP_A03,61,056b,morta,NA,NA,16.2,O,TRUE,2,FALSE,NA,9.8,0,0,0,0,20160303,727595.1166825,9653830.480869
TAP_A03,61,057a,morta,NA,NA,13.2,O,TRUE,1,FALSE,NA,14.54,0,0,0,0,20160303,727577.6451184,9653819.6820268
TAP_A03,61,057b,breu sucuruba,Trattinnickia burserifolia,Burseraceae,12.8,O,FALSE,NA,NA,5.3,9.67,0.9,1,0.9,0.8,20160303,727594.1892784,9653830.1569228
TAP_A03,61,058a,morta,NA,NA,13.7,O,TRUE,1,FALSE,NA,11.22,0,0,0,0,20160303,727573.924692,9653817.0284196
TAP_A03,61,058b,freijo branco,Cordia scabrifolia,Boraginaceae,15.5,O,FALSE,NA,NA,7.22,11.56,1.4,2.9,1.5,1.3,20160303,727594.8619568,9653828.3009756
TAP_A03,61,059a,embauba,Cecropia ficifolia,Urticaceae,20.6,O,FALSE,NA,NA,13.62,16.78,3.7,2.4,1,3.3,20160303,727578.31209736,9653816.47169112
TAP_A03,61,059b,morta,NA,NA,19.7,O,TRUE,2,FALSE,NA,17.81,0,0,0,0,20160303,727595.7887525,9653828.624513
TAP_A03,61,060a,morta,NA,NA,20.7,O,TRUE,1,FALSE,NA,7.78,0,0,0,0,20160303,727577.7983389,9653815.0409218
TAP_A03,61,060b,burra leiteira,Sapium marmieri,Euphorbiaceae,20.5,O,FALSE,NA,NA,12.58,18.21,1.6,4.2,2.6,2.4,20160303,727597.4746306,9653829.7358812
TAP_A03,61,061a,morta,NA,NA,10.5,O,TRUE,1,FALSE,NA,9.93,0,0,0,0,20160303,727578.68876288,9653815.45541696
TAP_A03,61,061b,burra leiteira,Sapium marmieri,Euphorbiaceae,20.5,O,FALSE,NA,NA,13.48,18.21,2.3,2,2.7,1.2,20160303,727597.9381045,9653829.897701
TAP_A03,61,062a,morta,NA,NA,10.8,O,TRUE,1,FALSE,NA,9.03,0,0,0,0,20160303,727567.1078992,9653812.8798984
TAP_A03,61,062b,breu sucuruba,Trattinnickia burserifolia,Burseraceae,10.7,O,FALSE,NA,NA,8.16,10.6,1.8,0.5,2.2,1.2,20160303,727598.993708,9653831.312156
TAP_A03,61,063b,envira preta,Guatteria schomburgkiana,Annonaceae,17.1,O,FALSE,NA,NA,9.18,11.51,1.8,3,2.3,2.2,20160303,727596.3754832,9653824.1250944
TAP_A03,61,064b,burra leiteira,Sapium marmieri,Euphorbiaceae,20.4,O,FALSE,NA,NA,5.28,12.22,1.9,1.9,1.8,1.7,20160303,727594.2737064,9653821.3025208
TAP_A03,61,065b,morta,NA,NA,13.6,O,TRUE,NA,FALSE,NA,6.61,0,0,0,0,20160303,727595.7760069,9653841.6941538
TAP_A03,61,066b,morta,NA,NA,12.2,O,TRUE,NA,FALSE,NA,2.01,0,0,0,0,20160303,727574.6664086,9653863.5611972
TAP_A03,62,001a,muruci,Byrsonima crispa,Malpighiaceae,24.3,O,FALSE,NA,NA,13.09,20.19,1.2,7.2,4.8,3.2,20160302,727958.993112272,9653901.95415048
TAP_A03,62,001b,morta,NA,NA,12.2,O,TRUE,1,FALSE,NA,10.43,NA,NA,NA,NA,20160302,727990.9895544,9653911.307876
TAP_A03,62,002a,morta,NA,NA,13.2,O,TRUE,2,FALSE,NA,5.57,NA,NA,NA,NA,20160302,727960.04633828,9653901.9923052
TAP_A03,62,002b,envira preta,Guatteria schomburgkiana,Annonaceae,14.1,O,FALSE,NA,NA,9.31,14.77,1.6,2.3,2.3,2.2,20160302,727992.867849884,9653912.04306156
TAP_A03,62,003a,morta,NA,NA,12,O,TRUE,2,FALSE,NA,15.42,NA,NA,NA,NA,20160302,727960.04633828,9653901.9923052
TAP_A03,62,003b,envira preta,Guatteria schomburgkiana,Annonaceae,18.9,O,FALSE,NA,NA,9.99,17.05,3.2,3,1.9,4,20160302,727992.7264731,9653912.419599
TAP_A03,62,004a,inga vermelho,Inga alba,Fabaceae,38.3,O,FALSE,NA,NA,11.44,30.01,8.5,4.4,8.5,7,20160302,727956.304883079,9653904.20091953
TAP_A03,62,004b,envira preta,Guatteria schomburgkiana,Annonaceae,10.8,O,FALSE,NA,NA,7.7,12.09,1.6,1.5,1.5,1.2,20160302,727995.73805828,9653913.0046392
TAP_A03,62,005a,inga vermelho,Inga alba,Fabaceae,39.2,O,FALSE,NA,NA,14.15,23.98,7.4,4.7,7,3.2,20160302,727956.272619338,9653904.29504358
TAP_A03,62,005b,morta,NA,NA,27,O,TRUE,1,FALSE,NA,13.26,NA,NA,NA,NA,20160302,728003.01411162,9653913.7421258
TAP_A03,62,006a,inga branco,Inga thibaudiana,Fabaceae,12.1,O,FALSE,NA,NA,NA,15.18,NA,NA,NA,NA,20160302,727959.513284077,9653905.38487251
TAP_A03,62,006b,freijo branco,Cordia scabrifolia,Boraginaceae,23.1,O,FALSE,NA,NA,11.29,17.03,4.7,2.3,3,4.2,20160302,728000.66232868,9653919.8610412
TAP_A03,62,007a,envira preta,Guatteria schomburgkiana,Annonaceae,15.7,O,FALSE,NA,NA,10.42,19.21,2.9,3,4,1,20160302,727963.738937496,9653903.65092264
TAP_A03,62,007b,morta,NA,NA,17.1,O,TRUE,3,FALSE,NA,7.79,NA,NA,NA,NA,20160302,727996.49332648,9653919.5202432
TAP_A03,62,008a,envira sombrera,Xylopia sp.,Annonaceae,10.7,O,FALSE,NA,NA,10.83,16.89,1.6,1.3,1.5,1.7,20160302,727963.30275437,9653905.81785446
TAP_A03,62,008b,morta,NA,NA,12.5,O,TRUE,1,FALSE,8.3,14.39,NA,NA,NA,NA,20160302,728000.051952,9653922.84543
TAP_A03,62,009a,morta,NA,NA,12.2,O,TRUE,NA,FALSE,NA,2.99,NA,NA,NA,NA,20160302,727963.59533364,9653905.2851516
TAP_A03,62,009b,envira preta,Guatteria schomburgkiana,Annonaceae,18.8,O,FALSE,NA,NA,NA,11.5,2.5,2.5,2.5,2.2,20160302,727994.46864704,9653922.0237736
TAP_A03,62,010a,morta,NA,NA,60,O,TRUE,3,TRUE,NA,NA,NA,NA,NA,NA,20160302,727961.304993,9653904.51587
TAP_A03,62,010b,morta,NA,NA,19.6,O,TRUE,1,FALSE,NA,17.67,NA,NA,NA,NA,20160302,727981.295738712,9653920.11578408
TAP_A03,62,011a,morta,NA,NA,10.9,O,TRUE,2,FALSE,NA,7.81,NA,NA,NA,NA,20160302,727966.722817384,9653902.75796656
TAP_A03,62,011b,tatajuba,Bagassa guianensis,Moraceae,13.1,O,FALSE,NA,NA,9.1,13.11,1.3,1.5,1.2,2.7,20160302,727996.09993744,9653928.9541896
TAP_A03,62,012a,freijo branco,Cordia scabrifolia,Boraginaceae,18,O,FALSE,NA,NA,12.28,18.05,2,1.5,2.1,2.2,20160302,727972.48970738,9653903.1089282
TAP_A03,62,012b,envira preta,Guatteria schomburgkiana,Annonaceae,14.9,O,FALSE,NA,NA,9.8,13.06,1.2,2.5,1.4,2,20160302,727995.3357431,9653928.162939
TAP_A03,62,013a,envira sombrera,Xylopia sp.,Annonaceae,11.1,O,FALSE,NA,NA,7,10.97,1.2,3.9,1.4,2.4,20160302,727971.13437158,9653907.8173702
TAP_A03,62,013b,envira preta,Guatteria schomburgkiana,Annonaceae,13.3,O,FALSE,NA,NA,5.86,13.88,2,1.5,1.6,1.9,20160302,727993.518071628,9653927.33353452
TAP_A03,62,014a,pente de macaco,Apeiba petoumo,Malvaceae,12.1,O,FALSE,NA,NA,5.88,12.09,1,2.6,1.2,1.2,20160302,727971.668042288,9653908.41825792
TAP_A03,62,014b,tauari,Couratari stellata,Lecythidaceae,11.9,O,FALSE,NA,NA,5.8,10.58,3.6,2.2,2.8,2.4,20160302,727987.1201086,9653921.662594
TAP_A03,62,015a,envira sombrera,Xylopia sp.,Annonaceae,12.7,O,FALSE,NA,NA,8.64,10.4,1,3,1.1,3,20160302,727973.43009692,9653906.4797028
TAP_A03,62,015b,envira preta,Guatteria schomburgkiana,Annonaceae,11,O,FALSE,NA,NA,6.87,11.17,1.8,3.2,4,1,20160302,727990.35965228,9653915.8644352
TAP_A03,62,016a,envira preta,Guatteria schomburgkiana,Annonaceae,21.4,O,FALSE,NA,NA,7.96,15.51,2.7,5,4,3.8,20160302,727972.69839248,9653911.5066832
TAP_A03,62,016b,pelo de cutia,Banara guianensis,Salicaceae,13.9,O,FALSE,NA,NA,4.83,7.31,2.3,2,2.7,2.2,20160302,727987.1503997,9653915.844153
TAP_A03,62,017a,freijo branco,Cordia scabrifolia,Boraginaceae,23.3,O,FALSE,NA,NA,12.6,18.43,2,2,2,2,20160302,727972.36085504,9653912.4479736
TAP_A03,62,017b,morta,NA,NA,14.9,O,TRUE,1,FALSE,NA,10.77,NA,NA,NA,NA,20160302,727984.9889168,9653912.999882
TAP_A03,62,018a,andorinha,Casearia grandiflora,Salicaceae,18.9,O,FALSE,NA,NA,10.01,14.22,2.6,2.5,3.7,3.6,20160302,727971.0731944,9653913.068716
TAP_A03,62,018b,lacre,Vismia guianensis,Hypericaceae,13.5,O,FALSE,NA,NA,4.99,9.73,2.7,0.7,2,3,20160302,727983.3415361,9653914.561989
TAP_A03,62,019a,freijo branco,Cordia scabrifolia,Boraginaceae,28.1,O,FALSE,NA,NA,10.1,18.1,3.2,2.6,2.3,3.3,20160302,727972.69839248,9653911.5066832
TAP_A03,62,019b,goiaba de anta,Bellucia grossularioides,Melastomataceae,9.4,O,FALSE,NA,NA,6.37,13.64,3.8,3.7,4.5,3.8,20160302,727983.86165408,9653913.1500072
TAP_A03,62,020a,pau jacare,Laetia procera,Salicaceae,13.8,O,FALSE,NA,NA,10.05,13.81,2.6,1.7,3.2,1.3,20160302,727967.506048028,9653911.12763052
TAP_A03,62,020b,burra leiteira,Sapium marmieri,Euphorbiaceae,32.2,O,FALSE,NA,NA,12.73,20.2,4.2,5,4,3.4,20160302,727981.4371043,9653913.920907
TAP_A03,62,021a,freijo branco,Cordia scabrifolia,Boraginaceae,18,O,FALSE,NA,NA,12.72,18.81,1.4,1.5,1.4,1.3,20160302,727967.295966512,9653912.32127208
TAP_A03,62,021b,murta,Strychnos subcordata,Loganiaceae,10.3,O,FALSE,NA,NA,4.48,11.7,2,2.1,2.1,1.9,20160302,727978.24736688,9653919.7188992
TAP_A03,62,022a,morta,NA,NA,26.1,O,TRUE,NA,FALSE,14.34,18.92,2.5,2.3,2.4,2.5,20160302,727967.554540658,9653915.78214005
TAP_A03,62,022b,freijo branco,Cordia scabrifolia,Boraginaceae,12.5,O,FALSE,NA,NA,5.71,12.16,2.8,2,1.6,1.4,20160302,727988.777530587,9653921.79894725
TAP_A03,62,023a,morta,NA,NA,10,O,TRUE,2,FALSE,NA,10.41,NA,NA,NA,NA,20160302,727967.682720766,9653915.72006777
TAP_A03,62,023b,freijo branco,Cordia scabrifolia,Boraginaceae,10.1,O,FALSE,NA,NA,7.67,12.16,2,2.7,2,2.5,20160302,727988.658529171,9653921.54656781
TAP_A03,62,024a,morta,NA,NA,11.4,O,TRUE,2,FALSE,NA,10.41,NA,NA,NA,NA,20160302,727961.575682635,9653914.70592757
TAP_A03,62,024b,freijo branco,Cordia scabrifolia,Boraginaceae,13.1,O,FALSE,NA,NA,7.33,12.16,1.9,2.8,3.1,1.3,20160302,727988.837006183,9653921.92513705
TAP_A03,62,025a,fava saboeiro,Abarema jupunba,Fabaceae,12.9,O,FALSE,NA,NA,8.38,13.2,0.5,3.2,3.3,1.1,20160302,727961.24363284,9653910.8044956
TAP_A03,62,025b,breu sucuruba,Trattinnickia burserifolia,Burseraceae,17,O,FALSE,NA,NA,8.06,8.45,0.8,2.1,1,1.2,20160302,727978.861056152,9653923.84289568
TAP_A03,62,026a,envira sombrera,Xylopia sp.,Annonaceae,11.6,O,FALSE,NA,NA,17.06,18.26,1.7,1.2,1,1.5,20160302,727957.44648836,9653909.5222924
TAP_A03,62,026b,tanibuca,Terminalia amazonia,Combretaceae,38.9,O,FALSE,NA,NA,11.52,24.84,1.5,7,4,4.8,20160302,727982.286510328,9653926.06650352
TAP_A03,62,027a,inga vermelho,Inga alba,Fabaceae,15.5,O,FALSE,NA,NA,5.66,13.75,6.2,2.8,6.1,7,20160302,727955.496585972,9653906.86844764
TAP_A03,62,027b,breu sucuruba,Trattinnickia burserifolia,Burseraceae,30.4,O,FALSE,NA,NA,10.05,21.7,6.5,1.5,4.5,6.5,20160302,727982.35636164,9653925.8782376
TAP_A03,62,028a,pente de macaco,Apeiba petoumo,Malvaceae,16,O,FALSE,NA,NA,11.7,16.08,2.8,3,2,2.7,20160302,727955.424658262,9653908.31440458
TAP_A03,62,028b,freijo branco,Cordia scabrifolia,Boraginaceae,20.6,O,FALSE,NA,NA,13.96,17.42,2.6,0,2.2,2.1,20160302,727977.54660484,9653927.4199056
TAP_A03,62,029a,envira preta,Guatteria schomburgkiana,Annonaceae,13.6,O,FALSE,NA,NA,10.16,14.27,2.3,1.6,2,1.7,20160302,727959.798982776,9653914.94603784
TAP_A03,62,029b,pitaica,Swartzia polyphylla,Fabaceae,23.9,O,FALSE,NA,NA,5.31,7.68,2.3,1,1,3,20160302,727979.49704648,9653930.7349632
TAP_A03,62,030a,freijo branco,Cordia scabrifolia,Boraginaceae,12.8,O,FALSE,NA,NA,14.45,15.47,1,0.9,0.7,1.6,20160302,727960.704844383,9653918.09652305
TAP_A03,62,030b,envira preta,Guatteria schomburgkiana,Annonaceae,15.2,O,FALSE,NA,NA,7.81,12.07,2,0.7,1.7,2.2,20160302,727978.6798435,9653931.515995
TAP_A03,62,031a,freijo branco,Cordia scabrifolia,Boraginaceae,16,O,FALSE,NA,NA,10.96,11.78,2.1,1.4,1.3,1.2,20160302,727965.704561498,9653919.79554765
TAP_A03,62,031b,muruci,Byrsonima crispa,Malpighiaceae,19.2,O,FALSE,NA,NA,7.29,15.21,3.5,5.7,3.5,2.7,20160302,727983.71370312,9653936.4238608
TAP_A03,62,032a,morta,NA,NA,14.7,O,TRUE,2,FALSE,NA,10.01,NA,NA,NA,NA,20160302,727965.515892928,9653919.73143352
TAP_A03,62,032b,guaruiba,NA,NA,15.9,O,FALSE,NA,NA,9.62,15.67,1.7,2,1.7,2.5,20160302,727978.68916776,9653935.7621984
TAP_A03,62,033a,morta,NA,NA,17.1,O,TRUE,1,FALSE,NA,12.43,NA,NA,NA,NA,20160302,727963.27247712,9653923.0818408
TAP_A03,62,033b,morta,NA,NA,17.2,O,TRUE,1,FALSE,NA,9.67,NA,NA,NA,NA,20160302,727987.27553102,9653938.1769318
TAP_A03,62,034a,morta,NA,NA,28.6,O,TRUE,1,FALSE,NA,19.59,NA,NA,NA,NA,20160302,727962.272421,9653925.90567
TAP_A03,62,034b,freijo branco,Cordia scabrifolia,Boraginaceae,28,O,FALSE,NA,NA,10.87,18.38,3.8,4.5,4.2,2.4,20160302,727981.36822784,9653939.8686256
TAP_A03,62,035a,morta,NA,NA,10.8,O,TRUE,1,FALSE,NA,9.21,NA,NA,NA,NA,20160302,727962.059711053,9653927.09932035
TAP_A03,62,035b,morta,NA,NA,13.3,O,TRUE,1,FALSE,NA,10.17,NA,NA,NA,NA,20160302,727976.5936284,9653941.410176
TAP_A03,62,036a,castanha do para,Bertholletia excelsa,Lecythidaceae,17.3,O,FALSE,NA,NA,11.52,18.71,3.8,3,2,3.6,20160302,727954.821074938,9653921.98908526
TAP_A03,62,036b,morta,NA,NA,21.1,O,TRUE,1,FALSE,NA,19.09,NA,NA,NA,NA,20160302,727976.5936284,9653941.410176
TAP_A03,62,037a,inga vermelho,Inga alba,Fabaceae,10.8,O,FALSE,NA,NA,8.26,17.09,NA,NA,NA,NA,20160302,727953.72658772,9653926.3529628
TAP_A03,62,037b,lacrao,Vismia floribunda,Hypericaceae,28.7,O,FALSE,NA,NA,8.13,18.73,0.3,0.3,0.3,0.3,20160302,727971.8790364,9653937.133186
TAP_A03,62,038a,morta,NA,NA,10.7,O,TRUE,1,FALSE,NA,15.49,NA,NA,NA,NA,20160302,727953.72658772,9653926.3529628
