area.code,transect,tree,common.name,scientific.name,family.name,DBH,type,canopy,light,Dead,D.class,Hcom,Htot,RN,RS,RE,RW,Date,UTM.Easting,UTM.Northing
CAU_A01,T01,2,macucu,Licania guianensis,Chrysobalanaceae,10.3,O,S,2,FALSE,NA,4.59,7.83,2,1.8,1.3,0,20120127,778459.672909101,9586871.53888272
CAU_A01,T01,5,casca seca,Licania canescens,Chrysobalanaceae,14.6,O,S,2,FALSE,NA,9.16,10.27,1,1,1,1,20120127,778444.171199731,9586870.39949048
CAU_A01,T01,6,cajuacu,Anacardium spruceanum,Anacardiaceae,78.8,O,E,1,FALSE,NA,21.06,31.65,6.6,4.8,5.5,5.5,20120127,778443.529406442,9586872.46092168
CAU_A01,T01,7,breu branco,Protium paniculatum,Burseraceae,14.7,O,S,2,FALSE,NA,7.35,11.54,2.4,3.9,5.5,2.3,20120127,778443.224608688,9586869.53372241
CAU_A01,T01,9,breu branco,Protium paniculatum,Burseraceae,10.6,O,E,3,FALSE,NA,4.9,6.91,2,2,3,2.1,20120127,778436.194076747,9586869.45970252
CAU_A01,T01,10,caramuxi,Pouteria hispida,Sapotaceae,27.1,O,C,2,FALSE,NA,13.53,19.83,0,3,3.7,2.8,20120127,778433.713020659,9586868.99141672
CAU_A01,T01,12,casca seca,Licania canescens,Chrysobalanaceae,15.1,O,E,2,FALSE,NA,7.44,12.09,1.9,2.8,2.1,2,20120127,778427.156323433,9586869.34229905
CAU_A01,T01,13,jatereu,Lecythis idatimon,Lecythidaceae,16.5,O,S,2,FALSE,NA,7.61,11.46,2.3,1.4,0,3.2,20120127,778423.200922302,9586868.38152383
CAU_A01,T01,14,jatereu,Lecythis idatimon,Lecythidaceae,12,O,S,1,FALSE,NA,8.41,12.26,1.1,1,1,1,20120127,778417.191120421,9586868.0757733
CAU_A01,T01,15,parajuba,Manilkara bidentata,Sapotaceae,38.4,O,C,2,FALSE,NA,31.19,32.29,4,2.3,2.5,3.1,20120127,778412.709043676,9586867.47231312
CAU_A01,T01,16,guajara branco,Pouteria sp.,Sapotaceae,48.5,O,C,2,FALSE,NA,20.84,31.1,0,5.4,2.3,3,20120127,778413.879553545,9586872.46255177
CAU_A01,T01,17,seringueira,Hevea brasiliensis,Euphorbiaceae,50.3,O,E,1,FALSE,NA,24.5,33.43,4.5,4.3,3.9,5.8,20120127,778412.628164748,9586868.66958444
CAU_A01,T01,18,guajara branco,Pouteria sp.,Sapotaceae,41.9,O,C,2,FALSE,NA,18.7,28.84,5.7,3,3.2,4.4,20120127,778409.707512691,9586867.26955155
CAU_A01,T01,19,capueiro,Rinorea guianensis,Violaceae,11.4,O,S,2,FALSE,NA,7.49,10.57,3,2.1,3.2,3.7,20120127,778405.645351375,9586867.88917447
CAU_A01,T01,20,casca seca,Licania canescens,Chrysobalanaceae,15,O,S,2,FALSE,NA,9.49,14.79,3.5,5,3,4.8,20120127,778351.177658488,9586863.31570095
CAU_A01,T01,22,matamata,Eschweilera amazonica,Lecythidaceae,15.5,O,S,1,FALSE,NA,7.07,10.2,1.5,0,1.3,1.1,20120127,778317.133347684,9586861.41682694
CAU_A01,T01,23,jatereu,Lecythis idatimon,Lecythidaceae,35.2,O,C,1,FALSE,NA,20.19,37.54,5.8,3.4,3.5,7.1,20120127,778313.463063763,9586863.67458701
CAU_A01,T01,24,guajara branco,Pouteria sp.,Sapotaceae,59.3,O,C,1,FALSE,NA,10.17,24.67,6.6,0,2.3,3,20120127,778312.029697383,9586862.57548013
CAU_A01,T01,25,macucu,Licania guianensis,Chrysobalanaceae,11,O,S,2,FALSE,NA,6.72,11.57,2.1,1.2,3,2.8,20120127,778263.072629598,9586858.25799993
CAU_A01,T01,27,abiurana,Pouteria gongrijpii,Sapotaceae,52,O,C,2,FALSE,NA,18.97,36.95,4.3,0,3.5,6.6,20120127,778258.935250878,9586859.99108517
CAU_A01,T01,28,guajara branco,Pouteria sp.,Sapotaceae,52.2,O,C,1,FALSE,NA,24.58,33.93,4.9,5.6,3,3.5,20120127,778256.001119,9586858.79059751
CAU_A01,T01,29,morta,NA,NA,40.2,O,NA,NA,TRUE,4,NA,6.3,NA,NA,NA,NA,20120127,778246.95564347,9586856.39487043
CAU_A01,T01,33,ucurana,Sloanea guianensis,Elaeocarpaceae,40.6,O,C,2,FALSE,NA,17.53,26.17,7.8,3.4,2.5,5.6,20120127,778215.715883729,9586857.65888657
CAU_A01,T01,36,cajuacu,Anacardium spruceanum,Anacardiaceae,36.1,O,C,1,FALSE,NA,16.38,29.42,3.8,5.4,3.3,3,20120127,778197.278182333,9586854.50926996
CAU_A01,T01,37,macaranduba,Manilkara huberi,Sapotaceae,10.3,O,S,3,FALSE,NA,13.37,15.97,1,1.5,0.8,2,20120127,778193.291991799,9586852.39147714
CAU_A01,T01,38,matamata,Eschweilera amazonica,Lecythidaceae,27,O,S,2,FALSE,NA,17.45,22.52,3.1,2.1,4.9,2.7,20120127,778181.331781506,9586851.94802268
CAU_A01,T01,41,caramuxi,Pouteria hispida,Sapotaceae,46,O,C,2,FALSE,NA,20.35,31.98,2.8,4.3,5.1,2.6,20120127,778168.799677262,9586849.9712193
CAU_A01,T01,42,abiurana,Pouteria gongrijpii,Sapotaceae,15.7,O,S,1,FALSE,NA,17.24,22.02,1.2,2.1,1.9,1.4,20120127,778159.590023264,9586849.7512677
CAU_A01,T01,43,morta,NA,NA,19.1,O,NA,NA,TRUE,4,NA,18.4,NA,NA,NA,NA,20120127,778153.62948293,9586848.83495167
CAU_A01,T01,45,sucupira,Diplotropis sp.,Fabaceae,17,O,S,1,FALSE,NA,2.52,7.85,0.6,0.3,0.4,0.5,20120127,778141.233164128,9586848.31756753
CAU_A01,T01,46,jatereu,Lecythis idatimon,Lecythidaceae,10,O,S,1,FALSE,NA,6.97,9.03,1.3,1.1,1,0.9,20120127,778134.603169893,9586847.61488971
CAU_A01,T01,47,matamata,Eschweilera parviflora,Lecythidaceae,43.5,O,C,1,FALSE,NA,22.08,34.35,5.3,3.5,3.2,2.8,20120127,778130.760357625,9586852.24365875
CAU_A01,T01,48,abiurana,Pouteria gongrijpii,Sapotaceae,38.5,O,C,2,FALSE,NA,22.27,29.33,5,1,1.9,2.1,20120127,778129.972010969,9586846.12650192
CAU_A01,T01,52,abiurana,Pouteria gongrijpii,Sapotaceae,15.7,O,S,3,FALSE,NA,11.67,17.81,2.1,1.8,1,2.3,20120127,778127.077887668,9586846.32256953
CAU_A01,T01,53,matamata,Eschweilera amazonica,Lecythidaceae,46,O,E,1,FALSE,NA,29.3,34.83,3.4,2.9,3.3,2.9,20120127,778120.657978452,9586848.15615924
CAU_A01,T01,54,matamata,Eschweilera amazonica,Lecythidaceae,36.5,O,S,1,FALSE,NA,19.43,28.6,4.2,2.5,2.9,3.3,20120127,778112.712665565,9586846.30847709
CAU_A01,T01,59,matamata,Eschweilera amazonica,Lecythidaceae,22,O,S,2,FALSE,NA,11.02,19.12,2.8,2.8,2.5,3.3,20120127,778069.333841937,9586839.90090507
CAU_A01,T01,61,jatereu,Lecythis idatimon,Lecythidaceae,13,O,S,3,FALSE,NA,9.44,15.63,2.1,1,2.5,1.3,20120127,778051.822253755,9586837.94438492
CAU_A01,T01,63,guajara branco,Pouteria sp.,Sapotaceae,70,O,E,1,FALSE,NA,30.63,50.97,8.3,8.8,9.5,7.3,20120127,778040.887258829,9586841.71288637
CAU_A01,T01,65,capueiro,Rinorea guianensis,Violaceae,10.6,O,S,1,FALSE,NA,9.04,15.24,1.6,1.5,1.7,2.3,20120127,778025.302276813,9586835.13367363
CAU_A01,T01,66,cajuacu,Anacardium spruceanum,Anacardiaceae,18.6,O,S,2,FALSE,NA,11.61,18.21,1.4,1.8,1.3,1.4,20120127,778006.31727838,9586833.52379491
CAU_A01,T01,68,abiurana,Pouteria gongrijpii,Sapotaceae,24.2,O,S,3,FALSE,NA,14.18,19.46,0.9,2.9,1,1.1,20120127,777996.824779165,9586832.71885555
CAU_A01,T01,70,inga,Inga marginata,Fabaceae,17,O,S,2,FALSE,NA,16.27,21.32,1,2.1,2,2.1,20120127,777981.723203826,9586830.61551957
CAU_A01,T01,73,matamata,Eschweilera parviflora,Lecythidaceae,33.1,O,S,2,FALSE,NA,13.08,27.87,3.8,2.9,3.5,3.2,20120127,777972.850984633,9586828.47652422
CAU_A01,T01,74,sucupira,Diplotropis sp.,Fabaceae,40.9,O,E,2,FALSE,NA,21.18,30.19,9.7,8.8,6.4,7.9,20120127,777982.271254701,9586825.44448096
CAU_A01,T01,77,morta,NA,NA,20.2,O,NA,NA,TRUE,4,NA,10.7,NA,NA,NA,NA,20120127,778008.758909544,9586833.07864993
CAU_A01,T01,78,inhare,Helicostylis sp.,Moraceae,36.4,O,S,2,FALSE,NA,18.62,25.25,2.2,1.9,2,1.3,20120127,778010.106550294,9586829.40019657
CAU_A01,T01,80,papo-de-mutum,Lacunaria jenmanii,Ochnaceae,44,O,S,2,FALSE,NA,2.58,4.05,1.7,1.2,6,1.9,20120127,778024.471068618,9586833.93941754
CAU_A01,T01,82,breu vermelho,Protium hebetatum,Burseraceae,26.8,O,C,2,FALSE,NA,21.84,28.77,3.3,3.2,3.1,2.9,20120127,778038.677355968,9586835.45311117
CAU_A01,T01,84,caramuxi,Pouteria hispida,Sapotaceae,46.6,O,C,2,FALSE,NA,16.36,25.24,7.8,2.6,8.9,3.5,20120127,778041.256843005,9586833.70725109
CAU_A01,T01,89,morta,NA,NA,35.6,O,NA,NA,TRUE,4,NA,5.61,NA,NA,NA,NA,20120127,778064.461822829,9586836.16662347
CAU_A01,T01,90,acariquara,Minquartia guianensis,Olacaceae,10,O,S,3,FALSE,NA,8.04,10.34,0.2,0.3,0.9,0.3,20120127,778071.733315341,9586839.85353229
CAU_A01,T01,92,jatereu,Lecythis idatimon,Lecythidaceae,42,O,E,1,FALSE,NA,19.95,32.47,2.3,2.9,1.5,5.8,20120127,778101.221191662,9586841.77207462
CAU_A01,T01,94,casca seca,Licania canescens,Chrysobalanaceae,33.1,O,C,1,FALSE,NA,13.7,26.45,7.1,3,9.1,5.9,20120127,778129.982550409,9586846.02705887
CAU_A01,T01,95,matamata,Eschweilera parviflora,Lecythidaceae,12,O,S,1,FALSE,NA,7.24,8.99,1.1,1,1.1,0.9,20120127,778134.728800017,9586846.42952855
CAU_A01,T01,96,jatereu,Lecythis idatimon,Lecythidaceae,11.7,O,S,1,FALSE,NA,15.67,19.39,2,2.1,1.9,1.9,20120127,778156.976098367,9586848.88796143
CAU_A01,T01,98,abiu cutite,NA,NA,17.9,O,C,2,FALSE,NA,16.95,21.82,1.2,1.1,1,0,20120127,778167.960092714,9586848.91040695
CAU_A01,T01,105,macucu,Licania guianensis,Chrysobalanaceae,26.4,O,S,2,FALSE,NA,19.79,32.05,2.8,0,3,0,20120127,778184.008649159,9586850.16764954
CAU_A01,T01,106,caqui,Diospyros guianensis,Ebenaceae,11.6,O,S,1,FALSE,NA,9.2,20.21,1.3,1.2,3.8,1,20120127,778195.892008441,9586851.59209836
CAU_A01,T01,107,pintadinho,Poeppigia procera,Fabaceae,20.6,O,S,2,FALSE,NA,15.04,21.1,3.2,3.4,3.1,1.2,20120127,778213.079080284,9586853.03883854
CAU_A01,T01,108,matamata,Eschweilera parviflora,Lecythidaceae,36.5,O,S,2,FALSE,NA,12.37,17.99,4.5,4.8,2.8,4.1,20120127,778218.784504129,9586850.87783489
CAU_A01,T01,109,breu manga,Tetragastris altissima,Burseraceae,53,O,E,1,FALSE,NA,21.02,27.67,4.9,6.4,8.2,5.6,20120127,778221.535685222,9586851.0933622
CAU_A01,T01,110,sucupira,Diplotropis sp.,Fabaceae,41.2,O,E,1,FALSE,NA,25.88,35.53,4.5,5.9,3.9,4.4,20120127,778234.400733846,9586854.70917513
CAU_A01,T01,113,seringarana,Micrandra minor,Euphorbiaceae,46.9,O,C,1,FALSE,NA,26.22,35.57,3.6,3.5,3.4,3.3,20120127,778240.413523397,9586851.56918661
CAU_A01,T01,115,matamata,Eschweilera parviflora,Lecythidaceae,28.1,O,S,2,FALSE,NA,15.94,27.44,3.1,5.5,3.8,4.5,20120127,778250.495525864,9586855.376226
CAU_A01,T01,116,pintadinho,Poeppigia procera,Fabaceae,39.1,O,S,2,FALSE,NA,18.02,25.88,5.1,0,4.3,3.2,20120127,778255.642401961,9586856.66157911
CAU_A01,T01,117,tanibuca,Terminalia amazonia,Combretaceae,35.4,O,S,2,FALSE,NA,12.66,18.18,5.4,1.2,5.3,0,20120127,778255.905258484,9586852.77044734
CAU_A01,T01,118,macucu,Licania guianensis,Chrysobalanaceae,10.9,O,S,2,FALSE,NA,10.47,15.11,0.4,0.9,2.2,0.5,20120127,778258.150417692,9586856.73077448
CAU_A01,T01,119,tachi preto,Tachigali myrmecophila,Fabaceae,60,O,E,1,FALSE,NA,36.15,52.5,1.4,8.8,10.2,11.5,20120127,778264.153479661,9586857.13629761
CAU_A01,T01,120,parajuba,Manilkara bidentata,Sapotaceae,52.8,O,C,2,FALSE,NA,16,24.43,3.9,3.8,4.2,4.3,20120127,778293.857251844,9586856.33648665
CAU_A01,T01,123,timborana,Pseudopiptadenia suaveolens,Fabaceae,48.4,O,C,1,FALSE,NA,10.41,17.87,3.5,2.7,8.8,2.9,20120127,778337.44685023,9586858.27880331
CAU_A01,T01,126,uxirana,Sacoglottis guianensis,Humiriaceae,27.8,O,C,1,FALSE,NA,12.36,19.61,3.1,2.4,2.9,2.5,20120127,778354.252789297,9586862.42894563
CAU_A01,T01,129,jutai,Hymenaea parvifolia,Fabaceae,59.6,O,E,1,FALSE,NA,21.08,32.62,3.7,3.1,3,3.1,20120127,778361.324299895,9586861.89634805
CAU_A01,T01,131,matamata,Eschweilera parviflora,Lecythidaceae,22.4,O,S,2,FALSE,NA,15.18,22.21,3,1.9,2.1,3.1,20120127,778368.259933893,9586863.37516628
CAU_A01,T01,135,ucurana,Sloanea guianensis,Elaeocarpaceae,10.3,O,S,2,FALSE,NA,6.6,9.31,1.4,1.2,1.2,1,20120127,778387.736724934,9586865.18399772
CAU_A01,T01,136,parajuba,Manilkara bidentata,Sapotaceae,36.6,O,C,2,FALSE,NA,9.17,14.62,2.7,2.6,2.9,3.5,20120127,778396.775017443,9586865.29341938
CAU_A01,T01,138,morta,NA,NA,36.6,O,NA,NA,TRUE,4,NA,2.51,NA,NA,NA,NA,20120127,778403.738150275,9586866.36516537
CAU_A01,T01,142,jatereu,Lecythis idatimon,Lecythidaceae,36.3,O,C,2,FALSE,NA,13.53,26.12,3,2.8,3.2,2.9,20120127,778424.275571647,9586867.35161232
CAU_A01,T01,143,casca seca,Licania canescens,Chrysobalanaceae,14.9,O,S,3,FALSE,NA,8.67,12.41,3.1,2.2,2.7,3.5,20120127,778430.785628693,9586867.69115644
CAU_A01,T01,144,jatereu,Lecythis idatimon,Lecythidaceae,27.7,O,C,1,FALSE,NA,13.47,20.58,2.9,2.2,0,3,20120127,778430.791829411,9586867.59936564
CAU_A01,T01,145,guajara branco,Pouteria sp.,Sapotaceae,53.2,O,E,1,FALSE,NA,20.28,30.71,3.2,4.1,4.1,3.4,20120127,778433.861298694,9586866.79641931
CAU_A01,T01,147,mato,NA,NA,22.5,O,S,2,FALSE,NA,10.71,16.74,7.5,2.7,3.1,2.8,20120127,778448.767854958,9586869.3068163
CAU_A01,T01,148,matamata,Eschweilera parviflora,Lecythidaceae,11,O,E,2,FALSE,NA,7.04,10.59,1.1,1,0.9,1.5,20120127,778457.805608273,9586869.42421976
CAU_A01,T01,150,morta,NA,NA,71.2,O,NA,NA,TRUE,1,NA,9.42,NA,NA,NA,NA,20120127,778459.746508926,9586870.44936582
CAU_A01,T01,152,tauari,Couratari stellata,Lecythidaceae,40,O,C,1,FALSE,NA,23.32,29.83,1.2,2.5,3.1,2.3,20120127,778441.090291591,9586878.81096692
CAU_A01,T01,153,tatapiririca,Tapirira guianensis,Anacardiaceae,35.4,O,S,2,FALSE,NA,23.63,30.6,2.5,0.9,1.2,3.4,20120127,778435.587484768,9586878.43923737
CAU_A01,T01,154,matamata,Eschweilera amazonica,Lecythidaceae,38,O,C,1,FALSE,NA,17.19,28.91,1.9,2,3,3.1,20120127,778436.881547655,9586859.28289635
CAU_A01,T01,156,copaiba,Copaifera reticulata,Fabaceae,50.6,O,E,1,FALSE,NA,27.61,38,8,5.3,5.6,5,20120127,778421.056861747,9586862.92460756
CAU_A01,T01,157,timborana,Pseudopiptadenia suaveolens,Fabaceae,50,O,E,1,FALSE,NA,26.35,45.89,1.5,10,3.1,1.2,20120127,778412.383872417,9586857.40751046
CAU_A01,T01,159,axixa,Sterculia pruriens,Malvaceae,55,O,E,1,FALSE,NA,26.06,34.79,5.1,5.2,4.4,3.7,20120127,778352.853507867,9586853.38607267
CAU_A01,T01,160,matamata branco,Eschweilera coriacea,Lecythidaceae,56,O,C,1,FALSE,NA,19.9,32.65,3.2,3.4,3.1,3,20120127,778337.716446658,9586854.28789893
CAU_A01,T01,161,parajuba,Manilkara bidentata,Sapotaceae,39,O,E,1,FALSE,NA,15.89,27.95,3.4,2.3,2.4,3.7,20120127,778325.632447337,9586869.50805736
CAU_A01,T01,162,breu barrote,Tetragastris panamensis,Burseraceae,41,O,S,2,FALSE,NA,17.42,30.84,4.8,5.3,5,6.1,20120127,778277.483629642,9586853.22584583
CAU_A01,T01,163,timborana,Pseudopiptadenia suaveolens,Fabaceae,40,O,E,1,FALSE,NA,28.26,39.02,5,11,2.2,2.4,20120127,778274.539021472,9586867.05883677
CAU_A01,T01,164,abiurana,Pouteria gongrijpii,Sapotaceae,49.6,O,E,1,FALSE,NA,19.03,31.46,1.5,2.1,2.4,1.7,20120127,778268.810640293,9586847.70874873
CAU_A01,T01,165,matamata preto,Eschweilera ovata,Lecythidaceae,44.5,O,E,1,FALSE,NA,17.22,24.42,4.2,4,5.4,3.1,20120127,778262.678172038,9586849.21885969
CAU_A01,T01,167,tauari,Couratari stellata,Lecythidaceae,50,O,E,1,FALSE,NA,26.53,37.42,3.7,3.4,7.2,4.7,20120127,778234.629489161,9586845.90013368
CAU_A01,T01,168,matamata,Eschweilera parviflora,Lecythidaceae,55,O,C,1,FALSE,NA,19.2,28.16,4.3,4.8,5.2,3.7,20120127,778231.452037674,9586862.90391109
CAU_A01,T01,169,uxirana,Sacoglottis guianensis,Humiriaceae,42.7,O,C,1,FALSE,NA,23.65,36.1,2.7,3.4,1.2,1.2,20120127,778200.604534784,9586844.4382982
CAU_A01,T01,170,seringarana,Micrandra minor,Euphorbiaceae,38,O,C,2,FALSE,NA,23.16,31.97,1.6,3.9,1.7,1,20120127,778192.04362578,9586844.77070117
CAU_A01,T01,171,matamata preto,Eschweilera ovata,Lecythidaceae,35.5,O,C,2,FALSE,NA,19.01,26.08,1.5,0.3,1.1,1.1,20120127,778185.238736832,9586846.24373448
CAU_A01,T01,172,louro preto,Ocotea cernua,Lauraceae,49.8,O,C,1,FALSE,NA,22.11,37.04,5.5,2.5,2.5,2.3,20120127,778156.964151369,9586858.03766154
CAU_A01,T01,173,sucupira tento,Ormosia nobilis,Fabaceae,52.1,O,C,1,FALSE,NA,19.53,31.48,0.1,2.8,0.1,0.1,20120127,778143.914951697,9586854.64344489
CAU_A01,T01,175,inhare,Helicostylis sp.,Moraceae,35.3,O,C,1,FALSE,NA,13.26,19.2,2.2,1.5,7.3,3.8,20120127,778132.812029512,9586855.47790661
CAU_A01,T01,176,matamata preto,Eschweilera ovata,Lecythidaceae,35.3,O,C,1,FALSE,NA,9.93,18.11,3.2,5.1,4.2,3.5,20120127,778124.664359379,9586855.53953103
CAU_A01,T01,178,abiurana,Pouteria gongrijpii,Sapotaceae,48.5,O,C,1,FALSE,NA,15.04,26.54,5.2,3.2,2.5,7.3,20120127,778101.293560183,9586850.12623032
CAU_A01,T01,179,casca seca,Licania canescens,Chrysobalanaceae,46.4,O,E,1,FALSE,NA,13.95,20.39,5.7,5.1,4.6,5.6,20120127,778066.249304939,9586846.41207612
CAU_A01,T01,180,cajuacu,Anacardium spruceanum,Anacardiaceae,93.9,O,E,1,FALSE,NA,30.83,42.56,6,6.8,7.2,4,20120127,778060.732272109,9586848.76370917
CAU_A01,T01,181,parajuba,Manilkara bidentata,Sapotaceae,37,O,C,2,FALSE,NA,15.09,23.73,4.7,4.5,3.5,4.1,20120127,778052.252963233,9586842.91747692
CAU_A01,T01,182,tachi preto,Tachigali myrmecophila,Fabaceae,50.5,O,E,1,FALSE,NA,26.23,37.25,3.7,6.3,9.5,2.5,20120127,778038.414009346,9586842.45636051
CAU_A01,T01,183,louro preto,Ocotea cernua,Lauraceae,41.3,O,S,2,FALSE,NA,14.75,24.36,2.1,2.1,2.9,2.5,20120127,778014.474083845,9586828.85748753
CAU_A01,T01,184,matamata branco,Eschweilera coriacea,Lecythidaceae,39.1,O,C,1,FALSE,NA,18.51,28.87,3,0,1.7,2.9,20120127,778013.314745455,9586839.79622304
CAU_A01,T01,185,muirapiranga,Brosimum rubescens,Moraceae,56,O,E,1,FALSE,NA,24.8,37.88,1.5,2.8,5.2,3.4,20120127,777991.690681617,9586822.42039315
CAU_A01,T01,186,matamata vermelho,Eschweilera coriacea,Lecythidaceae,43.5,O,C,2,FALSE,NA,22.66,30.86,3,3,4.8,3.2,20120127,777984.013767386,9586840.63272294
CAU_A01,T01,187,matamata branco,Eschweilera coriacea,Lecythidaceae,36.8,O,C,2,FALSE,NA,24.16,41.8,5.6,4.7,4.6,3.5,20120127,777981.640295865,9586822.36080692
CAU_A01,T01,188,jatereu,Lecythis idatimon,Lecythidaceae,54,O,C,2,FALSE,NA,25.23,46.18,5.1,3,3.3,2.8,20120127,777978.798869764,9586822.05965928
CAU_A01,T02,1,abiurana,Pouteria gongrijpii,Sapotaceae,24.5,O,S,2,FALSE,NA,13.18,22.99,4.4,2.8,7,5.1,20120209,779061.264437203,9585320.21069302
CAU_A01,T02,2,casca seca,Licania canescens,Chrysobalanaceae,72.5,O,C,1,FALSE,NA,19.63,33.58,6,6.2,8,7,20120209,779061.275453132,9585326.52806312
CAU_A01,T02,4,timborana,Pseudopiptadenia suaveolens,Fabaceae,10.3,O,S,2,FALSE,NA,4.77,9.34,2.6,2.8,2.5,1.5,20120209,779050.042928346,9585320.86389005
CAU_A01,T02,6,inga,Inga marginata,Fabaceae,10.6,O,S,2,FALSE,NA,6.4,10.59,2.4,1.4,1.5,1.7,20120209,779046.337828845,9585321.54694419
CAU_A01,T02,8,jatereu,Lecythis idatimon,Lecythidaceae,15.5,O,S,2,FALSE,NA,10.01,16.03,1.8,2.2,1.3,1.7,20120209,779035.605403099,9585322.45577385
CAU_A01,T02,11,maracatiara,Astronium graveolens,Anacardiaceae,23.9,O,C,1,FALSE,NA,14.6,15.84,2.1,1.2,0,1.6,20120209,779021.597483163,9585323.52154968
CAU_A01,T02,12,liana,NA,NA,22,L,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,20120209,779016.385988231,9585322.92319296
CAU_A01,T02,13,parajuba,Manilkara bidentata,Sapotaceae,26.4,O,C,1,FALSE,NA,12.72,18.86,3.4,2.1,2.7,3.2,20120209,779014.126592532,9585324.08996345
CAU_A01,T02,14,inga,Inga marginata,Fabaceae,14.4,O,S,2,FALSE,NA,4.8,10.57,2.8,0,0,6,20120209,779013.192731201,9585324.16101517
CAU_A01,T02,16,louro,Ocotea canaliculata,Lauraceae,12.5,O,S,2,FALSE,NA,8.54,14.23,1.2,0.7,1.2,0.8,20120209,778967.358268455,9585326.65340833
CAU_A01,T02,17,breu branco,Protium paniculatum,Burseraceae,44.5,O,S,2,FALSE,NA,10.18,18.86,5,2.6,3,1.6,20120209,778959.332839197,9585332.27846449
CAU_A01,T02,18,tento,Ormosia coccinea,Fabaceae,50,O,S,1,FALSE,NA,20.71,34.88,8.2,4.7,5.2,6.8,20120209,778953.186876017,9585331.74318254
CAU_A01,T02,19,macucu,Licania guianensis,Chrysobalanaceae,12.2,O,S,2,FALSE,NA,11.72,16.66,1.4,1.1,2.4,0.9,20120209,778939.357601491,9585328.98438359
CAU_A01,T02,20,guajara branco,Pouteria sp.,Sapotaceae,55.4,O,C,1,FALSE,NA,20.91,36.12,8.2,1.8,5.7,3.1,20120209,778933.966854225,9585332.2026247
CAU_A01,T02,22,casca seca,Licania canescens,Chrysobalanaceae,37.9,O,C,2,FALSE,NA,20.21,35.23,9.3,2.4,6.4,1.8,20120209,778926.73530064,9585329.74415821
CAU_A01,T02,23,muirapiranga,Brosimum rubescens,Moraceae,74.5,O,C,1,FALSE,NA,28.64,43.72,9.6,5.2,6.3,3.5,20120209,778923.303313479,9585334.01683762
CAU_A01,T02,24,abiurana,Pouteria gongrijpii,Sapotaceae,55.3,O,C,1,FALSE,NA,13.26,25.51,9.9,2.6,4.3,5.4,20120209,778922.293587617,9585333.09077121
CAU_A01,T02,25,papo-de-mutum,Lacunaria jenmanii,Ochnaceae,10.9,O,C,1,FALSE,NA,4.8,10.14,2.2,1.2,2.7,1.8,20120209,778920.680374909,9585330.40541802
CAU_A01,T02,26,uxirana,Sacoglottis guianensis,Humiriaceae,22.8,O,S,2,FALSE,NA,11.44,20.45,2.7,3.6,3.5,2.7,20120209,778914.670360985,9585331.65697177
CAU_A01,T02,27,tento,Ormosia coccinea,Fabaceae,17.4,O,S,2,FALSE,NA,11.24,13.34,3.9,0.3,2.6,1.2,20120209,778909.940969625,9585331.22251282
CAU_A01,T02,29,piquia,Caryocar villosum,Caryocaraceae,88,O,E,1,FALSE,NA,22.01,35.15,9,7.9,7.4,15,20120209,778907.606316303,9585331.40014212
CAU_A01,T02,31,preciosa,Aniba canelilla,Lauraceae,10.3,O,S,2,FALSE,NA,5.79,11.39,0.4,3.1,0.4,1.2,20120209,778894.095672847,9585332.82923933
CAU_A01,T02,33,mapatirana,Pourouma minor,Urticaceae,58.2,O,E,1,FALSE,NA,13.39,27.06,6,5.5,6,6.5,20120209,778880.964352096,9585339.24392721
CAU_A01,T02,35,abiurana,Pouteria gongrijpii,Sapotaceae,40.8,O,C,1,FALSE,NA,20.7,31.01,4.2,3.8,3.2,4.2,20120209,778855.771268886,9585337.63468257
CAU_A01,T02,36,casca seca,Licania canescens,Chrysobalanaceae,20.4,O,S,2,FALSE,NA,14.77,24.54,2.8,3,1.8,2.2,20120209,778854.647795506,9585336.26143205
CAU_A01,T02,37,abiurana,Pouteria gongrijpii,Sapotaceae,18.8,O,S,2,FALSE,NA,14.13,24.36,2.2,2.3,2.3,2,20120209,778836.168278702,9585339.32974244
CAU_A01,T02,38,capueiro,Rinorea guianensis,Violaceae,27.2,O,S,2,FALSE,NA,12.45,22.94,4.5,3.1,2.4,3.6,20120209,778832.297260323,9585338.90662107
CAU_A01,T02,41,coco-pau,Couepia robusta,Chrysobalanaceae,43.4,O,C,1,FALSE,NA,26.53,35.38,4.4,3.8,4.7,4.1,20120209,778822.198415842,9585340.24809626
CAU_A01,T02,42,matamata,Eschweilera parviflora,Lecythidaceae,35,O,C,1,FALSE,NA,16.82,30.76,6.3,2.5,5.2,3.4,20120209,778820.488009924,9585341.8687595
CAU_A01,T02,43,abiurana,Pouteria gongrijpii,Sapotaceae,12.6,O,S,3,FALSE,NA,10.08,16,2.3,0.9,2.1,1.8,20120209,778818.201028492,9585340.73920707
CAU_A01,T02,45,matamata,Eschweilera amazonica,Lecythidaceae,10.4,O,S,2,FALSE,NA,6.4,11.91,2.3,3,1.7,2.1,20120209,778817.827324979,9585341.58307438
CAU_A01,T02,46,jatereu,Lecythis idatimon,Lecythidaceae,15.8,O,S,2,FALSE,NA,9.63,14.28,2.3,2.1,1.9,1.5,20120209,778815.663260177,9585341.45399959
