area,plot,tree,common.name,scientific.name,family.name,DBH,type,Dead,D.class,date,UTM.Easting,UTM.Northing
DUC_A01,20,007a,mapatirana,Pourouma minor,Urticaceae,24.1,O,FALSE,NA,20160830,840085.3186,9674391.231
DUC_A01,20,007b,mamorana,Eriotheca globosa,Malvaceae,41.7,O,FALSE,NA,20160830,840060.6176,9674360.107
DUC_A01,20,008a,urucurana,Sloanea guianensis,Elaeocarpaceae,26,O,FALSE,NA,20160830,840080.9909,9674388.858
DUC_A01,20,008b,pitaica,Swartzia polyphylla,Fabaceae,40,O,FALSE,NA,20160830,840094.1274,9674382.131
DUC_A01,20,009a,ucuuba t.f,NA,NA,12,O,FALSE,NA,20160830,840083.3604,9674389.366
DUC_A01,20,009b,marupa,Simarouba amara,Simaroubaceae,39.5,O,FALSE,NA,20160830,840051.8912,9674373.353
DUC_A01,20,010a,louro pimenta,Ocotea canaliculata,Lauraceae,16.1,O,FALSE,NA,20160830,840083.4451,9674389.39
DUC_A01,20,011a,murta,Strychnos subcordata,Loganiaceae,13.2,O,FALSE,NA,20160830,840083.2757,9674389.342
DUC_A01,20,012a,mapatirana,Pourouma minor,Urticaceae,11,O,FALSE,NA,20160830,840084.1091,9674388.088
DUC_A01,20,013a,fava folha fina,Pseudopiptadenia psilostachya,Fabaceae,29.4,O,FALSE,NA,20160830,840084.5312,9674388.045
DUC_A01,20,014a,breu branco,Protium paniculatum,Burseraceae,14,O,FALSE,NA,20160830,840082.745,9674386.849
DUC_A01,20,015a,louro cheiroso,Diospyros artanthifolia,Ebenaceae,12.2,O,FALSE,NA,20160830,840087.4416,9674387.339
DUC_A01,20,016a,urucurana branco,NA,NA,17.2,O,FALSE,NA,20160830,840092.1221,9674385.423
DUC_A01,20,017a,ucuuba vermelha,Virola elongata,Myristicaceae,11.9,O,FALSE,NA,20160830,840093.1276,9674384.107
DUC_A01,20,018a,canela de velho,Casearia javitensis,Salicaceae,14.5,O,FALSE,NA,20160830,840093.9647,9674382.903
DUC_A01,20,019a,matamata preto,Eschweilera ovata,Lecythidaceae,38.7,O,FALSE,NA,20160830,840093.1145,9674382.617
DUC_A01,20,020a,breu branco,Protium paniculatum,Burseraceae,18.6,O,FALSE,NA,20160830,840088.5144,9674380.22
DUC_A01,20,021a,louro preto,Nectandra cuspidata,Lauraceae,12.2,O,FALSE,NA,20160830,840095.2023,9674379.174
DUC_A01,20,022a,mapatirana,Pourouma minor,Urticaceae,20.5,O,FALSE,NA,20160830,840096.4567,9674377.278
DUC_A01,20,023a,breu branco,Protium paniculatum,Burseraceae,12,O,FALSE,NA,20160830,840096.2879,9674377.384
DUC_A01,20,024a,pintadinho,Poeppigia procera,Fabaceae,21.2,O,FALSE,NA,20160830,840088.0382,9674375.74
DUC_A01,20,025a,morta,NA,NA,55,O,TRUE,2,20160830,840091.2731,9674369.929
DUC_A01,20,026a,abacabeira,NA,NA,11.1,O,FALSE,NA,20160830,840090.7384,9674371.224
DUC_A01,20,027a,ucuuba branca,Virola crebrinervia,Myristicaceae,19.4,O,FALSE,NA,20160830,840094.1497,9674368.961
DUC_A01,20,028a,castanha sapucaia,Lecythis pisonis,Lecythidaceae,18.5,O,FALSE,NA,20160830,840097.797,9674368.176
DUC_A01,20,029a,morta,NA,NA,17.2,O,TRUE,2,20160830,840097.9681,9674368.248
DUC_A01,20,030a,morta,NA,NA,64.1,O,TRUE,2,20160830,840100.781,9674368.557
DUC_A01,20,031a,morta,NA,NA,18.5,O,TRUE,2,20160830,840101.7342,9674366.44
DUC_A01,20,032a,ucuuba vermelha,Virola elongata,Myristicaceae,10.4,O,FALSE,NA,20160830,840093.203,9674365.088
DUC_A01,20,033a,tauari vermelho,Couratari multiflora,Lecythidaceae,22.1,O,FALSE,NA,20160830,840088.6253,9674363.241
DUC_A01,20,034a,morta,NA,NA,10.3,O,TRUE,1,20160830,840088.761,9674363.758
DUC_A01,20,035a,inga branco,Inga thibaudiana,Fabaceae,14,O,FALSE,NA,20160830,840087.8515,9674365.395
DUC_A01,20,036a,breu branco,Protium paniculatum,Burseraceae,19,O,FALSE,NA,20160830,840083.9776,9674364.822
DUC_A01,20,037a,breu branco,Protium paniculatum,Burseraceae,14.4,O,FALSE,NA,20160830,840082.782,9674367.024
DUC_A01,20,038a,abacabeira,NA,NA,16,O,FALSE,NA,20160830,840084.3415,9674369.098
DUC_A01,20,039a,jacareuba,Calophyllum brasiliense,Calophyllaceae,46.5,O,FALSE,NA,20160830,840083.1462,9674374.415
DUC_A01,20,040a,matamata branco,Eschweilera coriacea,Lecythidaceae,27,O,FALSE,NA,20160830,840078.2125,9674378.942
DUC_A01,20,041a,breu branco,Protium paniculatum,Burseraceae,26.5,O,FALSE,NA,20160830,840077.7403,9674381.617
DUC_A01,20,042a,morta,NA,NA,54,O,TRUE,2,20160830,840076.7902,9674383.337
DUC_A01,20,043a,ucuuba vermelha,Virola elongata,Myristicaceae,11.7,O,FALSE,NA,20160830,840076.5358,9674383.26
DUC_A01,20,044a,morta,NA,NA,17,O,TRUE,2,20160830,840069.0174,9674396.727
DUC_A01,20,045a,faveira rosa,NA,NA,23,O,FALSE,NA,20160830,840075.7151,9674388.818
DUC_A01,20,046a,liana,NA,NA,15.7,L,FALSE,NA,20160830,840082.2913,9674392.692
DUC_A01,20,047a,taguari,NA,NA,12.3,O,FALSE,NA,20160830,840072.2268,9674389.845
DUC_A01,20,048a,quarubarana,Erisma uncinatum,Vochysiaceae,24,O,FALSE,NA,20160830,840072.5767,9674390.969
DUC_A01,20,049a,fava saboeiro,Abarema jupunba,Fabaceae,14,O,FALSE,NA,20160830,840071.0245,9674395.507
DUC_A01,20,050a,mamorana,Eriotheca globosa,Malvaceae,22,O,FALSE,NA,20160830,840069.0191,9674396.896
DUC_A01,20,051a,louro cheiroso,Diospyros artanthifolia,Ebenaceae,11.9,O,FALSE,NA,20160830,840069.115,9674398.094
DUC_A01,20,052a,louro pimenta,Ocotea canaliculata,Lauraceae,11.2,O,FALSE,NA,20160830,840070.2963,9674398.52
