Area,plot,tree,common.name,scientific.name,family.name,DBH,type,Dead,D.class,Hcom,Htot,RN,RS,RE,RW,date,UTM.Easting,UTM.Northing
TAC_A01,13,110,AÇAI,Euterpe oleracea,Arecaceae,6,P,FALSE,NA,1.2,4.46,1.8,1.4,1.5,0.5,20141008,797956.8517,9729078.426
TAC_A01,13,111,AÇAI,Euterpe oleracea,Arecaceae,6.6,P,FALSE,NA,2.01,6.35,1.5,1.9,2,1.8,20141008,797957.5024,9729082.552
TAC_A01,13,112,AÇAI,Euterpe oleracea,Arecaceae,6.6,P,FALSE,NA,1.97,6.63,2.1,1.9,2.2,2.3,20141008,797957.4186,9729082.594
TAC_A01,13,113,AÇAI,Euterpe oleracea,Arecaceae,6.4,P,FALSE,NA,2.12,4.52,2,2.2,1.9,2.2,20141008,797957.3349,9729082.635
TAC_A01,13,114,AÇAI,Euterpe oleracea,Arecaceae,6.9,P,FALSE,NA,2.23,6.95,2.1,1.8,2.1,2.4,20141008,797957.5024,9729082.552
TAC_A01,13,115,AÇAI,Euterpe oleracea,Arecaceae,7.2,P,FALSE,NA,2.47,5.71,1.1,2,2.3,1.1,20141008,797963.3646,9729079.646
TAC_A01,13,116,AÇAI,Euterpe oleracea,Arecaceae,8.3,P,FALSE,NA,4.1,7.51,1.7,2,1.9,2.1,20141008,797963.1843,9729079.528
TAC_A01,13,117,AÇAI,Euterpe oleracea,Arecaceae,8.4,P,FALSE,NA,2.44,5.59,2.6,1.4,2.4,2.3,20141008,797963.1488,9729079.649
TAC_A01,14,1,AÇAI,Euterpe oleracea,Arecaceae,6.5,P,FALSE,NA,3.31,7.12,1,1.8,1.6,1.4,20141009,797885.5829,9729472.986
TAC_A01,14,2,AMEIXA,Ximenia americana,Olacaceae,13.2,O,FALSE,NA,3.71,6.95,1.2,4,5,0,20141009,797885.4955,9729473.035
TAC_A01,14,3,AMEIXA,Ximenia americana,Olacaceae,13,O,FALSE,NA,4.87,7,1.3,4,5.2,0,20141009,797885.4772,9729473.174
TAC_A01,14,4,AMEIXA,Ximenia americana,Olacaceae,20.9,O,FALSE,NA,3.44,10.74,2.2,5,2.4,3,20141009,797884.7963,9729473.432
TAC_A01,14,5,AMEIXA,Ximenia americana,Olacaceae,19.4,O,FALSE,NA,5.47,13.48,2.3,2,4.2,0.7,20141009,797884.8899,9729474.524
TAC_A01,14,6,AMEIXA,Ximenia americana,Olacaceae,14.4,O,FALSE,NA,2.96,8.34,2.7,1.7,4.4,1,20141009,797884.0516,9729474.742
TAC_A01,14,7,AMEIXA,Ximenia americana,Olacaceae,12.8,O,FALSE,NA,4.86,8.53,2.4,1,1.4,3.4,20141009,797883.808,9729474.753
TAC_A01,14,8,AMEIXA,Ximenia americana,Olacaceae,13.2,O,FALSE,NA,6.34,11.76,1.6,1.3,3,0.8,20141009,797882.4744,9729475.63
TAC_A01,14,9,AMEIXA,Ximenia americana,Olacaceae,16.4,O,FALSE,NA,5.73,11.42,2.4,1,0.8,4,20141009,797881.5707,9729475.763
TAC_A01,14,10,AMEIXA,Ximenia americana,Olacaceae,16.9,O,FALSE,NA,5.91,13.05,2.8,1.5,3.5,1.3,20141009,797880.5001,9729476.492
TAC_A01,14,11,AMEIXA,Ximenia americana,Olacaceae,10,O,FALSE,NA,3.92,11.4,3.2,1.2,3.3,0,20141009,797880.5672,9729476.579
TAC_A01,14,12,AÇAI,Euterpe oleracea,Arecaceae,8.1,P,FALSE,NA,5.06,11.42,1.6,0.8,1.7,1.2,20141009,797880.2425,9729477.133
TAC_A01,14,13,AMEIXA,Ximenia americana,Olacaceae,6.8,O,FALSE,NA,3.91,10.52,1.6,0.8,1.8,2,20141009,797879.9794,9729477.28
TAC_A01,14,14,AMEIXA,Ximenia americana,Olacaceae,7.1,O,FALSE,NA,3.91,10.19,1.7,1.5,1.3,2,20141009,797879.4952,9729477.306
TAC_A01,14,15,AMEIXA,Ximenia americana,Olacaceae,7.2,O,FALSE,NA,3.91,8.11,1.8,1.6,1.4,1.9,20141009,797879.562,9729477.391
TAC_A01,14,16,AMEIXA,Ximenia americana,Olacaceae,14.7,O,FALSE,NA,3.94,8.92,1.7,3.6,0.6,4.2,20141009,797873.5641,9729480.046
TAC_A01,14,17,AMEIXA,Ximenia americana,Olacaceae,17.6,O,FALSE,NA,5.05,10.5,1.2,4.4,2.5,3,20141009,797873.6288,9729480.129
TAC_A01,14,18,AMEIXA,Ximenia americana,Olacaceae,15.6,O,FALSE,NA,4.42,11.66,2,2.4,2.2,2.2,20141009,797873.4538,9729480.228
TAC_A01,14,19,AMEIXA,Ximenia americana,Olacaceae,15.8,O,FALSE,NA,5.33,9.61,3.7,2.5,2.5,2.6,20141009,797873.3663,9729480.278
TAC_A01,14,20,AMEIXA,Ximenia americana,Olacaceae,7.1,O,FALSE,NA,2.82,4.4,2.2,0.6,0.7,2.4,20141009,797873.2788,9729480.327
TAC_A01,14,21,AMEIXA,Ximenia americana,Olacaceae,7.1,O,FALSE,NA,1.71,4,0.8,2.2,0.6,1.5,20141009,797870.2646,9729481.797
TAC_A01,14,22,AMEIXA,Ximenia americana,Olacaceae,17.8,O,FALSE,NA,4.69,11.05,2.2,1.7,1.7,3.5,20141009,797870.1772,9729481.847
TAC_A01,14,23,AMEIXA,Ximenia americana,Olacaceae,11,O,FALSE,NA,4.69,9.44,1.3,1.8,2.2,1.4,20141009,797870.4156,9729481.829
TAC_A01,14,24,AMEIXA,Ximenia americana,Olacaceae,12.4,O,FALSE,NA,1.73,10.45,2.6,1.5,3.8,3.7,20141009,797870.0657,9729482.027
TAC_A01,14,25,AMEIXA,Ximenia americana,Olacaceae,11.4,O,FALSE,NA,2.55,4.58,1.3,0.8,0,3.6,20141009,797868.4171,9729483.307
TAC_A01,14,26,AMEIXA,Ximenia americana,Olacaceae,18.9,O,FALSE,NA,5.7,13.05,3.4,1.8,2.2,2.7,20141009,797868.3046,9729483.486
TAC_A01,14,27,AMEIXA,Ximenia americana,Olacaceae,9.6,O,FALSE,NA,2.51,9.56,2.8,0.5,1.2,3.8,20141009,797867.8542,9729483.394
TAC_A01,14,28,AMEIXA,Ximenia americana,Olacaceae,10.9,O,FALSE,NA,4.37,12.15,3.7,0,2.3,1.3,20141009,797868.1788,9729484.133
TAC_A01,14,29,AÇAI,Euterpe oleracea,Arecaceae,6.5,P,FALSE,NA,2.8,8.16,1.8,0.5,1,1.7,20141009,797866.4178,9729483.978
TAC_A01,14,30,AÇAI,Euterpe oleracea,Arecaceae,7.6,P,FALSE,NA,3.37,9.82,2,0.7,1.2,1.8,20141009,797866.3304,9729484.027
TAC_A01,14,31,AÇAI,Euterpe oleracea,Arecaceae,6.1,P,FALSE,NA,2.61,7.05,1.2,1,1,0.8,20141009,797866.2429,9729484.077
TAC_A01,14,32,AÇAI,Euterpe oleracea,Arecaceae,7.7,P,FALSE,NA,3.4,8.9,1.4,1.2,0.5,2,20141009,797863.7337,9729491.674
TAC_A01,14,33,AÇAI,Euterpe oleracea,Arecaceae,6.4,P,FALSE,NA,3.09,7.59,1.3,0.4,1.4,1.7,20141009,797864.12,9729491.362
TAC_A01,14,34,AÇAI,Euterpe oleracea,Arecaceae,6.2,P,FALSE,NA,2.04,7.23,1.2,0.5,1.6,1.8,20141009,797864.5369,9729491.25
TAC_A01,14,35,AÇAI,Euterpe oleracea,Arecaceae,6.2,P,FALSE,NA,4.03,8.7,1,0.5,1.8,1.8,20141009,797864.2692,9729491.392
TAC_A01,14,36,AMEIXA,Ximenia americana,Olacaceae,16.4,O,FALSE,NA,3.74,9.43,3.5,1.6,4.3,0.3,20141009,797865.6365,9729490.56
TAC_A01,14,37,AMEIXA,Ximenia americana,Olacaceae,21.7,O,FALSE,NA,4.59,13.59,4.8,1,3.5,4.3,20141009,797865.7544,9729490.389
TAC_A01,14,38,AMEIXA,Ximenia americana,Olacaceae,18,O,FALSE,NA,6.83,14.26,3,2.6,1,5.4,20141009,797866.2325,9729490.355
TAC_A01,14,39,AMEIXA,Ximenia americana,Olacaceae,22,O,FALSE,NA,5.15,12.23,2,4,3.3,2,20141009,797865.6078,9729490.685
TAC_A01,14,40,AMEIXA,Ximenia americana,Olacaceae,10.6,O,FALSE,NA,4.18,8.33,0.2,3.2,2.7,1.7,20141009,797867.7775,9729489.428
TAC_A01,14,41,AMEIXA,Ximenia americana,Olacaceae,9.6,O,FALSE,NA,3.14,6.06,0.8,3.3,3,1.4,20141009,797876.3416,9729484.901
TAC_A01,14,42,AMEIXA,Ximenia americana,Olacaceae,9,O,FALSE,NA,4.81,9.73,2.2,0.4,0.7,1.5,20141009,797870.6859,9729487.665
TAC_A01,14,43,AMEIXA,Ximenia americana,Olacaceae,7.6,O,FALSE,NA,3.51,6.73,1.6,0.6,0.6,1.3,20141009,797870.9533,9729487.523
TAC_A01,14,44,AMEIXA,Ximenia americana,Olacaceae,15,O,FALSE,NA,5.9,12.24,2,1.5,2.2,1.5,20141009,797871.4711,9729487.702
TAC_A01,14,45,AMEIXA,Ximenia americana,Olacaceae,15.4,O,FALSE,NA,4.48,10.6,2.2,1.3,2.5,1.8,20141009,797871.3818,9729487.749
TAC_A01,14,46,AMEIXA,Ximenia americana,Olacaceae,11.9,O,FALSE,NA,6.49,13.48,2.2,1.2,1.8,1.2,20141009,797873.5263,9729485.814
TAC_A01,14,47,AMEIXA,Ximenia americana,Olacaceae,8.1,O,FALSE,NA,2.25,7.72,2,0.8,0.8,1.7,20141009,797874.2262,9729485.904
TAC_A01,14,48,AMEIXA,Ximenia americana,Olacaceae,6.2,O,FALSE,NA,3.65,7.58,1.8,0.5,3.4,0.7,20141009,797874.4427,9729486.02
TAC_A01,14,49,AMEIXA,Ximenia americana,Olacaceae,10.7,O,FALSE,NA,3.75,9.2,2,1,1.7,0.6,20141009,797874.5319,9729485.973
TAC_A01,14,50,AMEIXA,Ximenia americana,Olacaceae,17.3,O,FALSE,NA,1.86,9.08,1.8,2.7,5.2,2,20141009,797876.4704,9729485.066
TAC_A01,14,51,EMBAUBA,Cecropia ficifolia,Urticaceae,12.6,O,FALSE,NA,9.39,12.56,1.7,1.6,1.7,1.5,20141009,797876.7231,9729484.582
TAC_A01,14,52,EMBAUBA,Cecropia ficifolia,Urticaceae,10.8,O,FALSE,NA,7.04,10.71,1,1.3,1.2,1.2,20141009,797876.5694,9729484.546
TAC_A01,14,53,EMBAUBA,Cecropia ficifolia,Urticaceae,11.7,O,FALSE,NA,5.92,8.48,1,1.6,1,1.5,20141009,797876.594,9729484.416
TAC_A01,14,54,EMBAUBA,Cecropia ficifolia,Urticaceae,11.8,O,FALSE,NA,7.07,8.86,0.6,1.7,1.2,1,20141009,797876.6185,9729484.286
TAC_A01,14,55,AÇAI,Euterpe oleracea,Arecaceae,10.8,P,FALSE,NA,6.16,9.02,1.7,1.6,1.6,0.7,20141009,797876.6831,9729484.369
TAC_A01,14,56,AÇAI,Euterpe oleracea,Arecaceae,7.2,P,FALSE,NA,4.4,9.42,1.4,1,1.6,1,20141009,797877.7446,9729484.276
TAC_A01,14,57,AÇAI,Euterpe oleracea,Arecaceae,6,P,FALSE,NA,4.27,7.98,1,1,1.2,1.1,20141009,797877.8339,9729484.229
TAC_A01,14,58,AÇAI,Euterpe oleracea,Arecaceae,6.7,P,FALSE,NA,3.77,8.9,1.2,1.3,1,1.2,20141009,797877.9881,9729484.265
TAC_A01,14,59,AÇAI,Euterpe oleracea,Arecaceae,7.3,P,FALSE,NA,5.92,11.07,1,1.2,1.1,1,20141009,797878.1016,9729484.088
TAC_A01,14,60,AÇAI,Euterpe oleracea,Arecaceae,6.6,P,FALSE,NA,4.3,8.04,1.5,1,1.2,1.5,20141009,797878.1016,9729484.088
TAC_A01,14,61,AMEIXA,Ximenia americana,Olacaceae,17.9,O,FALSE,NA,3.2,12.05,4.2,1.2,4,3.2,20141009,797882.1175,9729481.967
TAC_A01,14,62,AMEIXA,Ximenia americana,Olacaceae,14.2,O,FALSE,NA,6.34,11.59,2.4,1.2,3.6,0.7,20141009,797882.7647,9729481.505
TAC_A01,14,63,AMEIXA,Ximenia americana,Olacaceae,16.6,O,FALSE,NA,3.65,8.93,2.8,1.3,4.4,1.7,20141009,797882.9206,9729481.543
TAC_A01,14,64,AMEIXA,Ximenia americana,Olacaceae,21.5,O,FALSE,NA,4.27,9.55,1.6,3.2,1.7,1.4,20141009,797885.0624,9729480.412
TAC_A01,14,65,AMEIXA,Ximenia americana,Olacaceae,22.2,O,FALSE,NA,4.62,12.44,1.7,3.7,3.2,0.7,20141009,797885.1517,9729480.365
TAC_A01,14,66,AMEIXA,Ximenia americana,Olacaceae,10.1,O,FALSE,NA,1.86,6.54,1.5,3.8,5,0,20141009,797885.5979,9729480.13
TAC_A01,14,67,AÇAI,Euterpe oleracea,Arecaceae,5.6,P,FALSE,NA,1.89,6.73,0.6,1.5,1,0.8,20141009,797887.8289,9729478.952
TAC_A01,14,68,AÇAI,Euterpe oleracea,Arecaceae,7.2,P,FALSE,NA,2.53,6.67,1.7,1.7,1.9,1.4,20141009,797883.2781,9729486.367
TAC_A01,14,69,AÇAI,Euterpe oleracea,Arecaceae,7.2,P,FALSE,NA,3.14,7.96,1.8,1.8,1.9,1.7,20141009,797883.1875,9729486.412
TAC_A01,14,70,AÇAI,Euterpe oleracea,Arecaceae,10,P,FALSE,NA,4.92,9.88,0.3,1.7,3.2,0.2,20141009,797874.671,9729490.67
TAC_A01,14,71,AMEIXA,Ximenia americana,Olacaceae,16.7,O,FALSE,NA,2.8,11.77,2.3,3.5,4.3,1,20141009,797874.3992,9729490.806
TAC_A01,14,72,AMEIXA,Ximenia americana,Olacaceae,15.2,O,FALSE,NA,2.97,8.41,3.8,2.3,5.7,1.2,20141009,797874.5246,9729490.966
TAC_A01,14,73,AMEIXA,Ximenia americana,Olacaceae,20.6,O,FALSE,NA,7,12.04,4.4,1.8,5.9,2.8,20141009,797874.1338,9729491.272
TAC_A01,14,74,AMEIXA,Ximenia americana,Olacaceae,15,O,FALSE,NA,6.35,13,1.5,5.1,3.8,2.9,20141009,797874.0368,9729490.987
TAC_A01,14,75,AMEIXA,Ximenia americana,Olacaceae,18,O,FALSE,NA,5.39,11.07,2.7,5.5,2.8,2.8,20141009,797874.3778,9729491.262
TAC_A01,14,76,AMEIXA,Ximenia americana,Olacaceae,10.8,O,FALSE,NA,3.3,6.92,1.8,2.8,3.5,1.4,20141009,797868.8131,9729494.137
TAC_A01,14,77,AMEIXA,Ximenia americana,Olacaceae,14,O,FALSE,NA,5.05,12.92,2.2,2.5,2.8,2.4,20141009,797869.4485,9729493.822
TAC_A01,14,78,AMEIXA,Ximenia americana,Olacaceae,20.1,O,FALSE,NA,4.53,11.41,3.5,2.8,3.7,2.1,20141009,797868.9039,9729494.092
TAC_A01,14,79,AMEIXA,Ximenia americana,Olacaceae,10.1,O,FALSE,NA,3.3,5.86,4.7,0,3.6,2,20141009,797868.2989,9729494.285
TAC_A01,14,80,AMEIXA,Ximenia americana,Olacaceae,6.5,O,FALSE,NA,2.16,3.56,3.6,0.3,3.7,1.8,20141009,797867.724,9729494.678
TAC_A01,14,81,AÇAI,Euterpe oleracea,Arecaceae,8,P,FALSE,NA,2.28,6.65,2.6,0.6,1.8,1.6,20141009,797868.779,9729498.601
TAC_A01,14,82,AÇAI,Euterpe oleracea,Arecaceae,9.2,P,FALSE,NA,4.57,9.19,2.8,1,1.3,1.7,20141009,797868.6869,9729498.645
TAC_A01,14,83,AÇAI,Euterpe oleracea,Arecaceae,9,P,FALSE,NA,3.83,9.84,1.7,1.8,1.7,1.4,20141009,797868.5948,9729498.688
TAC_A01,14,84,AÇAI,Euterpe oleracea,Arecaceae,9.7,P,FALSE,NA,4.33,8.56,2,1.7,1.8,1.5,20141009,797868.4431,9729498.655
TAC_A01,14,85,AMEIXA,Ximenia americana,Olacaceae,9.2,O,FALSE,NA,2.53,7.57,2.2,3,2.3,0.5,20141009,797868.9956,9729498.395
TAC_A01,14,86,AÇAI,Euterpe oleracea,Arecaceae,6.6,P,FALSE,NA,2.98,8.15,2.2,1.6,1.4,1.7,20141009,797877.4386,9729494.536
TAC_A01,14,87,AÇAI,Euterpe oleracea,Arecaceae,8.5,P,FALSE,NA,4.96,9.76,1.8,1.7,1.8,1.8,20141009,797877.468,9729494.413
TAC_A01,14,88,AÇAI,Euterpe oleracea,Arecaceae,5.3,P,FALSE,NA,2.78,7.01,1,1.8,2.4,1.6,20141009,797877.6229,9729494.45
TAC_A01,14,89,AÇAI,Euterpe oleracea,Arecaceae,7.8,P,FALSE,NA,4.34,9.52,1.7,1.6,1.5,1.4,20141009,797877.715,9729494.407
TAC_A01,14,90,AMEIXA,Ximenia americana,Olacaceae,18.1,O,FALSE,NA,5.27,12.2,3.4,3.3,2.8,2.3,20141009,797881.7684,9729492.504
TAC_A01,14,91,AMEIXA,Ximenia americana,Olacaceae,17.4,O,FALSE,NA,4.35,9.81,2.8,4.3,2.4,4.2,20141009,797882.0813,9729492.582
TAC_A01,14,92,AMEIXA,Ximenia americana,Olacaceae,7.1,O,FALSE,NA,4.48,10.98,4.3,0,2,2.1,20141009,797889.7329,9729489
TAC_A01,14,93,AMEIXA,Ximenia americana,Olacaceae,20.1,O,FALSE,NA,7.03,11.99,4.2,0.5,3.8,4.8,20141009,797889.9173,9729488.914
TAC_A01,14,94,AMEIXA,Ximenia americana,Olacaceae,10.4,O,FALSE,NA,0.22,4.13,4.3,2.7,0.6,3.4,20141009,797889.7329,9729489
TAC_A01,14,95,AMEIXA,Ximenia americana,Olacaceae,19.9,O,FALSE,NA,4.74,14.03,3.4,3.8,3.4,3.7,20141009,797890.3782,9729488.698
TAC_A01,14,96,AMEIXA,Ximenia americana,Olacaceae,18.9,O,FALSE,NA,5.09,11.89,2,4,3.8,4.6,20141009,797891.2079,9729488.31
TAC_A01,14,97,AMEIXA,Ximenia americana,Olacaceae,24.2,O,FALSE,NA,5.45,13.19,3.4,4,3.1,3.9,20141009,797899.6898,9729491.133
TAC_A01,14,98,AÇAI,Euterpe oleracea,Arecaceae,5.8,P,FALSE,NA,3.49,8.58,0.3,2.5,1,0.8,20141009,797888.1276,9729496.142
TAC_A01,14,99,AMEIXA,Ximenia americana,Olacaceae,17.9,O,FALSE,NA,4.44,13.16,0.4,4.3,2.8,3.8,20141009,797886.8116,9729496.712
TAC_A01,14,100,AMEIXA,Ximenia americana,Olacaceae,13.7,O,FALSE,NA,4.17,12.94,0.5,3.7,2.6,2.5,20141009,797886.5296,9729496.834
TAC_A01,14,101,AMEIXA,Ximenia americana,Olacaceae,7.2,O,FALSE,NA,5.4,9.85,1,2,3.4,0.3,20141009,797886.3416,9729496.916
TAC_A01,14,102,AMEIXA,Ximenia americana,Olacaceae,8.7,O,FALSE,NA,4.62,6.93,1.2,2.2,3.7,0.2,20141009,797885.9707,9729497.408
TAC_A01,14,103,AMEIXA,Ximenia americana,Olacaceae,10.8,O,FALSE,NA,3.07,7.25,1.4,2.6,4,0.8,20141009,797885.6836,9729497.201
TAC_A01,14,104,AMEIXA,Ximenia americana,Olacaceae,9.6,O,FALSE,NA,3.66,6.1,1.8,3.8,0.3,5,20141009,797885.4956,9729497.282
TAC_A01,14,105,AMEIXA,Ximenia americana,Olacaceae,15.8,O,FALSE,NA,4.64,13.91,1.1,3.4,2.7,1.4,20141009,797885.3076,9729497.364
TAC_A01,14,106,AMEIXA,Ximenia americana,Olacaceae,19.7,O,FALSE,NA,5.91,12.94,3.5,2.6,1.5,3.5,20141009,797885.0897,9729497.568
TAC_A01,14,107,AMEIXA,Ximenia americana,Olacaceae,6.1,O,FALSE,NA,2.29,4.43,2,1,2.6,0.2,20141009,797884.9957,9729497.609
TAC_A01,14,108,AMEIXA,Ximenia americana,Olacaceae,16.9,O,FALSE,NA,4.89,11.66,2.8,1.2,3.4,3.5,20141009,797884.9016,9729497.649
TAC_A01,14,109,AMEIXA,Ximenia americana,Olacaceae,7,O,FALSE,NA,3.95,5.01,4,0.4,2,1,20141009,797883.115,9729498.422
TAC_A01,14,110,AMEIXA,Ximenia americana,Olacaceae,5.1,O,FALSE,NA,2.93,5.46,2.5,0.5,0,2.2,20141009,797883.021,9729498.463
TAC_A01,14,111,AMEIXA,Ximenia americana,Olacaceae,21.2,O,FALSE,NA,5.39,11.07,5,2.1,3.7,4,20141009,797881.2343,9729499.236
TAC_A01,14,112,AMEIXA,Ximenia americana,Olacaceae,7,O,FALSE,NA,3.35,3.84,2.8,0.3,4.5,1.3,20141009,797881.0149,9729499.438
TAC_A01,14,113,AÇAI,Euterpe oleracea,Arecaceae,7.1,P,FALSE,NA,5.47,9.5,1,1.9,1.6,1,20141009,797875.7804,9729501.595
TAC_A01,14,114,AÇAI,Euterpe oleracea,Arecaceae,7.9,P,FALSE,NA,4.63,9.88,1.4,2,1.8,1.2,20141009,797875.6864,9729501.636
TAC_A01,14,115,AÇAI,Euterpe oleracea,Arecaceae,7,P,FALSE,NA,4.23,9.38,1,2.4,1.6,1.5,20141009,797875.7473,9729501.713
TAC_A01,14,116,AÇAI,Euterpe oleracea,Arecaceae,6.6,P,FALSE,NA,4.47,9.17,1.7,1.8,1.7,1.7,20141009,797875.5924,9729501.676
TAC_A01,14,117,AÇAI,Euterpe oleracea,Arecaceae,9.1,P,FALSE,NA,5.11,9.95,1.8,1.2,1.6,1.7,20141009,797875.4983,9729501.717
TAC_A01,14,118,AÇAI,Euterpe oleracea,Arecaceae,8.4,P,FALSE,NA,2.83,7.43,2,1.7,1.7,1.8,20141009,797875.5258,9729501.913
TAC_A01,14,119,AÇAI,Euterpe oleracea,Arecaceae,5.2,P,FALSE,NA,2.18,5.55,1.8,1.6,0.6,2.5,20141009,797875.4043,9729501.758
TAC_A01,14,120,AÇAI,Euterpe oleracea,Arecaceae,6,P,FALSE,NA,2.81,7.38,1.7,1.4,1,2.8,20141009,797874.652,9729502.083
TAC_A01,14,121,AÇAI,Euterpe oleracea,Arecaceae,5.3,P,FALSE,NA,2.2,4.68,1.2,1.7,1.2,1.8,20141009,797875.4043,9729501.758
TAC_A01,14,122,AÇAI,Euterpe oleracea,Arecaceae,5.9,P,FALSE,NA,3.26,7.56,1.6,2.2,1,1.7,20141009,797875.5591,9729501.795
TAC_A01,14,123,AÇAI,Euterpe oleracea,Arecaceae,7,P,FALSE,NA,5.01,8.55,1.5,1.6,1.6,1.7,20141009,797873.0535,9729502.774
TAC_A01,14,124,AÇAI,Euterpe oleracea,Arecaceae,6.2,P,FALSE,NA,4.1,8.3,1.5,1.3,1.4,1.2,20141009,797872.9594,9729502.815
TAC_A01,14,125,AMEIXA,Ximenia americana,Olacaceae,24.5,O,FALSE,NA,4.97,10.21,5,2.5,5.2,3.3,20141009,797873.0535,9729502.774
TAC_A01,14,126,AÇAI,Euterpe oleracea,Arecaceae,8,P,FALSE,NA,4.84,9.69,1.7,1.6,1.4,1.6,20141009,797873.0193,9729502.892
TAC_A01,14,127,AÇAI,Euterpe oleracea,Arecaceae,5.9,P,FALSE,NA,3.86,9.46,1.8,1.8,1.7,1.5,20141009,797872.549,9729503.095
TAC_A01,14,128,AÇAI,Euterpe oleracea,Arecaceae,6.6,P,FALSE,NA,3.54,7.85,2.3,1.6,1.6,1.7,20141009,797872.455,9729503.136
TAC_A01,14,129,AÇAI,Euterpe oleracea,Arecaceae,7.4,P,FALSE,NA,4.64,7.25,1.6,1.8,1.2,1.5,20141009,797872.4206,9729503.252
TAC_A01,14,130,TAMANQUEIRA,Zanthoxylum rhoifolium,Rutaceae,8.8,O,FALSE,NA,4.64,9.01,1.7,2.8,3,1,20141009,797877.361,9729502.168
TAC_A01,14,131,GOIABA,Myrciaria floribunda,Myrtaceae,7.9,O,FALSE,NA,2.92,7.26,1.4,2.8,2,1.2,20141009,797874.7853,9729503.058
TAC_A01,14,132,GOIABA,Myrciaria floribunda,Myrtaceae,7.3,O,FALSE,NA,3.41,5.95,1.5,1.9,2.6,1.4,20141009,797880.3556,9729504.872
TAC_A01,14,133,GOIABA,Myrciaria floribunda,Myrtaceae,6.1,O,FALSE,NA,3.71,4.83,1.7,1.4,2.3,1,20141009,797880.26,9729504.91
TAC_A01,14,134,AÇAI,Euterpe oleracea,Arecaceae,7.1,P,FALSE,NA,3.69,6.96,2,0.3,1.5,1.7,20141009,797884.5209,9729504.249
TAC_A01,14,135,AÇAI,Euterpe oleracea,Arecaceae,35.4,P,FALSE,NA,6.01,8.8,2,0.8,1.5,1.4,20141009,797884.6168,9729504.211
TAC_A01,14,136,AÇAI,Euterpe oleracea,Arecaceae,7.6,P,FALSE,NA,3.01,7.38,2.4,1,1.4,1.3,20141009,797884.5209,9729504.249
TAC_A01,14,137,AÇAI,Euterpe oleracea,Arecaceae,7.7,P,FALSE,NA,4.73,9.45,2.7,0.8,1.3,1.5,20141009,797884.6168,9729504.211
TAC_A01,14,138,AÇAI,Euterpe oleracea,Arecaceae,6.7,P,FALSE,NA,3.94,8.91,2.5,1,1,1.2,20141009,797884.7755,9729504.253
TAC_A01,14,139,AÇAI,Euterpe oleracea,Arecaceae,6.5,P,FALSE,NA,2.31,6.82,1.7,1.2,2.3,1.3,20141009,797885.0967,9729504.02
TAC_A01,14,140,AMEIXA,Ximenia americana,Olacaceae,20.1,O,FALSE,NA,5.91,13.1,4.5,2.2,3.9,3.5,20141009,797888.6798,9729502.492
TAC_A01,14,141,AMEIXA,Ximenia americana,Olacaceae,13.5,O,FALSE,NA,7.94,12.5,4.6,2,3.8,3.3,20141009,797888.8716,9729502.416
TAC_A01,14,142,AMEIXA,Ximenia americana,Olacaceae,21.1,O,FALSE,NA,6.61,13.34,3.1,4,4.2,0.7,20141009,797888.8716,9729502.416
TAC_A01,14,143,AMEIXA,Ximenia americana,Olacaceae,13.4,O,FALSE,NA,4.23,6.92,3,4.6,3.6,3.2,20141009,797885.1837,9729497.527
TAC_A01,14,144,AMEIXA,Ximenia americana,Olacaceae,16.4,O,FALSE,NA,5.4,10.48,0.8,4.1,2.8,2.2,20141009,797886.5002,9729496.958
TAC_A01,14,145,GOIABA,Myrciaria floribunda,Myrtaceae,6.7,O,FALSE,NA,3.88,5.77,0.4,3.8,2.2,1.3,20141009,797886.7176,9729496.753
TAC_A01,14,146,AMEIXA,Ximenia americana,Olacaceae,11.4,O,FALSE,NA,5.58,8.26,0.7,3.4,1.3,2.8,20141009,797888.1928,9729496.226
TAC_A01,14,147,AÇAI,Euterpe oleracea,Arecaceae,8,P,FALSE,NA,5.72,9.42,2.5,0.8,1.4,1.4,20141009,797893.3646,9729493.988
TAC_A01,14,148,AÇAI,Euterpe oleracea,Arecaceae,6.6,P,FALSE,NA,5.21,7.38,1.8,1,1.6,1.5,20141009,797893.4587,9729493.948
TAC_A01,14,149,AMEIXA,Ximenia americana,Olacaceae,21,O,FALSE,NA,6.87,12.25,4.3,2.8,3.8,3.7,20141009,797894.2109,9729493.622
TAC_A01,14,150,AMEIXA,Ximenia americana,Olacaceae,18.3,O,FALSE,NA,4.79,11.49,3.4,3.5,0.7,4.8,20141009,797894.305,9729493.582
TAC_A01,14,151,AMEIXA,Ximenia americana,Olacaceae,16.8,O,FALSE,NA,3.48,9.01,4.5,4,0.6,4.3,20141009,797894.5871,9729493.46
TAC_A01,14,152,AMEIXA,Ximenia americana,Olacaceae,21.4,O,FALSE,NA,4.07,9.12,3.2,4.2,5.3,3.7,20141009,797894.6544,9729493.546
TAC_A01,14,153,AMEIXA,Ximenia americana,Olacaceae,19.3,O,FALSE,NA,4.69,11.47,1,3.8,3.5,3.6,20141009,797897.22,9729492.321
TAC_A01,14,154,AMEIXA,Ximenia americana,Olacaceae,17.7,O,FALSE,NA,7.37,12.32,2.4,4,4.1,3,20141009,797897.4081,9729492.239
