Area,plot,tree,common.name,scientific.name,family.name,DBH,type,Dead,D.class,Hcom,Htot,RN,RS,RE,RW,date,UTM.Easting,UTM.Northing
TAC_A01,12,5,CACAU,Theobroma glaucum,Malvaceae,8.8,O,FALSE,NA,1.46,1.6,1.5,1.8,1.8,1.4,20141007,797748.5463,9728862.841
TAC_A01,12,6,CACAU,Theobroma glaucum,Malvaceae,8.4,O,FALSE,NA,1.68,2.14,1.8,1,1.2,1.7,20141007,797744.0191,9728864.653
TAC_A01,12,7,MOGNO,Swietenia macrophylla ,Meliaceae,17,O,FALSE,NA,2.9,8.84,2,1.5,1.8,2,20141007,797739.3947,9728866.715
TAC_A01,12,8,CACAU,Theobroma glaucum,Malvaceae,8.7,O,FALSE,NA,1.41,2.97,1.7,1.8,1.3,1,20141007,797740.9943,9728869.956
TAC_A01,12,9,CACAU,Theobroma glaucum,Malvaceae,10.5,O,FALSE,NA,0.96,3.04,1.7,1.9,1.8,2,20141007,797745.9772,9728867.978
TAC_A01,12,10,CACAU,Theobroma glaucum,Malvaceae,6.9,O,FALSE,NA,1.26,2.82,0.9,1.1,1.1,0.8,20141007,797750.396,9728866.224
TAC_A01,12,11,CACAU,Theobroma glaucum,Malvaceae,8.7,O,FALSE,NA,1.16,3.11,1.8,1.7,1.3,2,20141007,797755.1908,9728864.32
TAC_A01,12,12,CACAU,Theobroma glaucum,Malvaceae,13.3,O,FALSE,NA,0.91,3.43,2.3,2,1.9,2,20141007,797759.7036,9728862.529
TAC_A01,12,13,CACAU,Theobroma glaucum,Malvaceae,6.4,O,FALSE,NA,1.4,2.97,1.4,1,1.5,1,20141007,797764.0284,9728860.812
TAC_A01,12,14,CACAU,Theobroma glaucum,Malvaceae,9.5,O,FALSE,NA,0.87,2.89,1.4,1.4,2,2,20141007,797768.8233,9728858.909
TAC_A01,12,15,CACAU,Theobroma glaucum,Malvaceae,7.6,O,FALSE,NA,0.84,2.11,1.7,2,1.1,1.6,20141007,797770.4761,9728862.326
TAC_A01,12,16,CACAU,Theobroma glaucum,Malvaceae,8.1,O,FALSE,NA,1.22,3.08,1.4,1.4,1.9,1.3,20141007,797765.784,9728864.386
TAC_A01,12,17,CACAU,Theobroma glaucum,Malvaceae,7.4,O,FALSE,NA,1.42,2.69,0.8,1,0.8,1,20141007,797761.5619,9728866.26
TAC_A01,12,18,CACAU,Theobroma glaucum,Malvaceae,5,O,FALSE,NA,1.81,3.52,0.7,0.6,0.5,0.6,20141007,797757.1584,9728867.992
TAC_A01,12,19,CACAU,Theobroma glaucum,Malvaceae,7.4,O,FALSE,NA,1.06,1.36,1.2,0.6,1.3,1.2,20141007,797757.3457,9728867.918
TAC_A01,12,20,CACAU,Theobroma glaucum,Malvaceae,1.6,O,FALSE,NA,1.86,4.35,2.3,3,3.1,2.4,20141007,797754.8201,9728868.7
TAC_A01,12,21,CACAU,Theobroma glaucum,Malvaceae,9.7,O,FALSE,NA,1.4,4.18,1.8,1.2,1.7,0.9,20141007,797747.8857,9728871.428
TAC_A01,12,22,CACAU,Theobroma glaucum,Malvaceae,11,O,FALSE,NA,1.35,3.78,2,2,1.9,2.2,20141007,797742.9192,9728873.382
TAC_A01,12,23,IPE,Tabebuia chrysotricha,NA,7.3,O,FALSE,NA,1.23,2.98,0.6,0.4,0.5,0.4,20141007,797744.7501,9728876.845
TAC_A01,12,24,CACAU,Theobroma glaucum,Malvaceae,9,O,FALSE,NA,0.97,2.94,2,1.8,1.4,1.7,20141007,797749.5135,9728874.988
TAC_A01,12,25,CACAU,Theobroma glaucum,Malvaceae,13.2,O,FALSE,NA,1.58,4.38,2.2,1.6,1.4,1.6,20141007,797753.9032,9728873.277
TAC_A01,12,26,IPE,Tabebuia chrysotricha,NA,6,O,FALSE,NA,1.47,3.43,0.8,0.7,1.2,1.8,20141007,797758.76,9728871.383
TAC_A01,12,27,CACAU,Theobroma glaucum,Malvaceae,9,O,FALSE,NA,2.1,4.48,1.5,1.8,1.9,1.5,20141007,797763.1498,9728869.672
TAC_A01,12,28,CACAU,Theobroma glaucum,Malvaceae,10.1,O,FALSE,NA,1.65,3.84,1.2,1.3,2,2,20141007,797767.5396,9728867.961
TAC_A01,12,29,IPE,Tabebuia chrysotricha,NA,7,O,FALSE,NA,2.05,4.54,0.8,1.5,1.1,1,20141007,797772.303,9728866.104
TAC_A01,12,30,CACAU,Theobroma glaucum,Malvaceae,11.4,O,FALSE,NA,1.11,3.52,2.2,1.9,2.2,2.2,20141007,797773.9559,9728869.521
TAC_A01,12,31,CACAU,Theobroma glaucum,Malvaceae,16.6,O,FALSE,NA,1.23,3.53,2.4,2.8,2.7,2.6,20141007,797769.7168,9728871.266
TAC_A01,12,32,CACAU,Theobroma glaucum,Malvaceae,13.5,O,FALSE,NA,1.52,3.93,1.5,2.4,2.1,2.4,20141007,797766.3163,9728872.685
TAC_A01,12,33,CACAU,Theobroma glaucum,Malvaceae,7.5,O,FALSE,NA,1.4,2.39,1.3,0.9,1.1,1.6,20141007,797760.8239,9728874.807
TAC_A01,12,34,CACAU,Theobroma glaucum,Malvaceae,12.9,O,FALSE,NA,1.14,4.51,1.7,1.7,2.1,1.6,20141007,797756.1244,9728876.517
TAC_A01,12,35,CACAU,Theobroma glaucum,Malvaceae,12.3,O,FALSE,NA,1.26,4.2,2,2.1,2.1,2.5,20141007,797751.7941,9728878.295
TAC_A01,12,36,CACAU,Theobroma glaucum,Malvaceae,7.3,O,FALSE,NA,1.06,1.9,0.8,1.2,0.6,0.8,20141007,797746.5809,9728880.309
TAC_A01,12,37,CACAU,Theobroma glaucum,Malvaceae,9.9,O,FALSE,NA,1.6,3.25,1.5,1.6,1.3,1.6,20141007,797748.3203,9728883.599
TAC_A01,12,38,CACAU,Theobroma glaucum,Malvaceae,7.9,O,FALSE,NA,1.3,3.01,1.5,1.2,1.2,1.5,20141007,797753.6077,9728881.784
TAC_A01,12,39,CACAU,Theobroma glaucum,Malvaceae,7.7,O,FALSE,NA,0.81,2.16,1.8,1.1,1.9,1.8,20141007,797757.9685,9728880.115
TAC_A01,12,40,CACAU,Theobroma glaucum,Malvaceae,12.8,O,FALSE,NA,1.51,3.36,2.1,2.3,2.4,2,20141007,797762.6076,9728878.34
TAC_A01,12,41,CACAU,Theobroma glaucum,Malvaceae,7.2,O,FALSE,NA,0.91,2.08,1.3,1.2,1.2,2.1,20141007,797767.154,9728876.6
TAC_A01,12,42,CACAU,Theobroma glaucum,Malvaceae,10.6,O,FALSE,NA,1.16,3.11,2.2,1.6,1.5,1.6,20141007,797771.422,9728874.967
TAC_A01,12,43,CACAU,Theobroma glaucum,Malvaceae,9.8,O,FALSE,NA,0.65,2.84,1.7,1.6,1.9,2.6,20141007,797775.7828,9728873.298
TAC_A01,12,44,MOGNO,Swietenia macrophylla ,Meliaceae,19.7,O,FALSE,NA,4.73,10.78,2.4,1.5,1.6,2.5,20141007,797777.5227,9728876.895
TAC_A01,12,45,CACAU,Theobroma glaucum,Malvaceae,10.2,O,FALSE,NA,1.58,2.53,2.1,0.8,1.3,2,20141007,797773.1764,9728878.543
TAC_A01,12,46,CACAU,Theobroma glaucum,Malvaceae,10.8,O,FALSE,NA,1.58,3.72,2,1.9,2.1,2.6,20141007,797769.8473,9728879.805
TAC_A01,12,47,MOGNO,Swietenia macrophylla ,Meliaceae,16.8,O,FALSE,NA,5.36,9.26,2.3,1.3,1.8,2.4,20141007,797764.2988,9728881.908
TAC_A01,12,48,CACAU,Theobroma glaucum,Malvaceae,11.7,O,FALSE,NA,1.6,3.38,1.7,1.7,1.9,1.4,20141007,797759.7676,9728883.625
TAC_A01,12,49,CACAU,Theobroma glaucum,Malvaceae,12.7,O,FALSE,NA,1.6,3.38,2.2,1.3,1.7,2.1,20141007,797755.4213,9728885.273
TAC_A01,12,50,MOGNO,Swietenia macrophylla ,Meliaceae,20.7,O,FALSE,NA,4.82,11.49,2.1,1.5,2,1.9,20141007,797750.4277,9728887.165
TAC_A01,12,51,CACAU,Theobroma glaucum,Malvaceae,12.2,O,FALSE,NA,1.51,3.75,1.8,1.9,2.7,2.4,20141007,797751.7074,9728890.006
TAC_A01,12,52,CACAU,Theobroma glaucum,Malvaceae,5.7,O,FALSE,NA,1.64,2.54,1.1,0.5,0.4,1,20141007,797762.1316,9728885.876
TAC_A01,12,53,MORTA,NA,NA,5.7,O,TRUE,1,NA,2.65,0.7,1.2,1,1,20141007,797762.1316,9728885.876
TAC_A01,12,54,CACAU,Theobroma glaucum,Malvaceae,10.1,O,FALSE,NA,1.77,3.27,1.3,1.5,2.3,1.9,20141007,797770.249,9728882.821
TAC_A01,12,55,CACAU,Theobroma glaucum,Malvaceae,13.4,O,FALSE,NA,0.39,1.72,1.9,1.5,2.4,1.7,20141007,797774.5844,9728881.19
TAC_A01,12,56,CACAU,Theobroma glaucum,Malvaceae,5.6,O,FALSE,NA,0.66,1.71,1.8,1,0.6,1.6,20141007,797778.8276,9728879.593
TAC_A01,13,1,AÇAI,Euterpe oleracea,Arecaceae,8.5,P,FALSE,NA,4.38,8.62,1.8,2,0.8,1.7,20141008,797968.0115,9729045.783
TAC_A01,13,2,MORTA,NA,NA,8.7,O,TRUE,1,NA,1.85,NA,NA,NA,NA,20141008,797967.9574,9729045.918
TAC_A01,13,3,AÇAI,Euterpe oleracea,Arecaceae,5.6,P,FALSE,NA,1.64,5.82,1,1.7,1.4,1.3,20141008,797967.9166,9729045.832
TAC_A01,13,4,AÇAI,Euterpe oleracea,Arecaceae,6.7,P,FALSE,NA,1.81,6.47,1.7,1,1.5,1.4,20141008,797967.8217,9729045.882
TAC_A01,13,5,AÇAI,Euterpe oleracea,Arecaceae,8.1,P,FALSE,NA,3.72,8.42,1.7,1,1.2,1.4,20141008,797967.632,9729045.981
TAC_A01,13,6,AÇAI,Euterpe oleracea,Arecaceae,5.6,P,FALSE,NA,1.35,3.8,0.7,1.3,0.8,1,20141008,797964.8801,9729047.416
TAC_A01,13,7,AÇAI,Euterpe oleracea,Arecaceae,5.5,P,FALSE,NA,1.14,3.76,1.5,1,2,0.7,20141008,797964.8272,9729047.55
TAC_A01,13,8,AÇAI,Euterpe oleracea,Arecaceae,6.3,P,FALSE,NA,1.37,5.21,1,2.2,2,1.3,20141008,797962.4988,9729048.871
TAC_A01,13,9,AÇAI,Euterpe oleracea,Arecaceae,7.8,P,FALSE,NA,3.66,8.11,2,1.4,2.1,1.3,20141008,797961.697,9729049.183
TAC_A01,13,10,AÇAI,Euterpe oleracea,Arecaceae,7.3,P,FALSE,NA,4.04,7.84,1.3,1.4,1.2,1.3,20141008,797960.2232,9729050.058
TAC_A01,13,11,AMEIXA,Ximenia americana,Olacaceae,19.2,O,FALSE,NA,4.72,10.09,3,2.7,2.7,2.5,20141008,797957.9923,9729051.327
TAC_A01,13,12,AÇAI,Euterpe oleracea,Arecaceae,5.7,P,FALSE,NA,2.78,8.7,1.3,1.8,0.8,1.7,20141008,797953.0185,9729053.604
TAC_A01,13,13,AMEIXA,Ximenia americana,Olacaceae,28.8,O,FALSE,NA,4.34,13.2,3,4,5,6.2,20141008,797951.5475,9729054.477
TAC_A01,13,14,AMEIXA,Ximenia americana,Olacaceae,20.4,O,FALSE,NA,3.84,11.96,3,1.8,3.7,5.2,20141008,797948.7967,9729055.911
TAC_A01,13,15,AÇAI,Euterpe oleracea,Arecaceae,8.2,P,FALSE,NA,5.04,8.54,1.4,1.7,1,2,20141008,797947.466,9729056.395
TAC_A01,13,16,AÇAI,Euterpe oleracea,Arecaceae,6.8,P,FALSE,NA,3.37,7.05,1.6,1.3,1,1.6,20141008,797947.371,9729056.445
TAC_A01,13,17,FREIJO CINZA,Cordia goeldiana,Boraginaceae,25.9,O,FALSE,NA,5.58,13.2,1,1.6,1.6,2,20141008,797946.2812,9729057.118
TAC_A01,13,18,GUARIUBA,Clarisia racemosa,Moraceae,13.7,O,FALSE,NA,7.71,10.75,1.8,0.8,2,2.4,20141008,797945.9016,9729057.316
TAC_A01,13,19,GUARIUBA,Clarisia racemosa,Moraceae,8.2,O,FALSE,NA,4.41,5.99,2,0.3,1.2,2.2,20141008,797945.8067,9729057.366
TAC_A01,13,20,GUARIUBA,Clarisia racemosa,Moraceae,7.7,O,FALSE,NA,4.06,6.7,2.4,0.3,1.2,0.8,20141008,797945.7613,9729057.494
TAC_A01,13,21,GUARIUBA,Clarisia racemosa,Moraceae,6.6,O,FALSE,NA,2.75,5.25,1.6,0,1.3,1,20141008,797943.7191,9729058.455
TAC_A01,13,22,GUARIUBA,Clarisia racemosa,Moraceae,13.7,O,FALSE,NA,2.75,8.25,1.8,1.5,1.5,2.4,20141008,797943.7191,9729058.455
TAC_A01,13,23,AÇAI,Euterpe oleracea,Arecaceae,7.3,P,FALSE,NA,2.58,5.79,1.7,0.7,1.5,1.7,20141008,797941.8212,9729059.445
TAC_A01,13,24,AÇAI,Euterpe oleracea,Arecaceae,5.7,P,FALSE,NA,1.58,4.1,1.6,1.6,1,1.7,20141008,797939.6387,9729060.583
TAC_A01,13,25,AÇAI,Euterpe oleracea,Arecaceae,7.3,P,FALSE,NA,2.82,5.75,1.7,1.8,1.9,1.6,20141008,797939.6906,9729060.661
TAC_A01,13,26,AÇAI,Euterpe oleracea,Arecaceae,5.3,P,FALSE,NA,1.22,5.54,1.8,1,1.8,1.2,20141008,797939.6906,9729060.661
TAC_A01,13,27,AÇAI,Euterpe oleracea,Arecaceae,6.1,P,FALSE,NA,1.6,5.58,1.8,1,1.6,1.3,20141008,797942.1819,9729064.374
TAC_A01,13,28,AÇAI,Euterpe oleracea,Arecaceae,7.1,P,FALSE,NA,3.93,6.3,1.7,1.6,1.7,1.4,20141008,797944.5086,9729063.169
TAC_A01,13,29,AÇAI,Euterpe oleracea,Arecaceae,6.2,P,FALSE,NA,3.2,7.36,1.6,1.6,1.8,1.5,20141008,797944.5086,9729063.169
TAC_A01,13,30,PELO DE CUTIA,Banara guianensis,Salicaceae,9.8,O,FALSE,NA,1.64,7.6,3.5,2.4,1,3.4,20141008,797944.2294,9729063.314
TAC_A01,13,31,AÇAI,Euterpe oleracea,Arecaceae,7.3,P,FALSE,NA,2.3,6.28,2.2,1.3,1.7,1,20141008,797949.7202,9729060.471
TAC_A01,13,32,AÇAI,Euterpe oleracea,Arecaceae,7.3,P,FALSE,NA,2.97,6.32,2,1,1.6,1.3,20141008,797949.9064,9729060.374
TAC_A01,13,33,AÇAI,Euterpe oleracea,Arecaceae,9.2,P,FALSE,NA,4.25,8.9,1.6,1.7,1.8,1,20141008,797949.8133,9729060.422
TAC_A01,13,34,AÇAI,Euterpe oleracea,Arecaceae,9,P,FALSE,NA,2.4,5.61,1.8,1.2,1.8,1.5,20141008,797952.7914,9729058.88
TAC_A01,13,35,AÇAI,Euterpe oleracea,Arecaceae,8.3,P,FALSE,NA,3.59,7.87,1.8,1.5,1.4,1.3,20141008,797954.7458,9729057.868
TAC_A01,13,36,PELO DE CUTIA,Banara guianensis,Salicaceae,16.2,O,FALSE,NA,1.87,9.45,4,2.6,3,2.5,20141008,797956.2344,9729057.308
TAC_A01,13,37,AMEIXA,Ximenia americana,Olacaceae,11.5,O,FALSE,NA,4.86,8.25,2.6,2,3,2,20141008,797959.2129,9729055.555
TAC_A01,13,38,AMEIXA,Ximenia americana,Olacaceae,23.1,O,FALSE,NA,3.59,7.64,2,4.4,4.6,2.2,20141008,797959.0268,9729055.651
TAC_A01,13,39,AÇAI,Euterpe oleracea,Arecaceae,5.5,P,FALSE,NA,1.79,5.15,0.7,1.8,1.2,1,20141008,797962.3772,9729053.916
TAC_A01,13,40,AÇAI,Euterpe oleracea,Arecaceae,8.4,P,FALSE,NA,3.08,7.21,1.7,1.2,1.2,1.5,20141008,797966.0067,9729052.037
TAC_A01,13,41,PELO DE CUTIA,Banara guianensis,Salicaceae,14.6,O,FALSE,NA,3.47,12.63,2.6,2.7,2.2,3.4,20141008,797967.775,9729051.121
TAC_A01,13,42,AÇAI,Euterpe oleracea,Arecaceae,6.6,P,FALSE,NA,2.37,6.3,1,1.4,1.2,1.5,20141008,797968.6126,9729050.688
TAC_A01,13,43,AÇAI,Euterpe oleracea,Arecaceae,5,P,FALSE,NA,1.39,4.28,1.4,1.6,1.5,1.4,20141008,797968.6126,9729050.688
TAC_A01,13,44,PELO DE CUTIA,Banara guianensis,Salicaceae,7.5,O,FALSE,NA,3.07,7.7,0.8,1.2,2,1.3,20141008,797970.0978,9729054.915
TAC_A01,13,45,PELO DE CUTIA,Banara guianensis,Salicaceae,10.2,O,FALSE,NA,2.19,7.18,2.4,1.2,2.5,1.3,20141008,797969.1923,9729055.168
TAC_A01,13,46,PELO DE CUTIA,Banara guianensis,Salicaceae,8.8,O,FALSE,NA,2.39,9.91,1.2,1.3,2.2,1.5,20141008,797967.6387,9729055.967
TAC_A01,13,47,PELO DE CUTIA,Banara guianensis,Salicaceae,9.4,O,FALSE,NA,5.16,8.3,3.2,0.6,2.4,1.3,20141008,797967.1331,9729056.333
TAC_A01,13,48,PELO DE CUTIA,Banara guianensis,Salicaceae,8.7,O,FALSE,NA,6.09,8.66,2.8,0.6,1.8,2.6,20141008,797967.1391,9729056.118
TAC_A01,13,49,PELO DE CUTIA,Banara guianensis,Salicaceae,6.4,O,FALSE,NA,5.39,10.64,1,1.4,1.3,1.8,20141008,797963.0721,9729058.104
TAC_A01,13,50,PELO DE CUTIA,Banara guianensis,Salicaceae,7.8,O,FALSE,NA,6.86,10.64,1.2,1.3,0.7,1.6,20141008,797963.1164,9729058.186
TAC_A01,13,51,PELO DE CUTIA,Banara guianensis,Salicaceae,9.1,O,FALSE,NA,3.27,8.24,2.8,0.7,2.3,1.2,20141008,797963.1554,9729058.694
TAC_A01,13,52,AMEIXA,Ximenia americana,Olacaceae,10.2,O,FALSE,NA,1.89,7.37,1.9,2.5,3.4,1.8,20141008,797958.2749,9729061.307
TAC_A01,13,53,AMEIXA,Ximenia americana,Olacaceae,15.4,O,FALSE,NA,2.98,8.9,2.4,2.3,4.8,2.2,20141008,797957.4096,9729061.857
TAC_A01,13,54,AMEIXA,Ximenia americana,Olacaceae,11.2,O,FALSE,NA,2.38,6.18,3.7,0.7,2.8,2,20141008,797956.9981,9729061.963
TAC_A01,13,55,AÇAI,Euterpe oleracea,Arecaceae,7.2,P,FALSE,NA,3.73,5.66,1.5,1,1.6,1,20141008,797956.4101,9729062.58
TAC_A01,13,56,AÇAI,Euterpe oleracea,Arecaceae,6.3,P,FALSE,NA,1.73,5.82,1.1,0.8,1,0.8,20141008,797956.319,9729062.627
TAC_A01,13,57,AMEIXA,Ximenia americana,Olacaceae,17.8,O,FALSE,NA,4.48,8.78,3,2.7,3.4,1,20141008,797954.4911,9729074.005
TAC_A01,13,58,AMEIXA,Ximenia americana,Olacaceae,17.7,O,FALSE,NA,4.3,9.34,4,3.8,3.7,0.7,20141008,797949.3051,9729066.229
TAC_A01,13,59,AMEIXA,Ximenia americana,Olacaceae,17.5,O,FALSE,NA,2.2,6.96,4.2,3.7,0.6,4,20141008,797949.214,9729066.276
TAC_A01,13,60,GOIABA,Myrciaria floribunda,Myrtaceae,9.9,O,FALSE,NA,2.92,6.6,2.2,2.2,1.8,1.7,20141008,797948.2699,9729072.38
TAC_A01,13,61,GOIABA,Myrciaria floribunda,Myrtaceae,12.4,O,FALSE,NA,2.81,7.9,2.2,3.8,2.3,3.4,20141008,797949.123,9729072.05
TAC_A01,13,62,AÇAI,Euterpe oleracea,Arecaceae,6.3,P,FALSE,NA,4.13,8.31,1.8,1,1.4,1.6,20141008,797961.9877,9729065.398
TAC_A01,13,63,AÇAI,Euterpe oleracea,Arecaceae,8.5,P,FALSE,NA,4.87,8.98,1.9,1.5,1.6,1.7,20141008,797961.8096,9729065.489
TAC_A01,13,64,AÇAI,Euterpe oleracea,Arecaceae,7.1,P,FALSE,NA,3.21,6.93,1.4,1,1.4,1.2,20141008,797961.9446,9729065.525
TAC_A01,13,65,AÇAI,Euterpe oleracea,Arecaceae,10,P,FALSE,NA,3.93,8.59,1.5,1.3,1.5,1.4,20141008,797962.1227,9729065.435
TAC_A01,13,66,AÇAI,Euterpe oleracea,Arecaceae,7.7,P,FALSE,NA,1.89,5.57,1.33,1.6,1.8,1.5,20141008,797962.3008,9729065.344
TAC_A01,13,67,AÇAI,Euterpe oleracea,Arecaceae,6.6,P,FALSE,NA,3.27,6.12,1.4,1.4,1.7,1.2,20141008,797962.657,9729065.163
TAC_A01,13,68,AÇAI,Euterpe oleracea,Arecaceae,7.9,P,FALSE,NA,4.13,8.24,1,1,1.5,1.3,20141008,797962.746,9729065.117
TAC_A01,13,69,AÇAI,Euterpe oleracea,Arecaceae,7.2,P,FALSE,NA,2.56,5.75,1.5,1.4,1.5,1.3,20141008,797965.5953,9729063.667
TAC_A01,13,70,PELO DE CUTIA,Banara guianensis,Salicaceae,12.5,O,FALSE,NA,3.14,8.72,2.8,1.8,3,2.8,20141008,797964.4396,9729061.517
TAC_A01,13,71,PELO DE CUTIA,Banara guianensis,Salicaceae,7,O,FALSE,NA,3.17,10.41,3,1,3.2,2.8,20141008,797966.502,9729061.097
TAC_A01,13,72,AÇAI,Euterpe oleracea,Arecaceae,7.6,P,FALSE,NA,2.6,6.81,2,1,1.8,1.8,20141008,797967.8212,9729062.535
TAC_A01,13,73,AÇAI,Euterpe oleracea,Arecaceae,7.9,P,FALSE,NA,2.6,5.62,1,1.2,2,1.3,20141008,797967.9103,9729062.489
TAC_A01,13,74,AÇAI,Euterpe oleracea,Arecaceae,6.9,P,FALSE,NA,3.42,6.44,0.8,1.8,1.8,0.7,20141008,797967.9993,9729062.444
TAC_A01,13,75,PELO DE CUTIA,Banara guianensis,Salicaceae,8,O,FALSE,NA,3.47,8.72,2,1.3,2.8,2.8,20141008,797966.9103,9729060.571
TAC_A01,13,76,PELO DE CUTIA,Banara guianensis,Salicaceae,8,O,FALSE,NA,3.59,8.11,1.7,1,2.8,1,20141008,797967.4497,9729060.296
TAC_A01,13,77,PELO DE CUTIA,Banara guianensis,Salicaceae,10.4,O,FALSE,NA,6.28,10.73,1.3,0.8,2.5,1.2,20141008,797967.4497,9729060.296
TAC_A01,13,78,PELO DE CUTIA,Banara guianensis,Salicaceae,9.7,O,FALSE,NA,6.27,9.68,1.4,1.4,2,1.4,20141008,797970.8954,9729060.865
TAC_A01,13,79,PELO DE CUTIA,Banara guianensis,Salicaceae,11.1,O,FALSE,NA,4.04,8.85,3.2,1.8,4.5,0.5,20141008,797972.766,9729059.912
TAC_A01,13,80,PELO DE CUTIA,Banara guianensis,Salicaceae,8.1,O,FALSE,NA,3.14,5.98,2.8,2,4.3,0.4,20141008,797972.8551,9729059.867
TAC_A01,13,81,PELO DE CUTIA,Banara guianensis,Salicaceae,7.6,O,FALSE,NA,4.98,9.48,1.8,0.5,2.7,1,20141008,797974.3694,9729059.096
TAC_A01,13,82,AÇAI,Euterpe oleracea,Arecaceae,5.9,P,FALSE,NA,2.21,7.06,2,1.7,1.9,1.7,20141008,797974.3694,9729059.096
TAC_A01,13,83,AÇAI,Euterpe oleracea,Arecaceae,6.1,P,FALSE,NA,2.98,6.98,2,0.9,1.3,1.2,20141008,797949.893,9729074.462
TAC_A01,13,84,AÇAI,Euterpe oleracea,Arecaceae,7.1,P,FALSE,NA,3.9,8.82,1.5,1.8,1.4,1.7,20141008,797949.9446,9729074.539
TAC_A01,13,85,AÇAI,Euterpe oleracea,Arecaceae,6.8,P,FALSE,NA,3.5,8.03,1.7,1.5,1.2,1.8,20141008,797950.524,9729074.349
TAC_A01,13,86,AÇAI,Euterpe oleracea,Arecaceae,7.7,P,FALSE,NA,4.57,7.51,1.6,1,1.2,1.7,20141008,797950.5606,9729074.227
TAC_A01,13,87,AÇAI,Euterpe oleracea,Arecaceae,6.6,P,FALSE,NA,2.02,4.78,1.7,1.5,1.7,0.9,20141008,797950.5606,9729074.227
TAC_A01,13,88,AÇAI,Euterpe oleracea,Arecaceae,5.9,P,FALSE,NA,1.75,6.11,1.6,1.6,1.8,1.3,20141008,797949.2768,9729074.774
TAC_A01,13,89,AÇAI,Euterpe oleracea,Arecaceae,5.7,P,FALSE,NA,2.04,3.85,1.6,1.7,1.7,1.2,20141008,797950.0691,9729074.372
TAC_A01,13,90,AMEIXA,Ximenia americana,Olacaceae,15.1,O,FALSE,NA,4.97,10.33,1.7,3.8,1.3,2.8,20141008,797953.2382,9729072.767
TAC_A01,13,91,AMEIXA,Ximenia americana,Olacaceae,19.9,O,FALSE,NA,4.31,9.45,2.1,3.5,3.9,2.2,20141008,797953.3263,9729072.723
TAC_A01,13,92,AÇAI,Euterpe oleracea,Arecaceae,10.6,P,FALSE,NA,2.37,4.19,1.6,1.6,1.7,1.6,20141008,797957.4242,9729070.751
TAC_A01,13,93,PELO DE CUTIA,Banara guianensis,Salicaceae,8.6,O,FALSE,NA,4.49,7.03,2,1.5,3.1,1.5,20141008,797978.3596,9729067.673
TAC_A01,13,94,PELO DE CUTIA,Banara guianensis,Salicaceae,8,O,FALSE,NA,4.46,6.6,2.2,2,3.4,2.3,20141008,797978.3596,9729067.673
TAC_A01,13,95,PELO DE CUTIA,Banara guianensis,Salicaceae,13.7,O,FALSE,NA,2.48,10.89,2.4,2.2,4.5,2.7,20141008,797978.2743,9729067.716
TAC_A01,13,96,AMEIXA,Ximenia americana,Olacaceae,15.3,O,FALSE,NA,5.07,10.23,1.2,2.8,2.7,3.6,20141008,797974.7326,9729069.381
TAC_A01,13,97,AÇAI,Euterpe oleracea,Arecaceae,8.8,P,FALSE,NA,4.58,7.81,1.8,2,1.8,1.7,20141008,797974.6472,9729069.424
TAC_A01,13,98,AÇAI,Euterpe oleracea,Arecaceae,7.5,P,FALSE,NA,4.29,7.25,1.8,1.6,1.7,1.3,20141008,797974.5618,9729069.467
TAC_A01,13,99,AÇAI,Euterpe oleracea,Arecaceae,7.6,P,FALSE,NA,3.26,6.94,1.8,1.8,1.7,1.2,20141008,797974.4765,9729069.509
TAC_A01,13,100,AÇAI,Euterpe oleracea,Arecaceae,6.5,P,FALSE,NA,4.93,8.73,1.4,0.8,1.5,2,20141008,797974.3911,9729069.552
TAC_A01,13,101,AÇAI,Euterpe oleracea,Arecaceae,10,P,FALSE,NA,6.02,9.09,1.3,1.7,1.3,1.8,20141008,797974.3486,9729069.468
TAC_A01,13,102,AÇAI,Euterpe oleracea,Arecaceae,7.3,P,FALSE,NA,4.11,6.82,1.5,1.3,1.4,2,20141008,797974.3057,9729069.595
TAC_A01,13,103,AÇAI,Euterpe oleracea,Arecaceae,6.8,P,FALSE,NA,4.58,7.2,1.7,1.5,1.6,1.7,20141008,797974.4336,9729069.636
TAC_A01,13,104,AÇAI,Euterpe oleracea,Arecaceae,7.8,P,FALSE,NA,2.9,8.66,1.7,1.8,2,1.6,20141008,797974.6043,9729069.551
TAC_A01,13,105,AÇAI,Euterpe oleracea,Arecaceae,7.1,P,FALSE,NA,2.2,6.76,1.4,1.3,1.9,1.2,20141008,797974.0068,9729069.849
TAC_A01,13,106,EMBAUBA,Cecropia ficifolia,Urticaceae,18.3,O,FALSE,NA,8.12,10.01,1.2,2,3.8,3.4,20141008,797973.4947,9729070.105
TAC_A01,13,107,AÇAI,Euterpe oleracea,Arecaceae,6.4,P,FALSE,NA,2.18,5.93,1.2,1.2,1,1.2,20141008,797956.9371,9729078.383
TAC_A01,13,108,AÇAI,Euterpe oleracea,Arecaceae,7.2,P,FALSE,NA,2.58,6.25,1,1,1.2,1.3,20141008,797956.8517,9729078.426
TAC_A01,13,109,AÇAI,Euterpe oleracea,Arecaceae,5.7,P,FALSE,NA,2.01,5.52,1.2,1.5,1.6,1.7,20141008,797956.8517,9729078.426
