area,group_code,plot_ID,tree,common_name,scienfic_name,family_name,type,DBH.2014,canopy.2014,Light.2014,Dead.2014,D_class.2014,RN.2014,RS.2014,RL.2014,RO.2014,Date.2014,DBH.2018,Dead.2018,date.2018,UTM_Northing,UTM_Easting
CAU_A01,T01_P1,1,001a,envira preta,Xylopia sp.,Annonaceae,O,26.9,S,2,FALSE,NA,5.2,2,7,2.1,20140419,29.5,FALSE,20180118,9586860.759,778461.3817
CAU_A01,T01_P1,1,002a,inga amarelo,Inga sp.,Fabaceae,O,13,S,3,FALSE,NA,2.5,1.6,2.4,1.7,20140419,17.2,FALSE,20180118,9586860.854,778455.3616
CAU_A01,T01_P1,1,003a,taxi preto,Tachigali myrmecophila,Fabaceae,O,10.7,S,3,FALSE,NA,1.9,1.4,2.1,1,20140419,12.5,FALSE,20180118,9586863.577,778451.1685
CAU_A01,T01_P1,1,004a,urucurana,Sloanea guianensis,Elaeocarpaceae,O,14,S,3,FALSE,NA,2,1.7,2.8,2.1,20140419,14.1,FALSE,20180118,9586863.963,778450.942
CAU_A01,T01_P1,1,005a,paupratudo,Simaba cedron,Simaroubaceae,O,17,S,3,FALSE,NA,2,1.6,1.9,1.8,20140419,17.2,FALSE,20180118,9586864.163,778450.9285
CAU_A01,T01_P1,1,005b,casca seca,Licania canescens,Chrysobalanaceae,O,14.9,NA,NA,FALSE,NA,1.4,1.3,1.9,1.4,20140414,15,FALSE,20180118,9586870.399,778444.1712
CAU_A01,T01_P1,1,006a,morta,NA,NA,O,33.2,NA,NA,TRUE,3,NA,NA,NA,NA,20140419,NA,TRUE,20180118,9586862.113,778450.2651
CAU_A01,T01_P1,1,006b,cajuacu,Anacardium spruceanum,Anacardiaceae,O,78.9,NA,NA,FALSE,NA,4.7,7.2,8.6,5.8,20140414,80.1,FALSE,20180118,9586872.461,778443.5294
CAU_A01,T01_P1,1,007a,caripe,Licania octandra,Chrysobalanaceae,O,10.8,S,3,FALSE,NA,2,1.3,1.7,2.2,20140419,10.7,FALSE,20180118,9586862.909,778447.2046
CAU_A01,T01_P1,1,007b,breu branco,Protium paniculatum,Burseraceae,O,14.7,NA,NA,FALSE,NA,1.1,1.7,1.2,2.1,20140414,14.7,FALSE,20180118,9586869.534,778443.2246
CAU_A01,T01_P1,1,008a,liana,NA,NA,L,27.5,NA,NA,FALSE,NA,NA,NA,NA,NA,20140419,16.1,FALSE,20180118,9586863.672,778445.1484
CAU_A01,T01_P1,1,009a,taperebarana,Spondias sp.,Anacardiaceae,O,20.7,S,3,FALSE,NA,3.5,2.3,4.8,1.9,20140419,21.3,FALSE,20180118,9586859.681,778445.418
CAU_A01,T01_P1,1,010a,crista de mutum,Mucuna rostrata,Fabaceae,O,10.8,S,3,FALSE,NA,2.5,1.9,3,2,20140419,10.8,FALSE,20180118,9586860.835,778434.315
CAU_A01,T01_P1,1,010b,caramuxi,Pouteria hispida,Sapotaceae,O,27.7,NA,NA,FALSE,NA,2.4,2.2,2.6,2.1,20140414,28.4,FALSE,20180118,9586868.991,778433.713
CAU_A01,T01_P1,1,011a,louro preto,Nectandra cuspidata,Lauraceae,O,34.3,C,1,FALSE,NA,3.8,3.3,3.2,3,20140419,36.5,FALSE,20180118,9586859.479,778442.4249
CAU_A01,T01_P1,1,012a,liana,NA,NA,L,10.7,NA,NA,FALSE,NA,NA,NA,NA,NA,20140419,10.8,FALSE,20180118,9586859.074,778436.4385
CAU_A01,T01_P1,1,012b,casca seca,Licania canescens,Chrysobalanaceae,O,15.3,NA,NA,FALSE,NA,1.4,1.3,1.6,1.1,20140414,15.9,FALSE,20180118,9586869.342,778427.1563
CAU_A01,T01_P1,1,013a,casca seca,Licania canescens,Chrysobalanaceae,O,14.4,S,3,FALSE,NA,3,2.7,2.2,1.6,20140419,14.4,FALSE,20180118,9586860.849,778434.5145
CAU_A01,T01_P1,1,013b,jatereu,Lecythis idatimon,Lecythidaceae,O,16.5,NA,NA,FALSE,NA,1.7,2,2.4,1.7,20140414,17,FALSE,20180118,9586868.382,778423.2009
CAU_A01,T01_P1,1,014a,abiurana vermelha,Pouteria gongrijpii,Sapotaceae,O,13,S,3,FALSE,NA,1.8,1.1,2.7,1.4,20140419,13.1,FALSE,20180118,9586862.1,778435.2318
CAU_A01,T01_P1,1,014b,jatereu,Lecythis idatimon,Lecythidaceae,O,12,NA,NA,FALSE,NA,1.8,1.6,1.4,2.2,20140414,12.2,FALSE,20180118,9586868.076,778417.1911
CAU_A01,T01_P1,1,015a,guajara bolacha,Pouteria oppositifolia,Sapotaceae,O,28.1,S,3,FALSE,NA,3.3,4,4.5,4,20140419,28.8,FALSE,20180118,9586862.561,778430.1893
CAU_A01,T01_P1,1,016a,jatereu,Lecythis idatimon,Lecythidaceae,O,11.7,S,2,FALSE,NA,4.2,3,2.7,5.3,20140419,11.9,FALSE,20180118,9586859.433,778428.396
CAU_A01,T01_P1,1,016b,guajara branco,Pouteria sp.,Sapotaceae,O,46.5,NA,NA,FALSE,NA,2.8,3.8,2.8,2.7,20140414,45.1,FALSE,20180118,9586872.463,778413.8796
CAU_A01,T01_P1,1,017a,piquiarana,Caryocar glabrum,Caryocaraceae,O,19.7,S,2,FALSE,NA,3.4,1.8,3.8,2.6,20140419,14.4,FALSE,20180118,9586861.183,778414.2459
CAU_A01,T01_P1,1,018a,morta,NA,NA,O,38.4,NA,NA,TRUE,2,NA,NA,NA,NA,20140419,NA,TRUE,20180118,9586889.837,778433.3582
CAU_A01,T01_P1,1,019a,matamata branco,Eschweilera coriacea,Lecythidaceae,O,35.4,C,2,FALSE,NA,4,4.3,4.1,3.4,20140419,36.7,FALSE,20180118,9586897.01,778420.8463
CAU_A01,T01_P1,1,020a,muirapiranga,Brosimum rubescens,Moraceae,O,66,E,1,FALSE,NA,4,4.5,3.2,4.7,20140419,78.5,FALSE,20180118,9586897.401,778411.7993
CAU_A01,T01_P1,1,021a,caramuxi,Pouteria hispida,Sapotaceae,O,54.7,C,2,FALSE,NA,3.3,1.5,3.2,2.7,20140419,54.2,FALSE,20180118,9586902.672,778430.4865
CAU_A01,T01_P1,1,022a,taxi preto,Tachigali myrmecophila,Fabaceae,O,41,C,1,FALSE,NA,2,9.3,3,6,20140419,46.5,FALSE,20180118,9586903.414,778441.4615
CAU_A01,T01_P1,1,023a,matamata branco,Eschweilera coriacea,Lecythidaceae,O,37.5,S,2,FALSE,NA,5,4.4,4.6,5.4,20140419,37.9,FALSE,20180118,9586905.679,778445.3176
CAU_A01,T01_P1,1,024a,matamata branco,Eschweilera coriacea,Lecythidaceae,O,39.3,S,2,FALSE,NA,3.4,6.7,3.2,3.8,20140419,40.1,FALSE,20180118,9586899.895,778448.7152
CAU_A01,T01_P1,1,025a,morta,NA,NA,O,68.6,NA,NA,TRUE,3,NA,NA,NA,NA,20140419,NA,TRUE,20180118,9586893.248,778454.1756
CAU_A01,T01_P1,1,026a,maparajuba,Manilkara amazonica,Sapotaceae,O,68,E,1,FALSE,NA,6.7,8,5.2,4.2,20140419,69,FALSE,20180118,9586883.54,778458.8405
CAU_A01,T01_P1,1,027a,caripe,Licania octandra,Chrysobalanaceae,O,47.8,C,2,FALSE,NA,5.6,4.6,4.7,5,20140419,48.5,FALSE,20180118,9586880.075,778452.0586
CAU_A01,T01_P1,1,142a,jatereu,Lecythis idatimon,Lecythidaceae,O,37,NA,NA,FALSE,NA,2.1,2.8,3.6,4.2,20140414,37.5,FALSE,20180118,9586867.352,778424.2756
CAU_A01,T01_P1,1,143a,casca seca,Licania canescens,Chrysobalanaceae,O,14,NA,NA,FALSE,NA,1.8,2.3,1.7,3.1,20140414,14.1,FALSE,20180118,9586867.691,778430.7856
CAU_A01,T01_P1,1,144a,jatereu,Lecythis idatimon,Lecythidaceae,O,27.7,NA,NA,FALSE,NA,2.4,3.8,2.1,4.2,20140414,27.7,FALSE,20180118,9586867.599,778430.7918
CAU_A01,T01_P1,1,145a,guajara branco,Pouteria sp.,Sapotaceae,O,53.5,NA,NA,FALSE,NA,6.2,4.7,3.1,4.7,20140414,54.2,FALSE,20180118,9586866.796,778433.8613
CAU_A01,T01_P1,1,147a,mato,NA,NA,O,23.2,NA,NA,FALSE,NA,1.8,2.1,2,1.8,20140414,24,FALSE,20180118,9586869.307,778448.7679
CAU_A01,T01_P1,1,148a,matamata,Eschweilera parviflora,Lecythidaceae,O,11.6,NA,NA,FALSE,NA,1.1,1.3,1.3,1.2,20140414,12.5,FALSE,20180118,9586869.424,778457.8056
CAU_A01,T01_P1,1,153a,tatapiririca,Tapirira guianensis,Anacardiaceae,O,36.9,NA,NA,FALSE,NA,3.2,1.2,2.8,3.1,20140414,38.7,FALSE,20180118,9586878.439,778435.5875
CAU_A01,T01_P1,1,154a,matamata,Eschweilera amazonica,Lecythidaceae,O,39,NA,NA,FALSE,NA,4.2,3.8,3.6,3.1,20140414,40.5,FALSE,20180118,9586859.283,778436.8815
CAU_A01,T01_P1,1,156a,copaiba,Copaifera reticulata,Fabaceae,O,51.5,NA,NA,FALSE,NA,5.2,6.4,5.8,3.1,20140414,53.4,FALSE,20180118,9586862.925,778421.0569
CAU_A01,T01_P1,1,168a,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,FALSE,20180118,9586860.657,778458.3818
CAU_A01,T01_P1,1,169a,inhare,Helicostylis tomentosa,Moraceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2,FALSE,20180118,9586898.464,778455.7276
CAU_A01,T01_P1,1,170a,matamata preto,Eschweilera ovata,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,FALSE,20180118,9586898.364,778455.7343
CAU_A01,T01_P1,1,171a,macucu,Licania guianensis,Chrysobalanaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3,FALSE,20180118,9586896.142,778455.4835
CAU_A01,T01_P1,1,172a,abiurana vermelha,Pouteria gongrijpii,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9,FALSE,20180118,9586897.765,778446.8545
CAU_A01,T01_P1,1,173a,crista,Mucuna rostrata,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,FALSE,20180118,9586896.632,778444.9265
CAU_A01,T01_P1,1,174a,casca seca,Licania canescens,Chrysobalanaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,FALSE,20180118,9586895.708,778446.0914
CAU_A01,T01_P1,1,175a,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,FALSE,20180118,9586894.205,778446.0927
CAU_A01,T01_P1,1,176a,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4,FALSE,20180118,9586894.078,778445.7003
CAU_A01,T01_P1,1,177a,caripe,Licania octandra,Chrysobalanaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,FALSE,20180118,9586884.667,778454.7553
CAU_A01,T01_P1,1,178a,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,FALSE,20180118,9586887.675,778448.839
CAU_A01,T01_P1,1,179a,tachi branco,Tachigali paniculata,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,FALSE,20180118,9586890.813,778446.3219
CAU_A01,T01_P1,1,180a,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,FALSE,20180118,9586882.933,778449.861
CAU_A01,T01_P1,1,181a,seringarana,Micrandra minor,Euphorbiaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,FALSE,20180118,9586878.772,778446.1329
CAU_A01,T01_P1,1,182a,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,FALSE,20180118,9586877.668,778446.1073
CAU_A01,T01_P1,1,183a,caramuxi,Pouteria hispida,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE,20180118,9586884.524,778443.7398
CAU_A01,T01_P1,1,184a,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.4,FALSE,20180118,9586887.383,778441.5422
CAU_A01,T01_P1,1,185a,abiurana vermelha,Pouteria gongrijpii,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,FALSE,20180118,9586889.311,778440.4096
CAU_A01,T01_P1,1,186a,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,FALSE,20180118,9586876.151,778453.326
CAU_A01,T01_P1,1,187a,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,FALSE,20180118,9586874.385,778456.853
CAU_A01,T01_P1,1,188a,macucu branco,Licania sp.,Chrysobalanaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,FALSE,20180118,9586874.889,778455.4158
CAU_A01,T01_P1,1,189a,envira cheirosa,Fusaea longifolia,Annonaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,FALSE,20180118,9586875.582,778449.3553
CAU_A01,T01_P1,1,190a,fava saboeiro,Abarema jupunba,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,FALSE,20180118,9586873.851,778447.4676
CAU_A01,T01_P1,1,191a,pintadinho,Poeppigia procera,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,FALSE,20180118,9586873.15,778444.5082
CAU_A01,T01_P1,1,192a,tamaquare,Caraipa grandifolia,Calophyllaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8,FALSE,20180118,9586871.554,778444.616
CAU_A01,T01_P2,2,025a,macucu,Licania guianensis,Chrysobalanaceae,O,11.2,NA,NA,FALSE,NA,1.8,2.4,2.1,2.2,20140414,11.5,FALSE,20180118,9586858.258,778263.0726
CAU_A01,T01_P2,2,028a,caripe,Licania octandra,Chrysobalanaceae,O,11,S,1,FALSE,NA,0.5,0.9,1,1.1,20140419,11.3,FALSE,20180118,9586852.842,778311.119
CAU_A01,T01_P2,2,029a,angelim pedra,Hymenolobium petraeum,Fabaceae,O,17,S,1,FALSE,NA,1.6,1.9,2.4,1.7,20140419,19.2,FALSE,20180118,9586852.627,778309.4296
CAU_A01,T01_P2,2,030a,louro preto,Nectandra cuspidata,Lauraceae,O,20,S,2,FALSE,NA,5,0,0.7,3.5,20140419,20.9,FALSE,20180118,9586851.131,778302.1138
CAU_A01,T01_P2,2,031a,matamata branco,Eschweilera coriacea,Lecythidaceae,O,10.9,S,2,FALSE,NA,1.6,1.4,1.7,1.4,20140419,10.9,FALSE,20180118,9586850.776,778299.8325
CAU_A01,T01_P2,2,032a,matamata branco,Eschweilera coriacea,Lecythidaceae,O,12.4,S,3,FALSE,NA,4,0.7,0.9,1.4,20140419,13.2,FALSE,20180118,9586850.055,778296.5737
CAU_A01,T01_P2,2,033a,liana,NA,NA,L,11.5,NA,NA,FALSE,NA,NA,NA,NA,NA,20140419,11.7,FALSE,20180118,9586851.851,778296.4524
CAU_A01,T01_P2,2,034a,murta,Strychnos subcordata,Loganiaceae,O,12.1,S,3,FALSE,NA,3.7,0.8,0.8,0.7,20140419,12.2,FALSE,20180118,9586850.419,778294.5446
CAU_A01,T01_P2,2,035a,abiu rosadinho,Pouteria anibifolia,Sapotaceae,O,19.4,S,3,FALSE,NA,4,0.7,2,1.4,20140419,21.1,FALSE,20180118,9586850.883,778292.5087
CAU_A01,T01_P2,2,036a,liana,NA,NA,L,10.6,NA,NA,FALSE,NA,NA,NA,NA,NA,20140419,11.5,FALSE,20180118,9586852.226,778291.6162
CAU_A01,T01_P2,2,037a,casca seca,Licania canescens,Chrysobalanaceae,O,10.5,C,2,FALSE,NA,2.2,2,1.1,1.4,20140419,11.5,FALSE,20180118,9586850.907,778289.9011
CAU_A01,T01_P2,2,038a,morta,NA,NA,O,27,NA,NA,TRUE,1,NA,NA,NA,NA,20140419,NA,TRUE,20180118,9586849.114,778285.6122
CAU_A01,T01_P2,2,039a,jatereu,Lecythis idatimon,Lecythidaceae,O,16.4,S,3,FALSE,NA,2.2,3.3,3.8,1.4,20140419,16.5,FALSE,20180118,9586852.938,778284.3516
CAU_A01,T01_P2,2,040a,goiabao,Pradosia praealta,Sapotaceae,O,12.8,S,3,FALSE,NA,2.1,2,1.8,2,20140419,13,FALSE,20180118,9586852.803,778282.3562
CAU_A01,T01_P2,2,041a,taxi preto,Tachigali myrmecophila,Fabaceae,O,12.7,S,3,FALSE,NA,2.2,1.7,2,1.5,20140419,12.7,FALSE,20180118,9586852.609,778280.9661
CAU_A01,T01_P2,2,042a,molongo,Ambelania acida,Apocynaceae,O,13.3,S,3,FALSE,NA,3.1,1.3,2,1.7,20140419,14.7,FALSE,20180118,9586852.235,778279.8888
CAU_A01,T01_P2,2,043a,caramuxi,Pouteria hispida,Sapotaceae,O,41,C,2,FALSE,NA,5.6,4.4,6,4,20140419,42.1,FALSE,20180118,9586849.446,778277.1707
CAU_A01,T01_P2,2,044a,morta,NA,NA,O,13.8,NA,NA,TRUE,3,NA,NA,NA,NA,20140419,NA,TRUE,20180118,9586849.47,778274.5631
CAU_A01,T01_P2,2,045a,jatereu,Lecythis idatimon,Lecythidaceae,O,11.7,S,3,FALSE,NA,1.8,1.7,1.9,2,20140419,11.9,FALSE,20180118,9586850.348,778274.2031
CAU_A01,T01_P2,2,046a,macucu,Licania heteromorpha,Chrysobalanaceae,O,11,S,3,FALSE,NA,3.3,1.3,2.2,1.3,20140419,11.4,FALSE,20180118,9586851.232,778273.9429
CAU_A01,T01_P2,2,047a,fava folha fina,Parkia sp.,Fabaceae,O,12,S,2,FALSE,NA,1.9,2.3,1.8,2.4,20140419,15.7,FALSE,20180118,9586849.188,778271.876
CAU_A01,T01_P2,2,048a,goiabinha,Myrcia velutina,Myrtaceae,O,13.3,S,2,FALSE,NA,2.6,4,3.3,3.5,20140419,14,FALSE,20180118,9586849.101,778263.1621
CAU_A01,T01_P2,2,049a,guajara bolacha,Pouteria oppositifolia,Sapotaceae,O,44.9,S,2,FALSE,NA,4,1.2,2.8,1.2,20140419,45,FALSE,20180118,9586851.004,778279.4709
CAU_A01,T01_P2,2,050a,matamata branco,Eschweilera coriacea,Lecythidaceae,O,40.2,C,2,FALSE,NA,3.8,6,5.5,5.8,20140419,40.3,FALSE,20180118,9586877.87,778270.64
CAU_A01,T01_P2,2,051a,taxi preto,Tachigali myrmecophila,Fabaceae,O,54,C,1,FALSE,NA,10.3,5.3,10,5.8,20140419,61.9,FALSE,20180118,9586882.926,778271.3008
CAU_A01,T01_P2,2,052a,maparajuba,Manilkara amazonica,Sapotaceae,O,61.5,C,1,FALSE,NA,0.8,1,2.7,8,20140419,60.3,FALSE,20180118,9586868.095,778274.3072
CAU_A01,T01_P2,2,053a,abiurana vermelha,Pouteria gongrijpii,Sapotaceae,O,38.5,C,1,FALSE,NA,6.5,3.2,7.5,3.4,20140419,39,FALSE,20180118,9586886.472,778294.1137
CAU_A01,T01_P2,2,054a,abiurana vermelha,Pouteria gongrijpii,Sapotaceae,O,40.6,S,1,FALSE,NA,0.4,0.3,4.1,0.3,20140419,40.7,FALSE,20180118,9586897.652,778299.3721
CAU_A01,T01_P2,2,055a,massaranduba,Manilkara huberi,Sapotaceae,O,44.5,C,1,FALSE,NA,3.2,6,3,4.2,20140419,45.7,FALSE,20180118,9586898.188,778304.3473
CAU_A01,T01_P2,2,056a,fava folha fina,Parkia sp.,Fabaceae,O,35.8,C,2,FALSE,NA,5.8,1.7,0,7,20140419,35.9,FALSE,20180118,9586871.304,778292.1315
CAU_A01,T01_P2,2,120a,parajuba,Manilkara bidentata,Sapotaceae,O,53.7,NA,NA,FALSE,NA,4.2,3.8,3.3,3.6,20140414,54.1,FALSE,20180118,9586856.336,778293.8573
CAU_A01,T01_P2,2,136a,anani,Symphonia globulifera,Clusiaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3,FALSE,20180118,9586898.318,778300.3294
CAU_A01,T01_P2,2,137a,caramuxi,Pouteria hispida,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,FALSE,20180118,9586898.76,778296.4909
CAU_A01,T01_P2,2,138a,breu branco,Protium paniculatum,Burseraceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,FALSE,20180118,9586897.547,778293.3655
CAU_A01,T01_P2,2,139a,macucu,Licania guianensis,Chrysobalanaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.8,FALSE,20180118,9586897.447,778293.3723
CAU_A01,T01_P2,2,140a,macucu,Licania guianensis,Chrysobalanaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,FALSE,20180118,9586895.452,778293.5071
CAU_A01,T01_P2,2,141a,casca seca,Licania canescens,Chrysobalanaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,FALSE,20180118,9586892.445,778308.3435
CAU_A01,T01_P2,2,142a,tachi preto,Tachigali myrmecophila,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1,FALSE,20180118,9586892.135,778303.7539
CAU_A01,T01_P2,2,143a,goiabao,Pradosia cochlearia,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE,20180118,9586890.079,778302.9908
CAU_A01,T01_P2,2,144a,fava saboeiro,Abarema jupunba,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.6,FALSE,20180118,9586885.3,778307.9241
CAU_A01,T01_P2,2,145a,ingarana,Inga sp.,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,FALSE,20180118,9586884.897,778303.441
CAU_A01,T01_P2,2,146a,matamata preto,Eschweilera ovata,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7,FALSE,20180118,9586891.326,778291.7812
CAU_A01,T01_P2,2,147a,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,FALSE,20180118,9586891.325,778290.2779
CAU_A01,T01_P2,2,148a,ata branca,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,FALSE,20180118,9586891.025,778290.2981
CAU_A01,T01_P2,2,149a,cupiuba,Goupia glabra,Goupiaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,FALSE,20180118,9586886.337,778292.1182
CAU_A01,T01_P2,2,150a,capueiro,Rinorea guianensis,Violaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,FALSE,20180118,9586881.284,778294.4642
CAU_A01,T01_P2,2,151a,taquari,Mabea angularis,Euphorbiaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,FALSE,20180118,9586882.451,778298.3944
CAU_A01,T01_P2,2,152a,taquari,Mabea angularis,Euphorbiaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,FALSE,20180118,9586876.907,778302.3771
CAU_A01,T01_P2,2,153a,matamata branco,Eschweilera coriacea,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.1,FALSE,20180118,9586876.431,778305.7168
CAU_A01,T01_P2,2,154a,taquari,Mabea angularis,Euphorbiaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,FALSE,20180118,9586872.975,778302.0414
CAU_A01,T01_P2,2,155a,murta,Strychnos subcordata,Loganiaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,FALSE,20180118,9586873.935,778296.9651
CAU_A01,T01_P2,2,156a,capueiro,Rinorea guianensis,Violaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,FALSE,20180118,9586874.035,778296.9584
CAU_A01,T01_P2,2,157a,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3,FALSE,20180118,9586874.531,778293.918
CAU_A01,T01_P2,2,158a,juntai .p,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE,20180118,9586870.874,778294.6662
CAU_A01,T01_P2,2,159a,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,FALSE,20180118,9586869.114,778298.2931
CAU_A01,T01_P2,2,160a,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4,FALSE,20180118,9586869.68,778299.2571
CAU_A01,T01_P2,2,161a,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,FALSE,20180118,9586867.555,778303.4098
CAU_A01,T01_P2,2,162a,breu barrote,Tetragastris panamensis,Burseraceae,O,41.2,NA,NA,FALSE,NA,5.2,4,4.8,4.5,20140414,42.7,FALSE,20180118,9586853.226,778277.4836
CAU_A01,T01_P2,2,162b,abiurana branca,Pouteria guianensis,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,FALSE,20180118,9586862.23,778298.7581
CAU_A01,T01_P2,2,163a,timborana,Pseudopiptadenia suaveolens,Fabaceae,O,40.3,NA,NA,FALSE,NA,4.8,4.7,4.6,5.2,20140414,41.9,FALSE,20180118,9586867.059,778274.539
CAU_A01,T01_P2,2,163b,matamata branco,Eschweilera coriacea,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,FALSE,20180118,9586860.74,778298.959
CAU_A01,T01_P2,2,164a,abiurana,Pouteria gongrijpii,Sapotaceae,O,49.9,NA,NA,FALSE,NA,2.8,3.6,3.1,3.5,20140414,49.9,FALSE,20180118,9586847.709,778268.8106
CAU_A01,T01_P2,2,164b,apataciu,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,FALSE,20180118,9586860.601,778299.8704
CAU_A01,T01_P2,2,165a,matamata preto,Eschweilera ovata,Lecythidaceae,O,45.1,NA,NA,FALSE,NA,3.2,2.5,2.8,3.8,20140414,45.1,FALSE,20180118,9586849.219,778262.6782
CAU_A01,T01_P2,2,165b,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,FALSE,20180118,9586855.844,778299.1895
CAU_A01,T01_P2,2,166a,apataciu,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,FALSE,20180118,9586855.914,778303.1939
CAU_A01,T01_P2,2,167a,tachi preto,Tachigali myrmecophila,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9,FALSE,20180118,9586890.284,778279.3231
CAU_A01,T01_P3,3,042a,abiurana,Pouteria gongrijpii,Sapotaceae,O,17.5,NA,NA,FALSE,NA,1.6,1.8,1.7,2.1,20140414,18.8,FALSE,20180118,9586849.751,778159.59
CAU_A01,T01_P3,3,047a,matamata,Eschweilera parviflora,Lecythidaceae,O,44.8,NA,NA,FALSE,NA,2.8,4.3,2.2,3.8,20140414,45.6,FALSE,20180118,9586852.244,778130.7604
