area,transect,tree,common_name,scienfic_name,family_name,WSD,DBH,BA,AGB,type,canopy,Light,Dead,D_class,Hcom,Htot,RN,RS,RE,RW,Date,UTM_Easting,UTM_Northing
TAN_A01,T08,11,BREU,Protium heptaphyllum,Burseraceae,0.62,58.4,0.267864756,1.848247161,O,C,1,A,NA,11.61704568,17.17215823,5.5,5.7,5.3,4.6,20121117,347627.306,8552524.784
TAN_A01,T08,12,UXIRANA,Sacoglottis guianensis,Humiriaceae,0.84,10.5,0.008659015,0.067980582,O,S,2,A,NA,11.87858352,14.42145931,1.7,0.3,0.2,2.7,20121117,347614.3745,8552529.251
TAN_A01,T08,13,FAVA,Parkia sp.,Fabaceae,0.448989866,49.9,0.195564928,1.405271178,O,E,1,A,NA,17.44429794,24.69475527,3.8,1.3,1.5,5.8,20121117,347619.1117,8552535.153
TAN_A01,T08,14,CRISTA,Mucuna rostrata,NI,0.62,13.8,0.014957123,0.087077572,O,S,2,A,NA,10.23738562,14.48900851,2.4,3,2.4,1.7,20121117,347610.7459,8552536.381
TAN_A01,T08,15,BREU,Protium heptaphyllum,Burseraceae,0.62,54.6,0.234139759,1.929116812,O,S,2,A,NA,12.81608621,20.50518862,1,0.5,4.6,1.5,20121117,347607.8423,8552550.683
TAN_A01,T08,16,MURTA,Strychnos subcordata,Loganiaceae,0.54,10.6,0.008824734,0.022434639,O,S,2,A,NA,6.073392533,7.264334094,0.9,0.6,1,1.2,20121117,347603.2117,8552551.625
TAN_A01,T08,17,UXIRANA,Sacoglottis guianensis,Humiriaceae,0.84,17.8,0.024884555,0.237770369,O,C,2,A,NA,13.08412107,17.55175949,1.8,0.9,1.8,1.6,20121117,347599.041,8552559.599
TAN_A01,T08,18,INGA VERMELHO,Inga alba,Fabaceae,0.586080352,13.4,0.014102609,0.082641329,O,S,2,A,NA,12.33339281,15.42811091,2,2.7,3,1.2,20121117,347593.6864,8552570.34
TAN_A01,T08,19,MURTA,Strychnos subcordata,Loganiaceae,0.54,11,0.009503318,0.050588873,O,S,2,A,NA,9.734978993,15.21101141,1.4,4,0.9,1,20121117,347588.7853,8552580.19
TAN_A01,T08,20,LOURO SEDA,Endlicheria ruforamula,Lauraceae,0.599576816,30.4,0.072583357,0.560221426,O,E,1,A,NA,13.22724365,19.86323284,7.6,1.8,2.6,3,20121117,347582.3467,8552592.621
TAN_A01,T08,21,BREU,Protium heptaphyllum,Burseraceae,0.62,53.7,0.226484483,2.04137365,O,C,1,A,NA,12.79908699,22.43181742,3.8,6,6.4,4.3,20121117,347581.1042,8552601.014
TAN_A01,T08,22,MASSARANDUBA,Manilkara huberi,Sapotaceae,0.93,20.6,0.033329156,0.382673638,O,S,2,A,NA,13.84490804,19.04992951,5.8,0.4,2.4,4,20121117,347577.8109,8552601.533
TAN_A01,T08,23,MORTA,NA,NA,0.6,29.4,0.067886676,0.185574998,O,NA,NA,D,1,NA,8.750988513,NA,NA,NA,NA,20121117,347572.2502,8552612.44
TAN_A01,T08,24,MORTA,NA,NA,0.6,10.7,0.008992024,0.030021286,O,NA,NA,D,1,NA,11.17415618,NA,NA,NA,NA,20121117,347564.5146,8552627.578
TAN_A01,T08,25,LOURO PRETO,Nectandra cuspidata,Lauraceae,0.56,12.4,0.012076282,0.054578019,O,S,2,A,NA,#VALOR!,12.45284523,0.5,1.7,1.4,3,20121117,347551.3184,8552653.402
TAN_A01,T08,26,LOURO PRETO,Nectandra cuspidata,Lauraceae,0.56,16.9,0.022431757,0.103145139,O,S,2,A,NA,9.322240592,12.66979375,6,2.3,3,3.3,20121117,347546.9314,8552663.525
TAN_A01,T08,27,BREU,Protium heptaphyllum,Burseraceae,0.62,40,0.125663706,0.9543387,O,E,1,A,NA,12.66979375,18.90049077,3.1,2.8,5.7,3.7,20121117,347537.7237,8552690.333
TAN_A01,T08,28,ENVIRA VERMELHA,Xylopia sp.,Annonaceae,0.570128696,15,0.017671459,0.102237632,O,S,2,A,NA,9.865979328,15.65804653,3.9,1.5,3.4,1.4,20121117,347531.46,8552693.801
TAN_A01,T08,29,MURTA,Strychnos subcordata,Loganiaceae,0.54,10.2,0.008171282,0.036335041,O,S,2,A,NA,9.460528122,12.70614372,0.8,1.5,1,1.2,20121117,347530.55,8552695.582
TAN_A01,T08,30,CARIPE,Licania octandra,Chrysobalanaceae,0.825,26.9,0.056832197,0.537702717,O,S,2,A,NA,10.67386734,17.69562637,2.8,2.2,4.4,2.6,20121117,347526.8255,8552702.824
TAN_A01,T08,31,ITAUBA,Mezilaurus itauba,Lauraceae,0.720305556,46.5,0.169822718,1.899317473,O,E,1,A,NA,10.3701394,23.95836136,1.5,4.3,1,8,20121117,347524.008,8552712.655
TAN_A01,T08,32,MURTA,Strychnos subcordata,Loganiaceae,0.54,10.1,0.008011847,0.037213479,O,S,2,A,NA,8.041448904,13.27229373,5.1,1.6,3,0.8,20121117,347519.7054,8552714.891
TAN_A01,T08,33,TATAPIRIRICA,Tapirira guianensis,Anacardiaceae,0.457009167,48.7,0.186272097,1.037727829,O,S,2,A,NA,13.49623033,18.80974238,2.8,3.6,4.6,1,20121117,347510.4537,8552732.622
TAN_A01,T08,34,UXIRANA,Sacoglottis guianensis,Humiriaceae,0.84,14.1,0.015614501,0.129226432,O,S,2,A,NA,10.68826901,15.20253669,0.9,1.7,0.8,1.9,20121117,347502.4541,8552749.887
TAN_A01,T08,35,ENVIRA VERMELHA,Xylopia sp.,Annonaceae,0.570128696,11.5,0.010386891,0.056180784,O,S,2,A,NA,10.17203567,14.63866364,1.7,1.8,1.9,2,20121117,347499.3351,8552756.156
TAN_A01,T08,36,ENVIRA VERMELHA,Xylopia sp.,Annonaceae,0.570128696,13,0.013273229,0.080888019,O,S,2,A,NA,10.23893829,16.49327165,2.2,1,1.9,1,20121117,347498.0659,8552757.745
TAN_A01,T08,37,MORTA,NA,NA,0.6,21.6,0.036643537,0.160694728,O,NA,NA,D,1,NA,15.59543904,NA,NA,NA,NA,20121117,347489.8187,8552773.745
TAN_A01,T08,38,ITAUBA,Mezilaurus itauba,Lauraceae,0.720305556,38.7,0.117628298,1.15620822,O,C,2,A,NA,14.55608725,21.05617958,2.8,2.2,1.2,3.7,20121117,347490.5613,8552777.542
TAN_A01,T08,39,MERAUBA,Mouriri collocarpa,Melastomataceae,0.833333333,27.9,0.061136178,0.430416602,O,S,2,A,NA,6.631389314,13.0359916,4.6,1,1,8.9,20121117,347484.6024,8552783.428
TAN_A01,T08,40,CARIPE,Licania octandra,Chrysobalanaceae,0.825,37.9,0.112815378,1.084744499,O,C,2,A,NA,10.17435821,17.9836278,3.8,3.3,8,2.7,20121117,347479.0727,8552802.012
TAN_A01,T08,41,MASSARANDUBA,Manilkara huberi,Sapotaceae,0.93,46.4,0.169093083,2.290313875,O,E,1,A,NA,11.636288,22.47285823,3,7,4.5,8.2,20121117,347479.394,8552810.118
TAN_A01,T08,42,MORTA,NA,NA,0.6,11.7,0.010751315,0.037523879,O,NA,NA,D,1,NA,11.79715834,NA,NA,NA,NA,20121117,347463.7199,8552823.286
TAN_A01,T08,43,LOURO PRETO,Nectandra cuspidata,Lauraceae,0.56,17.8,0.024884555,0.155719081,O,C,2,A,NA,9.28947954,17.24233256,2.4,2,2.3,3,20121117,347448.9359,8552853.931
TAN_A01,T08,44,MASSARANDUBA,Manilkara huberi,Sapotaceae,0.93,32,0.080424772,0.765281198,O,S,2,A,NA,10.13523338,15.78775418,3,4,3.3,8,20121117,347443.4378,8552864.597
TAN_A01,T08,45,MASSARANDUBA,Manilkara huberi,Sapotaceae,0.93,39.7,0.123785819,1.573425724,O,C,2,A,NA,11.95160754,21.08941348,4,7.3,5.6,6.8,20121117,347440.1622,8552875.317
TAN_A01,T08,46,BREU,Protium heptaphyllum,Burseraceae,0.62,37.4,0.109858354,0.920397057,O,C,2,A,NA,12.05260704,20.85079148,5.8,0.5,3,6.5,20121117,347452.2116,8552843.211
TAN_A01,T08,47,UXIRANA,Sacoglottis guianensis,Humiriaceae,0.84,21,0.034636059,0.243115444,O,S,2,A,NA,8.17140605,12.89368008,3.4,4,1.8,3.6,20121117,347449.5542,8552848.367
TAN_A01,T08,48,LOURO SEDA,Endlicheria ruforamula,Lauraceae,0.599576816,32,0.080424772,0.605966895,O,C,2,A,NA,11.37109668,19.39038036,7,2.8,4.5,6.9,20121117,347456.5405,8552821.719
TAN_A01,T08,49,CARIPE,Licania octandra,Chrysobalanaceae,0.825,40.6,0.129461892,1.196502443,O,C,1,A,NA,13.31105047,17.28581225,4,3.8,4,4.9,20121117,347463.0405,8552803.653
TAN_A01,T08,50,MORTA,NA,NA,0.6,16.5,0.021382465,0.048096833,O,NA,NA,D,1,NA,6.895106194,NA,NA,NA,NA,20121117,347460.6009,8552829.555
TAN_A01,T08,51,GOIABINHA,Myrcia velutina,Myrtaceae,0.801325,13.6,0.014526724,0.075244015,O,S,1,A,NA,6.284493681,9.973961144,2.3,1.1,0.8,3.2,20121117,347485.726,8552779.721
TAN_A01,T08,52,BREU,Protium heptaphyllum,Burseraceae,0.62,46.9,0.172756965,1.286387948,O,E,1,A,NA,12.8359543,18.53176589,6.4,3,5.6,3.3,20121117,347482.588,8552775.551
TAN_A01,T08,53,CANELA DE VELHO,Casearia javitensis,Salicaceae,0.76,11.5,0.010386891,0.053852465,O,S,2,A,NA,8.355753119,10.52636762,0.3,3,1,2,20121117,347491.8621,8552768.035
TAN_A01,T08,54,MORTA,NA,NA,0.6,10.6,0.008824734,0.033491623,O,NA,NA,D,1,NA,13.06959319,NA,NA,NA,NA,20121117,347523.459,8552707.828
TAN_A01,T08,55,CARIPE,Licania octandra,Chrysobalanaceae,0.825,36.5,0.10463467,0.98027788,O,C,2,A,NA,12.74794975,17.52232548,5.3,2,4.5,5.2,20121117,347508.7723,8552720.389
TAN_A01,T08,56,MASSARANDUBA,Manilkara huberi,Sapotaceae,0.93,43.4,0.147934456,2.039358061,O,C,1,A,NA,16.82920411,22.87248197,4.3,4.6,4.7,4.2,20121117,347511.4872,8552717.304
TAN_A01,T08,57,MORTA,NA,NA,0.6,21.8,0.037325262,0.104226724,O,NA,NA,D,1,15.40314516,8.981617183,NA,NA,NA,NA,20121117,347516.8681,8552720.178
TAN_A01,T08,58,PARAPARA,Jacaranda copaia,Bignoniaceae,0.353578132,18.4,0.02659044,0.114079526,O,C,1,A,NA,14.76134744,18.72271741,1,2.3,2.7,1.3,20121117,347522.3122,8552707.215
TAN_A01,T08,59,MACUCU,Licania heteromorpha,Chrysobalanaceae,0.816432848,16.7,0.021903969,0.183383786,O,S,2,A,NA,11.93469928,15.82303321,2.3,1,1.1,2.2,20121117,347530.218,8552693.595
TAN_A01,T08,60,GOIABA,Myrciaria floribunda,Myrtaceae,0.77,10.9,0.009331316,0.05051126,O,S,2,A,NA,6.156344816,10.84742616,2.4,3.3,1.8,3.1,20121117,347536.452,8552681.396
TAN_A01,T08,61,MURTA,Strychnos subcordata,Loganiaceae,0.54,15.3,0.018385386,0.077053111,O,S,2,A,NA,6.796604677,11.97555848,1.5,5,2.1,5.3,20121117,347549.1931,8552656.463
TAN_A01,T08,62,BREU,Protium heptaphyllum,Burseraceae,0.62,28.8,0.065144065,0.485288067,O,E,1,A,NA,12.30335643,18.53980514,2.5,2.4,2.8,3.8,20121117,347553.4732,8552647.867
TAN_A01,T08,63,MASSARANDUBA,Manilkara huberi,Sapotaceae,0.93,36.6,0.105208796,0.965307497,O,C,1,A,NA,9.989106591,15.22308868,4.6,5.7,3,4.2,20121117,347553.5187,8552647.778
TAN_A01,T08,64,ENVIRA PRETA,Bocageopsis pleiosperma,Annonaceae,0.640270745,11.8,0.010935884,0.070919934,O,S,2,A,NA,9.379844008,15.62870037,1.7,1.2,2,2.1,20121117,347553.8104,8552645.669
TAN_A01,T08,65,URUCURANA,Sloanea guianensis,Elaeocarpaceae,0.821152911,22,0.038013271,0.28394881,O,C,2,A,NA,5.665519408,14.03630745,2.4,2.5,5.6,3.4,20121117,347555.5155,8552644.31
TAN_A01,T08,66,BREU,Protium heptaphyllum,Burseraceae,0.62,42.5,0.141862543,1.299009037,O,E,1,A,NA,9.38896882,22.78897754,2.6,4.8,4.6,4,20121117,347559.2493,8552629.312
TAN_A01,T08,67,UXIRANA,Sacoglottis guianensis,Humiriaceae,0.84,14.4,0.016286016,0.117354039,O,S,2,A,NA,9.29035218,13.23658615,2.8,1.5,3.8,0.4,20121117,347562.9995,8552627.906
TAN_A01,T08,68,ENVIRA VERMELHA,Xylopia sp.,Annonaceae,0.570128696,12.8,0.012867964,0.063383019,O,S,2,A,NA,9.697316121,13.33098674,3.3,3,3.5,3.5,20121117,347564.983,8552625.563
TAN_A01,T08,69,CARIPE,Licania octandra,Chrysobalanaceae,0.825,42.2,0.139866847,1.355289461,O,E,1,A,NA,10.08328295,18.12322274,7.7,3.2,4.7,8,20121117,347568.2566,8552619.377
TAN_A01,T08,70,BREU,Protium heptaphyllum,Burseraceae,0.62,49.5,0.192442185,1.599156364,O,E,1,A,NA,8.07964366,20.68097745,4.3,5.2,4,7.3,20121117,347583.8535,8552580.181
TAN_A01,T08,71,UXIRANA,Sacoglottis guianensis,Humiriaceae,0.84,22.5,0.039760782,0.38340382,O,C,1,A,NA,11.37123745,17.71309005,2,3,6,1.1,20121117,347583.8076,8552588.869
TAN_A01,T08,72,UXIRANA,Sacoglottis guianensis,Humiriaceae,0.84,14.2,0.015836769,0.133010679,O,C,1,A,NA,9.52785178,15.42811091,6,0.4,1.3,1.4,20121117,347583.8076,8552588.869
TAN_A01,T08,73,UXIRANA,Sacoglottis guianensis,Humiriaceae,0.84,18.1,0.025730429,0.275459984,O,S,2,A,NA,11.13698972,19.66546864,0.4,6.5,2.4,0.8,20121117,347590.8882,8552574.516
TAN_A01,T08,74,UXIRANA,Sacoglottis guianensis,Humiriaceae,0.84,21.5,0.03630503,0.307595104,O,C,1,A,NA,11.53948314,15.56343407,4,2.7,0,5.2,20121117,347595.2473,8552565.51
TAN_A01,T08,75,UXIRANA,Sacoglottis guianensis,Humiriaceae,0.84,23.3,0.042638481,0.390969635,O,C,1,A,NA,8.595323058,16.84356894,1.3,2,1.6,7.4,20121117,347595.7009,8552564.619
TAN_A01,T08,76,CARIPE,Licania octandra,Chrysobalanaceae,0.825,14,0.015393804,0.111928005,O,S,2,A,NA,9.101961187,13.59912483,1.7,2.7,2.3,1.9,20121117,347597.5152,8552561.054
TAN_A01,T08,77,UXIRANA,Sacoglottis guianensis,Humiriaceae,0.84,23.8,0.044488094,0.49579161,O,C,1,A,NA,11.08130408,20.47143047,2,4.2,3.7,4,20121117,347599.5947,8552557.629
TAN_A01,T08,78,UXIRANA,Sacoglottis guianensis,Humiriaceae,0.84,39.7,0.123785819,1.323556519,O,C,1,A,NA,11.50532638,19.6410368,7.7,2,5,5.6,20121117,347595.3527,8552555.383
TAN_A01,T08,79,UXIRANA,Sacoglottis guianensis,Humiriaceae,0.84,39.4,0.121922069,1.212163595,O,C,1,A,NA,9.29035218,18.26298341,1.8,7,6,6.1,20121117,347595.3527,8552555.383
TAN_A01,T08,80,LOURO PRETO,Nectandra cuspidata,Lauraceae,0.56,31,0.075476764,0.506049543,O,C,1,A,NA,9.538240627,18.4741234,3.6,3,1.3,3.7,20121117,347611.2995,8552534.411
TAN_A01,T08,81,BREU,Protium heptaphyllum,Burseraceae,0.62,69,0.373928066,3.86369498,O,E,1,A,NA,7.201374426,25.71551228,7.6,7.7,8.4,7.5,20121117,347615.5702,8552525.359
TAN_A01,T08,82,ARARACANGA,Aspidosperma spruceanum,Apocynaceae,0.753333333,10.9,0.009331316,0.062003169,O,S,2,A,NA,8.79173018,13.60993102,1.5,1.5,1.7,1.8,20121117,347618.664,8552518.398
TAN_A01,T08,83,MORTA,NA,NA,0.6,20.7,0.033653526,0.178166597,O,NA,NA,D,1,NA,19.63302301,NA,NA,NA,NA,20121117,347641.0243,8552478.873
TAN_A01,T08,84,LOURO SEDA,Endlicheria ruforamula,Lauraceae,0.599576816,16.6,0.021642432,0.188862453,O,S,1,A,NA,13.28628154,22.4577807,0.6,7,3.3,2.3,20121117,347622.4741,8552510.912
TAN_A01,T08,85,ENVIRA VERMELHA,Xylopia sp.,Annonaceae,0.570128696,12,0.011309734,0.059870481,O,S,2,A,NA,9.799564426,14.32714231,7.4,1,1.6,3,20121117,347632.618,8552492.524
TAN_A01,T08,86,CARIPE,Licania octandra,Chrysobalanaceae,0.825,24.8,0.048305129,0.377907102,O,S,2,A,NA,11.38202026,14.63221122,5,1.6,0,8,20121117,347639.9638,8552478.311
TAN_A01,T08,87,URUCURANA,Sloanea guianensis,Elaeocarpaceae,0.821152911,13.6,0.014526724,0.083459219,O,S,2,A,NA,6.67984615,10.79579626,1.2,5.3,1.9,4.6,20121117,347646.2209,8552466.238
TAN_A01,T08,88,BREU,Protium heptaphyllum,Burseraceae,0.62,49.3,0.190890238,1.739103469,O,C,1,A,NA,9.759690657,22.67368512,6,6.4,4,7.2,20121117,347641.2585,8552456.369
TAN_A01,T08,89,BREU SEDA,Protium sp.,Burseraceae,0.571853958,37.2,0.108686539,0.948124885,O,E,1,A,NA,10.42696683,23.53838986,2.5,4.6,3.7,5.6,20121117,347657.1105,8552427.427
TAN_A01,T09,1,MASSARANDUBA,Manilkara huberi,Sapotaceae,0.93,36.6,0.105208796,1.044810897,O,C,2,A,NA,1.614652754,16.4768729,5.2,2.6,4.4,4.3,20121119,347429.9915,8552342.553
TAN_A01,T09,2,MASSARANDUBA,Manilkara huberi,Sapotaceae,0.93,47.6,0.177952374,2.754101546,O,C,2,A,NA,12.86962728,25.67824349,4.8,7.8,7,6,20121119,347421.9392,8552349.615
TAN_A01,T09,3,ENVIRA PRETA,Bocageopsis pleiosperma,Annonaceae,0.640270745,14.3,0.016060607,0.127687397,O,S,2,A,NA,14.17384174,19.15995642,1.2,1.5,2,2,20121119,347426.3468,8552354.194
TAN_A01,T09,4,LOURO SEDA,Endlicheria ruforamula,Lauraceae,0.599576816,20.4,0.03268513,0.226756954,O,S,1,A,NA,11.90989829,17.85408775,1.6,2.2,2,2.6,20121119,347415.8999,8552354.912
TAN_A01,T09,5,UXIRANA,Sacoglottis guianensis,Humiriaceae,0.84,28.3,0.062901754,0.662452328,O,C,2,A,NA,12.19395106,19.34571081,6,1.8,3.4,7.5,20121119,347415.1693,8552357.465
TAN_A01,T09,6,UXIRANA,Sacoglottis guianensis,Humiriaceae,0.84,30.5,0.073061664,0.689200779,O,C,2,A,NA,10.66394335,17.32802288,7.8,0.5,8.5,4.2,20121119,347409.6226,8552367.991
TAN_A01,T09,7,LOURO SEDA,Endlicheria ruforamula,Lauraceae,0.599576816,39.5,0.122541748,1.078759056,O,C,1,A,NA,13.09562111,22.6551869,2.1,5.6,4.5,3.6,20121119,347414.5974,8552379.647
TAN_A01,T09,8,BREU,Protium heptaphyllum,Burseraceae,0.62,35,0.096211275,0.885273381,O,C,1,A,NA,13.67507337,22.89980821,1.6,4.7,8,6.9,20121119,347406.4169,8552380.314
TAN_A01,T09,9,BREU,Protium heptaphyllum,Burseraceae,0.62,42.1,0.139204756,1.115559118,O,C,1,A,NA,12.63738878,19.94430591,5,0.8,2,1.5,20121119,347401.3235,8552383.962
TAN_A01,T09,10,GOIABINHA,Myrcia velutina,Myrtaceae,0.801325,10.4,0.008494867,0.043834427,O,S,2,A,NA,5.639211852,9.936242358,1.7,1.7,0.7,1.5,20121119,347413.9579,8552358.974
TAN_A01,T09,11,MURTA,Strychnos subcordata,Loganiaceae,0.54,12.3,0.011882289,0.051108352,O,S,2,A,NA,7.958965625,12.29051587,2.4,0.3,2,0.6,20121119,347382.1914,8552421.8
TAN_A01,T09,12,MURTA,Strychnos subcordata,Loganiaceae,0.54,12.8,0.012867964,0.07775428,O,C,2,A,NA,8.540932926,17.26604329,2.4,0.3,2,0.6,20121119,347379.5673,8552427.876
TAN_A01,T09,13,UXIRANA,Sacoglottis guianensis,Humiriaceae,0.84,36,0.101787602,0.986853213,O,C,2,A,NA,9.24452315,17.80944926,7.5,3.1,5.8,6,20121119,347380.4087,8552433.967
TAN_A01,T09,14,UXIRANA,Sacoglottis guianensis,Humiriaceae,0.84,36.2,0.102921717,1.251349723,O,C,1,A,NA,9.798404127,22.33389615,6.4,5.2,6.8,5.1,20121119,347353.2226,8552479.092
TAN_A01,T09,15,LOURO SEDA,Endlicheria ruforamula,Lauraceae,0.599576816,37.3,0.109271661,0.9744578,O,E,1,A,NA,14.73316852,22.95000363,5.6,7.1,5,6.5,20121119,347355.4905,8552484.578
TAN_A01,T09,16,UXIRANA,Sacoglottis guianensis,Humiriaceae,0.84,18,0.0254469,0.212503973,O,C,1,A,NA,11.26728515,15.33998645,4,0.8,4.6,0.3,20121119,347349.7481,8552485.964
TAN_A01,T09,17,UXIRANA,Sacoglottis guianensis,Humiriaceae,0.84,17.8,0.024884555,0.167482267,O,C,1,A,NA,7.194370422,12.36322458,0.7,2.6,3.2,0.6,20121119,347349.6596,8552485.917
TAN_A01,T09,18,CARIPE,Licania octandra,Chrysobalanaceae,0.825,38,0.113411495,1.347448545,O,C,1,A,NA,14.96094172,22.22149458,7,3.2,2.6,8,20121119,347344.6894,8552500.255
TAN_A01,T09,19,CARIPE,Licania octandra,Chrysobalanaceae,0.825,11.4,0.010207035,0.109179136,O,S,2,A,NA,12.37830527,20.00590587,1.2,2.8,2,1.6,20121119,347331.1893,8552523.208
TAN_A01,T09,20,CARIPE,Licania octandra,Chrysobalanaceae,0.825,35.6,0.099538222,1.143516472,O,C,1,A,NA,12.10572759,21.48674837,2,6.5,3.6,6,20121119,347332.3366,8552524.937
TAN_A01,T09,21,CARIPE,Licania octandra,Chrysobalanaceae,0.825,30.6,0.073541542,0.565629661,O,C,1,A,NA,12.59777877,14.38525587,4.8,1.6,0.6,1.8,20121119,347330.2056,8552524.95
TAN_A01,T09,22,CARIPE,Licania octandra,Chrysobalanaceae,0.825,30,0.070685835,0.648913364,O,C,1,A,NA,12.91708234,17.17008631,5,0.6,3.7,2.2,20121119,347330.7345,8552525.904
TAN_A01,T09,23,ENVIRA VERMELHA,Xylopia sp.,Annonaceae,0.570128696,14.2,0.015836769,0.098390317,O,S,2,A,NA,12.7327653,16.81453989,4.5,1,3.4,1.1,20121119,347324.7444,8552536.085
TAN_A01,T09,24,MORTA,NA,NA,0.58,13.5,0.014313882,0.026209705,O,NA,NA,D,3,NA,5.588629813,NA,NA,NA,NA,20121119,347323.7579,8552538.503
TAN_A01,T09,25,ENVIRA VERMELHA,Xylopia sp.,Annonaceae,0.570128696,17.6,0.024328494,0.184869447,O,S,2,A,NA,15.87254031,20.56596645,5.6,0.7,1.9,4.4,20121119,347323.6675,8552538.907
TAN_A01,T09,26,UXIRANA,Sacoglottis guianensis,Humiriaceae,0.84,38.9,0.118847235,1.364661739,O,C,2,A,NA,8.389497945,21.09253334,5.4,7.7,4.8,5.2,20121119,347325.5682,8552551.864
TAN_A01,T09,27,CARIPE,Licania octandra,Chrysobalanaceae,0.825,18.2,0.026015529,0.270406516,O,C,2,A,NA,13.78453007,19.44028582,0.3,3.6,2.4,3.7,20121119,347318.7443,8552548.744
TAN_A01,T09,28,MURTA,Strychnos subcordata,Loganiaceae,0.54,13.2,0.013684778,0.079047805,O,S,2,A,NA,11.06437468,16.50556557,4,2.8,2.2,3.7,20121119,347312.2052,8552562.926
TAN_A01,T09,29,LOURO SEDA,Endlicheria ruforamula,Lauraceae,0.599576816,38.1,0.114009183,0.866879966,O,E,1,A,NA,13.48660137,19.56799825,5.8,3.7,6.2,5.1,20121119,347308.1589,8552575.478
TAN_A01,T09,30,LOURO SEDA,Endlicheria ruforamula,Lauraceae,0.599576816,13.9,0.015174678,0.100759585,O,S,2,A,NA,11.45488202,17.08811494,1.3,0.8,0.8,1.7,20121119,347305.1897,8552576.7
TAN_A01,T09,31,CARIPE,Licania octandra,Chrysobalanaceae,0.825,44,0.152053084,1.958561627,O,E,1,A,NA,11.73793134,24.09129566,6.5,2.4,3.2,3.5,20121119,347300.0773,8552587.569
TAN_A01,T09,32,BREU,Protium heptaphyllum,Burseraceae,0.62,35.2,0.097313974,0.681950831,O,C,2,A,NA,10.77061506,17.44047321,3.9,5.3,5.6,2.4,20121119,347302.726,8552597.1
TAN_A01,T09,33,MASSARANDUBA,Manilkara huberi,Sapotaceae,0.93,35.9,0.101222901,1.088569548,O,C,2,A,NA,11.54166143,17.84294566,6.3,6.6,2.4,6.7,20121119,347296.4398,8552609.385
TAN_A01,T09,34,MORTA,NA,NA,0.6,16.9,0.022431757,0.053839547,O,NA,NA,D,1,NA,7.464317441,NA,NA,NA,NA,20121119,347282.9575,8552620.367
TAN_A01,T09,35,ENVIRA PRETA,Bocageopsis pleiosperma,Annonaceae,0.640270745,11.8,0.010935884,0.070299832,O,S,2,A,NA,8.34316786,15.49204799,3.7,2,4,1.1,20121119,347276.4435,8552633.097
TAN_A01,T09,36,MARUPA,Simarouba amara,Simaroubaceae,0.378408363,26.8,0.056410438,0.314387031,O,C,2,A,NA,13.94148501,22.72566108,3.2,2,3,3.7,20121119,347272.003,8552639.8
TAN_A01,T09,37,CARIPE,Licania octandra,Chrysobalanaceae,0.825,48.3,0.183224752,2.242073034,O,C,1,A,NA,11.15103478,22.88673088,6.6,4,4.4,6,20121119,347273.525,8552646.703
TAN_A01,T09,38,GOIABINHA,Myrcia velutina,Myrtaceae,0.801325,12.2,0.011689866,0.072043943,O,S,2,A,NA,6.889072865,11.86728413,2.6,1.2,1.2,1.7,20121119,347258.0184,8552667.13
TAN_A01,T09,39,LOURO SEDA,Endlicheria ruforamula,Lauraceae,0.599576816,14.8,0.017203361,0.104131061,O,C,1,A,NA,13.95448711,15.57737402,1,4.6,1.2,3.6,20121119,347256.6738,8552671.733
TAN_A01,T09,40,URUCURANA,Sloanea guianensis,Elaeocarpaceae,0.821152911,14.9,0.017436625,0.123668717,O,S,2,A,NA,5.663837231,13.32740201,3.7,1.5,3.3,3.6,20121119,347253.9056,8552676.265
TAN_A01,T09,41,UXIRANA,Sacoglottis guianensis,Humiriaceae,0.84,26,0.053092916,0.48525135,O,C,2,A,NA,9.458955607,16.78892883,2.1,3.7,2.2,4,20121119,347247.5361,8552688.054
TAN_A01,T09,42,CARIPE,Licania octandra,Chrysobalanaceae,0.825,12,0.011309734,0.059821289,O,S,2,A,NA,7.279009777,9.892852654,2.7,1.2,3.7,0.9,20121119,347242.1636,8552698.334
TAN_A01,T09,43,MORTA,NA,NA,0.6,20.2,0.032047387,0.135297572,O,NA,NA,D,1,NA,14.88737287,NA,NA,NA,NA,20121119,347230.8456,8552722.209
TAN_A01,T09,44,CARIPE,Licania octandra,Chrysobalanaceae,0.825,12.1,0.011499015,0.08426563,O,S,2,A,NA,11.56819743,13.70591391,1,1.2,2.3,1.3,20121119,347227.9942,8552726.245
TAN_A01,T09,45,GOIABINHA,Myrcia velutina,Myrtaceae,0.801325,18.7,0.027464588,0.198857376,O,S,2,A,NA,7.990822491,13.94222277,2.5,3.4,2.5,1.6,20121119,347217.1579,8552746.983
TAN_A01,T09,46,SUCUPIRA BABONA,Diplotropis sp.,Fabaceae,0.749567333,15.3,0.018385386,0.144279322,O,S,2,A,NA,8.860674553,16.15447306,4.4,0.2,3.2,2.4,20121119,347222.7661,8552735.584
TAN_A01,T09,47,UXIRANA,Sacoglottis guianensis,Humiriaceae,0.84,10.9,0.009331316,0.060790962,O,S,2,A,NA,6.397881407,11.96710079,0.2,4.6,4,1.2,20121119,347226.3883,8552726.529
TAN_A01,T09,48,CARIPE,Licania octandra,Chrysobalanaceae,0.825,17.2,0.023235219,0.25317349,O,C,2,A,NA,14.16106927,20.37931605,7.5,0.7,2.5,3.5,20121119,347244.4035,8552693.298
