Area,plot,tree,common_name,scienfic_name,family_name,WSD,DBH,BA,AGB,type,Dead,D_class,Hcom,Htot,RN,RS,RL,RO,Date,UTM Easting,UTM Northing
SFX_A01,P01,52,JOAO MOLE,Neea oppositifolia,Nyctaginaceae,0.89,17,0.022698007,NA,O,A,NA,NA,NA,1.1,2.7,2.8,2.1,20111021,289225.7971,9289364.5841
SFX_A01,P01,53,TACHIUBA,Socratea exorrhiza,Arecaceae,0.62,10.1,0.008011847,0.023547413,P,A,NA,NA,NA,1.3,0,1.4,1.3,20111021,289221.7971,9289364.5841
SFX_A01,P01,54,FREIJO BRANCO,Cordia scabrifolia,Boraginaceae,0.47,17.1,0.022965828,NA,O,A,NA,NA,NA,0,3.1,1.7,1.6,20111021,289220.7971,9289365.5841
SFX_A01,P01,55,CACAU,Theobroma glaucum,Malvaceae,0.53,10.5,0.008659015,NA,O,A,NA,NA,NA,1.7,2,1.7,0.9,20111021,289220.7971,9289366.5841
SFX_A01,P01,56,LACRE BRANCO,Vismia guianensis,Clusiaceae,0.46,13,0.013273229,NA,O,A,NA,NA,NA,0,2.4,1,1.4,20111021,289217.7971,9289368.5841
SFX_A01,P01,57,INAJA,Attalea maripa,Arecaceae,0.33,31.5,0.077931133,0.194661689,P,A,NA,NA,NA,4.2,4.8,5.7,6,20111021,289221.7971,9289370.5841
SFX_A01,P01,58,BREU,Protium heptaphyllum,Burseraceae,0.62,11,0.009503318,NA,O,A,NA,NA,NA,1.3,1.1,0,3.1,20111021,289212.7971,9289369.5841
SFX_A01,P01,59,CACAU,Theobroma glaucum,Malvaceae,0.53,12.7,0.012667687,NA,O,A,NA,NA,NA,0,0.7,0.9,0.6,20111021,289207.0971,9289369.5841
SFX_A01,P01,60,TACHIUBA,Socratea exorrhiza,Arecaceae,0.62,14.3,0.016060607,0.044913535,P,A,NA,NA,NA,0.6,1.8,1.8,0,20111021,289207.7971,9289372.2841
SFX_A01,P01,61,NI,NI,NI,0.62,13.1,0.013478218,NA,O,A,NA,NA,NA,0.2,0.3,0.1,0.15,20111021,289211.7971,9289378.5841
SFX_A01,P02,1,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,41.8,0.137227909,0.870079309,O,A,NA,6.72,12.22,2.7,4,2.1,3.6,20111022,289227.3745,9289556.5385
SFX_A01,P02,2,BURANGICA,Galipea trifoliata,NI,0.62,11.5,0.010386891,NA,O,A,NA,NA,NA,1.9,2.1,3.7,5.2,20111022,289221.6745,9289553.9385
SFX_A01,P02,3,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,24.8,0.048305129,NA,O,A,NA,NA,NA,3.6,2.4,1.6,6.7,20111022,289221.6745,9289552.9385
SFX_A01,P02,4,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,13,0.013273229,NA,O,A,NA,NA,NA,1,2.7,1.1,2.1,20111022,289223.6745,9289550.6385
SFX_A01,P02,5,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,38.1,0.114009183,0.841349964,O,A,NA,12.92,14.23,0.2,1.4,1.7,3.2,20111022,289223.6745,9289547.4385
SFX_A01,P02,6,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,36.8,0.106361761,0.759776106,O,A,NA,10.63,13.77,2.6,2.2,13.7,2.1,20111022,289219.6745,9289544.9385
SFX_A01,P02,7,MUIRAPIRANGA,Brosimum rubescens,Moraceae,0.83,27.7,0.060262816,NA,O,A,NA,NA,NA,2.4,3.7,2.4,4.2,20111022,289216.6745,9289544.1385
SFX_A01,P02,8,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,38.5,0.116415643,1.187526541,O,A,NA,14.8,19.66,3.8,2.3,2.4,2.6,20111022,289209.6745,9289538.9385
SFX_A01,P02,9,CORAÇAO DE NEGRO,Swartzia corrugata,Fabaceae,1.06,37,0.107521009,1.823692784,O,A,NA,17.28,24.77,3.5,3.7,3.7,2.9,20111022,289218.6745,9289538.9385
SFX_A01,P02,10,PAU BRANCO,Rinorea racemosa,Violaceae,0.68,13.5,0.014313882,NA,O,A,NA,NA,NA,2.8,1.6,2.3,1.4,20111022,289216.6745,9289537.9385
SFX_A01,P02,11,JOAO MOLE,Neea oppositifolia,Nyctaginaceae,0.89,18.6,0.027171635,NA,O,A,NA,NA,NA,1.5,1.1,2,1.2,20111022,289213.6745,9289535.7385
SFX_A01,P02,12,BREU BARROTE,Tetragastris panamensis,Burseraceae,0.73,25.6,0.051471854,NA,O,A,NA,NA,NA,3.7,2.5,3,3.7,20111022,289223.6745,9289543.9385
SFX_A01,P02,13,ARARACANGA,Aspidosperma spruceanum,Apocynaceae,0.75,45.6,0.163312553,2.610148116,O,A,NA,23.09,32.74,2.2,2.2,3.2,2.1,20111022,289224.6745,9289537.9385
SFX_A01,P02,14,LIANA,NA,NA,NA,10.9,0.009331316,0.01321884,L,A,NA,NA,NA,NA,NA,NA,NA,20111025,289224.6745,9289538.9385
SFX_A01,P02,15,CACAU,Theobroma glaucum,Malvaceae,0.53,10.9,0.009331316,NA,O,A,NA,NA,NA,1.5,1,1.3,2.6,20111022,289226.6745,9289534.9385
SFX_A01,P02,16,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,24,0.045238934,NA,O,A,NA,NA,NA,3.7,2.3,2.1,4.6,20111022,289220.6745,9289533.9385
SFX_A01,P02,17,LIANA,NA,NA,NA,12.5,0.012271846,0.014208072,L,A,NA,NA,NA,NA,NA,NA,NA,20111025,289221.6745,9289534.9385
SFX_A01,P02,18,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,36.1,0.102353874,0.553559217,O,A,NA,6.62,10.43,1.7,1.4,3.4,1.5,20111022,289223.6745,9289529.1385
SFX_A01,P02,19,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,31.8,0.079422604,NA,O,A,NA,NA,NA,1.7,2.7,2.1,3.7,20111022,289220.6745,9289527.3385
SFX_A01,P02,20,TAUARI,Couratari stellata,Lecythidaceae,0.63,12.1,0.011499015,NA,O,A,NA,NA,NA,1.3,1.2,1.6,0.9,20111022,289212.6745,9289529.9385
SFX_A01,P02,21,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,10.9,0.009331316,NA,O,A,NA,NA,NA,2.7,1.1,2.1,1,20111022,289212.6745,9289530.9385
SFX_A01,P02,22,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,10.9,0.009331316,NA,O,A,NA,NA,NA,2.8,2.6,1.6,3.6,20111022,289209.6745,9289532.9385
SFX_A01,P02,23,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,15.2,0.018145839,NA,O,A,NA,NA,NA,1.6,2.1,2.4,2.2,20111022,289210.6745,9289527.9385
SFX_A01,P02,24,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,22.7,0.040470782,NA,O,A,NA,NA,NA,3.3,1.7,2.4,1.6,20111022,289210.6745,9289522.9385
SFX_A01,P02,25,MORTA,NA,NA,0.58,30.8,0.074506011,0.201631277,O,D,3,NA,9.01,NA,NA,NA,NA,20111025,289226.6745,9289526.9385
SFX_A01,P02,26,MORTA,NA,NA,0.58,32.5,0.082957681,NA,O,D,3,NA,NA,NA,NA,NA,NA,20111025,289217.6745,9289521.9385
SFX_A01,P02,27,CASTANHEIRA,Bertholletia excelsa,Lecythidaceae,0.64,13.5,0.014313882,NA,O,A,NA,NA,NA,1.3,1,1.8,1.1,20111022,289222.6745,9289520.5385
SFX_A01,P02,28,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,16.2,0.020611989,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20111022,289223.6745,9289518.9385
SFX_A01,P02,29,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,23.4,0.043005262,NA,O,A,NA,NA,NA,5.6,5.3,5.3,5.5,20111022,289224.6745,9289517.6385
SFX_A01,P02,30,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,24.2,0.045996058,NA,O,A,NA,NA,NA,5.6,5.3,5.3,5.5,20111022,289224.6745,9289517.6385
SFX_A01,P02,31,MORTA,NA,NA,0.58,37.7,0.111627856,0.230933165,O,D,3,NA,6.49,NA,NA,NA,NA,20111025,289221.6745,9289511.9385
SFX_A01,P02,32,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,13.7,0.014741138,0.039535537,O,A,NA,1.72,5.17,4.9,1.6,2.3,2.7,20111022,289226.6745,9289509.1385
SFX_A01,P02,33,GUARIUBA,Clarisia racemosa,Moraceae,0.59,14.7,0.016971669,NA,O,A,NA,NA,NA,2.7,0,1.6,1.8,20111022,289225.6745,9289507.9385
SFX_A01,P02,34,FREIJO BRANCO,Cordia scabrifolia,Boraginaceae,0.47,20.5,0.033006358,NA,O,A,NA,NA,NA,0,3.3,1.5,2.4,20111022,289227.8745,9289511.9385
SFX_A01,P02,35,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,19.7,0.030480517,0.186608077,O,A,NA,6.84,11.8,2.3,2,3.6,0,20111022,289238.6745,9289514.1385
SFX_A01,P02,36,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,15.9,0.019855651,NA,O,A,NA,NA,NA,4.7,2.9,1.8,6.3,20111022,289239.6745,9289516.9385
SFX_A01,P02,37,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,24,0.045238934,NA,O,A,NA,NA,NA,4,2.5,4.1,3.6,20111022,289232.6745,9289519.6385
SFX_A01,P02,38,MORTA,NA,NA,0.58,12,0.011309734,NA,O,D,3,NA,NA,NA,NA,NA,NA,20111025,289228.6745,9289525.7385
SFX_A01,P02,39,MORTA,NA,NA,0.58,23,0.041547563,NA,O,D,3,NA,NA,NA,NA,NA,NA,20111025,289232.6745,9289526.5385
SFX_A01,P02,40,TAUARI,Couratari stellata,Lecythidaceae,0.63,10.3,0.008332289,NA,O,A,NA,NA,NA,1,2,3,3,20111022,289233.6745,9289527.0385
SFX_A01,P02,41,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,21.4,0.035968094,NA,O,A,NA,NA,NA,4.8,0,2.3,3,20111022,289242.6745,9289524.9385
SFX_A01,P02,42,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,29.8,0.069746499,NA,O,A,NA,NA,NA,0.6,1.4,1.9,0.9,20111022,289242.6745,9289524.9385
SFX_A01,P02,43,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,32.2,0.081433223,NA,O,A,NA,NA,NA,1.8,0,4.2,2,20111022,289248.6745,9289524.9385
SFX_A01,P02,44,BREU BARROTE,Tetragastris panamensis,Burseraceae,0.73,11,0.009503318,NA,O,A,NA,NA,NA,2.6,4.9,2.9,0.6,20111022,289246.6745,9289525.9385
SFX_A01,P02,45,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,35.3,0.09786768,0.512685569,O,A,NA,6.07,10.1,0.6,4.5,0,5,20111022,289250.6745,9289526.9385
SFX_A01,P02,46,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,31.9,0.079922903,NA,O,A,NA,NA,NA,0.5,0.2,0.7,0,20111022,289244.6745,9289525.9385
SFX_A01,P02,47,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,10.1,0.008011847,NA,O,A,NA,NA,NA,1.3,1.2,1.5,5,20111022,289249.6745,9289530.9385
SFX_A01,P02,48,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,22.1,0.038359632,NA,O,A,NA,NA,NA,1.8,1.4,2.7,2.7,20111022,289248.6745,9289530.9385
SFX_A01,P02,49,PARAPARA,Jacaranda copaia,Bignoniaceae,0.35,20.6,0.033329156,NA,O,A,NA,NA,NA,0.5,0,1.1,2.7,20111022,289238.6745,9289529.9385
SFX_A01,P02,50,TAXI PRETO,Tachigali myrmecophila,Fabaceae,0.48,11.8,0.010935884,NA,O,A,NA,NA,NA,0.3,0.2,0.4,0.3,20111022,289236.6745,9289529.9385
SFX_A01,P02,51,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,37.2,0.108686539,NA,O,A,NA,NA,NA,3.6,2,5.2,0,20111022,289234.6745,9289529.9385
SFX_A01,P02,52,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,11.1,0.009676891,NA,O,A,NA,NA,NA,1.5,1.9,2.7,1.5,20111022,289234.6745,9289534.9385
SFX_A01,P02,53,TAMANQUEIRA,Zanthoxylum rhoifolium,Rutaceae,0.49,23.3,0.042638481,NA,O,A,NA,NA,NA,3.6,2,5.2,0,20111022,289232.6745,9289530.9385
SFX_A01,P02,54,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,29.6,0.068813445,NA,O,A,NA,NA,NA,2,1.6,2.4,1.9,20111022,289235.6745,9289534.9385
SFX_A01,P02,55,JOAO MOLE,Neea oppositifolia,Nyctaginaceae,0.89,11.5,0.010386891,NA,O,A,NA,NA,NA,2.8,2.5,2.3,1.3,20111022,289241.6745,9289538.9385
SFX_A01,P02,56,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,45.5,0.162597055,0.947051689,O,A,NA,7,11.23,3.8,5.2,2.7,2.7,20111022,289243.6745,9289536.9385
SFX_A01,P02,57,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,22.2,0.038707563,NA,O,A,NA,NA,NA,1.2,1.4,1.5,2.8,20111022,289245.6745,9289533.9385
SFX_A01,P02,58,MATAMATA,Eschweilera parviflora,Lecythidaceae,0.89,11.9,0.011122023,NA,O,A,NA,NA,NA,1.3,1.2,1.1,1.3,20111022,289247.6745,9289531.9385
SFX_A01,P02,59,LACRE BRANCO,Vismia guianensis,Clusiaceae,0.46,15.3,0.018385386,NA,O,A,NA,NA,NA,3.4,2.2,1.3,0,20111022,289249.6745,9289541.9385
SFX_A01,P02,60,FAVA TAMBORI,Parkia sp.,Fabaceae,0.45,22,0.038013271,NA,O,A,NA,NA,NA,2.1,2.3,2.2,1.4,20111022,289239.6745,9289545.9385
SFX_A01,P02,61,INGA,Inga marginata,Fabaceae,0.57,12.4,0.012076282,NA,O,A,NA,NA,NA,4.7,2,3.3,3.2,20111022,289235.6745,9289546.9385
SFX_A01,P02,62,INHARE,Helicostylis sp.,Moraceae,0.65,10.6,0.008824734,NA,O,A,NA,NA,NA,1.8,2.7,1.2,2.3,20111022,289233.6745,9289544.9385
SFX_A01,P02,63,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,33.2,0.086569727,NA,O,A,NA,NA,NA,2.6,4.1,3.1,3.5,20111022,289231.6745,9289540.9385
SFX_A01,P02,64,MUIRAPIRANGA,Brosimum rubescens,Moraceae,0.83,14,0.015393804,NA,O,A,NA,NA,NA,1.7,1.4,3,1.4,20111022,289230.6745,9289536.4385
SFX_A01,P02,65,NI,NI,NI,0.62,11.9,0.011122023,NA,O,A,NA,NA,NA,0.5,2.3,0,0.7,20111022,289229.6745,9289546.9385
SFX_A01,P02,66,IPE,Tabebuia serratifolia,Bignoniaceae,0.92,18.5,0.026880252,NA,O,A,NA,NA,NA,0.8,0.7,0.8,1.1,20111022,289231.6745,9289547.9385
SFX_A01,P02,67,UCUUBA,Virola melinoni,Myristicaceae,0.48,12.3,0.011882289,NA,O,A,NA,NA,NA,1.1,0.9,0.8,1,20111022,289233.6745,9289550.9385
SFX_A01,P02,68,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,26.6,0.055571632,NA,O,A,NA,NA,NA,3,3.6,4.1,2.8,20111022,289229.6745,9289552.9385
SFX_A01,P03,1,MORTA,NA,NA,0.58,14.7,0.016971669,NA,O,D,3,NA,NA,NA,NA,NA,NA,20111025,289245.2185,9289727.6035
SFX_A01,P03,2,BREU BARROTE,Tetragastris panamensis,Burseraceae,0.73,12.6,0.012468981,NA,O,A,NA,NA,NA,1.9,2.1,2,2,20111022,289243.2185,9289723.6035
SFX_A01,P03,3,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,38.4,0.115811672,0.665705275,O,A,NA,6.87,11.08,2.2,4.3,2.9,2.4,20111022,289244.2185,9289719.9035
SFX_A01,P03,4,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,12,0.011309734,NA,O,A,NA,NA,NA,3.5,5.2,2.6,2.4,20111022,289240.2185,9289720.4035
SFX_A01,P03,5,INGA,Inga marginata,Fabaceae,0.57,10.6,0.008824734,NA,O,A,NA,NA,NA,2.2,1.9,2.1,1.8,20111022,289245.2185,9289716.6035
SFX_A01,P03,6,MAMUI,Jacaratia spinosa,Caricaceae,0.27,40.7,0.13010042,0.598257645,O,A,NA,12.24,26.78,3.4,2.3,3.3,2.9,20111022,289247.9185,9289714.6035
SFX_A01,P03,7,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,36.3,0.103491131,0.572214981,O,A,NA,3.56,10.66,3.3,3.1,4.4,3.1,20111022,289245.2185,9289711.6035
SFX_A01,P03,8,PARAPARA,Jacaranda copaia,Bignoniaceae,0.35,11,0.009503318,0.029513936,O,A,NA,10.05,13.55,1.3,0.6,1.2,1.3,20111022,289242.2185,9289712.4035
SFX_A01,P03,9,UCUUBA,Virola melinoni,Myristicaceae,0.48,11.1,0.009676891,NA,O,A,NA,NA,NA,1.3,1.9,1.2,1.1,20111022,289236.2185,9289713.3035
SFX_A01,P03,10,TACHIUBA,Socratea exorrhiza,Arecaceae,0.62,17.5,0.024052819,0.065349123,P,A,NA,NA,NA,1.49,1.7,1.6,1.5,20111022,289238.2185,9289712.6035
