area;transect;tree;common_name;scientific_name;family_name;WSD;DBH;BA;AGB;area_sampled;BA_AS;AGB_AS;type;canopy;light;dead;d_class;Hcom;Htot;RN;RS;RE;RW;date;UTM_Easting;UTM_Northing;;;;;;;;;;;;;;;
JAM_A01;T07;96;QUARUBA;Vochysia guianensis;Vochysiaceae;0.51;6;0.002827433;0.011118542;0.06;0.04712389;0.185309031;O;S;3;A;NA;8.68;11.93;1;0.8;0.9;0.8;20111208;522951.653;8997930.224;;;;;;;;;;;;;;;
JAM_A01;T07;97;AÇOITA CAVALO;Luehea sp.;Malvaceae;0.51;17;0.022698007;0.123307415;0.17;0.133517688;0.725337734;O;S;3;A;NA;12.86;16.54;2.1;2;2.5;1.9;20111208;522951.656;8997937.919;;;;;;;;;;;;;;;
JAM_A01;T07;98;MUIRAPIRANGA;Brosimum rubescens;Moraceae;0.83;42.5;0.141862543;2.688398724;0.425;0.333794219;6.325644058;O;E;1;A;NA;26.61;35.44;3.1;2.3;3.7;3.2;20111208;522953.3546;8997951.531;;;;;;;;;;;;;;;
JAM_A01;T07;99;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;8.3;0.005410608;0.029078887;0.083;0.065188048;0.350348032;O;S;3;A;NA;7.88;11.72;0.7;0.4;2.4;0.3;20111208;522949.9475;8997959.383;;;;;;;;;;;;;;;
JAM_A01;T07;100;TAXI VERMELHO;Tachigali alba;Fabaceae;0.56;60;0.282743339;4.180717246;0.6;0.471238898;6.967862077;O;E;1;A;NA;22.17;40.72;10;5.4;6.2;9;20111208;522952.6803;8997960.716;;;;;;;;;;;;;;;
JAM_A01;T07;101;ABIU CUTITE;Pouteria macrophilla;Sapotaceae;0.74;28;0.061575216;0.786794252;0.28;0.219911486;2.809979471;O;S;2;A;NA;16.93;26.75;1.7;1;1.9;2.5;20111208;522949.9825;8997962.581;;;;;;;;;;;;;;;
JAM_A01;T07;102;ABIURANA;Pouteria gongrijpii;Sapotaceae;0.80;13.4;0.014102609;0.061681217;0.134;0.105243354;0.460307589;O;S;2;A;NA;5.95;8.44;0.3;0.2;0.2;0.2;20111208;522949.0213;8997988.951;;;;;;;;;;;;;;;
JAM_A01;T07;103;NI;NI;NI;0.62;53.7;0.226484483;2.23842061;0.537;0.421758814;4.168381024;O;C;1;A;NA;18.63;24.60;1.2;1;1;1.2;20111208;522952.3115;8998004.681;;;;;;;;;;;;;;;
JAM_A01;T07;104;BREU DE LEITE;Thyrsodium paraense;Anacardiaceae;0.61;15.9;0.019855651;0.155829177;0.159;0.124878308;0.980057718;O;S;2;A;NA;12.79;19.74;1;1.1;1.4;0.8;20111208;522948.5829;8998007.133;;;;;;;;;;;;;;;
JAM_A01;T07;105;CANELA DE JACAMIM;Rinorea passoura;Violaceae;0.68;5.7;0.002551759;0.009044054;0.057;0.044767695;0.158667616;O;S;2;A;NA;3.75;8.07;1;2.4;1.8;2.2;20111208;522946.5859;8998024.496;;;;;;;;;;;;;;;
JAM_A01;T07;106;CANELA DE JACAMIM;Rinorea passoura;Violaceae;0.68;6.9;0.003739281;0.014045445;0.069;0.054192473;0.203557172;O;S;2;A;NA;4.79;8.56;2.3;2.1;1.8;2.1;20111208;522946.5807;8998024.596;;;;;;;;;;;;;;;
JAM_A01;T07;107;MORTA;NI;NI;0.45;9.1;0.006503882;0.017640598;0.091;0.071471233;0.19385272;O;NA;NA;D;4;NA;12.32;NA;NA;NA;NA;20111208;522946.4662;8998030.69;;;;;;;;;;;;;;;
JAM_A01;T07;108;ROXINHO;Peltogyne leicointei;Fabaceae;0.76;28;0.061575216;1.005834791;0.28;0.219911486;3.592267112;O;C;2;A;NA;20.98;33.02;3.4;2.5;0.7;3.6;20111208;522945.9773;8998045.974;;;;;;;;;;;;;;;
JAM_A01;T07;109;AMARELAO;Aspidosperma parvifolium;Apocynaceae;0.74;17.4;0.023778715;0.263531016;0.174;0.13665928;1.514546069;O;C;3;A;NA;15.88;23.21;1.2;1.5;1.4;1.3;20111208;522945.7978;8998055.265;;;;;;;;;;;;;;;
JAM_A01;T07;110;CUMARU;Dipteryx odorata;Fabaceae;0.92;45;0.159043128;4.053023441;0.45;0.353429174;9.006718758;O;E;1;A;NA;25.47;42.74;4.5;2.2;2.7;2.8;20111208;522949.7592;8998063.809;;;;;;;;;;;;;;;
JAM_A01;T07;111;INGA BRANCO;Inga thibaudiana;Fabaceae;0.58;9.5;0.007088218;0.02205021;0.095;0.074612826;0.23210747;O;S;3;A;NA;4.57;8.33;0.2;0.2;0.2;0;20111208;522944.7749;8998073.14;;;;;;;;;;;;;;;
JAM_A01;T07;112;TANIBUCA;Terminalia amazonia;Combretaceae;0.68;24.8;0.048305129;0.367877139;0.248;0.194778745;1.483375562;O;S;3;A;NA;11.01;17.27;1.5;1.4;1.8;1;20111208;522945.0821;8998074.943;;;;;;;;;;;;;;;
JAM_A01;T07;113;PEDRA UMI;NI;NI;0.62;7.2;0.004071504;0.008855347;0.072;0.056548668;0.122990937;O;S;3;A;NA;3.44;5.41;1.6;0.8;0.7;2.6;20111208;522944.239;8998079.379;;;;;;;;;;;;;;;
JAM_A01;T07;114;INHARE;Helicostylis sp.;Moraceae;0.65;8.2;0.005281017;0.011460363;0.082;0.064402649;0.13976052;O;S;3;A;NA;4.10;5.13;0.4;0.5;0.7;0.6;20111208;522943.836;8998095.575;;;;;;;;;;;;;;;
JAM_A01;T07;115;MORTA;NI;NI;0.45;19.3;0.029255296;0.020238123;0.193;0.151581846;0.10486074;O;NA;NA;D;4;NA;2.32;NA;NA;NA;NA;20111208;522944.0147;8998097.278;;;;;;;;;;;;;;;
JAM_A01;T07;116;TAXI VERMELHO;Tachigali alba;Fabaceae;0.56;39.8;0.124410211;1.571058749;0.398;0.312588469;3.947383793;O;E;1;A;NA;22.99;34.78;2.7;3.2;3;2.5;20111208;522944.9808;8998099.99;;;;;;;;;;;;;;;
JAM_A01;T07;117;PEDRA UMI;NI;NI;0.62;7.3;0.004185387;0.01519507;0.073;0.057334066;0.208151649;O;S;3;A;NA;4.96;9.04;2.4;0.7;1.8;0.6;20111208;522943.3903;8998123.172;;;;;;;;;;;;;;;
JAM_A01;T07;118;TENTO;Ormosia grossa;Fabaceae;0.62;25.2;0.049875925;0.41568931;0.252;0.197920337;1.649560755;O;S;3;A;NA;12.95;20.71;3.2;4.3;3.8;2.4;20111208;522943.2013;8998130.27;;;;;;;;;;;;;;;
JAM_A01;T07;119;INGA BRANCO;Inga thibaudiana;Fabaceae;0.58;15.9;0.019855651;0.179368702;0.159;0.124878308;1.128105044;O;C;2;A;NA;13.54;24.18;0;1.5;1.8;0.3;20111208;522943.6424;8998134.976;;;;;;;;;;;;;;;
JAM_A01;T07;120;LIANA;NA;NA;NA;10.5;0.008659015;0.01294881;0.105;0.082466807;0.123321997;L;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;20111208;522949.4179;8998144.949;;;;;;;;;;;;;;;
JAM_A01;T07;121;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;25.2;0.049875925;0.566908162;0.252;0.197920337;2.249635564;O;S;2;A;NA;14.33;24.78;2;4.2;2.8;3.1;20111208;522943.4397;8998143.174;;;;;;;;;;;;;;;
JAM_A01;T07;122;QUARUBA BRANCA;Vochysia maxima;Vochysiaceae;0.49;33.5;0.088141309;0.602927912;0.335;0.263108385;1.799784812;O;E;1;A;NA;13.46;21.54;3.2;2;0.6;3.8;20111208;522943.2089;8998169.573;;;;;;;;;;;;;;;
JAM_A01;T07;123;INHARE;Helicostylis sp.;Moraceae;0.65;14;0.015393804;0.104401115;0.14;0.109955743;0.745722248;O;S;2;A;NA;8.90;16.04;1.5;1.3;1.4;1.2;20111208;522943.4052;8998169.876;;;;;;;;;;;;;;;
JAM_A01;T07;124;MATA MATA BRANCO;Eschweilera coriacea;Lecythidaceae;0.85;7.2;0.004071504;0.015573843;0.072;0.056548668;0.216303373;O;S;3;A;NA;3.94;6.93;1;1.6;1.1;1.2;20111208;522942.4321;8998191.665;;;;;;;;;;;;;;;
JAM_A01;T07;125;INHARE;Helicostylis sp.;Moraceae;0.65;19.1;0.02865211;0.289817317;0.191;0.150011049;1.517368153;O;C;2;A;NA;13.32;23.92;2;6.2;3.4;3.4;20111208;522942.587;8998195.267;;;;;;;;;;;;;;;
JAM_A01;T07;126;BREU MESCLA;Dacryodes edilsonii;Burseraceae;0.52;44.6;0.156228261;1.79227885;0.446;0.350287581;4.018562444;O;C;1;A;NA;24.92;34.26;3.3;4.4;3.9;3.1;20111208;522943.2857;8998195.376;;;;;;;;;;;;;;;
JAM_A01;T07;127;PAPO DE MUTUM;Lacunaria jenmanii;Quiinaceae;0.80;5.6;0.002463009;0.005356197;0.056;0.043982297;0.095646383;O;S;3;A;NA;2.06;4.17;1.3;0.9;1.6;0.9;20111208;522942.3444;8998198.665;;;;;;;;;;;;;;;
JAM_A01;T07;128;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;25;0.049087385;0.588103206;0.25;0.196349541;2.352412825;O;S;2;A;NA;19.93;26.12;2.7;3.3;3.8;1.8;20111208;522943.0729;8998204.374;;;;;;;;;;;;;;;
JAM_A01;T07;129;CASTANHEIRA;Bertholletia excelsa;Lecythidaceae;0.64;149;1.743662463;40.84149612;1.49;1.170243263;27.41040008;O;C;1;A;NA;36.18;56.47;10.5;8.1;11.2;12.6;20111208;522946.0727;8998204.412;;;;;;;;;;;;;;;
JAM_A01;T07;130;AÇAI;Euterpe oleracea;Arecaceae;NA;5;0.001963495;0.006381255;0.05;0.039269908;0.127625096;P;S;3;A;NA;5.13;7.08;1.6;1.7;1.6;0.8;20111208;522942.1565;8998213.663;;;;;;;;;;;;;;;
JAM_A01;T07;131;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;40;0.125663706;2.053991841;0.4;0.314159265;5.134979603;O;S;3;A;NA;25.69;35.63;4.1;4.3;5.7;7;20111208;522944.306;8998225.691;;;;;;;;;;;;;;;
JAM_A01;T07;132;COQUIRANA;Chrysophyllum sanguinolentum;Sapotaceae;0.67;9.1;0.006503882;0.009150798;0.091;0.071471233;0.100558217;O;S;2;A;NA;2.19;3.23;0.6;0.2;1.8;0.4;20111208;522942.0232;8998240.264;;;;;;;;;;;;;;;
JAM_A01;T07;133;SUCUPIRA TENTO;Ormosia nobilis;Fabaceae;0.58;22.9;0.041187065;0.381285337;0.229;0.179856179;1.665001472;O;C;2;A;NA;16.79;24.63;3.4;2.1;2.8;1.6;20111208;522942.1017;8998249.966;;;;;;;;;;;;;;;
JAM_A01;T07;134;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;15.4;0.018626503;0.156955989;0.154;0.120951317;1.019194733;O;S;2;A;NA;13.07;18.37;1.4;1.5;1.8;1;20111208;522941.6489;8998262.161;;;;;;;;;;;;;;;
JAM_A01;T07;135;BREU BRANCO;Protium paniculatum;Burseraceae;0.49;15;0.017671459;0.058454829;0.15;0.117809725;0.389698858;O;S;3;A;NA;7.96;10.42;1.3;1.4;0.8;1.6;20111208;522941.6687;8998268.562;;;;;;;;;;;;;;;
JAM_A01;T07;136;LOURO PRETO;Nectandra cuspidata;Lauraceae;0.56;13.6;0.014526724;0.060278143;0.136;0.10681415;0.44322164;O;S;2;A;NA;6.80;11.43;2.1;2;1.6;0.8;20111208;522942.0548;8998229.763;;;;;;;;;;;;;;;
JAM_A01;T07;137;AÇAI;Euterpe oleracea;Arecaceae;NA;8.6;0.005808805;0.017469566;0.086;0.067544242;0.203134489;P;S;2;A;NA;8.25;12.42;1.5;1;1.8;1.8;20111208;522941.9536;8998229.862;;;;;;;;;;;;;;;
JAM_A01;T07;138;MATAMATA JIBOIA;Eschweilera sp.;Lecythidaceae;0.83;22.4;0.039408138;0.616853593;0.224;0.175929189;2.753810685;O;S;2;A;NA;20.46;29.17;2.1;2.4;2.6;2;20111208;522941.457;8998285.46;;;;;;;;;;;;;;;
JAM_A01;T07;139;INHARE;Helicostylis sp.;Moraceae;0.65;10.5;0.008659015;0.070186782;0.105;0.082466807;0.668445545;O;S;3;A;NA;14.56;19.17;0.9;0.8;1;0.7;20111208;522941.5382;8998286.961;;;;;;;;;;;;;;;
JAM_A01;T07;140;ROXINHO;Peltogyne leicointei;Fabaceae;0.76;15.3;0.018385386;0.0832808;0.153;0.120165919;0.544318957;O;S;3;A;NA;5.21;9.16;1.3;1;1.8;1;20111208;522941.4131;8998288.96;;;;;;;;;;;;;;;
JAM_A01;T07;141;CANELA DE JACAMIM;Rinorea passoura;Violaceae;0.68;5.3;0.002206183;0.007595265;0.053;0.041626103;0.143306881;O;S;3;A;NA;4.80;7.84;2;1.1;2;1.7;20111208;522941.2505;8998293.958;;;;;;;;;;;;;;;
JAM_A01;T07;142;SABOEIRA AMARELA;Sapindus sp.;Sapindaceae;0.67;36.3;0.103491131;1.326072433;0.363;0.285099533;3.653092102;O;C;3;A;NA;22.73;29.66;2.4;3.2;1.8;3.6;20111208;522943.3063;8998305.485;;;;;;;;;;;;;;;
JAM_A01;T07;143;CANELA DE JACAMIM;Rinorea passoura;Violaceae;0.68;7.2;0.004071504;0.015679428;0.072;0.056548668;0.217769828;O;S;3;A;NA;6.98;8.77;3.2;0.8;1.4;1.8;20111208;522941.2002;8998305.959;;;;;;;;;;;;;;;
JAM_A01;T07;144;INHARE;Helicostylis sp.;Moraceae;0.65;19.6;0.030171856;0.278621751;0.196;0.15393804;1.421539546;O;S;2;A;NA;16.64;21.84;1.5;1.4;1.2;1.1;20111208;522941.2601;8998309.16;;;;;;;;;;;;;;;
JAM_A01;T07;145;UCUUBA;Virola melinoni;Myristicaceae;0.48;21;0.034636059;0.282826535;0.21;0.164933614;1.346793025;O;S;3;A;NA;20.96;26.46;2.2;1.2;2.1;1.6;20111208;522941.1463;8998310.258;;;;;;;;;;;;;;;
JAM_A01;T07;146;AÇAI;Euterpe oleracea;Arecaceae;NA;11.7;0.010751315;0.030941365;0.117;0.091891585;0.264456112;P;S;3;A;NA;15.03;20.19;1.5;2;1.8;2.1;20111208;522941.0471;8998326.158;;;;;;;;;;;;;;;
JAM_A01;T08;1;INHARE;Helicostylis sp.;Moraceae;0.65;27.9;0.061136178;0.46676336;0.279;0.219126088;1.672986954;O;C;2;A;NA;14.41;18.05;1.1;0.8;1;0.70;20011209;522196.7842;8998181.567;;;;;;;;;;;;;;;
JAM_A01;T08;2;MORTA;NI;NI;0.6;17.3;0.023506182;0.072673141;0.173;0.135873882;0.420075961;O;NA;NA;D;1;4.31;10.17;NA;NA;NA;NA;20011209;522197.7192;8998179.339;;;;;;;;;;;;;;;
JAM_A01;T08;3;INHARE;Helicostylis sp.;Moraceae;0.65;6.2;0.003019071;0.014079378;0.062;0.048694686;0.227086749;O;S;1;A;NA;7.46;11.03;0.8;0.8;1.1;0.6;20011209;522198.6836;8998178.11;;;;;;;;;;;;;;;
JAM_A01;T08;4;INHARE;Helicostylis sp.;Moraceae;0.65;14.3;0.016060607;0.121013587;0.143;0.112311937;0.846248863;O;S;2;A;NA;11.78;17.82;2;2.2;1.8;2.5;20011209;522198.2196;8998172.521;;;;;;;;;;;;;;;
JAM_A01;T08;5;MORTA;NI;NI;0.6;30;0.070685835;0.116222715;0.3;0.235619449;0.38740905;O;NA;NA;D;1;NA;4.70;NA;NA;NA;NA;20011209;522196.7562;8998163.56;;;;;;;;;;;;;;;
JAM_A01;T08;6;MORTA;NI;NI;0.7;8.4;0.005541769;0.007832577;0.084;0.065973446;0.093244965;O;NA;NA;D;2;NA;3.24;NA;NA;NA;NA;20011209;522198.4827;8998154.205;;;;;;;;;;;;;;;
JAM_A01;T08;7;ENVIRA PRETA;Guatteria schomburgkiana;Annonaceae;0.60;8.3;0.005410608;0.022852462;0.083;0.065188048;0.275330869;O;S;2;A;NA;1.85;10.86;1.7;1.6;1.8;2.3;20011209;522198.3625;8998150.107;;;;;;;;;;;;;;;
JAM_A01;T08;8;ENVIRA BRANCA;Annona exsucca;Annonaceae;0.44;19.6;0.030171856;0.147787597;0.196;0.15393804;0.754018354;O;S;2;A;NA;9.39;17.08;3.2;2.9;3.8;2.2;20011209;522198.7773;8998147.194;;;;;;;;;;;;;;;
JAM_A01;T08;9;GUARIUBA;Clarisia racemosa;Moraceae;0.59;24;0.045238934;0.404993475;0.24;0.188495559;1.687472812;O;C;2;A;NA;17.36;23.60;2.5;2.9;2.6;2.7;20011209;522198.2139;8998134.805;;;;;;;;;;;;;;;
JAM_A01;T08;10;UCUUBA VERMELHA;Virola mollissima;Myristicaceae;0.48;7.2;0.004071504;0.015750649;0.072;0.056548668;0.21875902;O;S;2;A;NA;7.96;12.54;1;1;0.8;1.3;20011209;522198.1083;8998131.207;;;;;;;;;;;;;;;
JAM_A01;T08;11;ATA PRETA;Annona sp.;Annonaceae;0.41;15.2;0.018145839;0.071624565;0.152;0.119380521;0.471214243;O;S;2;A;NA;10.45;14.75;2.2;2.2;1.8;1.8;20011209;522197.8087;8998127.814;;;;;;;;;;;;;;;
JAM_A01;T08;12;INGA AMARELO;Inga sp.;Fabaceae;0.58;19.9;0.031102553;0.239077671;0.199;0.156294235;1.201395333;O;C;2;A;NA;13.47;20.58;1;2.5;0;2.3;20011209;522197.255;8998139.635;;;;;;;;;;;;;;;
JAM_A01;T08;13;ABIURANA;Pouteria gongrijpii;Sapotaceae;0.80;11.8;0.010935884;0.104296071;0.118;0.092676983;0.88386501;O;S;3;A;NA;10.51;18.41;2.4;2.3;2.6;2.4;20011209;522197.2893;8998116.924;;;;;;;;;;;;;;;
JAM_A01;T08;14;INGA AMARELO;Inga sp.;Fabaceae;0.58;16.4;0.021124069;0.14238595;0.164;0.128805299;0.868207015;O;S;3;A;NA;NA;18.04;2.6;1.6;2.4;2.1;20011209;522196.1343;8998111.656;;;;;;;;;;;;;;;
JAM_A01;T08;15;MUIRATINGA;Brosimum rubescens ;Moraceae;0.83;6.8;0.003631681;0.021572842;0.068;0.053407075;0.31724768;O;S;3;A;NA;7.01;11.11;2;2;1.2;1.2;20011209;522197.4191;8998111.118;;;;;;;;;;;;;;;
JAM_A01;T08;16;TAXI PRETO;Tachigali myrmecophila;Fabaceae;0.48;25.7;0.051874763;0.365703742;0.257;0.201847328;1.422971757;O;C;2;A;NA;9.06;22.85;4;3.2;3.7;4.2;20011209;522195.4322;8998104.774;;;;;;;;;;;;;;;
JAM_A01;T08;17;MUIRATINGA;Brosimum rubescens ;Moraceae;0.83;14.7;0.016971669;0.182667809;0.147;0.11545353;1.242638156;O;S;3;A;NA;11.65;20.13;1.8;2;1.7;1.3;20011209;522196.9758;8998102.828;;;;;;;;;;;;;;;
JAM_A01;T08;18;INHARE;Helicostylis sp.;Moraceae;0.65;11.9;0.011122023;0.055816496;0.119;0.093462381;0.469046186;O;S;2;A;NA;9.64;11.87;2;3;0;3;20011209;522196.3734;8998099.344;;;;;;;;;;;;;;;
JAM_A01;T08;19;MORTA;NI;NI;0.6;15;0.017671459;0.037952419;0.15;0.117809725;0.253016128;O;NA;NA;D;1;NA;6.52;NA;NA;NA;NA;20011209;522196.7293;8998097.833;;;;;;;;;;;;;;;
JAM_A01;T08;20;LIANA;NA;NA;NA;6.1;0.002922467;0.009026384;0.061;0.047909288;0.147973505;L;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;20011209;522195.0175;8998036.056;;;;;;;;;;;;;;;
JAM_A01;T08;21;INGA VERMELHO;Inga alba;Fabaceae;0.59;21.4;0.035968094;0.328364921;0.214;0.168075207;1.534415517;O;C;2;A;NA;13.78;24.04;2.6;3.9;4.1;2.7;20011209;522195.8068;8998090.257;;;;;;;;;;;;;;;
JAM_A01;T08;22;BREU BRANCO;Protium paniculatum;Burseraceae;0.49;8.8;0.006082123;0.038432056;0.088;0.069115038;0.436727906;O;S;2;A;NA;10.04;19.90;1.9;1.3;4.1;1.4;20011209;522196.5337;8998080.931;;;;;;;;;;;;;;;
JAM_A01;T08;23;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;43;0.14522012;1.321653867;0.43;0.33772121;3.073613643;O;E;1;A;NA;12.53;19.84;2.2;2.3;1.6;1.7;20011209;522193.4529;8998078.22;;;;;;;;;;;;;;;
JAM_A01;T08;24;ABIURANA;Pouteria gongrijpii;Sapotaceae;0.80;11;0.009503318;0.046538125;0.11;0.086393798;0.423073863;O;S;3;A;NA;5.66;9.45;1.7;1.7;1.1;1.6;20011209;522196.587;8998075.927;;;;;;;;;;;;;;;
JAM_A01;T08;25;LIANA;NA;NA;NA;9.8;0.007542964;0.012450511;0.098;0.07696902;0.127046028;L;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;20011209;522196.2754;8998075.536;;;;;;;;;;;;;;;
JAM_A01;T08;26;MORTA;NI;NI;0.58;19.1;0.02865211;0.019964417;0.191;0.150011049;0.104525745;O;NA;NA;D;3;NA;1.72;NA;NA;NA;NA;20011209;522194.7175;8998073.581;;;;;;;;;;;;;;;
JAM_A01;T08;27;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;26.2;0.053912872;0.352048011;0.262;0.205774319;1.343694699;O;C;2;A;NA;10.66;14.24;1.2;0.7;1;1.1;20011209;522194.8894;8998055.568;;;;;;;;;;;;;;;
JAM_A01;T08;28;MUIRATINGA;Brosimum rubescens ;Moraceae;0.83;6.5;0.003318307;0.017303225;0.065;0.051050881;0.26620346;O;S;2;A;NA;7.57;9.75;0.7;2.2;1.5;1.6;20011209;522195.6073;8998049.345;;;;;;;;;;;;;;;
JAM_A01;T08;29;GUARIUBA;Clarisia racemosa;Moraceae;0.59;6;0.002827433;0.008849282;0.06;0.04712389;0.147488026;O;S;2;A;NA;6.04;8.25;1.5;0.3;0.7;1.4;20011209;522195.2848;8998038.349;;;;;;;;;;;;;;;
JAM_A01;T08;30;AMARELAO;Aspidosperma parvifolium;Apocynaceae;0.74;50;0.196349541;4.383427385;0.5;0.392699082;8.76685477;O;E;1;A;NA;25.67;46.76;3.8;8.8;3;7.2;20011209;522193.0506;8998037.215;;;;;;;;;;;;;;;
JAM_A01;T08;31;LIANA;NA;NA;NA;10.1;0.008011847;0.01266829;0.101;0.079325215;0.125428615;L;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;20011209;522195.0175;8998036.056;;;;;;;;;;;;;;;
JAM_A01;T08;32;MATAMATA VERMELHO;Eschweilera grandifolia;Lecythidaceae;0.88;12.2;0.011689866;0.04800063;0.122;0.095818576;0.393447789;O;S;2;A;NA;5.40;7.23;1;0.7;0.5;1.1;20011209;522194.6088;8998035.768;;;;;;;;;;;;;;;
JAM_A01;T08;33;POROROCA;Dialium guianense;Fabaceae;0.89;19.3;0.029255296;0.407579314;0.193;0.151581846;2.111809916;O;C;1;A;NA;14.15;24.15;3;1.1;2;2.3;20011209;522193.451;8998030.4;;;;;;;;;;;;;;;
JAM_A01;T08;34;AÇAI;Euterpe oleracea;Arecaceae;NA;9.7;0.007389811;0.021845075;0.097;0.076183622;0.225206958;P;S;1;A;NA;8.93;10.68;1.7;1.6;1.8;1.9;20011209;522195.1297;8998029.65;;;;;;;;;;;;;;;
JAM_A01;T08;35;INHARE;Helicostylis sp.;Moraceae;0.65;5.1;0.002042821;0.006106755;0.051;0.040055306;0.119740291;O;S;3;A;NA;4.48;7.07;1.5;0.7;1.7;0.8;20011209;522195.0714;8998024.25;;;;;;;;;;;;;;;
JAM_A01;T08;36;MUIRAPIRANGA;Brosimum rubescens;Moraceae;0.83;41.5;0.135265199;2.251388941;0.415;0.325940238;5.425033594;O;C;1;A;NA;20.13;31.12;1;8;4.4;5.5;20011209;522194.143;8998016.474;;;;;;;;;;;;;;;
JAM_A01;T08;37;BREU BRANCO;Protium paniculatum;Burseraceae;0.49;19.4;0.029559245;0.184932781;0.194;0.152367244;0.95326176;O;S;2;A;NA;9.60;19.70;3;4.2;3.2;2.8;20011209;522193.4349;8997975.277;;;;;;;;;;;;;;;
JAM_A01;T08;38;MORTA;NI;NI;0.6;15.2;0.018145839;0.019556542;0.152;0.119380521;0.128661461;O;NA;NA;D;1;NA;2.80;NA;NA;NA;NA;20011209;522192.7158;8997960.992;;;;;;;;;;;;;;;
JAM_A01;T08;39;MUIRATINGA;Brosimum rubescens ;Moraceae;0.83;39;0.119459061;1.905336636;0.39;0.306305284;4.885478555;O;C;1;A;NA;17.98;29.83;3.8;3.3;2.4;4.8;20011209;522191.7458;8997958.619;;;;;;;;;;;;;;;
JAM_A01;T08;40;UCUUBA;Virola melinoni;Myristicaceae;0.48;20.2;0.032047387;0.164492347;0.202;0.158650429;0.814318551;O;S;2;A;NA;8.22;16.63;0;6.2;2.4;2.9;20011209;522192.2283;8997954.603;;;;;;;;;;;;;;;
JAM_A01;T08;41;SORVA;Couma guianensis;Apocynaceae;0.47;15;0.017671459;0.080251962;0.15;0.117809725;0.535013078;O;S;2;A;NA;10.32;15.01;1.6;1.7;0.7;2;20011209;522191.7997;8997946.812;;;;;;;;;;;;;;;
JAM_A01;T08;42;AÇAI;Euterpe oleracea;Arecaceae;NA;11.74;0.010824954;0.031138091;0.1174;0.092205744;0.265230756;P;S;3;A;NA;9.86;11.86;1.2;1.1;1.2;1.1;20011209;522192.682;8997942.785;;;;;;;;;;;;;;;
JAM_A01;T08;43;ENVIRA QUIABO;Sterculia pruriens;Malvaceae;0.49;5;0.001963495;0.004302808;0.05;0.039269908;0.086056166;O;S;3;A;NA;5.86;6.95;0.9;1;0.9;0.8;20011209;522192.7718;8997934.376;;;;;;;;;;;;;;;
JAM_A01;T08;44;MUIRATINGA;Brosimum rubescens ;Moraceae;0.83;12;0.011309734;0.094778978;0.12;0.09424778;0.789824818;O;S;2;A;NA;11.43;15.67;1.9;1.1;1;1.2;20011209;522190.2167;8997922.695;;;;;;;;;;;;;;;
JAM_A01;T08;45;BREU BRANCO;Protium paniculatum;Burseraceae;0.49;11.3;0.010028749;0.049499866;0.113;0.088749992;0.438051911;O;S;2;A;NA;12.66;15.54;1.1;1.3;1.2;1;20011209;522192.8163;8997919.371;;;;;;;;;;;;;;;
JAM_A01;T08;46;MACUCU;Licania heteromorpha;Chrysobalanaceae;0.82;7;0.003848451;0.02678026;0.07;0.054977871;0.382575146;O;S;3;A;NA;10.35;13.15;1.2;1;0.8;1.9;20011209;522193.0984;8997906.473;;;;;;;;;;;;;;;
JAM_A01;T08;47;AÇAI;Euterpe oleracea;Arecaceae;NA;15.7;0.019359279;0.053419992;0.157;0.123307512;0.340254728;P;S;2;A;NA;13.13;18.46;2.4;2.5;2.4;2.5;20011209;522192.8652;8997897.462;;;;;;;;;;;;;;;
JAM_A01;T08;48;ANGELIM RAJADO;Zygia racemosa;Fabaceae;0.75;7;0.003848451;0.017687702;0.07;0.054977871;0.252681462;O;S;3;A;NA;3.82;9.46;1.1;0.7;1.8;1.8;20011209;522194.2579;8997887.599;;;;;;;;;;;;;;;
JAM_A01;T08;49;TAXI VERMELHO;Tachigali alba;Fabaceae;0.56;7.7;0.004656626;0.018686737;0.077;0.060475659;0.242684899;O;S;2;A;NA;8.16;11.05;0.8;0.7;0.5;1;20011209;522193.7878;8997886.585;;;;;;;;;;;;;;;
JAM_A01;T08;50;POROROCA;Dialium guianense;Fabaceae;0.89;19.2;0.028952918;0.346598974;0.192;0.150796447;1.80520299;O;S;2;A;NA;10.26;20.75;1.1;2.3;2.1;2.2;20011209;522194.135;8997884.995;;;;;;;;;;;;;;;
JAM_A01;T08;51;TAXI BRANCO;Tachigali paniculata;Fabaceae;0.56;22.2;0.038707563;0.377347949;0.222;0.174358392;1.699765536;O;C;2;A;NA;12.02;26.86;2.4;2.8;3.4;2.5;20011209;522191.7813;8997866.517;;;;;;;;;;;;;;;
