area;transect;tree;common_name;scientific_name;family_name;WSD;DBH;BA;AGB;area_sampled;BA_AS;AGB_AS;type;canopy;light;dead;d_class;Hcom;Htot;RN;RS;RE;RW;date;UTM_Easting;UTM_Northing;;;;;;;;;;;;;;;
JAM_A01;T08;52;URUCURANA;Sloanea guianensis;Elaeocarpaceae;0.82;8.4;0.005541769;0.027665902;0.084;0.065973446;0.329355976;O;S;2;A;NA;6.10;9.38;0.8;1.7;1.8;0.5;20011209;522194.9022;8997859.106;;;;;;;;;;;;;;;
JAM_A01;T08;53;TAXI VERMELHO;Tachigali alba;Fabaceae;0.56;27.5;0.059395736;0.59423532;0.275;0.215984495;2.160855709;O;C;2;A;NA;11.91;27.55;6;0.5;2.1;2.7;20011209;522193.3429;8997850.956;;;;;;;;;;;;;;;
JAM_A01;T08;54;MUIRATINGA;Brosimum rubescens ;Moraceae;0.83;12.7;0.012667687;0.085064902;0.127;0.099745567;0.669802381;O;S;3;A;NA;6.52;12.56;1.7;1.4;1.6;3.7;20011209;522195.2894;8997849.413;;;;;;;;;;;;;;;
JAM_A01;T08;55;INHARE;Helicostylis sp.;Moraceae;0.65;17;0.022698007;0.158463436;0.17;0.133517688;0.932137859;O;S;2;A;NA;11.71;16.51;1.9;1.5;0.8;1.3;20011209;522195.2517;8997847.311;;;;;;;;;;;;;;;
JAM_A01;T08;56;INHARE;Helicostylis sp.;Moraceae;0.65;8.2;0.005281017;0.029324934;0.082;0.064402649;0.357621149;O;S;3;A;NA;9.47;13.13;1.2;0.8;1;1.2;20011209;522194.6934;8997845.894;;;;;;;;;;;;;;;
JAM_A01;T08;57;JOAO MOLE;Neea oppositifolia;Nyctaginaceae;0.89;8.1;0.005152997;0.034034679;0.081;0.063617251;0.420181223;O;S;3;A;NA;6.01;11.42;1.7;1.1;2;2;20011209;522195.6034;8997838.818;;;;;;;;;;;;;;;
JAM_A01;T08;58;AÇAI;Euterpe oleracea;Arecaceae;NA;15.8;0.01960668;0.054053569;0.158;0.12409291;0.342111195;P;E;1;A;NA;16.15;20.94;1.8;1.9;1.9;1.7;20011209;522195.3983;8997835.61;;;;;;;;;;;;;;;
JAM_A01;T08;59;ENVIRA TURI;Bocageopsis multiflora;Annonaceae;0.64;25.9;0.052685294;0.647739268;0.259;0.203418124;2.500923813;O;C;2;A;NA;20.26;29.63;2.9;2.6;2.7;3.2;20011209;522193.1253;8997824.538;;;;;;;;;;;;;;;
JAM_A01;T08;60;BREU BRANCO;Protium paniculatum;Burseraceae;0.49;10.5;0.008659015;0.036963695;0.105;0.082466807;0.352035186;O;S;2;A;NA;4.38;13.44;2.7;3.1;2.5;3.2;20011209;522196.2276;8997821.129;;;;;;;;;;;;;;;
JAM_A01;T08;61;ENVIRA PRETA;Guatteria schomburgkiana;Annonaceae;0.60;10;0.007853982;0.052769855;0.1;0.078539816;0.527698545;O;S;2;A;NA;11.65;17.28;0.7;0.8;0.9;0.5;20011209;522196.3557;8997813.429;;;;;;;;;;;;;;;
JAM_A01;T08;62;INHARE;Helicostylis sp.;Moraceae;0.65;16.8;0.022167078;0.205215038;0.168;0.131946891;1.221518084;O;S;2;A;NA;17.41;21.89;1.5;1.3;1.4;1.5;20011209;522195.214;8997804.691;;;;;;;;;;;;;;;
JAM_A01;T08;63;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;9.1;0.006503882;0.032384015;0.091;0.071471233;0.355868293;O;S;1;A;NA;7.90;10.85;0.7;1.2;1.01;1.9;20011209;522196.9955;8997791.838;;;;;;;;;;;;;;;
JAM_A01;T08;64;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;10;0.007853982;0.045161739;0.1;0.078539816;0.451617386;O;S;2;A;NA;7.63;12.54;0.9;1;0.8;1;20011209;522196.0226;8997790.909;;;;;;;;;;;;;;;
JAM_A01;T08;65;CASCA SECA;Licania canescens;Chrysobalanaceae;0.88;5.6;0.002463009;0.012157786;0.056;0.043982297;0.21710333;O;S;3;A;NA;5.40;8.66;1.2;0.5;2;1.2;20011209;522196.8408;8997786.932;;;;;;;;;;;;;;;
JAM_A01;T08;66;PARAPARA;Jacaranda copaia;Bignoniaceae;0.35;28.1;0.062015824;0.372165667;0.281;0.220696884;1.32443298;O;C;2;A;NA;11.17;26.19;2.6;1.2;2.7;1.1;20011209;522196.9704;8997785.935;;;;;;;;;;;;;;;
JAM_A01;T08;67;GUARIUBA;Clarisia racemosa;Moraceae;0.59;61.2;0.29416617;3.942381327;0.612;0.480663676;6.441799554;O;C;1;A;NA;28.33;35.32;5.6;12.3;2.7;8.7;20011209;522192.5087;8997767.695;;;;;;;;;;;;;;;
JAM_A01;T08;68;BREU BRANCO;Protium paniculatum;Burseraceae;0.49;12.6;0.012468981;0.052627927;0.126;0.098960169;0.417681958;O;S;3;A;NA;7.64;13.29;2.6;2.3;2.2;3.1;20011209;522197.7271;8997767.149;;;;;;;;;;;;;;;
JAM_A01;T08;69;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;14.8;0.017203361;0.127447389;0.148;0.116238928;0.86113101;O;S;3;A;NA;8.95;16.15;0;1.6;1.1;5.5;20011209;522197.7656;8997765.85;;;;;;;;;;;;;;;
JAM_A01;T08;70;MUIRAPIRANGA;Brosimum rubescens;Moraceae;0.83;29.5;0.068349275;0.289171573;0.295;0.231692458;0.980242619;O;C;2;A;NA;4.42;7.91;3.1;1.4;2.2;2.2;20011209;522196.9926;8997764.927;;;;;;;;;;;;;;;
JAM_A01;T08;71;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;5.5;0.002375829;0.007068718;0.055;0.043196899;0.128522145;O;S;3;A;NA;4.50;6.49;1.2;1.1;1.1;1.1;20011209;522197.6072;8997764.445;;;;;;;;;;;;;;;
JAM_A01;T08;72;MUIRAPIRANGA;Brosimum rubescens;Moraceae;0.83;8.4;0.005541769;0.051476313;0.084;0.065973446;0.612813247;O;S;2;A;NA;10.85;17.37;2.8;1.1;1.1;2.5;20011209;522197.4213;8997753.834;;;;;;;;;;;;;;;
JAM_A01;T08;73;MORTA;NI;NI;0.6;33.2;0.086569727;0.107698073;0.332;0.26075219;0.324391786;O;NA;NA;D;1;NA;3.34;NA;NA;NA;NA;20011209;522198.2884;8997741.455;;;;;;;;;;;;;;;
JAM_A01;T08;74;TENTO;Ormosia grossa;Fabaceae;0.62;27;0.057255526;0.331455904;0.27;0.212057504;1.22761446;O;C;2;A;NA;10.87;14.39;4.3;3.2;2.8;2.1;20011209;522198.8208;8997726.864;;;;;;;;;;;;;;;
JAM_A01;T08;75;ACARIQUARA;Minquartia guianensis;Olacaceae;0.77;11.6;0.010568318;0.072238594;0.116;0.091106187;0.6227465;O;S;2;A;NA;7.98;13.70;1.1;1;1.2;1.1;20011209;522198.7372;8997719.558;;;;;;;;;;;;;;;
JAM_A01;T08;76;ABIURANA;Pouteria gongrijpii;Sapotaceae;0.80;7;0.003848451;0.015652584;0.07;0.054977871;0.223608338;O;S;3;A;NA;4.24;7.85;1.2;1.7;1.8;1.2;20011209;522199.0474;8997712.464;;;;;;;;;;;;;;;
JAM_A01;T08;77;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;28.5;0.063793966;0.589953303;0.285;0.223838477;2.070011591;O;C;2;A;NA;12.38;20.16;3.2;2.5;2.2;3;20011209;522198.9652;8997711.862;;;;;;;;;;;;;;;
JAM_A01;T08;78;ARATACIU;Sagotia racemosa;Euphorbiaceae;0.58;8.8;0.006082123;0.017236784;0.088;0.069115038;0.195872542;O;S;3;A;NA;4.94;7.54;1.5;1.3;1.3;1;20011209;522199.3043;8997707.17;;;;;;;;;;;;;;;
JAM_A01;T08;79;ENVIRA PRETA;Guatteria schomburgkiana;Annonaceae;0.60;8.7;0.005944679;0.026865647;0.087;0.06832964;0.308800544;O;S;2;A;NA;8.41;11.62;1.2;1.1;1;1.2;20011209;522198.4403;8997705.944;;;;;;;;;;;;;;;
JAM_A01;T08;80;CUPUI;Theobroma subincanum;Malvaceae;0.47;8.2;0.005281017;0.022023898;0.082;0.064402649;0.268584118;O;S;3;A;NA;8.42;13.69;1.2;1.3;1.6;1.3;20011209;522199.3384;8997699.267;;;;;;;;;;;;;;;
JAM_A01;T08;81;UXIRANA;Sacoglottis guianensis;Humiriaceae;0.84;19.7;0.030480517;0.250940172;0.197;0.154723438;1.273807979;O;C;2;A;NA;10.34;15.12;1.7;1;1.6;1;20011209;522199.1622;8997698.462;;;;;;;;;;;;;;;
JAM_A01;T08;82;INGA;Inga marginata;Fabaceae;0.57;6.9;0.003739281;0.013819544;0.069;0.054192473;0.200283248;O;S;2;A;NA;5.83;9.95;1.5;1.7;1.8;0.6;20011209;522199.7656;8997708.484;;;;;;;;;;;;;;;
JAM_A01;T08;83;TAXI VERMELHO;Tachigali alba;Fabaceae;0.56;5.7;0.002551759;0.008384811;0.057;0.044767695;0.147101945;O;S;3;A;NA;5.81;9.05;0.8;0.6;0.7;0.8;20011209;522199.5235;8997713.279;;;;;;;;;;;;;;;
JAM_A01;T08;84;GRAO DE GUARIBA;Mayna odorata;Flacourtiaceae;0.62;8.7;0.005944679;0.012597628;0.087;0.06832964;0.14480032;O;S;3;A;NA;3.99;5.27;1.3;1.5;1.6;1.3;20011209;522199.4576;8997718.879;;;;;;;;;;;;;;;
JAM_A01;T08;85;QUARUBARANA;Erisma uncinatum;Vochysiaceae;0.51;18.7;0.027464588;0.136787015;0.187;0.146869457;0.731481365;O;S;3;A;NA;9.36;15.07;2.2;1.4;1.9;2.3;20011209;522201.0798;8997721.529;;;;;;;;;;;;;;;
JAM_A01;T08;86;LOURO PRETO;Nectandra cuspidata;Lauraceae;0.56;9;0.006361725;0.022631543;0.09;0.070685835;0.251461587;O;S;3;A;NA;5.63;9.80;1;0.7;0;1.6;20011209;522200.0566;8997722.299;;;;;;;;;;;;;;;
JAM_A01;T08;87;INHARE;Helicostylis sp.;Moraceae;0.65;25.9;0.052685294;0.445815749;0.259;0.203418124;1.721296327;O;C;2;A;NA;12.67;20.01;1.9;1.5;1.6;1.7;20011209;522199.4272;8997723.28;;;;;;;;;;;;;;;
JAM_A01;T08;88;INHARE;Helicostylis sp.;Moraceae;0.65;26;0.053092916;0.14426225;0.26;0.204203522;0.554854806;O;C;1;A;NA;3.52;6.43;2.6;2.3;5.5;0;20011209;522202.0734;8997735.264;;;;;;;;;;;;;;;
JAM_A01;T08;89;MORTA;NI;NI;0.7;15;0.017671459;0.02693581;0.15;0.117809725;0.179572069;O;NA;NA;D;2;NA;3.55;NA;NA;NA;NA;20011209;522200.0669;8997742.208;;;;;;;;;;;;;;;
JAM_A01;T08;90;TAXI VERMELHO;Tachigali alba;Fabaceae;0.56;15.8;0.01960668;0.103077718;0.158;0.12409291;0.652390623;O;S;1;A;NA;9.29;14.48;2.1;1.6;2.3;0.2;20011209;522198.9599;8997749.178;;;;;;;;;;;;;;;
JAM_A01;T08;91;BREU BRANCO;Protium paniculatum;Burseraceae;0.49;9;0.006361725;0.024788201;0.09;0.070685835;0.275424453;O;S;3;A;NA;8.99;12.27;1.6;1.2;1.6;1.2;20011209;522197.9137;8997774.358;;;;;;;;;;;;;;;
JAM_A01;T08;92;PEREAUNA;NI;NI;0.62;9.2;0.00664761;0.027017242;0.092;0.072256631;0.293665675;O;S;3;A;NA;7.50;10.11;1.4;2.7;2.85;0.8;20011209;522198.1017;8997788.27;;;;;;;;;;;;;;;
JAM_A01;T08;93;MORTA;NI;NI;0.58;56.3;0.24894687;1.630031256;0.563;0.442179166;2.89525978;O;NA;NA;D;3;NA;26.53;NA;NA;NA;NA;20011209;522197.3946;8997795.252;;;;;;;;;;;;;;;
JAM_A01;T08;94;MUTUTI;Pterocarpus sp.;Fabaceae;0.51;11;0.009503318;0.047173204;0.11;0.086393798;0.428847312;O;S;2;A;NA;11.36;14.95;1.7;1;1.8;1.2;20011209;522196.5527;8997813.535;;;;;;;;;;;;;;;
JAM_A01;T08;95;TAXI VERMELHO;Tachigali alba;Fabaceae;0.56;44.6;0.156228261;1.623674628;0.446;0.350287581;3.640526071;O;C;1;A;NA;17.08;28.62;6.7;5.8;7.2;3.2;20011209;522197.9861;8997819.18;;;;;;;;;;;;;;;
JAM_A01;T08;96;UCUUBA;Virola melinoni;Myristicaceae;0.48;15.1;0.017907864;0.116834612;0.151;0.118595123;0.773739152;O;S;2;A;NA;15.63;21.14;2.3;1.8;1.4;2.1;20011209;522196.2913;8997825.732;;;;;;;;;;;;;;;
JAM_A01;T08;97;MATA MATA BRANCO;Eschweilera coriacea;Lecythidaceae;0.85;29.1;0.066508302;0.500741249;0.291;0.228550866;1.720760307;O;S;2;A;NA;7.73;13.64;2.3;2.6;2.7;2.4;20011209;522197.2486;8997844.069;;;;;;;;;;;;;;;
JAM_A01;T08;98;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;8.3;0.005410608;0.025210873;0.083;0.065188048;0.303745462;O;S;3;A;NA;6.75;10.16;1;1.5;1.9;0.3;20011209;522194.8207;8997882.114;;;;;;;;;;;;;;;
JAM_A01;T08;99;ENVIRA BRANCA;Annona exsucca;Annonaceae;0.44;15.7;0.019359279;0.057366364;0.157;0.123307512;0.365390854;O;S;2;A;NA;6.82;10.34;3.1;1.7;1.7;1.1;20011209;522195.0117;8997882.419;;;;;;;;;;;;;;;
JAM_A01;T08;100;MORTA;NI;NI;0.58;24.7;0.047916357;0.077951306;0.247;0.193993346;0.315592332;O;NA;NA;D;3;NA;4.84;NA;NA;NA;NA;20011209;522194.8969;8997882.916;;;;;;;;;;;;;;;
JAM_A01;T08;101;JOAO MOLE;Neea oppositifolia;Nyctaginaceae;0.89;23.6;0.043743536;0.419663391;0.236;0.185353967;1.778234706;O;S;2;A;NA;9.07;16.58;2.3;2.6;2.8;2.1;20011209;522195.0805;8997890.225;;;;;;;;;;;;;;;
JAM_A01;T08;102;TAXI BRANCO;Tachigali paniculata;Fabaceae;0.56;22.4;0.039408138;0.293371326;0.224;0.175929189;1.309693422;O;C;2;A;NA;13.45;20.51;1.5;4.5;4.8;2;20011209;522195.3264;8997854.917;;;;;;;;;;;;;;;
JAM_A01;T08;103;TAXI PRETO;Tachigali myrmecophila;Fabaceae;0.48;66.7;0.349415004;3.574848975;0.667;0.523860575;5.359593666;O;E;1;A;NA;17.87;33.17;1.3;10;3;10.7;20011209;522194.1505;8997908.105;;;;;;;;;;;;;;;
JAM_A01;T08;104;MORTA;NI;NI;0.6;45.5;0.162597055;1.326972839;0.455;0.357356164;2.916423821;O;NA;NA;D;1;NA;33.32;NA;NA;NA;NA;20011209;522194.0409;8997911.804;;;;;;;;;;;;;;;
JAM_A01;T08;105;UXIRANA;Sacoglottis guianensis;Humiriaceae;0.84;18.7;0.027464588;0.376742827;0.187;0.146869457;2.014667523;O;S;2;A;NA;14.60;25.20;0.7;0.5;0.8;0.6;20011209;522193.5426;8997918.492;;;;;;;;;;;;;;;
JAM_A01;T08;106;MORTA;NI;NI;0.7;70;0.3848451;4.07912598;0.7;0.549778714;5.827322828;O;NA;NA;D;2;NA;37.99;NA;NA;NA;NA;20011209;522200.9853;8997923.915;;;;;;;;;;;;;;;
JAM_A01;T08;107;TAXI BRANCO;Tachigali paniculata;Fabaceae;0.56;12;0.011309734;0.080578133;0.12;0.09424778;0.671484441;O;S;3;A;NA;13.27;19.63;1.6;1.7;1;1.6;20011209;522192.9739;8997937.683;;;;;;;;;;;;;;;
JAM_A01;T08;108;INHARE;Helicostylis sp.;Moraceae;0.65;16;0.020106193;0.15713492;0.16;0.125663706;0.982093253;O;S;3;A;NA;9.48;18.48;2;1.2;1.6;1.6;20011209;522192.8562;8997938.28;;;;;;;;;;;;;;;
JAM_A01;T08;109;INHARE;Helicostylis sp.;Moraceae;0.65;11.2;0.009852035;0.083536977;0.112;0.087964594;0.745865867;O;S;3;A;NA;13.75;20.05;1.2;1.2;0.8;0;20011209;522192.9206;8997939.483;;;;;;;;;;;;;;;
JAM_A01;T08;110;INHARE;Helicostylis sp.;Moraceae;0.65;11;0.009503318;0.040098628;0.11;0.086393798;0.364532984;O;S;3;A;NA;7.04;9.98;2.2;1.2;1.9;1.3;20011209;522192.9142;8997943.878;;;;;;;;;;;;;;;
JAM_A01;T08;111;INGA VERMELHO;Inga alba;Fabaceae;0.59;70.5;0.390362522;5.858992603;0.705;0.553705705;8.310627806;O;E;1;A;NA;18.85;39.52;6.6;8.5;6.8;7;20011209;522200.0756;8997945.869;;;;;;;;;;;;;;;
JAM_A01;T08;112;MORTA;NI;NI;0.6;20.3;0.032365473;0.077518668;0.203;0.159435827;0.381865359;O;NA;NA;D;1;NA;7.45;NA;NA;NA;NA;20011209;522194.6033;8997960.536;;;;;;;;;;;;;;;
JAM_A01;T08;113;MORTA;NI;NI;0.6;12;0.011309734;0.016634696;0.12;0.09424778;0.13862247;O;NA;NA;D;1;2.84;4.10;NA;NA;NA;NA;20011209;522194.2357;8997961.647;;;;;;;;;;;;;;;
JAM_A01;T08;114;ABIURANA;Pouteria gongrijpii;Sapotaceae;0.80;6.5;0.003318307;0.019780676;0.065;0.051050881;0.304318096;O;S;3;A;NA;5.93;11.51;0.9;1.4;1.5;0.8;20011209;522194.5943;8997997.752;;;;;;;;;;;;;;;
JAM_A01;T08;115;MORTA;NI;NI;0.6;23;0.041547563;0.048633116;0.23;0.180641578;0.211448331;O;NA;NA;D;1;NA;3.10;NA;NA;NA;NA;20011209;522196.1248;8998012.414;;;;;;;;;;;;;;;
JAM_A01;T08;116;ROXINHO;Peltogyne leicointei;Fabaceae;0.76;17.2;0.023235219;0.30661413;0.172;0.135088484;1.78264029;O;S;2;A;NA;19.51;26.67;2.5;2.1;2.6;2.3;20011209;522196.9122;8998018.793;;;;;;;;;;;;;;;
JAM_A01;T08;117;ABIURANA;Pouteria gongrijpii;Sapotaceae;0.80;33.6;0.088668311;0.924838979;0.336;0.263893783;2.75249696;O;C;2;A;NA;11.24;20.13;3.4;4;4.5;4.2;20011209;522197.1145;8998025.69;;;;;;;;;;;;;;;
JAM_A01;T08;118;POROROCA;Dialium guianense;Fabaceae;0.89;50;0.196349541;3.1359365;0.5;0.392699082;6.271872999;O;E;1;A;NA;20.41;27.68;5;4.5;4.7;5.8;20011209;522197.525;8998073.799;;;;;;;;;;;;;;;
JAM_A01;T08;119;POROROCA;Dialium guianense;Fabaceae;0.89;95.3;0.713305681;15.58472524;0.953;0.74848445;16.35333183;O;E;1;A;NA;23.40;37.87;5.8;3.4;6.7;6.8;20011209;522202.4887;8998096.363;;;;;;;;;;;;;;;
JAM_A01;T08;120;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;22;0.038013271;0.347905684;0.22;0.172787596;1.581389472;O;C;2;A;NA;14.63;19.95;2.4;1.8;2.5;3.8;20011209;522201.5891;8998096.389;;;;;;;;;;;;;;;
JAM_A01;T08;121;INHARE;Helicostylis sp.;Moraceae;0.65;10.1;0.008011847;0.046529602;0.101;0.079325215;0.460689127;O;S;3;A;NA;9.73;13.73;1.1;0.9;1.5;1.8;20011209;522197.4612;8998098.912;;;;;;;;;;;;;;;
JAM_A01;T08;122;INHARE;Helicostylis sp.;Moraceae;0.65;5.9;0.002733971;0.007579649;0.059;0.046338492;0.128468633;O;S;3;A;NA;4.96;6.56;1.7;1.2;1.2;1.7;20011209;522197.8608;8998102.301;;;;;;;;;;;;;;;
JAM_A01;T08;123;ROXINHO;Peltogyne leicointei;Fabaceae;0.76;13.1;0.013478218;0.099161588;0.131;0.102887159;0.756958686;O;S;3;A;NA;9.32;14.87;1.9;1.5;2;2;20011209;522198.3008;8998113.893;;;;;;;;;;;;;;;
JAM_A01;T08;124;AÇAI;Euterpe oleracea;Arecaceae;NA;14.2;0.015836769;0.044332036;0.142;0.111526539;0.312197436;P;C;2;A;NA;11.83;14.68;2.3;2.3;2.2;2.3;20011209;522198.8648;8998119.479;;;;;;;;;;;;;;;
JAM_A01;T08;125;INGA VERMELHO;Inga alba;Fabaceae;0.59;29.7;0.069279187;0.663998651;0.297;0.233263255;2.235685693;O;C;2;A;NA;9.08;25.23;4.2;3.4;6.5;3.5;20011209;522199.1116;8998121.073;;;;;;;;;;;;;;;
JAM_A01;T08;126;GUARIUBA;Clarisia racemosa;Moraceae;0.59;7.7;0.004656626;0.011391303;0.077;0.060475659;0.147938997;O;S;3;A;NA;4.66;6.45;1.5;0.8;0.8;1.6;20011209;522198.3501;8998122.396;;;;;;;;;;;;;;;
JAM_A01;T08;127;TAXI PRETO;Tachigali myrmecophila;Fabaceae;0.48;23.1;0.041909631;0.299239401;0.231;0.181426976;1.295408663;O;C;2;A;NA;11.21;23.15;2.8;3;3.6;2.8;20011209;522199.8905;8998123.751;;;;;;;;;;;;;;;
JAM_A01;T08;128;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;14;0.015393804;0.104508207;0.14;0.109955743;0.746487191;O;S;2;A;NA;11.53;14.80;1.6;1.5;2;1.3;20011209;522199.202;8998130.974;;;;;;;;;;;;;;;
JAM_A01;T08;129;INHARE;Helicostylis sp.;Moraceae;0.65;7.2;0.004071504;0.019986155;0.072;0.056548668;0.277585488;O;S;3;A;NA;5.97;11.61;1.1;1.2;1.4;1;20011209;522199.0167;8998131.48;;;;;;;;;;;;;;;
JAM_A01;T08;130;MACUCU;Licania heteromorpha;Chrysobalanaceae;0.82;14.5;0.016512996;0.131097127;0.145;0.113882734;0.904118116;O;S;3;A;NA;12.86;15.00;1.9;2;1.8;2.3;20011209;522199.1958;8998134.176;;;;;;;;;;;;;;;
JAM_A01;T08;131;MORTA;NI;NI;0.58;54.1;0.22987112;0.918665626;0.541;0.424900406;1.698088033;O;NA;NA;D;3;NA;14.51;NA;NA;NA;NA;20011209;522199.5397;8998135.666;;;;;;;;;;;;;;;
JAM_A01;T08;132;TAXI VERMELHO;Tachigali alba;Fabaceae;0.56;66.7;0.349415004;4.782812049;0.667;0.523860575;7.170632757;O;E;1;A;NA;22.14;37.70;6.7;6.3;5.3;8.5;20011209;522202.6023;8998144.58;;;;;;;;;;;;;;;
JAM_A01;T08;133;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;29;0.066051986;1.142174168;0.29;0.227765467;3.938531612;O;C;2;A;NA;22.14;37.70;2;5.2;2.7;4.2;20011209;522201.1757;8998153.926;;;;;;;;;;;;;;;
JAM_A01;T08;134;ABIURANA;Pouteria gongrijpii;Sapotaceae;0.80;42.5;0.141862543;2.202856622;0.425;0.333794219;5.183192051;O;C;2;A;NA;16.50;29.97;2.6;1;1.4;2.7;20011209;522202.5297;8998169.393;;;;;;;;;;;;;;;
JAM_A01;T08;135;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;21.1;0.034966712;0.449556543;0.211;0.165719012;2.130599728;O;S;2;A;NA;14.28;28.03;2.4;1.6;1.9;2.2;20011209;522200.4629;8998170.554;;;;;;;;;;;;;;;
