Area,trans,tree,common.name,scientific.name,family.name,DBH.09,type.09,canopy.09,light.09,Dead.09,D.class.09,Hcom.09,Htot.09,RN.09,RS.09,RE.09,RW.09,DBH.11,type.11,canopy.11,light.11,Dead.11,D.class.11,X.11,Y.11,Hcom.11,Htot.11,RN.11,RS.11,RE.11,RW.11,UTM.Easting,UTM.Northing
DUC_A01,T03,1893,seringarana,Micrandra minor,Euphorbiaceae,9.7,O,S,3,FALSE,NA,7.84,13.11,1.8,2.35,2.5,2.3,9.9,O,S,3,FALSE,NA,-0.15,57.93,7.63,12.75,1.8,2.1,2,1.4,171260.8108,9673308.387
DUC_A01,T03,1894,mato,NA,NA,7.2,O,S,NA,TRUE,2,NA,8.54,NA,NA,NA,NA,NA,O,NA,NA,FALSE,NA,-0.4,61.05,NA,NA,NA,NA,NA,NA,171261.5762,9673305.155
DUC_A01,T03,1895,axixa,Sterculia pruriens,Malvaceae,27.9,O,C,2,FALSE,NA,15.89,23.08,2.9,3.2,3.8,5.2,28.2,O,S,2,FALSE,NA,-2.32,63.42,17,21.63,3.4,3.3,4.3,3.8,171263.8181,9673303.275
DUC_A01,T03,1896,ucuuba,Virola michelii,Myristicaceae,30.7,O,E,1,FALSE,NA,19.4,27.09,3.5,4.9,1.55,4.7,31.2,O,E,1,FALSE,NA,-1.32,84.18,21.03,26.59,3.1,2.9,2.8,3.6,171266.0276,9673282.944
DUC_A01,T03,1897,breu,Protium heptaphyllum,Burseraceae,7.1,O,S,2,FALSE,NA,8.34,11.43,2,3.5,3.85,1.05,7.3,O,S,3,FALSE,NA,-0.24,85,11.28,15.07,1.8,1.7,2,1.4,171265.0473,9673282.229
DUC_A01,T03,1898,macucu branco,Licania sp.,Chrysobalanaceae,9.4,O,C,2,FALSE,NA,14.24,17.15,3.35,2.9,2.3,2.4,9.6,O,S,3,FALSE,NA,-0.32,89,10.91,18.25,2.7,2.2,1.8,1.9,171265.7312,9673278.425
DUC_A01,T03,1899,envira preta,Guatteria schomburgkiana,Annonaceae,10.2,O,S,2,FALSE,NA,14.03,17.06,1.85,1.45,3.25,1.8,10.8,O,S,2,FALSE,NA,-0.14,102,15.75,20.45,1.3,1.8,2.8,1,171267.6397,9673265.732
DUC_A01,T03,1900,tinteiro,Miconia poeppigii,Melastomataceae,23.3,O,E,1,FALSE,NA,17.37,22.58,5.25,3.3,5.7,4.15,24.9,O,D,1,FALSE,NA,-1.2,107.8,18.29,23.15,4.5,2.8,5.2,2.7,171269.5972,9673260.514
DUC_A01,T03,1901,fava-saboeiro,Abarema jupunba,Fabaceae,18.5,O,C,1,FALSE,NA,19.13,23.06,2.1,4.55,2.25,3.95,19.3,O,S,2,FALSE,NA,-0.33,122.8,21.49,25.1,2.6,2.3,2.7,2.6,171271.1723,9673245.984
DUC_A01,T03,1902,murta,Strychnos subcordata,Loganiaceae,13.6,O,S,2,FALSE,NA,14.31,18.78,3.45,0.2,2,1.55,13.9,O,S,3,FALSE,NA,-0.67,138.7,12.97,18.22,2,1.1,2,1,171274.1432,9673230.457
DUC_A01,T03,1903,ucuuba vermelha,Virola mollissima,Myristicaceae,8,O,S,2,FALSE,NA,6.6,10.33,2.45,2.75,2.2,2.5,8.1,O,S,3,FALSE,NA,-0.1,149.8,9.31,12.13,2.4,2.4,2.3,2.4,171275.3045,9673220.173
DUC_A01,T03,1904,iperana,Eperua bijuga,Fabaceae,12,O,C,1,FALSE,NA,11.75,17.8,2.55,2.7,1.7,3.6,12.8,O,S,1,FALSE,NA,-1.1,170.4,14.24,16.9,2,2.1,2.2,2.6,171279.6357,9673200.56
DUC_A01,T03,1905,ucuuba,Virola michelii,Myristicaceae,19.7,O,C,2,FALSE,NA,21.02,26.05,2.3,1.6,2.4,0.75,20,O,D,1,FALSE,NA,-1.02,186.5,20.06,25.48,2.4,2.5,3.6,2,171282.1925,9673184.963
DUC_A01,T03,1906,guariuba,Clarisia racemosa,Moraceae,12.5,O,C,2,FALSE,NA,13.08,21.38,2.15,2.9,2.4,3.5,13.2,O,S,2,FALSE,NA,-1.15,198.82,19.3,21.84,1.6,1.8,1.8,2.2,171284.3303,9673172.975
DUC_A01,T03,1907,macucu branco,Licania sp.,Chrysobalanaceae,10.7,O,S,3,FALSE,NA,14.91,18.39,2.85,1.7,1.4,3.2,11,O,S,2,FALSE,NA,-0.1,202.85,10.51,14.67,1.8,0.7,1.1,1.4,171283.7844,9673168.841
DUC_A01,T03,1908,fava-saboeiro,Abarema cochleata,Fabaceae,7.1,O,S,3,FALSE,NA,5.21,10.26,0.85,1.6,4.05,0.55,7.3,O,S,2,FALSE,NA,-0.4,206.5,8.35,10.65,1.2,1.5,3.3,0.8,171284.5067,9673165.45
DUC_A01,T03,1909,angelim-pedra,Hymenolobium petraeum,Fabaceae,106.7,O,E,1,FALSE,NA,17.35,40.21,4.15,12.95,11.35,12.35,107.5,O,E,1,FALSE,NA,-7.8,206.6,21.48,27.54,4.5,10.7,8.9,9.5,171291.8506,9673166.36
DUC_A01,T03,1910,murta,Strychnos subcordata,Loganiaceae,7.7,O,S,3,FALSE,NA,6.31,11.68,1.7,2.15,1.75,2.1,7.8,O,S,2,FALSE,NA,-0.72,209.89,6.94,12.14,1.8,2,1.7,2,171285.2489,9673162.062
DUC_A01,T03,1911,fava,Parkia sp.,Fabaceae,22.5,O,C,2,FALSE,NA,17.88,25.32,2.6,2.8,3.95,1.65,23,O,S,2,FALSE,NA,-2.18,214.92,21.99,25.72,2.5,3.4,2.2,3.7,171287.264,9673157.671
DUC_A01,T03,1912,tatapiririca,Tapirira guianensis,Anacardiaceae,33.9,O,C,2,FALSE,NA,27.54,32.33,2.5,2.6,7.4,4.1,35.1,O,S,2,FALSE,NA,-3,221.65,27.7,33.52,4,4.9,5.3,3.4,171288.927,9673150.917
DUC_A01,T03,1913,parajuba,Manilkara bidentata,Sapotaceae,46.8,O,E,1,FALSE,NA,21.57,30.73,4.9,4.9,3.7,5.55,46.9,O,D,1,FALSE,NA,-0.4,226.8,22.07,31.44,5.3,3.8,5,2.8,171286.9129,9673146.027
DUC_A01,T03,1914,breu,Protium heptaphyllum,Burseraceae,5.8,O,S,3,FALSE,NA,3.26,7.21,-0.2,2.6,0.85,1.45,5.9,O,S,3,FALSE,NA,-0.43,228.45,5.57,8.48,1.2,1.4,1,1.4,171287.155,9673144.317
DUC_A01,T03,1915,coquirana,Chrysophyllum sanguinolentum,Sapotaceae,5.5,O,S,3,FALSE,NA,6.8,8.75,0.45,2.05,1.3,1.05,5.4,O,S,3,FALSE,NA,-0.18,230.93,5.8,7.41,1.2,1.6,2,1.9,171287.19,9673142.001
DUC_A01,T03,1916,manguerana,Tovomita sp.,Clusiaceae,5,O,S,3,FALSE,NA,3.59,7.44,1,1.8,1.1,1.55,5,O,S,3,FALSE,NA,-0.43,241,3.68,6.98,1.2,2,1.2,1.5,171288.7119,9673131.749
DUC_A01,T03,1917,iperana,Eperua bijuga,Fabaceae,10.3,O,S,3,FALSE,NA,3.04,7.26,1.9,3.1,3.4,1.9,10.2,O,S,3,FALSE,NA,-0.2,247.63,8.23,10.27,2.3,3.4,3.2,2.3,171289.2622,9673125.437
DUC_A01,T03,1918,matamata branco,Eschweilera coriacea,Lecythidaceae,12.3,O,C,2,FALSE,NA,16.53,21.39,2.3,1.5,2.3,1.9,12.7,O,S,2,FALSE,NA,-0.36,254.04,16.44,18.62,2,1.5,2.2,1.7,171290.1994,9673119.172
DUC_A01,T03,1919,seringueira,Hevea brasiliensis,Euphorbiaceae,25.2,O,C,2,FALSE,NA,17.7,22.15,2.7,2.45,2.2,3.8,25.7,O,D,1,FALSE,NA,-2.49,254.21,23,27.06,2.3,2.3,1.8,2.6,171292.3133,9673119.434
DUC_A01,T03,1920,jarana,Lecythis lurida,Lecythidaceae,35.1,O,E,1,FALSE,NA,22.41,27.27,2.3,1.95,4.75,5.5,35.2,O,D,1,FALSE,NA,-3.17,257.1,25.8,30.33,2.8,2.4,3.5,3.3,171293.342,9673116.661
DUC_A01,T03,1921,mandioqueira,Qualea paraensis,Vochysiaceae,16.3,O,C,2,FALSE,NA,14.05,19.9,2.8,3.7,2.7,4.3,16.8,O,S,2,FALSE,NA,-0.45,257.15,17.73,20.64,2.2,2.8,2.4,3.2,171290.6426,9673116.327
DUC_A01,T03,1924,mandioqueira,Qualea paraensis,Vochysiaceae,44,O,C,2,FALSE,NA,21.87,35.83,1.5,8,3.75,8.15,44.6,O,E,1,FALSE,NA,-3.97,283.73,22.01,29.55,3.3,3.3,3.9,4.4,171297.3206,9673091.052
DUC_A01,T03,1925,mato,NA,NA,9.1,O,S,3,FALSE,NA,7.95,11.61,2.05,1.95,2.05,2.6,9.1,O,S,2,FALSE,NA,-0.77,284.94,9.77,12.42,1.8,1.8,2,2,171294.2864,9673089.516
DUC_A01,T03,1927,mato,NA,NA,106,O,E,1,FALSE,NA,25.86,39.74,6.25,12.4,11.7,13.4,106.4,O,D,1,FALSE,NA,-7.93,298.84,24.32,37.45,10.6,9.1,10.5,13,171303.0691,9673077.371
DUC_A01,T03,1928,mato,NA,NA,31.8,O,C,2,FALSE,NA,2.44,20.45,4.55,3.85,2.45,4.3,31.9,O,NA,NA,TRUE,1,-0.3,299.45,0,24.71,NA,NA,NA,NA,171295.6307,9673075.561
DUC_A01,T03,1930,arataciu,Sagotia racemosa,Euphorbiaceae,9.6,O,S,2,FALSE,NA,6.39,10.27,1.15,2.4,1.6,1.8,10,O,S,2,FALSE,NA,-0.63,305.52,17.52,10.74,1.2,1.8,2.1,1.5,171296.935,9673069.43
DUC_A01,T03,1931,mato,NA,NA,102,O,S,NA,TRUE,4,NA,2.77,NA,NA,NA,NA,102,O,NA,NA,TRUE,4,-6.39,306,0,0,NA,NA,NA,NA,171302.6242,9673070.33
DUC_A01,T03,1933,matamata,Eschweilera parviflora,Lecythidaceae,31.9,O,C,2,FALSE,NA,21.73,24.7,1.4,2,2.85,0.55,32.1,O,E,1,FALSE,NA,-1.03,325.75,21.41,35.78,1.2,3,1.7,1,171300.3629,9673050.328
DUC_A01,T03,1934,inga,Inga marginata,Fabaceae,21.7,O,C,2,FALSE,NA,16.24,21.81,0.7,2.5,7.4,-1,22.3,O,D,1,FALSE,NA,-0.52,327.34,20.9,30.49,2,2.3,7.9,-5,171300.1527,9673048.393
DUC_A01,T03,1935,mato,NA,NA,15.8,O,S,NA,TRUE,4,8.58,10.22,NA,NA,NA,NA,15.8,O,NA,NA,TRUE,4,-0.94,343.42,1.1,10.01,NA,NA,NA,NA,171303.0134,9673033.003
DUC_A01,T03,1936,mamorana,Eriotheca globosa,Malvaceae,51.4,O,E,1,FALSE,NA,27.43,34.33,8.8,1.1,2.5,7.2,52.1,O,D,1,FALSE,NA,-4.33,345.71,16.54,39.11,9,-5,2.8,5.6,171306.6552,9673031.679
DUC_A01,T03,1937,caramuxi,Pouteria hispida,Sapotaceae,17.2,O,C,2,FALSE,NA,16.74,20.22,2.3,1.8,2.8,1.1,17.2,O,S,2,FALSE,NA,-1,349.26,15.24,18.61,2.4,2,2.7,1.2,171303.9531,9673027.449
DUC_A01,T03,1938,uxirana,Sacoglottis guianensis,Humiriaceae,45.3,O,E,1,FALSE,NA,25.28,32.87,1.85,8.4,5.5,4.8,45.7,O,E,1,FALSE,NA,-4.4,356.12,27.1,36.56,2.4,8,4.3,3.4,171308.2897,9673021.798
DUC_A01,T03,1939,acai,Euterpe oleracea,Arecaceae,7.3,P,S,3,FALSE,NA,7.99,10.72,2.3,1.3,2.1,1.95,7.9,P,S,2,FALSE,NA,-0.18,366.84,8.17,10.6,2,1.8,2.2,2.2,171305.7847,9673010.629
DUC_A01,T03,1940,taquari,Mabea angularis,Euphorbiaceae,7.8,O,C,3,FALSE,NA,11.47,15.65,1.1,0.8,1.55,0.9,8,O,S,2,FALSE,NA,-0.8,368.18,12.42,15.04,1.6,0.8,1.5,1,171306.5928,9673009.489
DUC_A01,T03,1941,angelim-pedra,Hymenolobium petraeum,Fabaceae,85,O,E,1,FALSE,NA,28.39,34.25,9.6,3.6,10,9.6,87,O,E,1,FALSE,NA,-6.15,374,18.86,36.47,10.7,8,11.4,6.8,171312.7575,9673004.761
DUC_A01,T03,1943,joao-mole,Neea oppositifolia,Nyctaginaceae,53,O,C,2,FALSE,NA,21.14,31.08,7.2,5.3,7.45,4.9,51.4,O,S,2,FALSE,NA,-1.46,385.22,17.92,38.06,4.8,4.5,5.7,4.3,171309.8862,9672992.9
DUC_A01,T03,1944,breu,Protium heptaphyllum,Burseraceae,15.7,O,C,2,FALSE,NA,10.78,18.65,4.9,3.5,4.1,4.85,17.3,O,S,3,FALSE,NA,-0.77,389.34,12.19,17.17,4,3.2,3.5,4,171309.7917,9672989.083
DUC_A01,T03,1945,matamata,Eschweilera amazonica,Lecythidaceae,12.1,O,C,2,FALSE,NA,11.84,16.51,2.55,2.55,1.65,1.35,12.2,O,S,3,FALSE,NA,-0.43,399.23,9.37,17.49,2.3,2.9,2.1,1.6,171310.9234,9672979.757
DUC_A01,T03,1946,abiurana,Pouteria gongrijpii,Sapotaceae,43.9,O,C,1,FALSE,NA,23.55,29.96,5.15,3.4,7.2,3.7,46.5,O,E,1,FALSE,NA,-2.45,399.5,18.47,27.38,3.8,4.2,6.6,4.7,171313.0164,9672979.454
DUC_A01,T03,1948,mato,NA,NA,35.6,O,S,NA,TRUE,4,NA,11.47,NA,NA,NA,NA,35.6,O,NA,NA,TRUE,4,-0.71,409.57,1.31,1.75,NA,NA,NA,NA,171312.9351,9672969.349
DUC_A01,T03,1949,jataua,Trichilia micrantha,Meliaceae,16.7,O,S,2,FALSE,NA,10.4,17.16,3.35,2.15,2.95,2.6,17.2,O,S,3,FALSE,NA,-1.18,414.58,11.37,17.05,2.8,2.2,2,2.4,171314.1627,9672964.986
DUC_A01,T03,1950,fava,Parkia sp.,Fabaceae,68.3,O,C,2,FALSE,NA,10.45,18.22,5.55,6.5,9.3,7.6,68,O,S,3,FALSE,NA,-1.82,417.2,15.35,22.6,5.6,6.4,11.5,8.8,171315.2712,9672962.318
DUC_A01,T03,1951,abiurana,Pouteria gongrijpii,Sapotaceae,19.8,O,C,2,FALSE,NA,9.96,17.53,3.5,4.3,4.9,3.15,19.8,O,S,3,FALSE,NA,-0.44,422.94,10.01,18.5,1.9,2.2,4.7,3.1,171314.8666,9672956.532
DUC_A01,T03,1952,murta,Strychnos subcordata,Loganiaceae,12.1,O,S,3,FALSE,NA,15.95,19.54,2.5,2.3,2.75,2.6,12.2,O,S,3,FALSE,NA,-1.21,427.17,9.57,15.95,2.8,1.9,2.3,2.2,171316.2943,9672952.775
DUC_A01,T03,1953,fava,Parkia sp.,Fabaceae,57.7,O,E,1,FALSE,NA,23.2,29.58,6.2,3.1,6,8,57.9,O,E,1,FALSE,NA,-4.23,431.97,22.54,29.99,5.2,3.9,5,4.7,171320.0349,9672948.845
DUC_A01,T03,1954,inhare,Helicostylis sp.,Moraceae,43,O,E,1,FALSE,NA,19.99,25.54,4.25,4.8,4.8,6.25,43.5,O,D,1,FALSE,NA,-0.38,438.49,15.45,28.68,2.7,4.2,3.7,4.5,171317.3872,9672941.529
DUC_A01,T03,1955,sorva,Couma guianensis,Apocynaceae,21.2,O,C,2,FALSE,NA,14.5,18.27,2.65,1.8,2.8,2.3,21.3,O,S,3,FALSE,NA,-0.71,447.09,13.54,20.22,2,2.4,2.7,1.9,171319.0501,9672933.811
DUC_A01,T03,1956,ucuuba vermelha,Virola mollissima,Myristicaceae,20.7,O,S,3,FALSE,NA,18.13,21.51,1.7,3.2,-1.3,6.3,20.8,O,S,3,FALSE,NA,-2.26,454.74,14.57,19.24,1.4,1.6,-4.4,6.3,171321.9153,9672926.3
DUC_A01,T03,1957,ucuuba,Virola michelii,Myristicaceae,47.1,O,C,2,FALSE,NA,24.24,31.92,2.95,6,5.25,6,51.2,O,D,1,FALSE,NA,-0.92,459.96,22.2,35.77,4.2,6,5.7,5.4,171321.4546,9672921.075
DUC_A01,T03,1958,guajara,Pouteria sp.,Sapotaceae,24,O,E,1,FALSE,NA,20.63,27.04,3.75,0.75,3.65,1.5,24.3,O,E,1,FALSE,NA,-0.26,475.98,23.97,33.48,2.7,1.4,4.6,1.8,171323.384,9672905.97
DUC_A01,T03,1959,abiurana,Pouteria gongrijpii,Sapotaceae,28.6,O,C,2,FALSE,NA,11.99,15.17,2.2,4.15,6.7,3.6,28.6,O,S,2,FALSE,NA,-2.05,484.37,11.37,25.21,3,2.9,5.2,1.3,171326.5812,9672897.944
DUC_A01,T03,1960,joao-mole,Neea oppositifolia,Nyctaginaceae,67.2,O,C,2,FALSE,NA,21.01,29.92,6.85,3.95,10.25,2.7,68.2,O,E,1,FALSE,NA,-3.16,493.28,16.38,29.79,3.3,2.7,6.5,2.4,171329.1083,9672889.803
DUC_A01,T03,1961,jacareuba,Calophyllum brasiliense,Calophyllaceae,19.5,O,S,3,FALSE,NA,11.16,16.96,5.5,4.05,5.05,4.45,19.8,O,S,3,FALSE,NA,-0.46,498.62,13.14,18.52,4.1,2.2,3.9,3.8,171327.4029,9672883.793
DUC_A01,T03,1962,mato,NA,NA,49.9,O,C,NA,TRUE,2,NA,18.18,NA,NA,NA,NA,NA,O,NA,NA,FALSE,NA,3.82,498.4,NA,NA,NA,NA,NA,NA,171323.0894,9672883.622
DUC_A01,T03,1963,joao-mole,Neea oppositifolia,Nyctaginaceae,62,O,E,1,FALSE,NA,22.47,30.57,6.55,7.75,12,7.1,62.5,O,E,1,FALSE,NA,3.4,496.22,15.56,29.71,6.2,6.7,5.3,6.3,171323.1211,9672885.914
DUC_A01,T03,1964,abiurana,Pouteria gongrijpii,Sapotaceae,13.1,O,S,3,FALSE,NA,11.73,17.85,1.1,3.55,3.1,2.45,13.5,O,S,2,FALSE,NA,0.36,488.73,11.87,14.65,1.9,2.1,2.2,2,171324.9705,9672893.093
DUC_A01,T03,1965,abiurana,Pouteria gongrijpii,Sapotaceae,23.5,O,C,2,FALSE,NA,18.31,21.68,1.2,3.25,2.4,0.9,24.4,O,D,1,FALSE,NA,0.83,481.59,16.06,28.65,2.6,2.7,3.2,1.8,171323.2652,9672900.232
DUC_A01,T03,1966,axixa,Sterculia pruriens,Malvaceae,44,O,E,1,FALSE,NA,19.6,25.65,3.15,3.8,4.15,3.5,45.4,O,D,1,FALSE,NA,3.95,480.75,16.09,29.11,4.3,4,4.5,3.6,171320.0948,9672900.259
DUC_A01,T03,1967,uxirana,Sacoglottis guianensis,Humiriaceae,20.1,O,C,2,FALSE,NA,15.76,21.98,4.9,3.8,6.05,1.9,20.5,O,S,3,FALSE,NA,0.46,480.07,11.41,20.28,4.5,3.2,5,3,171323.4388,9672901.406
DUC_A01,T03,1969,mato,NA,NA,32,O,C,2,FALSE,NA,14.77,19.18,2.35,4.05,2.05,2.9,31.7,O,NA,NA,TRUE,1,2.35,473.84,3.01,23.03,NA,NA,NA,NA,171320.5251,9672907.193
DUC_A01,T03,1970,macucu branco,Licania sp.,Chrysobalanaceae,34.9,O,C,2,FALSE,NA,19.58,29.45,5.7,2.6,6.9,3.6,34.5,O,S,2,FALSE,NA,3.65,470.82,13.76,24.33,5.3,2.9,4.5,2.9,171318.7662,9672909.749
DUC_A01,T03,1971,abiurana,Pouteria gongrijpii,Sapotaceae,61.5,O,C,2,FALSE,NA,23.34,31.68,4.9,5.4,5.3,6.2,61.6,O,D,1,FALSE,NA,2.85,456.08,20.19,28.82,4.3,6,4.8,5.8,171317.0704,9672924.322
DUC_A01,T03,1972,mato,NA,NA,17.1,O,S,3,FALSE,NA,7.79,13.67,4.15,2.55,4.2,4.9,17.3,O,NA,NA,TRUE,4,1.7,451.8,2.98,13.32,NA,NA,NA,NA,171317.5349,9672928.404
DUC_A01,T03,1973,joao-mole,Neea oppositifolia,Nyctaginaceae,54.2,O,C,2,FALSE,NA,15.01,22.39,5.15,5.9,6.75,3.9,54.1,O,D,1,FALSE,NA,5.9,451.2,21.88,27.38,3.8,5,6,4.6,171313.3002,9672928.248
DUC_A01,T03,1974,caqui,Diospyros guianensis,Ebenaceae,7.5,O,S,3,FALSE,NA,7.4,12.59,2.3,1.9,2.6,1.2,7.7,O,S,3,FALSE,NA,0.61,445.3,8.34,12.21,1.9,1.5,2.4,1.1,171317.4626,9672935.253
DUC_A01,T03,1975,murta,Strychnos subcordata,Loganiaceae,12,O,S,3,FALSE,NA,14.37,19.3,2.75,1.75,3.1,3.05,12.1,O,S,2,FALSE,NA,0.4,443.37,12.4,18.19,1.2,1.3,2.3,1.7,171317.3829,9672936.954
DUC_A01,T03,1976,tamaquare,Caraipa grandifolia,Calophyllaceae,23.9,O,C,2,FALSE,NA,17.25,24.07,3.8,4.4,2.75,4.65,23.9,O,S,2,FALSE,NA,2.3,429.8,13.71,21.96,2.6,3.8,3.2,3,171313.3129,9672949.404
DUC_A01,T03,1977,abiurana,Pouteria gongrijpii,Sapotaceae,50.7,O,E,1,FALSE,NA,26.12,42.52,7.45,3.05,3.1,6.65,51.5,O,D,1,FALSE,NA,3.35,427.15,18.96,24.46,5,4.3,5,6.2,171311.8003,9672952.002
DUC_A01,T03,1978,joao-mole,Neea oppositifolia,Nyctaginaceae,88.7,O,E,1,FALSE,NA,28.99,35.99,9.15,8.35,8.75,8.05,90.1,O,E,1,FALSE,NA,0.75,421.7,20.23,35.95,8.7,8.3,8,7,171313.5028,9672957.44
DUC_A01,T03,1980,muirapiranga,Brosimum rubescens,Moraceae,34.2,O,C,2,FALSE,NA,23.75,29.24,2.6,4.25,0.85,3.6,34.6,O,E,1,FALSE,NA,2.6,409.48,24.93,32.43,1.7,5.5,3.8,3.9,171309.5775,9672969.343
DUC_A01,T03,1981,jataua,Trichilia micrantha,Meliaceae,16.6,O,S,3,FALSE,NA,14.03,17.21,1.35,2.4,2.9,0.75,16.9,O,S,3,FALSE,NA,1.38,408.95,16.84,22.27,1.3,2,1.8,1.4,171310.7799,9672969.55
DUC_A01,T03,1982,guajara,Pouteria sp.,Sapotaceae,25,O,C,2,FALSE,NA,21.82,25.94,2.85,1.2,2.75,1.2,26.1,O,D,1,FALSE,NA,1,406.98,21.98,25.92,2.7,2.5,2.7,2.6,171310.7722,9672971.835
DUC_A01,T03,1983,macucu,Licania guianensis,Chrysobalanaceae,15,O,C,2,FALSE,NA,16.3,20.56,3.4,2.6,3.55,3.25,15.8,O,S,2,FALSE,NA,0.2,404.1,16.73,20.05,2.2,3,2.9,2.8,171311.0828,9672974.748
DUC_A01,T03,1984,abiurana,Pouteria gongrijpii,Sapotaceae,28.3,O,C,2,FALSE,NA,19.66,23.21,5.7,1.9,2.25,7.3,28.5,O,S,2,FALSE,NA,0.4,399.8,12.96,19.08,1.8,1.7,1.2,2.5,171310.2014,9672979.009
DUC_A01,T03,1985,uxirana,Sacoglottis guianensis,Humiriaceae,41.4,O,C,2,FALSE,NA,21.96,28.86,9.3,3.25,3.9,9.4,41.5,O,S,2,FALSE,NA,1.05,399.75,14.86,20.94,7.8,2.6,4.2,4.7,171309.5594,9672978.907
DUC_A01,T03,1986,sorva,Couma guianensis,Apocynaceae,16.2,O,S,3,FALSE,NA,10.23,14.96,2.55,2.1,2,3.15,16.2,O,S,3,FALSE,NA,1.4,399.95,7.32,14.86,2.3,2,2.2,2.7,171309.3115,9672978.234
DUC_A01,T03,1988,ucuuba,Virola michelii,Myristicaceae,41.3,O,E,1,FALSE,NA,21.18,25.66,5.7,3.45,3.1,2.95,41.4,O,D,1,FALSE,NA,3.73,387.75,18.86,26.58,4.2,3.5,2.3,2.4,171305.1513,9672989.616
DUC_A01,T03,1989,breu,Protium heptaphyllum,Burseraceae,9.6,O,S,3,FALSE,NA,9.5,16.35,3.45,1.2,2.25,3.4,10.8,O,S,2,FALSE,NA,0.43,384,8.88,12.99,2.4,1.3,2.4,3,171307.8238,9672993.841
DUC_A01,T03,1990,acai,Euterpe oleracea,Arecaceae,12.5,P,C,1,FALSE,NA,17.93,22.37,2.05,1.9,1.7,2.3,12.7,P,S,2,FALSE,NA,0.92,366.68,17.31,20.55,2.1,1.9,2,2.1,171304.6983,9673010.457
DUC_A01,T03,1991,abiurana,Pouteria gongrijpii,Sapotaceae,25.2,O,C,2,FALSE,NA,14.71,16.99,2.6,4.1,2.8,2.3,25.3,O,NA,NA,FALSE,NA,1.6,360.95,NA,11.22,NA,NA,NA,NA,171303.1461,9673015.914
DUC_A01,T03,1993,pataua,Oenocarpus bataua,Arecaceae,21.5,P,C,2,FALSE,NA,16.14,22.57,5.6,1.8,2.55,4.2,21.5,P,S,2,FALSE,NA,1.05,356.6,13.53,20.47,5.9,3.8,5.2,4.5,171303.0045,9673020.328
DUC_A01,T03,1994,apui,Ficus broadwayi,Moraceae,48.8,O,E,1,FALSE,NA,22.18,34.04,7.7,2.5,7.6,5.9,49,O,E,1,FALSE,NA,3.75,356.3,24.57,35.31,5.7,2.5,2.8,5,171300.3377,9673019.906
DUC_A01,T03,1995,jacareuba,Calophyllum brasiliense,Calophyllaceae,30,O,C,2,FALSE,NA,18.75,24.24,3.8,3.7,4.15,2.6,30.2,O,S,2,FALSE,NA,2.63,348.15,23.87,28.08,4.2,3.5,5.3,3.4,171300.1721,9673028.118
DUC_A01,T03,1996,mandioqueira,Qualea paraensis,Vochysiaceae,20.8,O,C,2,FALSE,NA,13.78,18.53,2.3,2.9,3.3,1.4,21.2,O,S,3,FALSE,NA,1.22,339.3,13.57,22.7,2.3,2.6,3.3,2.5,171300.1951,9673036.993
DUC_A01,T03,1997,mandioqueira,Qualea paraensis,Vochysiaceae,38,O,C,2,FALSE,NA,20.46,27.73,5,4.1,9.95,5.3,43,O,E,2,FALSE,NA,3.55,335.25,12.6,27.77,5.5,5.2,6.2,6,171297.3067,9673040.338
DUC_A01,T03,1998,abiurana,Pouteria gongrijpii,Sapotaceae,17.7,O,C,2,FALSE,NA,16.83,20.33,5.35,3.8,4.8,4.4,18.4,O,S,2,FALSE,NA,0.25,334.47,12.2,22.05,4.6,3.4,5,3.7,171300.4683,9673041.472
DUC_A01,T03,1999,mandioqueira,Qualea paraensis,Vochysiaceae,65.6,O,E,1,FALSE,NA,20.3,28.56,10.15,5.5,8.9,5.8,65.8,O,S,1,FALSE,NA,4.96,327.1,20.1,39.29,3.8,5.1,9.4,6.5,171294.6422,9673048.155
DUC_A01,T03,2000,liana,NA,NA,5.5,L,E,1,FALSE,NA,NA,NA,NA,NA,NA,NA,5.7,L,NA,NA,FALSE,NA,0,301.2,0,0,NA,NA,NA,NA,171295.6279,9673073.659
DUC_A01,T03,2001,guajara branco,Pouteria sp.,Sapotaceae,49.1,O,E,1,FALSE,NA,24.04,30.21,5.05,4.1,4.6,3.3,49.6,O,D,1,FALSE,NA,3.76,298.3,20.96,31.27,4.8,3.4,2,7,171291.4249,9673076.162
DUC_A01,T03,2002,inhare,Helicostylis sp.,Moraceae,31.4,O,C,2,FALSE,NA,14.09,17.02,3.15,3.7,1.5,5,32.7,O,S,2,FALSE,NA,3.15,290.7,11.31,24.41,2.4,3.2,1.6,5.4,171291.1038,9673083.321
DUC_A01,T03,2004,sorva,Couma guianensis,Apocynaceae,18.7,O,C,1,FALSE,NA,17,21.34,3.8,2.7,2.4,3.65,19.5,O,S,2,FALSE,NA,0.97,281.05,16.08,21,2.4,3.2,2.2,2.5,171292.0642,9673093.301
DUC_A01,T03,2006,seringueira,Hevea brasiliensis,Euphorbiaceae,20,O,C,2,FALSE,NA,18.08,22.7,1.45,2.9,2.7,3.8,20.9,O,S,2,FALSE,NA,0.83,275.2,18.93,22.74,1,1.6,1.8,2.2,171291.4954,9673099.031
