Area,trans,tree,common.name,scientific.name,family.name,DBH.09,type.09,canopy.09,light.09,Dead.09,D.class.09,Hcom.09,Htot.09,RN.09,RS.09,RE.09,RW.09,DBH.11,type.11,canopy.11,light.11,Dead.11,D.class.11,X.11,Y.11,Hcom.11,Htot.11,RN.11,RS.11,RE.11,RW.11,UTM.Easting,UTM.Northing
DUC_A01,T03,2007,mandioqueira,Qualea paraensis,Vochysiaceae,87,O,E,1,FALSE,NA,23.81,35.3,7.3,6.3,8.75,8.45,85,O,E,1,FALSE,NA,6.3,268.6,18.89,31.57,8.7,7.4,6.7,8.5,171285.2884,9673104.643
DUC_A01,T03,2009,mandioqueira,Qualea paraensis,Vochysiaceae,13.6,O,C,2,FALSE,NA,14.45,17.01,2.3,3.3,1.4,3,14.3,O,S,2,FALSE,NA,0.68,246.8,12.82,14.7,1.7,2.3,1.9,2.9,171288.2473,9673126.471
DUC_A01,T03,2010,fava,Parkia sp.,Fabaceae,24.4,O,C,2,FALSE,NA,9,14.93,2.85,3.8,3.95,2.85,24.4,O,S,2,FALSE,NA,0.65,242.4,11.77,18.7,2.5,3.8,2.8,3.5,171287.7817,9673130.474
DUC_A01,T03,2011,fava,Parkia sp.,Fabaceae,34.9,O,C,2,FALSE,NA,14.42,27.12,4.1,6.5,5.7,5.5,35.4,O,S,2,FALSE,NA,2.39,235.3,15.82,27.01,4.7,5.5,5.3,5.7,171285.2056,9673137.115
DUC_A01,T03,2012,mato,NA,NA,10.2,O,S,3,FALSE,NA,5.86,11.28,1.5,0.9,1.45,1.6,10.3,O,S,2,FALSE,NA,0.1,207.5,2,11.49,1.4,1.2,1.2,1.3,171284.1521,9673164.246
DUC_A01,T03,2013,coquirana,Chrysophyllum sanguinolentum,Sapotaceae,6.9,O,S,3,FALSE,NA,4.6,12.01,1.9,1.7,0.95,2.05,7,O,S,3,FALSE,NA,0.27,202.22,7.11,14.35,1.4,1.7,1.3,2,171283.3464,9673169.367
DUC_A01,T03,2014,grao-de-galo,Tabernaemontana cymosa,Apocynaceae,9.8,O,S,3,FALSE,NA,10.17,16.86,2.14,0.7,0.35,2.65,9.9,O,S,3,FALSE,NA,0.3,200.77,14.93,17.43,4.9,-2.7,-1.1,3,171283.1043,9673171.077
DUC_A01,T03,2015,breu,Protium heptaphyllum,Burseraceae,7.3,O,S,3,FALSE,NA,3.1,10.85,1.2,2.4,1.35,2.9,7.5,O,S,2,FALSE,NA,0.65,197.09,8.71,12.04,1.4,1.6,1.3,1.2,171282.2692,9673174.495
DUC_A01,T03,2016,breu,Protium heptaphyllum,Burseraceae,21.5,O,C,2,FALSE,NA,15.1,17.5,3.75,6.2,6.3,5,22,O,S,2,FALSE,NA,0.45,189.65,14.24,19.05,2.3,5.2,3.7,4.3,171281.25,9673181.721
DUC_A01,T03,2017,breu,Protium heptaphyllum,Burseraceae,20.2,O,C,2,FALSE,NA,21.22,27.1,5.55,1.05,3.9,1.9,20.5,O,S,2,FALSE,NA,1.67,188.87,21.46,25.75,3.4,1.8,2.8,2,171279.9457,9673182.117
DUC_A01,T03,2018,breu,Protium heptaphyllum,Burseraceae,11.7,O,S,2,FALSE,NA,12.51,16.23,3.05,1.3,3.85,2.85,13.1,O,S,2,FALSE,NA,0.88,182.68,14.5,16.83,3.3,1.5,3.2,3,171279.7109,9673188.242
DUC_A01,T03,2019,breu branco,Protium paniculatum,Burseraceae,13.9,O,S,2,FALSE,NA,16.94,25.46,3.2,5.4,4.65,2.95,14.6,O,S,2,FALSE,NA,0.52,180.85,13.99,17.26,3,1.3,3.8,1.6,171279.7617,9673190.101
DUC_A01,T03,2020,macucu,Licania guianensis,Chrysobalanaceae,7.3,O,S,2,FALSE,NA,5.09,7.85,-0.4,1.7,0.25,1.6,7.5,O,S,1,FALSE,NA,0,177.55,7.14,8.24,1.4,1.4,1.5,1.3,171279.7676,9673193.184
DUC_A01,T03,2021,louro preto,Nectandra cuspidata,Lauraceae,39.7,O,C,2,FALSE,NA,17.37,24.44,7.75,6.6,6.65,6.65,40.8,O,S,2,FALSE,NA,0.6,156.8,18.35,25.83,7.5,6.4,7,7.4,171275.8307,9673212.863
DUC_A01,T03,2022,fava-paricana,Dimorphandra macrostachya,Fabaceae,45.5,O,E,1,FALSE,NA,22.2,29.39,4.3,6.2,6.2,5.7,48.9,O,E,1,FALSE,NA,2.7,154.68,22.96,32.19,5.2,5.1,4.3,4,171273.3547,9673214.911
DUC_A01,T03,2023,breu,Protium heptaphyllum,Burseraceae,14.6,O,C,2,FALSE,NA,13.71,18.71,2.55,2.05,2,1.95,14.8,O,S,2,FALSE,NA,1.08,148.68,17.23,20.18,1.6,2,1.6,1.8,171274.0396,9673220.575
DUC_A01,T03,2024,macucu branco,Licania sp.,Chrysobalanaceae,13.3,O,C,2,FALSE,NA,13.33,17.54,2,2.35,2.5,2.5,13.5,O,S,2,FALSE,NA,1.15,140.66,12.16,18.14,1.8,1.8,2,2.2,171272.6528,9673228.355
DUC_A01,T03,2025,envira preta,Guatteria schomburgkiana,Annonaceae,37.3,O,E,1,FALSE,NA,27.67,33.66,3.15,3.3,3.15,5.5,38,O,S,2,FALSE,NA,2.95,127,21.69,33.55,3.2,3.2,2,4.3,171268.6478,9673241.241
DUC_A01,T03,2026,bacaba,Oenocarpus bacaba,Arecaceae,10.5,P,S,3,FALSE,NA,11.72,16.31,4.1,4.25,6.1,4.2,11.8,P,S,2,FALSE,NA,1.1,123.43,10.22,15.7,5,3.7,5.6,4.7,171269.8637,9673245.146
DUC_A01,T03,2027,ucuuba branca,Virola crebrinervia,Myristicaceae,29.3,O,C,2,FALSE,NA,23.27,24.8,5.3,0.25,0.85,5.6,31.2,O,E,1,FALSE,NA,0.83,119.19,27.27,30.07,3.8,1.2,1.6,4.4,171269.4203,9673249.387
DUC_A01,T03,2028,piquiarana,Caryocar glabrum,Caryocaraceae,9.8,O,S,3,FALSE,NA,10.09,14.97,1.4,2.55,3.5,0.5,10.1,O,S,2,FALSE,NA,0.8,114.06,12.8,16.04,1.5,1.3,3.5,0.9,171268.6389,9673254.187
DUC_A01,T03,2029,inga,Inga marginata,Fabaceae,13.3,O,S,2,FALSE,NA,9.37,19.9,3.6,4.35,5.5,0.95,13.9,O,S,2,FALSE,NA,0.68,111.38,16.41,19.43,3.1,3.5,3.3,2,171268.3517,9673256.604
DUC_A01,T03,2030,breu,Protium heptaphyllum,Burseraceae,12.4,O,S,3,FALSE,NA,12.42,17.7,4.2,4.25,5.3,1.85,12.8,O,S,2,FALSE,NA,0.31,110.56,11.91,17.09,3.4,3.3,3.2,2.4,171268.6152,9673257.265
DUC_A01,T03,2031,breu,Protium heptaphyllum,Burseraceae,9.2,O,S,3,FALSE,NA,7.75,15.19,3.7,1.6,3.15,2.4,9.6,O,S,2,FALSE,NA,0.74,107.75,7.62,15.78,2.3,2,2.2,2.1,171267.6844,9673260.191
DUC_A01,T03,2032,urucurana,Sloanea guianensis,Elaeocarpaceae,9.8,O,S,3,FALSE,NA,8.48,13.67,3.35,0.45,3.49,0.7,9.9,O,S,2,FALSE,NA,0.53,104,10.72,13.42,1.1,1,0.7,0.6,171267.2832,9673263.822
DUC_A01,T03,2033,urucurana,Sloanea guianensis,Elaeocarpaceae,11.3,O,S,2,FALSE,NA,7.96,16.4,3.8,0.75,3.95,6.25,11.4,O,S,2,FALSE,NA,0.43,100.34,8.63,14,4.3,0.6,4,3.2,171266.7736,9673267.435
DUC_A01,T03,2034,mato,NA,NA,28.1,O,S,NA,TRUE,2,NA,3.55,NA,NA,NA,NA,28.1,O,NA,NA,TRUE,2,0.25,96.75,1.6,3.89,NA,NA,NA,NA,171266.3428,9673271.061
DUC_A01,T03,2035,goiabinha,Myrcia splendens,Myrtaceae,16,O,S,3,FALSE,NA,11.24,15.6,2.15,2.8,2.6,2.1,16,O,S,3,FALSE,NA,1.56,90.34,11.64,13.89,2.4,2.5,1.8,2.3,171264.0472,9673277.04
DUC_A01,T03,2036,ucuuba vermelha,Virola mollissima,Myristicaceae,13.5,O,S,2,FALSE,NA,13.26,18.55,4.7,2.15,2.45,3,14,O,S,2,FALSE,NA,1.45,85.5,12.86,17.84,2,1.4,2.2,2,171263.4645,9673281.42
DUC_A01,T03,2037,mato,NA,NA,38.9,O,S,NA,TRUE,2,NA,12.55,NA,NA,NA,NA,38.9,O,NA,NA,TRUE,2,1.58,72.21,0.94,11.76,NA,NA,NA,NA,171261.2623,9673294.485
DUC_A01,T03,2038,liana,NA,NA,10.6,L,S,2,FALSE,NA,3.64,5.79,1.9,2.7,2.1,1.15,10.9,L,S,2,FALSE,NA,0.15,71.5,0,0,2.7,2.5,2.2,1.8,171262.5883,9673295.254
DUC_A01,T03,2039,ucuuba vermelha,Virola mollissima,Myristicaceae,8.7,O,S,1,FALSE,NA,8.79,12.36,2.15,1.4,1.4,2.05,9.8,O,S,1,FALSE,NA,0.05,71.32,13.32,12.44,1.2,1,1.4,1.3,171262.6871,9673295.27
DUC_A01,T03,2040,jatereu,Lecythis idatimon,Lecythidaceae,13.8,O,S,3,FALSE,NA,9.82,14.37,3.8,1,8.05,-3.1,13.9,O,S,2,FALSE,NA,1.15,68.72,9.24,15.83,1.8,1.9,9.2,-4.7,171261.1686,9673297.824
DUC_A01,T03,2041,abiurana,Pouteria gongrijpii,Sapotaceae,16.1,O,C,1,FALSE,NA,11.35,16.75,4.85,0.55,1.9,3,17,O,S,1,FALSE,NA,1.61,67.72,11.53,22.89,2.5,1.5,1,3.7,171260.6278,9673298.297
DUC_A01,T03,2042,jatereu,Lecythis idatimon,Lecythidaceae,16.8,O,C,2,FALSE,NA,11.62,16.85,2.45,3.5,3,2.9,17.2,O,S,3,FALSE,NA,1.25,60.47,10.97,18.14,1.7,3.2,2.1,2.4,171259.8601,9673305.442
DUC_A01,T03,2043,ucuuba vermelha,Virola elongata,Myristicaceae,17.9,O,C,2,FALSE,NA,17.49,21.45,5.3,2.7,5.1,1.7,18.3,O,S,2,FALSE,NA,0.79,59.63,13.9,23.25,2.5,2,3,1.9,171260.1416,9673306.605
DUC_A01,T03,2044,muiratinga,Maquira coriacea,Moraceae,9.4,O,S,3,FALSE,NA,16.48,19.52,2,2.1,1.4,1.9,9.6,O,S,3,FALSE,NA,0.83,57.78,12,19.04,1.3,1.8,1.7,1.2,171259.8429,9673308.234
DUC_A01,T03,2045,pintadinho,Poeppigia procera,Fabaceae,13.8,O,C,2,FALSE,NA,14.71,18.79,1.4,2.5,3.45,1.2,14.3,O,S,2,FALSE,NA,0.63,54.82,15.06,20.58,2.6,1.7,1.9,2.6,171259.6084,9673310.992
DUC_A01,T03,2046,papo-de-mutum,Lacunaria jenmanii,Ochnaceae,14,O,C,2,FALSE,NA,11.86,16.18,2.9,3.1,3.6,4.1,14.3,O,S,2,FALSE,NA,0.45,51.58,8.11,18.94,2.6,2,2.4,3.3,171259.2677,9673314.291
DUC_A01,T03,2047,breu,Protium heptaphyllum,Burseraceae,11.9,O,S,3,FALSE,NA,8.82,15.67,1.5,5.1,3.4,1.2,11.8,O,S,2,FALSE,NA,1.24,50,8.25,16.88,1.4,3.4,2.5,2.6,171258.2282,9673315.803
DUC_A01,T03,2048,breu,Protium heptaphyllum,Burseraceae,10,O,S,3,FALSE,NA,15.61,18.38,3.5,1.75,2.85,1.15,10.7,O,S,2,FALSE,NA,0.91,46.88,14.98,21.23,2.9,1.4,2.5,2.3,171258.1221,9673318.581
DUC_A01,T03,2049,macucu branco,Licania sp.,Chrysobalanaceae,25.3,O,C,2,FALSE,NA,18.51,24.17,5.15,2.5,4.55,4,25.6,O,S,2,FALSE,NA,0.65,38.42,14.36,23.99,4.2,2.5,3.7,3.8,171257.0828,9673326.801
DUC_A01,T03,2050,abiurana,Pouteria gongrijpii,Sapotaceae,8.6,O,S,3,FALSE,NA,9.82,11.24,2.35,2.1,1.55,1.05,8.8,O,S,3,FALSE,NA,0.52,34.9,9.16,12.09,2.1,2.3,1.9,2.1,171256.6927,9673330.093
DUC_A01,T03,2051,breu,Protium heptaphyllum,Burseraceae,16.3,O,C,2,FALSE,NA,12.25,15.35,4.8,3.3,6,3,17,O,S,2,FALSE,NA,0.69,32.56,11.11,16.2,2.2,3.3,3.1,2.6,171256.0928,9673332.792
DUC_A01,T03,2052,inhare,Helicostylis sp.,Moraceae,22.3,O,C,2,FALSE,NA,11.15,13.11,3.2,0.65,-4.3,5.9,22.9,O,S,3,FALSE,NA,0.98,31.58,9.54,13.82,1.1,0.9,-4,5.1,171255.7199,9673333.292
DUC_A01,T03,2053,marassacaca,Connarus fasciculatus,Connaraceae,19,O,C,2,FALSE,NA,11.33,18.62,4.7,2.55,4.5,2.2,19.3,O,S,3,FALSE,NA,1.54,31.5,11.84,22.61,3.3,2.6,3.2,2.7,171255.1668,9673333.205
DUC_A01,T03,2054,muiratinga,Maquira coriacea,Moraceae,13.9,O,S,1,FALSE,NA,8.27,12.04,1.6,1.05,1.6,1.6,14.3,O,S,1,FALSE,NA,0.61,16.15,11.12,13.92,2.2,1.7,1.8,2.2,171253.7523,9673348.072
DUC_A01,T03,2055,guariuba,Clarisia racemosa,Moraceae,22.6,O,E,1,FALSE,NA,15.91,21.57,2.05,6.6,2.45,4.7,23.7,O,S,1,FALSE,NA,1.2,4.23,16.38,25.21,2.1,4,2.5,3.2,171251.2686,9673359.975
DUC_A01,T03,2056,liana,NA,NA,7,L,E,1,FALSE,NA,NA,NA,NA,NA,NA,NA,7.1,L,NA,NA,FALSE,NA,0.52,0.55,0,0,NA,NA,NA,NA,171251.4218,9673363.353
DUC_A01,T04,1429,muiratinga,Maquira coriacea,Moraceae,13,O,S,3,FALSE,NA,4.21,5.25,1.25,2.05,2.59,1.33,13.5,O,S,3,FALSE,NA,0.2,0.3,5.26,9.8,1.4,2.1,2.7,1.3,172331.8838,9672996.548
DUC_A01,T04,1432,louro vermelho,Sextonia rubra,Lauraceae,68.8,O,E,1,FALSE,NA,19.83,38.27,6.89,7.32,5.3,6.68,70.4,O,E,1,FALSE,NA,5.9,7.4,20.98,27.03,7,6.2,6.8,6.4,172336.4561,9673004.475
DUC_A01,T04,1433,acariquara,Minquartia guianensis,Olacaceae,28.7,O,C,2,FALSE,NA,13.31,18.38,4.3,7.95,1.76,4.71,28.8,O,S,2,FALSE,NA,2.1,16.1,13.81,17.57,2.4,1.7,1.5,2.5,172331.4565,9673012.169
DUC_A01,T04,1434,coracao-de-negro,Swartzia corrugata,Fabaceae,9.7,O,S,2,FALSE,NA,9.88,16.05,2.91,0.57,1.95,2.35,9.3,O,S,2,FALSE,NA,0.55,20.3,14.76,16.95,1.6,0.9,1.5,1.5,172329.3028,9673016.068
DUC_A01,T04,1436,coracao-de-negro,Chamaecrista xinguensis,Fabaceae,13,O,C,3,FALSE,NA,14.82,19.23,1.77,1.56,1.8,2.24,13.2,O,S,2,FALSE,NA,0.75,26.4,16.94,19.84,1.7,2.1,1.9,1.4,172328.6136,9673021.997
DUC_A01,T04,1437,muirapiranga,Brosimum rubescens,Moraceae,66.6,O,E,NA,TRUE,3,NA,33.56,NA,NA,NA,NA,66.6,O,NA,NA,TRUE,3,0.5,33,NA,4.95,NA,NA,NA,NA,172327.3906,9673028.448
DUC_A01,T04,1438,ripeira,Eschweilera micrantha,Lecythidaceae,16.6,O,C,2,FALSE,NA,16.09,21.82,2.94,4.02,1.95,2.58,17,O,S,2,FALSE,NA,0.6,37.1,17.77,21.13,3.2,3.6,3.5,2.8,172326.8686,9673032.593
DUC_A01,T04,1439,abiurana,Pouteria gongrijpii,Sapotaceae,29.6,O,C,1,FALSE,NA,13.92,21.56,1.82,4.39,4.61,5.1,29.9,O,S,2,FALSE,NA,3.1,42.6,14.16,20.19,4.1,3.4,4,2.7,172328.5425,9673038.274
DUC_A01,T04,1440,breu,Protium heptaphyllum,Burseraceae,12.9,O,C,2,FALSE,NA,13.82,19.1,2.3,2.57,2.07,2.37,13.6,O,S,2,FALSE,NA,0.2,45.8,16.25,19.52,1.6,1.8,2,1.5,172325.2312,9673040.792
DUC_A01,T04,1443,louro-pimenta,Ocotea canaliculata,Lauraceae,19.1,O,E,2,FALSE,NA,20.32,24.47,1.05,0.96,2.4,0.78,19.6,O,S,2,FALSE,NA,0.75,49,18.75,22.32,2.2,2.1,2,1.1,172325.3316,9673043.823
DUC_A01,T04,1444,louro preto,Nectandra cuspidata,Lauraceae,5.8,O,S,3,FALSE,NA,8.01,11.43,0.7,1.27,0.57,1.13,6,O,S,3,FALSE,NA,0.35,51.4,7.49,8.8,0.9,1.1,1,1.1,172324.5813,9673046.123
DUC_A01,T04,1445,mato,NA,NA,16.9,O,C,2,FALSE,NA,16.09,19.04,1.25,2.22,3.2,1.88,17.3,O,S,3,FALSE,NA,1.85,55.2,16.6,20.01,1.5,1.8,2.6,1,172325.4437,9673050.476
DUC_A01,T04,1446,mato,NA,NA,25.4,O,S,NA,TRUE,5,NA,0.79,NA,NA,NA,NA,25.4,O,NA,NA,TRUE,5,2.39,56,NA,4.74,NA,NA,NA,NA,172325.889,9673051.146
DUC_A01,T04,1447,matamata-jiboia,Eschweilera sp.,Lecythidaceae,49.7,O,E,1,FALSE,NA,22.4,27.76,6.76,4.23,6.21,4.83,51.7,O,D,2,FALSE,NA,2.6,58.4,27.66,32.27,5.7,4.8,5,4.4,172325.7418,9673053.537
DUC_A01,T04,1448,piquiarana,Caryocar glabrum,Caryocaraceae,71.4,O,E,1,FALSE,NA,23.3,31.65,8.65,9.23,8.94,9.53,72.1,O,D,1,FALSE,NA,4.63,70.5,25.96,33.7,7.8,5.5,5.2,6.9,172325.9752,9673065.637
DUC_A01,T04,1451,mato,NA,NA,9,O,S,NA,TRUE,5,NA,4.14,NA,NA,NA,NA,9,O,NA,NA,TRUE,5,0.55,75,NA,5.7,NA,NA,NA,NA,172321.3197,9673069.16
DUC_A01,T04,1453,ata preta,Annona sp.,Annonaceae,9,O,S,3,FALSE,NA,9.28,13.19,2.66,1.83,2.43,1.3,9.3,O,S,3,FALSE,NA,0.3,79,7.55,11.69,2.5,1.6,1.5,2.2,172320.4516,9673073.252
DUC_A01,T04,1454,urucurana,Sloanea guianensis,Elaeocarpaceae,12.8,O,S,3,FALSE,NA,7.07,13.41,1.93,2.77,3.42,3.19,12.9,O,S,3,FALSE,NA,0.8,84.6,10.72,12.56,1.1,2.7,2.4,1.8,172320.1477,9673078.636
DUC_A01,T04,1457,caqui preto,Diospyros guianensis,Ebenaceae,9.3,O,S,2,FALSE,NA,12.68,15.82,2.03,0.55,1.75,0.74,9.4,O,S,3,FALSE,NA,0.1,95.98,15.13,19.97,1.4,1,1.4,0.7,172317.7701,9673089.74
DUC_A01,T04,1459,inga,Inga marginata,Fabaceae,34.3,O,C,2,FALSE,NA,19.75,28.7,2.63,3.16,14.34,-8.8,34.9,O,S,2,FALSE,NA,0.8,112.8,17.44,26.33,2.5,2.2,11,-6.8,172315.5772,9673105.938
DUC_A01,T04,1460,pupunharana,Duckeodendron cestroides,Solanaceae,5.3,O,S,3,FALSE,NA,4.45,6.31,1.85,0.73,1.67,2.02,5.5,O,S,3,FALSE,NA,0.2,114.15,0,0,1.6,1.4,1.4,2,172314.7579,9673107.019
DUC_A01,T04,1461,breu vermelho,Protium hebetatum,Burseraceae,40.5,O,C,2,FALSE,NA,19.27,28.48,3.65,2.53,3.02,4,40.9,O,S,1,FALSE,NA,0.1,118.1,23.02,27.98,3.4,2.3,2,4.8,172313.9695,9673110.583
DUC_A01,T04,1462,pitombarana,Talisia longifolia,Sapindaceae,6.9,O,S,3,FALSE,NA,3.28,7.23,2.3,-0.84,-0.5,1.51,6.9,O,S,3,FALSE,NA,0.25,127.5,3.05,6.81,0.6,0.6,0.6,0.6,172312.276,9673120.167
DUC_A01,T04,1463,abiurana,Pouteria gongrijpii,Sapotaceae,8.7,O,S,2,FALSE,NA,8.9,13.67,1.14,2.51,0.9,1.82,9.2,O,S,2,FALSE,NA,0.75,128.3,10.89,16.3,1.4,1.6,1.9,1.3,172312.652,9673120.858
DUC_A01,T04,1465,copaiba,Copaifera reticulata,Fabaceae,17.4,O,C,2,FALSE,NA,18.84,24.99,2.18,1.86,3.43,3.45,18.2,O,S,2,FALSE,NA,0.45,132.7,15.81,19.16,2,1.7,1.7,2.6,172311.5521,9673124.982
DUC_A01,T04,1466,maravuvuia,Croton matourensis,Euphorbiaceae,16.4,O,S,2,FALSE,NA,10.29,14.24,-1.75,4.34,9,-5,17.3,O,S,3,FALSE,NA,1.3,136.2,18.01,20.47,1.7,1.5,5,0.8,172311.6965,9673128.726
DUC_A01,T04,1467,timborana,Pseudopiptadenia suaveolens,Fabaceae,46.3,O,E,1,FALSE,NA,25.03,32.2,2.93,10.67,8.31,4.05,47.8,O,S,1,FALSE,NA,1,144.1,25.25,29.25,2.2,7,5.7,2.8,172310.0214,9673135.836
DUC_A01,T04,1468,jataua,Trichilia micrantha,Meliaceae,9.5,O,S,2,FALSE,NA,12.12,15.82,1.4,1.7,2.69,1.58,9.7,O,S,3,FALSE,NA,0.1,148.3,11.82,16.2,1.3,1.5,2,1.2,172308.3323,9673139.846
DUC_A01,T04,1469,seringarana,Micrandra minor,Euphorbiaceae,24.7,O,C,2,FALSE,NA,17.01,23.42,4.1,2.93,3.57,4.28,25.3,O,S,2,FALSE,NA,2.58,150.8,20.76,24.35,3,3.4,2.8,2.5,172310.3074,9673142.704
DUC_A01,T04,1470,louro-abacate,Ocotea glomerata,Lauraceae,38.1,O,E,1,FALSE,NA,23.77,30.38,3.8,5.58,9.16,3.7,40.5,O,S,2,FALSE,NA,1.2,167.1,25.69,30.79,2.3,3.7,6,1.8,172305.9611,9673157.97
DUC_A01,T04,1471,pau-para-tudo,Simaba cedron,Simaroubaceae,14.8,O,S,2,FALSE,NA,13.69,17.88,0.55,0.57,1.12,0.67,14.9,O,S,2,FALSE,NA,1.45,173.15,16.55,18.76,1,0.9,1.3,0.7,172305.0562,9673163.989
DUC_A01,T04,1472,louro,Ocotea canaliculata,Lauraceae,7.4,O,S,2,FALSE,NA,5.34,11.24,2,2.1,2.12,0.83,8,O,S,2,FALSE,NA,0.1,181.4,7.67,11.18,1.7,2.2,1.8,0.8,172302.235,9673171.497
DUC_A01,T04,1473,guajara branco,Pouteria sp.,Sapotaceae,11.2,O,S,2,FALSE,NA,9.89,13.74,2.64,1.86,1.74,1.94,11.8,O,S,2,FALSE,NA,0.6,186.5,8.89,13.93,2,2,2.3,1.6,172301.6906,9673176.966
DUC_A01,T04,1474,inga,Inga marginata,Fabaceae,31.3,O,E,1,FALSE,NA,19.96,24.61,3.2,6.03,6.02,5.38,31.8,O,S,1,FALSE,NA,2.2,191.9,22.72,28.72,1.6,3,3.4,4,172302.3413,9673182.047
DUC_A01,T04,1477,marupa,Simarouba amara,Simaroubaceae,12.3,O,S,3,FALSE,NA,11.04,14.82,1.65,3.5,3.6,3.4,12.5,O,S,3,FALSE,NA,0.85,199.1,10.28,15.69,1.5,2.3,2.2,2.8,172299.6352,9673188.958
DUC_A01,T04,1478,breu,Protium heptaphyllum,Burseraceae,26.4,O,C,1,FALSE,NA,16.57,20.18,1.93,5.27,4.63,6.33,27.2,O,S,3,FALSE,NA,2.75,202.9,17.67,22.62,1,4.2,3.6,1.4,172300.8106,9673192.9
DUC_A01,T04,1479,mapatirana,Pourouma villosa,Urticaceae,11.2,O,S,2,FALSE,NA,12.52,17.83,2.77,1.65,1.71,2.5,11.3,O,S,3,FALSE,NA,0.8,202.9,13.74,19.38,1.8,1.3,1.4,2.9,172298.8958,9673192.531
DUC_A01,T04,1481,jutai-pororoca,Dialium guianense,Fabaceae,51.2,O,E,1,FALSE,NA,17.53,22.79,9.09,7.56,6.77,8.96,51.6,O,D,2,FALSE,NA,3.9,210,23.78,31,7,6,4.2,6.8,172301.0251,9673199.9
DUC_A01,T04,1482,pau-para-tudo,Simaba cedron,Simaroubaceae,9.5,O,S,2,FALSE,NA,9.93,11.69,0.47,0.63,1.22,0.39,9.3,O,S,3,FALSE,NA,0.6,219.75,10.87,13.3,0.6,0.6,0.8,0.5,172296.6598,9673209.011
DUC_A01,T04,1483,muirapiranga,Brosimum rubescens,Moraceae,43.9,O,E,1,FALSE,NA,23.8,33.87,5.95,4.31,6.96,4,45.3,O,E,1,FALSE,NA,1.4,220.1,24.32,30.17,3,4.8,4.2,2.8,172297.4546,9673209.102
DUC_A01,T04,1484,cacau,Theobroma glaucum,Malvaceae,12.5,O,S,3,FALSE,NA,11.9,15.37,1.72,1.4,-1.55,3.93,12.4,O,S,3,FALSE,NA,0.1,228.3,15.53,20.13,0.9,1.5,0.6,1.9,172295.197,9673217.387
DUC_A01,T04,1485,matamata,Eschweilera parviflora,Lecythidaceae,15.4,O,S,2,FALSE,NA,8.47,17.61,3.22,3.54,4.3,4.06,15.6,O,S,2,FALSE,NA,0.2,231.3,8.92,16.99,3.5,3,3.7,2.4,172294.9945,9673220.033
DUC_A01,T04,1486,amapa doce,Brosimum parinarioides,Moraceae,21.1,O,C,1,FALSE,NA,17.43,22.58,0.92,3.76,3.3,3.24,22.5,O,D,1,FALSE,NA,0.25,234.3,16.68,22.96,1.3,2.2,2.4,1.9,172294.6819,9673223.201
DUC_A01,T04,1487,angelim rajado,Zygia racemosa,Fabaceae,34.3,O,E,1,FALSE,NA,24.38,29.24,3.59,4.74,3.15,4.41,35.5,O,D,1,FALSE,NA,2.8,239,23.7,29.16,2.4,2.3,2.6,3,172296.7323,9673227.707
DUC_A01,T04,1488,matamata,Eschweilera amazonica,Lecythidaceae,18,O,S,2,FALSE,NA,8.77,15.7,4.2,5.74,4.2,3.84,18.3,O,S,3,FALSE,NA,1.1,246.1,9.78,16.84,3.8,3.9,3.3,2.7,172294.2585,9673234.365
DUC_A01,T04,1489,tauari,Couratari stellata,Lecythidaceae,26.7,O,C,1,FALSE,NA,19.87,26.2,1.76,4.53,2.74,3.11,26.9,O,S,2,FALSE,NA,2.4,248.1,26.33,34.75,2.7,2.8,3.2,3.4,172295.3086,9673236.621
DUC_A01,T04,1491,matamata,Eschweilera parviflora,Lecythidaceae,16.1,O,S,3,FALSE,NA,7.15,19.08,1.94,3.92,4.6,3.75,16.3,O,S,3,FALSE,NA,0.3,249.6,7.44,14.67,1.8,3.6,4,3.2,172293.0411,9673237.964
DUC_A01,T04,1492,guariuba,Clarisia racemosa,Moraceae,43.1,O,E,1,FALSE,NA,24.23,31.08,6.07,4.32,2.9,6.8,43.5,O,S,2,FALSE,NA,1.3,262,20.71,27.36,4.5,3.6,4.1,5.5,172292.646,9673250.199
DUC_A01,T04,1494,jarana,Lecythis lurida,Lecythidaceae,38,O,E,1,FALSE,NA,17.05,32.42,3.6,4.85,4.3,8.1,38.4,O,S,1,FALSE,NA,0.8,272.2,22.23,29.93,2.8,3.6,2.4,3,172291.0021,9673260.156
DUC_A01,T04,1495,mato,NA,NA,7.5,O,S,3,FALSE,NA,4.41,9.13,1.72,3.25,2.5,2.57,7.5,O,NA,NA,TRUE,4,0.7,276,2.36,7.12,NA,NA,NA,NA,172290.4801,9673263.834
DUC_A01,T04,1496,mandioqueira,Qualea paraensis,Vochysiaceae,59.4,O,E,1,FALSE,NA,26.57,39.38,4.94,6.1,7.8,7.72,60.6,O,D,1,FALSE,NA,5.9,279.2,23.1,34.75,5.7,7.8,6,5.4,172295.2841,9673267.588
DUC_A01,T04,1497,muiratinga,Maquira coriacea,Moraceae,28.1,O,C,2,FALSE,NA,22.34,27.18,4.02,0.95,2.43,3,29.2,O,S,2,FALSE,NA,1.1,279.5,18.29,29.71,4.3,2.1,2.5,3.3,172290.5152,9673267.041
