area,transect,tree,common_name,scientific_name,family_name,type,WSD_10,DBH_10,canopy_10,light_10,dead_10,dclass_10,Hcom_09,Htot_10,RN_10,RS_10,RE_10,RW_10,date_10,WSD_11,DBH_11,canopy_11,light_11,dead_11,dclass_11,Hcom_11,Htot_11,RN_11,RS_11,RE_11,RW_11,date_11,UTM_Easting,UTM_Northing
TAP_A01,T02,2436,NA,NA,NA,O,0.64,10,S,3,A,NA,3.8,10.67,1.45,3.9,1.1,4.4,20100116-20100213,0.64,10.1,S,3,A,NA,8.13,11.92,1.2,3.4,1.8,3.5,20110704-20110711,726585.69,9666297.26
TAP_A01,T02,2437,NA,NA,NA,L,0.64,10.4,S,NA,A,NA,NA,NA,NA,NA,NA,NA,20100116-20100213,0.64,10.3,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,20110704-20110711,726585.99,9666297.36
TAP_A01,T02,2438,NA,NA,NA,O,0.64,15.8,S,2,A,NA,7.73,14.92,4.85,3.45,1.5,2.3,20100116-20100213,0.64,16,S,2,A,NA,10.73,15.87,5.6,2.2,2.4,3.3,20110704-20110711,726588.89,9666297.24
TAP_A01,T02,2439,NA,NA,NA,O,0.64,7.5,S,3,A,NA,8.7,12.4,2.2,0.55,2.2,0.55,20100116-20100213,0.64,7.7,S,2,A,NA,7.5,13.67,2.3,1.4,2.2,2.8,20110704-20110711,726592.39,9666297.21
TAP_A01,T02,2440,NA,NA,NA,O,0.64,15,C,2,A,NA,9.1,14.52,2.5,-0.8,1,3.45,20100116-20100213,0.64,15.3,S,3,A,NA,8.09,12.21,2.9,1.8,1.9,4.8,20110704-20110711,726592.5,9666298.51
TAP_A01,T02,2441,NA,NA,NA,O,0.64,23.8,C,1,A,NA,12.6,14.26,NA,NA,NA,NA,20100116-20100213,0.7,23.8,NA,NA,D,2,12.77,16.85,NA,NA,NA,NA,20110704-20110711,726592.69,9666297.21
TAP_A01,T02,2442,NA,NA,NA,O,0.64,5.8,S,3,A,NA,3.82,4.16,0.15,0.25,0.2,0.15,20100116-20100213,0.7,5.8,NA,NA,D,2,1.23,3.72,NA,NA,NA,NA,20110704-20110711,726595.39,9666297.09
TAP_A01,T02,2443,NA,NA,NA,O,0.64,6.7,S,2,A,NA,5.72,10.47,5.45,-1.65,1.3,2,20100116-20100213,0.64,9.1,S,2,A,NA,9.55,13.9,6.3,-2,2.8,2.6,20110704-20110711,726595.39,9666297.19
TAP_A01,T02,2444,FAVA AMARGOSA,Vataireopsis speciosa,Fabaceae,O,0.65,23.6,C,1,A,NA,12.73,17.59,1.8,1.45,1.4,2.05,20100116-20100213,0.65,24.1,E,1,A,NA,13.51,22.61,2.8,3.2,2.9,3.5,20110704-20110711,726612.2,9666297.86
TAP_A01,T02,2445,INGA,Inga marginata,Fabaceae,O,0.573055556,7.2,S,2,A,NA,4.25,9.41,1.1,2.45,1.6,1.7,20100116-20100213,0.573055556,7.8,S,3,A,NA,9.15,10.02,3.5,2.8,1.7,2.6,20110704-20110711,726620.49,9666296.89
TAP_A01,T02,2446,NA,NA,NA,O,0.64,17.8,C,1,A,NA,8.04,16.53,8.05,0.35,1.7,2.4,20100116-20100213,0.64,17.9,S,3,A,NA,12.24,15.3,7.5,1.7,1.5,2.4,20110704-20110711,726627,9666297.34
TAP_A01,T02,2447,NA,NA,NA,L,0.64,6.3,C,2,A,NA,NA,NA,NA,NA,NA,NA,20100116-20100213,0.64,7,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,20110704-20110711,726629.29,9666297.12
TAP_A01,T02,2448,NA,NA,NA,O,0.64,28,C,2,A,NA,14.18,23.25,4.45,1.15,2.95,2.9,20100116-20100213,0.64,28.6,S,2,A,NA,16.14,22.93,5.6,3.8,2.8,3,20110704-20110711,726629.79,9666297.02
TAP_A01,T02,2449,NA,NA,NA,O,0.64,6.8,S,3,A,NA,7.15,10.62,2.15,2,0.7,2.3,20100116-20100213,0.64,6.8,S,3,A,NA,9.06,12.18,2.4,1.3,1,2.5,20110704-20110711,726630.5,9666297.41
TAP_A01,T02,2450,URUCURANA,Sloanea guianensis,Elaeocarpaceae,O,0.821152911,9.1,S,2,A,NA,7.02,11.77,1.9,1.35,2.25,1.15,20100116-20100213,0.821152911,9.4,S,2,A,NA,9.34,12.68,2.3,2.1,3.1,1.5,20110704-20110711,726647.7,9666297.48
TAP_A01,T02,2451,NA,NA,NA,O,0.64,13.7,C,1,A,NA,8.82,12.12,1.7,1.75,1.2,2.05,20100116-20100213,0.64,19.1,E,1,A,NA,8.79,12.89,2.4,1.7,2.5,1.4,20110704-20110711,726655.49,9666296.97
TAP_A01,T02,2452,CASTANHEIRA,Bertholletia excelsa,Lecythidaceae,O,0.64,20.1,C,2,A,NA,10.93,13.62,1.85,1.5,1.4,1.3,20100116-20100213,0.64,25,E,1,A,NA,14.64,16.76,2.9,2.5,2.1,1.4,20110704-20110711,726665.69,9666296.99
TAP_A01,T02,2453,NA,NA,NA,O,0.64,13,C,2,A,NA,7.8,12.6,3.4,0.6,2.85,1.35,20100116-20100213,0.64,15.3,S,2,A,NA,10.79,13.56,3.6,3.2,4.3,2.9,20110704-20110711,726666.4,9666297.54
TAP_A01,T02,2454,LOURO,Ocotea sp.,Lauraceae,O,0.500567938,6.8,S,3,A,NA,4.94,8.38,1.65,2.05,1.75,1.45,20100116-20100213,0.500567938,7,S,2,A,NA,4.66,8.35,2,2.1,2,1.4,20110704-20110711,726686.89,9666296.68
TAP_A01,T02,2455,MATAMATA,Eschweilera parviflora,Lecythidaceae,O,0.8889275,9.9,S,3,A,NA,5.04,13.03,2.95,2,1.7,2,20100116-20100213,0.8889275,9,S,2,A,NA,7.04,13.19,2.1,2.4,1.8,2.3,20110704-20110711,726693.7,9666297.12
TAP_A01,T02,2456,NA,NA,NA,L,0.64,9,C,2,A,NA,NA,NA,NA,NA,NA,NA,20100116-20100213,0.64,10.9,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,20110704-20110711,726695.69,9666296.41
TAP_A01,T02,2457,NA,NA,NA,L,0.64,8.9,C,2,A,NA,NA,NA,NA,NA,NA,NA,20100116-20100213,0.64,9.1,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,20110704-20110711,726696.69,9666296.4
TAP_A01,T02,2458,ANGELIM,Dinizia excelsa,Fabaceae,O,0.939,31.2,E,1,A,NA,18.64,22.68,4.8,6.15,5.5,5.05,20100116-20100213,0.939,32.4,E,2,A,NA,20.23,23.92,4.4,3.6,4.7,3.8,20110704-20110711,726696.79,9666296.55
TAP_A01,T02,2459,NA,NA,NA,O,0.64,7.7,S,3,A,NA,7.17,11.75,1.8,0.9,0.75,0.9,20100116-20100213,0.64,7.7,S,3,A,NA,10.16,12.61,1.3,1.3,1,1.2,20110704-20110711,726698.09,9666296.39
TAP_A01,T02,2460,BREU VERMELHO,Protium hebetatum,Burseraceae,O,0.5763398,47.1,E,1,A,NA,22.33,29.07,4.4,4.6,4.65,4.65,20100116-20100213,0.5763398,47.5,E,1,A,NA,22.41,28.3,4.5,5.3,4.4,3.9,20110704-20110711,726708.21,9666299.11
TAP_A01,T02,2461,NA,NA,NA,O,0.64,27.5,S,2,A,NA,10.09,21.84,2.5,5.85,2.7,5.7,20100116-20100213,0.64,28,S,2,A,NA,17.45,20.52,2.9,5.4,3.4,7.2,20110704-20110711,726712.01,9666298.68
TAP_A01,T02,2462,NA,NA,NA,O,0.64,8.4,S,3,A,NA,2.19,10.06,1.6,1.5,1.35,1.15,20100116-20100213,0.64,8.5,S,2,A,NA,5.29,10.37,1.6,1.5,2,2.3,20110704-20110711,726723.29,9666296.39
TAP_A01,T02,2463,MATAMATA VERMELHO,Eschweilera grandifolia,Lecythidaceae,O,0.876,84.4,E,1,A,NA,25.88,40.04,9.8,8.3,6.7,6.2,20100116-20100213,0.876,87,E,1,A,NA,23.24,38.14,7.8,8.2,7,6,20110704-20110711,726725.81,9666298.67
TAP_A01,T02,2464,NA,NA,NA,O,0.64,22.1,C,2,A,NA,7.19,11.38,2,1.4,0.95,0.9,20100116-20100213,0.64,22.2,C,1,A,NA,16.63,20.01,1.7,2.4,1.5,2,20110704-20110711,726740.7,9666297.76
TAP_A01,T02,2465,NA,NA,NA,O,0.58,10.2,S,NA,D,3,NA,2.45,NA,NA,NA,NA,20100116-20100213,0.58,10.2,NA,NA,D,3,NA,2.45,NA,NA,NA,NA,20110704-20110711,726747.99,9666296
TAP_A01,T02,2466,NA,NA,NA,O,0.64,6.2,C,2,A,NA,5.07,5.86,0.65,1.2,1.55,0.95,20100116-20100213,0.64,6.3,S,1,A,NA,3.96,4.44,0.6,0.5,0.6,0.6,20110704-20110711,726752.19,9666296.12
TAP_A01,T02,2467,NA,NA,NA,L,0.64,12.6,S,NA,A,NA,NA,NA,NA,NA,NA,NA,20100116-20100213,0.64,12.4,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,20110704-20110711,726754.69,9666296.05
TAP_A01,T02,2468,NA,NA,NA,O,0.7,20.8,E,NA,D,2,NA,9.16,NA,NA,NA,NA,20100116-20100213,0.7,20.8,NA,NA,D,2,NA,8.76,NA,NA,NA,NA,20110704-20110711,726764,9666297.28
TAP_A01,T02,2469,NA,NA,NA,O,0.64,7.4,S,2,A,NA,4.14,5.77,0.65,0.5,0.6,0.7,20100116-20100213,0.64,7.6,S,3,A,NA,3.82,6.64,1.2,1,1,1.2,20110704-20110711,726774.09,9666296.2
TAP_A01,T02,2470,CASTANHEIRA,Bertholletia excelsa,Lecythidaceae,O,0.64,186.21,E,1,A,NA,39.73,60.21,14,11.9,16.4,13.6,20100116-20100213,0.64,169,E,1,A,NA,41.91,56.26,11,12,14.6,14.7,20110704-20110711,726781.52,9666312.29
TAP_A01,T02,2471,NA,NA,NA,O,0.64,70.8,E,1,A,NA,29.79,48.49,10.85,7.3,9,5.75,20100116-20100213,0.64,70.9,C,2,A,NA,27.2,38.53,8.6,7.6,8,8.1,20110704-20110711,726785.11,9666298.61
TAP_A01,T02,2472,PARAPARA,Jacaranda copaia,Bignoniaceae,O,0.353578132,6.1,S,3,A,NA,4.75,12.6,0.25,1.05,0.3,1.4,20100116-20100213,0.353578132,6.1,S,3,A,NA,8.54,9.17,0.3,0.2,0.3,0.8,20110704-20110711,726786.89,9666295.95
TAP_A01,T02,2473,MATAMATA,Eschweilera parviflora,Lecythidaceae,O,0.8889275,28,C,2,A,NA,16.83,33.93,7.05,2.9,2.75,6.75,20100116-20100213,0.8889275,28.5,C,2,A,NA,28.17,33.07,4.7,2.4,3.5,5.6,20110704-20110711,726816.99,9666295.97
TAP_A01,T02,2474,UCUUBA VERMELHA,Virola elongata,Myristicaceae,O,0.52,73.4,E,1,A,NA,26.61,39.77,6.2,4.2,6.2,1.7,20100116-20100213,0.52,73.9,E,1,A,NA,27.85,36.44,7.6,3.4,7.7,7,20110704-20110711,726817.8,9666297.51
TAP_A01,T02,2475,NA,NA,NA,O,0.64,7,S,2,A,NA,4.92,8.56,1.25,1.8,2,1.5,20100116-20100213,0.64,7.9,S,1,A,NA,3.56,8.19,1.6,2.3,2.4,1.2,20110704-20110711,726827.59,9666295.43
TAP_A01,T02,2476,TAXI VERMELHO,Tachigali alba,Fabaceae,O,0.560284357,78.6,E,1,A,NA,25.33,39.2,11.1,9.15,10,9.9,20100116-20100213,0.560284357,78.6,E,1,A,NA,27.34,38.88,11.7,10.8,10.7,9.3,20110704-20110711,726827.74,9666302.73
TAP_A01,T02,2477,NA,NA,NA,O,0.64,6.4,S,3,A,NA,2.09,4.26,1.85,1.05,6.9,-2.25,20100116-20100213,0.64,6.9,S,2,A,NA,2.41,4.49,0.6,0.9,6,0.6,20110704-20110711,726832.69,9666295.64
TAP_A01,T02,2478,INGA,Inga marginata,Fabaceae,O,0.573055556,21.4,C,1,A,NA,12.02,19.66,6.5,3.2,8.6,0.65,20100116-20100213,0.573055556,24,C,1,A,NA,13.83,17.93,6,3.2,9.2,2.4,20110704-20110711,726835.88,9666294.07
TAP_A01,T02,2479,NA,NA,NA,O,0.64,5.1,S,3,A,NA,1.4,2.83,-0.75,1.3,1.95,-0.95,20100116-20100213,0.64,5.2,NA,NA,A,NA,1.31,3.24,NA,NA,NA,NA,20110704-20110711,726830.49,9666295.16
TAP_A01,T02,2480,NA,NA,NA,O,0.64,29.5,C,1,A,NA,13.14,19.48,1,0.8,0.4,0.6,20100116-20100213,0.64,29.6,C,2,A,NA,17.48,22.23,1.2,1,1.2,1.3,20110704-20110711,726825.57,9666292.85
TAP_A01,T02,2481,NA,NA,NA,O,0.64,10.6,S,2,A,NA,7,8.2,4.05,-1.55,5.8,-3.8,20100116-20100213,0.64,11.2,S,2,A,NA,2.58,9.29,1.7,1.8,7,-5,20110704-20110711,726823.48,9666294.57
TAP_A01,T02,2482,NA,NA,NA,O,0.64,7.2,S,2,A,NA,3.82,8.46,0.75,1.8,1.85,0.45,20100116-20100213,0.64,8,C,2,A,NA,4.31,10.06,1,2.6,2.4,1.1,20110704-20110711,726816.98,9666294.57
TAP_A01,T02,2483,INGA PRETO,Inga nobilis,Fabaceae,O,0.56,51.9,E,1,A,NA,19.22,38.58,4.6,7,10.9,3.85,20100116-20100213,0.56,53.8,C,2,A,NA,32.97,44.67,4.7,6.4,11.3,5.8,20110704-20110711,726798.38,9666294.71
TAP_A01,T02,2484,NA,NA,NA,O,0.64,5.4,S,3,A,NA,4.35,10.9,1.15,0.85,3.4,1,20100116-20100213,0.64,5.4,S,2,A,NA,7.91,11.71,1.5,1.7,3.5,1,20110704-20110711,726796.48,9666295.23
TAP_A01,T02,2485,MATAMATA VERMELHO,Eschweilera grandifolia,Lecythidaceae,O,0.876,56.4,E,1,A,NA,27.5,40.48,5.8,6.85,5.2,5.35,20100116-20100213,0.876,58.4,E,2,A,NA,23.57,34.28,6.4,6.6,6.7,4.6,20110704-20110711,726791.85,9666291.26
TAP_A01,T02,2486,NA,NA,NA,O,0.64,33.2,E,1,A,NA,11.83,21.03,2.1,5.15,5.4,3.6,20100116-20100213,0.64,34,C,2,A,NA,14.75,23.25,3,6,5.6,5.4,20110704-20110711,726788.57,9666293.39
TAP_A01,T02,2487,NA,NA,NA,O,0.64,11.5,C,2,A,NA,11.79,17.12,3.3,0.75,2.6,2.4,20100116-20100213,0.64,11.7,S,3,A,NA,7.44,15.27,3.3,2.2,2.6,3,20110704-20110711,726788.58,9666294.99
TAP_A01,T02,2488,NA,NA,NA,O,0.64,5.4,S,3,A,NA,2.48,8.24,0.9,1.4,2.15,1.1,20100116-20100213,0.6,5.4,NA,NA,D,1,NA,8.24,NA,NA,NA,NA,20110704-20110711,726787.98,9666295.09
TAP_A01,T02,2489,NA,NA,NA,O,0.64,7.3,S,3,A,NA,2.14,9.21,0.6,0.85,0.7,0.9,20100116-20100213,0.6,7.3,NA,NA,D,1,1.48,9.21,NA,NA,NA,NA,20110704-20110711,726782.29,9666295.49
TAP_A01,T02,2490,NA,NA,NA,O,0.64,29.2,C,2,A,NA,13.14,18.95,5.4,1.05,4.5,2.75,20100116-20100213,0.64,29,C,1,A,NA,14.54,17.57,6.6,1,2.3,3,20110704-20110711,726768.37,9666293.94
TAP_A01,T02,2491,NA,NA,NA,O,0.45,32.4,S,NA,D,4,NA,7.53,NA,NA,NA,NA,20100116-20100213,0.45,32.4,NA,NA,D,4,NA,3.15,NA,NA,NA,NA,20110704-20110711,726759.78,9666294.91
TAP_A01,T02,2492,NA,NA,NA,O,0.45,51.9,S,NA,D,4,NA,4.71,NA,NA,NA,NA,20100116-20100213,0.45,51.9,NA,NA,D,4,NA,3.49,NA,NA,NA,NA,20110704-20110711,726756.96,9666292.33
TAP_A01,T02,2493,NA,NA,NA,O,0.64,5.1,S,3,A,NA,1.83,4.04,-0.15,1.95,0.25,2.05,20100116-20100213,0.64,7,S,1,A,NA,1.58,5.15,0.4,2.2,1.8,0.9,20110704-20110711,726754.99,9666295.5
TAP_A01,T02,2494,NA,NA,NA,O,0.64,22.1,C,2,A,NA,7.02,16.08,3.35,3.45,4.4,2.95,20100116-20100213,0.64,27,S,2,A,NA,15.99,20.87,3.8,4.9,3.9,3.3,20110704-20110711,726737.87,9666294.13
TAP_A01,T02,2495,NA,NA,NA,O,0.64,12.5,S,3,A,NA,10.03,10.65,4.2,1.05,3.05,1.45,20100116-20100213,0.64,13.3,S,2,A,NA,4.9,9.48,2.2,0.5,3.3,1.7,20110704-20110711,726737.18,9666295.19
TAP_A01,T02,2496,NA,NA,NA,O,0.64,7.5,S,3,A,NA,6.73,10.85,2.5,1.55,1.8,1.35,20100116-20100213,0.64,8,S,2,A,NA,6.74,13.19,3.5,2.9,2.4,3.4,20110704-20110711,726733.08,9666295.42
TAP_A01,T02,2497,MASSARANDUBA,Manilkara huberi,Sapotaceae,O,0.93,76.6,E,1,A,NA,37.64,53.62,3.7,12.4,12.3,2.6,20100116-20100213,0.93,79.3,E,1,A,NA,36.48,47.49,6,14,10.6,6.4,20110704-20110711,726732.85,9666291.22
TAP_A01,T02,2498,NA,NA,NA,L,0.64,5.5,C,2,A,NA,NA,NA,NA,NA,NA,NA,20100116-20100213,0.64,6.3,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,20110704-20110711,726727.28,9666295.46
TAP_A01,T02,2499,INGA,Inga marginata,Fabaceae,O,0.573055556,7,S,2,A,NA,6.81,16.14,3.2,3.1,5.05,-0.95,20100116-20100213,0.573055556,8.5,S,2,A,NA,8.27,13.43,3.6,1.6,5.3,0.7,20110704-20110711,726713.28,9666295.43
TAP_A01,T02,2500,NA,NA,NA,O,0.64,7.7,S,3,A,NA,7.19,13.52,2.1,1.2,1.8,2.95,20100116-20100213,0.64,7.8,S,3,A,NA,6.86,12.99,2.2,1.6,1.7,2,20110704-20110711,726709.89,9666295.95
TAP_A01,T02,2501,NA,NA,NA,O,0.64,32.4,C,2,A,NA,22.57,26.54,2.4,7.35,7.15,3.2,20100116-20100213,0.64,33.1,C,2,A,NA,24.77,27.36,6.6,9.3,6.9,4.4,20110704-20110711,726706.06,9666292.93
TAP_A01,T02,2502,NA,NA,NA,O,0.64,27.7,E,1,A,NA,15.4,22.11,3.65,4.25,5.5,1.2,20100116-20100213,0.64,28.9,E,1,A,NA,23.78,26.96,3.7,3.5,4.6,2,20110704-20110711,726681.58,9666295.22
TAP_A01,T02,2503,NA,NA,NA,O,0.64,7.8,S,1,A,NA,2.89,5.21,2,1.85,1.7,2.6,20100116-20100213,0.64,8,C,2,A,NA,5.12,5.63,2.1,2.2,1.8,2.4,20110704-20110711,726671.89,9666296.19
TAP_A01,T02,2504,NA,NA,NA,O,0.64,6.9,C,2,A,NA,7.94,9.97,0.9,1.35,-2.25,3.5,20100116-20100213,0.64,7.2,C,2,A,NA,0.69,15.76,NA,NA,NA,NA,20110704-20110711,726670.69,9666295.8
TAP_A01,T02,2505,NA,NA,NA,O,0.58,48.7,S,NA,D,3,NA,8.52,NA,NA,NA,NA,20100116-20100213,0.58,48.7,NA,NA,D,3,NA,8.71,NA,NA,NA,NA,20110704-20110711,726656.98,9666295.51
TAP_A01,T02,2506,NA,NA,NA,O,0.64,10.7,C,2,A,NA,13.5,16.9,1.7,0.75,5.3,-3.85,20100116-20100213,0.58,10.7,NA,NA,D,3,1.12,10.33,NA,NA,NA,NA,20110704-20110711,726647.09,9666296.04
TAP_A01,T02,2507,RABIA,NA,NA,O,0.64,6.7,S,3,A,NA,3.26,8.84,2.15,1.15,0.95,1.45,20100116-20100213,0.64,6.7,S,2,A,NA,5.45,8.21,1.3,2.2,1.6,1.7,20110704-20110711,726638.49,9666296.25
TAP_A01,T02,2508,LOURO,Ocotea sp.,Lauraceae,O,0.500567938,59.6,C,2,A,NA,9.66,11.69,5.55,3.7,4.1,3,20100116-20100213,0.500567938,60.1,C,2,A,NA,14.45,23.89,5,4.9,3.2,4.5,20110704-20110711,726635.27,9666294.18
TAP_A01,T02,2509,TAXI,Tachigali myrmecophila,Fabaceae,O,0.53,24.3,E,1,A,NA,23.87,32.95,4.3,4.6,-7.2,12.35,20100116-20100213,0.53,25.9,S,2,A,NA,30.49,39.99,3.3,3.1,-4,8.3,20110704-20110711,726633.79,9666296.19
TAP_A01,T02,2510,NA,NA,NA,O,0.64,7.3,S,3,A,NA,7.99,12.54,1.6,2,1.8,1.95,20100116-20100213,0.64,7.4,S,2,A,NA,7.17,8.36,2.7,3,2,2.5,20110704-20110711,726629.99,9666296.27
TAP_A01,T02,2511,MASSARANDUBA,Manilkara huberi,Sapotaceae,O,0.93,56.6,E,1,A,NA,20.91,41.31,2.85,7.05,6.35,7.6,20100116-20100213,0.93,58.2,E,1,A,NA,26.68,35.99,5.7,7.4,4.6,7.4,20110704-20110711,726628.99,9666296.03
TAP_A01,T02,2512,NA,NA,NA,O,0.64,24,C,1,A,NA,18.08,20.6,3.7,3.8,1.65,4.95,20100116-20100213,0.64,26.1,C,1,A,NA,16.52,24,3.4,4.3,1.8,6.5,20110704-20110711,726622.68,9666295.42
TAP_A01,T02,2513,INGA,Inga marginata,Fabaceae,O,0.573055556,12.2,C,1,A,NA,14.2,16.7,3.7,3.5,3.45,0.85,20100116-20100213,0.573055556,14.1,C,2,A,NA,12.02,17.34,3.3,5,4,3,20110704-20110711,726613.88,9666295.74
TAP_A01,T02,2514,NA,NA,NA,O,0.64,6.1,S,3,A,NA,4.87,7.93,1.5,1.15,0.65,1.9,20100116-20100213,0.64,6.3,S,2,A,NA,4.2,6.8,1.6,2,0.9,2.4,20110704-20110711,726612.79,9666296.4
TAP_A01,T02,2515,URUCURANA,Sloanea guianensis,Elaeocarpaceae,O,0.821152911,8.6,S,2,A,NA,8.56,11.62,0.4,2.65,1.2,5.65,20100116-20100213,0.821152911,10.9,C,1,A,NA,7.12,13.13,3,3,2.7,3,20110704-20110711,726607.19,9666296.14
TAP_A01,T02,2516,NA,NA,NA,O,0.28,15.4,S,NA,D,5,NA,4.69,NA,NA,NA,NA,20100116-20100213,0.28,15.4,NA,NA,D,5,NA,1.74,NA,NA,NA,NA,20110704-20110711,726602.49,9666296.28
TAP_A01,T02,2517,NA,NA,NA,O,0.28,20.3,S,NA,D,5,NA,6.38,NA,NA,NA,NA,20100116-20100213,0.28,20.3,NA,NA,D,5,NA,NA,NA,NA,NA,NA,20110704-20110711,726601.59,9666296.24
TAP_A01,T02,2518,NA,NA,NA,O,0.64,14.5,C,2,A,NA,11.66,14.93,3.15,1.4,1.85,3.55,20100116-20100213,0.64,15.5,C,2,A,NA,11.59,17.63,2.5,3.2,3.2,3.8,20110704-20110711,726596.99,9666296.42
TAP_A01,T02,2519,NA,NA,NA,O,0.64,34,C,2,A,NA,34.16,44.41,0.6,5.85,2.85,3.25,20100116-20100213,0.64,35.1,E,1,A,NA,22.61,33.83,3,3.8,4,3.1,20110704-20110711,726581.37,9666294.3
TAP_A01,T02,2520,BREU,Protium hepytaphillum ,Burseraceae,O,0.629,25.1,C,2,A,NA,26.15,33.11,3.6,4.35,4.7,3.35,20100116-20100213,0.629,25.8,S,2,A,NA,23.37,31.73,3.1,6.1,5.2,4.9,20110704-20110711,726579.78,9666295.31
TAP_A01,T02,2521,CUPIUBA,Goupia glabra,Goupiaceae,O,0.7272025,42.9,E,1,A,NA,25.25,32.97,6.6,7.3,4.3,8.35,20100116-20100213,0.7272025,44.4,C,2,A,NA,28.39,37.22,8.5,6.6,3.6,9,20110704-20110711,726572.78,9666296.06
TAP_A01,T02,2522,ENVIRA SURUCUCU,Duguetia stelechantha,Annonaceae,O,0.849,6.3,S,3,A,NA,4.96,10.3,2,1.5,1.35,2.45,20100116-20100213,0.849,6.3,S,3,A,NA,4.66,9.9,2.3,1.7,1.4,2.2,20110704-20110711,726568.79,9666297.04
TAP_A01,T02,2523,NA,NA,NA,O,0.64,23.1,C,2,A,NA,18.97,25.43,4.05,1.85,2,3.25,20100116-20100213,0.64,23.3,C,2,A,NA,15.53,27.62,3.8,2.6,2.5,3.7,20110704-20110711,726537.18,9666295.24
TAP_A01,T02,2524,NA,NA,NA,O,0.64,10.3,S,3,A,NA,7.39,13.24,2.25,2.3,2.75,2.65,20100116-20100213,0.64,10.3,S,3,A,NA,6.56,14.83,2.6,2.2,2.6,2.9,20110704-20110711,726534.79,9666297.11
TAP_A01,T02,2525,NA,NA,NA,O,0.64,15.2,C,1,A,NA,14.34,20.44,3.25,2.75,1.55,5,20100116-20100213,0.64,15.6,C,2,A,NA,12.13,19.06,2.2,3,2.1,2.6,20110704-20110711,726534.48,9666296.11
TAP_A01,T02,2526,ABIU,Ecclinusa ramiflora,Sapotaceae,O,0.656666667,65.5,E,1,A,NA,27.13,34.23,5.75,4.25,7.6,4.3,20100116-20100213,0.656666667,66,E,1,A,NA,20.6,37.7,4.5,6.8,5.5,3.6,20110704-20110711,726527.49,9666297.01
TAP_A01,T02,2527,NA,NA,NA,O,0.64,7.4,S,2,A,NA,4.92,9.13,2.45,1.55,2.35,2.95,20100116-20100213,0.64,7.6,S,2,A,NA,4.69,8.29,2,1.7,1.6,3,20110704-20110711,726523.59,9666297.24
TAP_A01,T02,2528,MATAMATA BRANCO,Eschweilera coriacea,Lecythidaceae,O,0.852013744,5.4,S,3,A,NA,1.91,8.05,1.65,1.15,2.2,1.95,20100116-20100213,0.852013744,5.5,S,2,A,NA,3.64,10.09,2.4,1.7,2,2.6,20110704-20110711,726517.99,9666297.12
TAP_A01,T02,2529,TUCUMA,Astrocaryum aculeatum ,Arecaceae,P,0.508,20.5,C,1,A,NA,2.38,10.34,4.4,2.65,7.25,2.9,20100116-20100213,0.508,26.4,S,3,A,NA,NA,10.34,7,0.8,4.2,7.2,20110704-20110711,726503.89,9666297.55
TAP_A01,T02,2530,NA,NA,NA,O,0.64,6.3,S,3,A,NA,3.62,6.66,1.65,0.6,0.45,2.35,20100116-20100213,0.64,6.4,C,2,A,NA,4.82,6.77,2.7,1,1,1.8,20110704-20110711,726501.29,9666297.22
TAP_A01,T02,2531,INGA,Inga marginata,Fabaceae,O,0.573055556,8.5,S,2,A,NA,6.94,10.96,2.85,1.2,0.6,4.7,20100116-20100213,0.573055556,10.3,C,2,A,NA,9.78,14.35,3,1.2,0.8,5,20110704-20110711,726495.99,9666297.03
TAP_A01,T02,2532,NA,NA,NA,O,0.45,11.4,S,NA,D,4,NA,7.05,NA,NA,NA,NA,20100116-20100213,0.45,11.4,NA,NA,D,4,NA,7.05,NA,NA,NA,NA,20110704-20110711,726490.69,9666297.35
TAP_A01,T02,2533,NA,NA,NA,O,0.64,11,C,1,A,NA,5.08,9.75,2.63,1.9,2.15,2.9,20100116-20100213,0.64,12.4,C,2,A,NA,7.21,11.13,2.9,3.5,3.1,3.4,20110704-20110711,726487.99,9666297.32
TAP_A01,T02,2534,NA,NA,NA,O,0.64,11.5,C,2,A,NA,9.48,10.98,0.7,1.95,0.7,0.6,20100116-20100213,0.64,11.5,S,2,A,NA,7.9,10.45,1.6,1.7,1.7,1,20110704-20110711,726482.99,9666297.06
TAP_A01,T02,2535,NA,NA,NA,O,0.64,5.8,S,3,A,NA,1.83,6.84,1.75,1.37,0.65,2.5,20100116-20100213,0.64,6,C,2,A,NA,4.86,7.28,1.4,0.8,1,2.8,20110704-20110711,726475.19,9666297.77
TAP_A01,T02,2536,NA,NA,NA,O,0.64,16.2,S,2,A,NA,10.31,15.31,2.7,3,2.65,3.4,20100116-20100213,0.64,16.2,C,2,A,NA,10.23,14.79,2.3,2.9,2.6,4,20110704-20110711,726472.69,9666296.69
TAP_A01,T02,2537,NA,NA,NA,O,0.64,9.4,S,3,A,NA,6.15,8.94,2.05,1.4,1.8,1.35,20100116-20100213,0.64,9.5,S,3,A,NA,4.82,8.54,2,1.7,1.6,2.2,20110704-20110711,726470.09,9666297.71
