area;group;plot;tree;common.name;scientific.name;family.name;DBH;type;Dead;D.class;Hcom;Htot;RN;RS;RE;RW;date;UTM.Easting;UTM.Northing
FN_A01;8;30;140;cumaru;Dipteryx odorata;Fabaceae;61.9;O;FALSE;NA;11.7;14.29;0.6;1;1.2;2.7;20150819;80.534.632.912.016;86.714.942.088.556
FN_A01;8;31;141;quarubarana;Erisma uncinatum;Vochysiaceae;23;O;FALSE;NA;9.77;15.19;2.5;2;2.2;3;20150819;80.527.876.393.676;867.158.904.282.424
FN_A01;8;31;142;breu branco;Protium paniculatum;Burseraceae;24.5;O;FALSE;NA;9.6;15.98;2.7;2.3;4;2;20150819;80.527.735.596.576;867.159.352.273.344
FN_A01;8;31;143;sucuuba;Himatanthus sucuuba;Apocynaceae;42.3;O;FALSE;NA;17.92;29.28;3.3;3;3.3;2.6;20150819;80.527.558.486.596;867.159.555.483.304
FN_A01;8;31;144;crista;Mucuna rostrata;Fabaceae;13.7;O;FALSE;NA;8.72;13.76;2.4;1.4;3.5;1.2;20150819;805.277.302.747.126;867.159.683.022.596
FN_A01;8;31;145;jacareuba;Calophyllum brasiliense;Calophyllaceae;32.4;O;FALSE;NA;11.78;22.72;5.2;3.2;4;3.8;20150819;8.052.753.331.024;86.715.991.267.296
FN_A01;8;31;146;carapanauba;Aspidosperma excelsum;Apocynaceae;86.4;O;FALSE;NA;24.27;31.68;5.6;5.7;4.2;7;20150819;8.052.803.858.952;86.716.022.923.728
FN_A01;8;31;147;abiurana;Pouteria gongrijpii;Sapotaceae;35.3;O;FALSE;NA;8.79;17.53;3.2;3.3;1.5;2.8;20150819;8.052.812.535.138;86.716.110.840.212
FN_A01;8;31;148;morta;NA;NA;91;O;TRUE;3;NA;3.84;NA;NA;NA;NA;20150819;8.052.798.067.362;86.716.122.117.108
FN_A01;8;31;149;parapara;Jacaranda copaia;Bignoniaceae;19.4;O;FALSE;NA;16.51;17.81;3.7;0.6;0.9;2.7;20150819;80.526.876.590.094;867.161.450.788.156
FN_A01;8;31;150;envira preta;Guatteria schomburgkiana;Annonaceae;11.4;O;FALSE;NA;6.58;14.37;4;0.8;1;2.2;20150819;805.283.673.020.952;867.160.293.054.373
FN_A01;8;31;151;cumaru;Dipteryx odorata;Fabaceae;60.4;O;FALSE;NA;13.74;22.74;1.4;9.5;3;7;20150819;805.277.415.096;8.671.621.371.728
FN_A01;8;31;152;copaiba;Copaifera reticulata;Fabaceae;50.5;O;FALSE;NA;14.81;22.55;2.5;4.7;7;1.6;20150819;8.052.795.240.128;86.716.265.499.392
FN_A01;8;31;153;morta;NA;NA;78;O;TRUE;3;NA;5.26;NA;NA;NA;NA;20150819;805.277.603.998;86.716.289.609.736
FN_A01;8;31;154;mamoninha;Esenbeckia febrifuga;Rutaceae;39;O;FALSE;NA;11.55;17.97;1.8;3;2.9;2.6;20150819;80.528.935.469.058;867.163.539.338.132
FN_A01;8;31;155;itaubarana;Ormosia excelsa;Fabaceae;48.9;O;FALSE;NA;16.58;22.69;6;3.3;3;3.7;20150819;8.052.873.088.178;86.716.453.716.692
FN_A01;8;31;156;abiurana;Pouteria gongrijpii;Sapotaceae;35.1;O;FALSE;NA;13.65;22.88;2.4;2.8;2.6;1.7;20150819;8.052.899.676.752;86.716.462.217.888
FN_A01;8;31;157;morta;NA;NA;54.5;O;TRUE;2;NA;19.72;NA;NA;NA;NA;20150819;80.529.043.145.436;867.164.531.660.424
FN_A01;8;31;158;quarubarana;Erisma uncinatum;Vochysiaceae;46;O;FALSE;NA;15.64;26.23;3.4;5.2;9;3;20150819;80.529.206.934.272;867.164.373.921.328
FN_A01;8;31;159;carapanauba;Aspidosperma excelsum;Apocynaceae;47.4;O;FALSE;NA;11.53;19.29;4.6;2;3.8;3;20150819;8.053.074.597.184;86.716.405.467.216
FN_A01;8;31;160;jatoba;Hymenaea courbaril;Fabaceae;71.4;O;FALSE;NA;19.42;35.06;9;10;6.2;10;20150819;8.053.037.633.208;86.716.371.891.312
FN_A01;8;31;161;caripe;Licania octandra;Chrysobalanaceae;35.2;O;FALSE;NA;8.09;17.09;6.7;5;5.3;3.8;20150819;8.053.056.605.468;86.716.326.251.352
FN_A01;8;31;162;cupiuba;Goupia glabra;Goupiaceae;38;O;FALSE;NA;9.28;16.27;4;3;3.5;6.7;20150819;80.530.057.333;867.163.502.562
FN_A01;8;31;163;abiurana;Pouteria gongrijpii;Sapotaceae;50;O;FALSE;NA;16.6;23.69;4;4;3.6;4.7;20150819;80.529.538.346;86.716.224.778
FN_A01;8;31;164;casca seca;Licania canescens;Chrysobalanaceae;46.5;O;FALSE;NA;14.6;25.58;4.7;4.2;5.2;5;20150819;8.053.074.195.324;86.716.258.998.376
FN_A01;8;31;165;jutai-pororoca;Dialium guianense;Fabaceae;37.8;O;FALSE;NA;8.35;14.07;6.6;4.7;2.3;7;20150819;80.527.464.965;8.671.631.471.756
FN_A01;8;31;166;itaubarana;Ormosia excelsa;Fabaceae;50;O;FALSE;NA;12.94;24.13;5.6;6.3;4;5;20150819;8.052.646.889.536;86.716.258.395.984
FN_A01;8;31;167;mandioqueira;Qualea paraensis;Vochysiaceae;55.4;O;FALSE;NA;13.49;20.22;6.4;1;5.8;2.5;20150819;8.052.786.894.864;86.716.124.601.088
FN_A01;8;31;168;fava orelha-de-macaco;Enterolobium schomburgkii;Fabaceae;54.8;O;FALSE;NA;21.29;26.7;3.7;5.3;6;6.8;20150819;80.528.679.527.776;867.161.276.786.784
FN_A01;8;31;169;louro amarelo;Aniba parviflora;Lauraceae;55.9;O;FALSE;NA;12.29;23.36;4.6;4.7;2.5;11.2;20150819;805.296.314.397.016;867.159.825.458.942
FN_A01;8;32;170;envira preta;Guatteria schomburgkiana;Annonaceae;11.1;O;FALSE;NA;11.23;19.49;4.4;2.4;3.6;3.3;20150819;80.523.018.397.688;86.717.309.484.456
FN_A01;8;32;171;sardinheiro;NA;NA;15.8;O;FALSE;NA;11;17.67;3.5;2.3;3.2;3.6;20150819;80.523.233.953.948;86.717.356.613.836
FN_A01;8;32;172;freijo;Cordia goeldiana;Boraginaceae;11.6;O;FALSE;NA;13.2;16.43;1;1.9;4.1;1;20150819;805.225.722.790.872;867.174.133.010.264
FN_A01;8;32;173;freijo branco;Cordia scabrifolia;Boraginaceae;16.5;O;FALSE;NA;13.37;18.54;0.8;2.8;2.5;5.8;20150819;805.226.029.152.784;867.174.306.195.808
FN_A01;8;32;174;muruci;Byrsonima crispa;Malpighiaceae;24;O;FALSE;NA;12.96;17.45;2;3.4;3.8;3.6;20150819;805.225.773.527.113;867.174.341.286.443
FN_A01;8;32;175;andorinha;Casearia grandiflora;Salicaceae;15.1;O;FALSE;NA;17.29;26.39;4;3.6;1.8;3.8;20150819;80.522.486.329.632;86.717.433.302.384
FN_A01;8;32;176;parapara;Jacaranda copaia;Bignoniaceae;28.3;O;FALSE;NA;17.48;20.79;3.3;2.2;2.3;4.3;20150819;8.052.261.956.366;8.671.747.581.792
FN_A01;8;32;177;inga vermelho;Inga alba;Fabaceae;29.1;O;FALSE;NA;9.85;18.08;2.6;5.9;2.2;6.6;20150819;805.223.118.859.344;867.175.255.276.328
FN_A01;8;32;178;inga amarelo;Inga sp.;Fabaceae;13.3;O;FALSE;NA;10.01;16.17;3.2;1.2;5.1;1.4;20150819;805.222.802.625.184;867.175.353.769.408
FN_A01;8;32;179;tamanqueira;Zanthoxylum rhoifolium;Rutaceae;13.2;O;FALSE;NA;5.16;10.2;3.9;3.1;2.5;2.2;20150819;805.220.729.536.808;867.175.294.993.896
FN_A01;8;32;180;breu branco;Protium paniculatum;Burseraceae;11.8;O;FALSE;NA;3.94;5.37;3;2.1;2.2;1;20150819;80.521.913.333.264;86.717.566.644.768
FN_A01;8;32;181;embauba branca;Cecropia palmata;Urticaceae;30.1;O;FALSE;NA;17.98;24.26;2.7;1.9;3.1;4;20150819;805.222.281.084.514;867.175.871.417.043
FN_A01;8;32;182;mamoninha;Esenbeckia febrifuga;Rutaceae;11;O;FALSE;NA;5.72;9.06;3.1;2.6;3.1;4.2;20150819;805.218.678.692.717;867.176.044.051.242
FN_A01;8;32;183;louro preto;Ocotea cernua;Lauraceae;17.9;O;FALSE;NA;10.04;15.11;4.7;3.8;0.5;7.8;20150819;805.218.817.555.912;867.176.234.609.944
FN_A01;8;32;184;morototo;Schefflera morototoni;Araliaceae;15.5;O;FALSE;NA;13.21;16.26;2.1;2.3;1.8;2.6;20150819;80.521.433.288.992;86.717.703.215.104
FN_A01;8;32;185;urucurana;Sloanea guianensis;Elaeocarpaceae;10.4;O;FALSE;NA;5.76;9.5;4.3;2.1;3.1;2.6;20150819;805.214.016.914.064;867.177.130.698.968
FN_A01;8;32;186;embauba;Cecropia ficifolia;Urticaceae;23.7;O;FALSE;NA;7.69;19.34;5.4;1.8;3.6;4;20150819;80.521.053.838.712;86.717.766.658.344
FN_A01;8;32;187;quaruba;Vochysia guianensis;Vochysiaceae;41.7;O;FALSE;NA;18.63;25.35;1.4;5.7;7.6;6.9;20150819;80.523.769.930.416;86.717.806.560.992
FN_A01;8;32;188;itaubarana;Ormosia excelsa;Fabaceae;53.8;O;FALSE;NA;19.78;28.76;4.2;3.5;5.1;4.5;20150819;8.052.460.841.584;8.671.768.006.408
FN_A01;8;32;189;breu manga;Tetragastris altissima;Burseraceae;36.8;O;FALSE;NA;15.56;25.01;4.8;5.5;1.2;6.7;20150819;8.052.427.007.848;8.671.755.814.576
FN_A01;8;32;190;itaubarana;Ormosia excelsa;Fabaceae;35.5;O;FALSE;NA;12.99;29.73;4.9;4.4;3.9;3.7;20150819;8.052.521.865.724;8.671.786.824.688
FN_A01;8;32;191;louro amarelo;Aniba parviflora;Lauraceae;68;O;FALSE;NA;12.99;29.73;7.6;5.6;4.8;6.1;20150819;80.523.423.412.624;86.717.838.861.088
FN_A01;9;33;1;tatapiririca;Tapirira guianensis;Anacardiaceae;11.7;O;FALSE;NA;10.5;12;2.3;1.7;2.4;12;20150818;805.184.073.955.648;867.124.300.918.176
FN_A01;9;33;2;mandioqueira;Qualea paraensis;Vochysiaceae;47.4;O;FALSE;NA;18.58;26.09;5.2;3.5;3.7;4.5;20150818;805.183.074.632.816;867.124.563.620.592
FN_A01;9;33;3;inga amarelo;Inga sp.;Fabaceae;14.3;O;FALSE;NA;10.81;15.29;2.8;5;4.3;5;20150818;805.181.025.632.176;867.124.827.456.112
FN_A01;9;33;4;tatapiririca;Tapirira guianensis;Anacardiaceae;17;O;FALSE;NA;10.32;16.54;1.5;1.4;2;1.5;20150818;805.180.300.056.892;867.125.017.412.704
FN_A01;9;33;5;louro preto;Ocotea cernua;Lauraceae;15.1;O;FALSE;NA;10.55;15.6;4;13;4.4;2.3;20150818;805.179.885.442.444;867.125.125.959.328
FN_A01;9;33;6;breu branco;Protium paniculatum;Burseraceae;20.4;O;FALSE;NA;10.27;14.38;2;4.8;2.8;3;20150818;805.177.489.903.631;867.125.780.887.339
FN_A01;9;33;7;mandioqueira;Qualea paraensis;Vochysiaceae;64.5;O;FALSE;NA;21.55;35.63;5.4;6.6;8;6.8;20150818;805.176.603.078.064;867.125.985.286.768
FN_A01;9;33;8;inga amarelo;Inga sp.;Fabaceae;12.6;O;FALSE;NA;8.84;13.51;3;4;2.1;5.2;20150818;80.517.230.100.471;86.712.697.022.052
FN_A01;9;33;9;breu branco;Protium paniculatum;Burseraceae;10.8;O;FALSE;NA;6.68;11.66;1.7;1.8;2.4;1.6;20150818;805.171.875.563.816;867.127.109.649.392
FN_A01;9;33;10;joao-mole;Neea oppositifolia;Nyctaginaceae;38.5;O;FALSE;NA;13.4;26.32;3.4;2.9;2.5;3.4;20150818;80.517.190.411.432;86.712.721.548.184
FN_A01;9;33;11;morta;NA;NA;22.6;O;TRUE;3;NA;9.03;NA;NA;NA;NA;20150818;80.517.240.155.848;86.712.765.550.376
FN_A01;9;33;12;morta;NA;NA;13.1;O;TRUE;2;NA;6.02;NA;NA;NA;NA;20150818;805.172.332.823.256;867.127.673.647.472
FN_A01;9;33;13;breu manga;Tetragastris altissima;Burseraceae;37.1;O;FALSE;NA;10.18;18.03;5;3.8;4.5;3.6;20150818;805.187.967.109.524;867.127.558.801.688
FN_A01;9;33;14;itaubarana;Ormosia excelsa;Fabaceae;66.1;O;FALSE;NA;18.38;26.59;6.3;7.2;5.3;5;20150818;80.518.656.132.008;86.712.644.506.496
FN_A01;9;33;15;morta;NA;NA;50.8;O;TRUE;1;NA;30.18;NA;NA;NA;NA;20150818;805.191.131.472.988;867.125.478.761.056
FN_A01;9;33;16;fava-bolota;Parkia pendula;Fabaceae;55;O;FALSE;NA;14.91;26.19;13;8.5;1.5;10.7;20150818;8.051.959.912.048;8.671.258.677.076
FN_A01;9;33;17;breu sucuruba;Trattinnickia burserifolia;Burseraceae;46.9;O;FALSE;NA;16.73;32.1;7;5.2;5.4;5;20150818;8.052.234.655.256;8.671.256.404.892
FN_A01;9;33;18;mandioqueira;Qualea paraensis;Vochysiaceae;49.1;O;FALSE;NA;13.1;25.71;10;1.5;7.6;2.2;20150818;8.052.127.469.752;8.671.273.816.744
FN_A01;9;33;19;parapara;Jacaranda copaia;Bignoniaceae;40;O;FALSE;NA;19.58;25.52;9.2;2;1.3;10.3;20150818;805.215.968.564;8671296.87
FN_A01;9;34;20;embauba branca;Cecropia palmata;Urticaceae;22.3;O;FALSE;NA;17.11;20.02;2.7;3.7;2.8;3.8;20150818;80.513.711.349.684;867.138.306.075
FN_A01;9;34;21;morototo;Schefflera morototoni;Araliaceae;19;O;FALSE;NA;20.35;27.19;2.7;1;1.7;2.6;20150818;80.513.706.930.536;8.671.385.077.704
FN_A01;9;34;22;morototo;Schefflera morototoni;Araliaceae;17.2;O;FALSE;NA;16.64;20.47;1.4;1.7;1.2;1.4;20150818;805.139.423.882.446;86.713.850.986.467
FN_A01;9;34;23;morototo;Schefflera morototoni;Araliaceae;13.5;O;FALSE;NA;15.92;21.64;1.7;0.8;1.7;1.2;20150818;805.138.779.442.312;86.713.858.877.724
FN_A01;9;34;24;morototo;Schefflera morototoni;Araliaceae;11.7;O;FALSE;NA;18.64;20.6;0.8;0.8;0.5;1.6;20150818;80.513.685.853.154;8.671.385.569.085
FN_A01;9;34;25;morototo;Schefflera morototoni;Araliaceae;15.2;O;FALSE;NA;17.71;20.23;1.7;2.2;1.7;2;20150818;8.051.373.367.944;8.671.386.856.512
FN_A01;9;34;26;louro preto;Nectandra cuspidata;Lauraceae;14.3;O;FALSE;NA;12.23;19.41;3.7;2;1.7;3.5;20150818;805.138.596.165.248;86.713.887.371.536
FN_A01;9;34;27;morta;NA;NA;10.1;O;TRUE;1;NA;12.63;NA;NA;NA;NA;20150818;8.051.340.245.763;8.671.390.244.315
FN_A01;9;34;28;envira preta;Guatteria schomburgkiana;Annonaceae;10;O;FALSE;NA;10.12;18.18;2.5;1.8;1.4;2.5;20150818;8.051.338.130.064;867.139.073.634
FN_A01;9;34;29;louro-seda;Endlicheria ruforamula;Lauraceae;16;O;FALSE;NA;14.73;21.83;3.6;2;1.6;2.8;20150818;8.051.330.371.744;867.139.496.352
FN_A01;9;34;30;pintadinho;Poeppigia procera;Fabaceae;13.4;O;FALSE;NA;8.36;13.84;2.5;2.6;2.9;2.5;20150818;80.513.008.937.616;867.139.939.598
FN_A01;9;34;31;joao-mole;Neea oppositifolia;Nyctaginaceae;36.4;O;FALSE;NA;8.66;18.79;6.3;2.4;4;2;20150818;805.133.711.461;867.140.072.451
FN_A01;9;34;32;cupiuba;Goupia glabra;Goupiaceae;42.5;O;FALSE;NA;14.4;24.88;6.6;5.7;6.4;6;20150818;8.051.360.822.872;867.140.254.608
FN_A01;9;34;33;morta;NA;NA;35.7;O;TRUE;1;14.65;21.66;5.7;1.8;2.4;3.5;20150818;80.513.955.379.666;8.671.401.744.525
FN_A01;9;34;34;abiurana;Pouteria gongrijpii;Sapotaceae;42.9;O;FALSE;NA;15.06;24.54;2.5;4.3;3.8;4;20150818;805.149.523.696.284;86.713.999.813.378
FN_A01;9;34;35;sucupira preta;Bowdichia nitida;Fabaceae;38.1;O;FALSE;NA;20.41;29.47;3.5;2.3;3.8;3.4;20150818;8.051.246.141.824;867.141.461.232
FN_A01;9;34;36;cafezinho;Heisteria densifrons;Olacaceae;12.7;O;FALSE;NA;4.5;7.07;3;1.4;2.3;4.5;20150818;80.512.498.389.044;8.671.416.244.262
FN_A01;9;34;37;envira preta;Guatteria schomburgkiana;Annonaceae;12.2;O;FALSE;NA;9.55;14.08;2.7;2.2;2.5;1.7;20150818;80.512.298.062.752;867.141.592.802
FN_A01;9;34;38;abiurana;Pouteria gongrijpii;Sapotaceae;45.1;O;FALSE;NA;21.68;31.12;4;4.8;3.2;4.5;20150818;8.051.263.743.632;867.142.052.744
FN_A01;9;34;39;itaubarana;Ormosia excelsa;Fabaceae;89;O;FALSE;NA;21.44;39.59;9.2;8.4;5.2;10;20150818;80.513.602.979.548;867.141.555.564
FN_A01;9;34;40;inga vermelho;Inga alba;Fabaceae;14.3;O;FALSE;NA;12.17;18.08;2.4;1.6;2.2;4;20150818;8.051.181.568.338;867.142.714.619
FN_A01;9;34;41;mandioqueira;Qualea paraensis;Vochysiaceae;46.2;O;FALSE;NA;21.36;28.82;5;5;4;6.7;20150818;805.133.887.344;867.141.280.432
FN_A01;9;34;42;mandioqueira;Qualea paraensis;Vochysiaceae;85.7;O;FALSE;NA;21.49;30.28;9.5;7.3;8.2;8;20150818;8.051.397.132.642;867.142.187.679
FN_A01;9;34;43;caripe;Licania octandra;Chrysobalanaceae;37.9;O;FALSE;NA;13.07;27.75;3.7;4.4;2.5;5.2;20150818;805.129.593.823;867.142.565.289
FN_A01;9;34;44;cupiuba;Goupia glabra;Goupiaceae;38.2;O;FALSE;NA;17.49;27.44;4.6;4;7.7;7;20150818;805.166.622.657;867.143.493.591
FN_A01;9;34;45;breu manga;Tetragastris altissima;Burseraceae;48.8;O;FALSE;NA;16.52;22.85;1.3;6;2.7;2.4;20150818;8.051.348.593.248;867.142.591.444
FN_A01;9;34;46;abiurana;Pouteria gongrijpii;Sapotaceae;41;O;FALSE;NA;16.62;27.19;4.3;3.6;4.2;2.4;20150818;8.051.215.419.522;867.141.927.379
FN_A01;9;34;47;abiurana;Pouteria gongrijpii;Sapotaceae;38;O;FALSE;NA;15.41;25.46;2.5;3.6;2.6;2.8;20150818;8.051.262.987.808;867.141.068.256
FN_A01;9;34;48;mandioqueira;Qualea paraensis;Vochysiaceae;36.3;O;FALSE;NA;15.92;24.7;5.7;3;4;5.4;20150818;8.051.314.528.314;867.141.103.427
FN_A01;9;35;49;urucurana;Sloanea guianensis;Elaeocarpaceae;12.1;O;FALSE;NA;8.27;13.79;3;1.8;3.2;1.3;20150818;80.508.596.658.504;8.671.525.127.054
FN_A01;9;35;50;morototo;Schefflera morototoni;Araliaceae;18.3;O;FALSE;NA;13.1;18;2.2;1;1;2.1;20150818;805.084.617.061.328;86.715.296.287.428
FN_A01;9;35;51;louro-seda;Endlicheria ruforamula;Lauraceae;11.8;O;FALSE;NA;8.39;13.09;1.4;2.6;4.2;1;20150818;805.086.177.492.829;867.153.444.471.088
FN_A01;9;35;52;morta;NA;NA;47.2;O;TRUE;1;NA;23.07;NA;NA;NA;NA;20150818;8.050.809.792.148;867.154.176.373
FN_A01;9;35;53;louro-seda;Endlicheria ruforamula;Lauraceae;19.5;O;FALSE;NA;10.28;16.31;9.8;0.8;2.2;2;20150818;805.079.747.040.976;86.715.458.739.676
FN_A01;9;35;54;breu manga;Tetragastris altissima;Burseraceae;12;O;FALSE;NA;10.22;14.94;1.7;1.3;1.9;1.4;20150818;805.083.471.886.005;867.154.696.588.848
FN_A01;9;35;55;inga vermelho;Inga alba;Fabaceae;12.7;O;FALSE;NA;10.41;14.89;4;1;3;1.8;20150818;8.050.832.837.732;867.154.829.572
FN_A01;9;35;56;inga vermelho;Inga alba;Fabaceae;13.2;O;FALSE;NA;13.4;21.11;4;1.7;1;2.4;20150818;80.507.907.227.912;8.671.548.124.812
FN_A01;9;35;57;envira-cana;Xylopia nitida;Annonaceae;18.4;O;FALSE;NA;14.02;19.34;5.8;1.7;2.7;3.8;20150818;805.080.451.840.235;867.154.991.443.552
FN_A01;9;35;58;inga vermelho;Inga alba;Fabaceae;15.2;O;FALSE;NA;17.74;21.54;2.7;1.4;0.8;2.3;20150818;805.079.259.593.296;86.715.567.016.896
FN_A01;9;35;59;abiurana;Pouteria gongrijpii;Sapotaceae;39.3;O;FALSE;NA;12.14;16.69;1.3;1.3;1.7;1.9;20150818;80.507.991.500.936;8.671.559.453.356
FN_A01;9;35;60;abiurana;Pouteria gongrijpii;Sapotaceae;12.5;O;FALSE;NA;7.18;9.02;1;0.6;0.8;0.7;20150818;80.508.000.366.104;8.671.559.159.734
FN_A01;9;35;61;cupiuba;Goupia glabra;Goupiaceae;46.6;O;FALSE;NA;19.06;30.5;6.4;7.8;7.6;2;20150818;80.508.148.935.296;8.671.560.558.496
FN_A01;9;35;62;breu sucuruba;Trattinnickia burserifolia;Burseraceae;15.6;O;FALSE;NA;9.49;13.59;3.4;1;2;0.7;20150818;805.077.230.709.824;86.715.648.421.824
FN_A01;9;35;63;morototo;Schefflera morototoni;Araliaceae;21.7;O;FALSE;NA;17.59;21.48;1.6;1.7;3;2.8;20150818;80.507.423.159.624;8.671.564.272.174
FN_A01;9;35;64;andorinha;Casearia grandiflora;Salicaceae;16.8;O;FALSE;NA;16.12;21.78;2;2.2;4;1.3;20150818;8.050.736.448.468;867.156.622.943
FN_A01;9;35;65;mandioqueira;Qualea paraensis;Vochysiaceae;49.2;O;FALSE;NA;19.04;25.87;3.6;5;8;3.3;20150818;805.107.526.938.128;86.715.757.595.928
FN_A01;9;35;66;cumaru;Dipteryx odorata;Fabaceae;80;O;FALSE;NA;14.37;30.22;10;4;7.2;6;20150818;80.511.000.180.808;8.671.578.640.308
FN_A01;9;35;67;quaruba;Vochysia guianensis;Vochysiaceae;44.8;O;FALSE;NA;13.5;22.28;3.7;4;3;5.6;20150818;8.051.206.094.684;867.157.212.484
FN_A01;9;35;68;breu manga;Tetragastris altissima;Burseraceae;70.3;O;FALSE;NA;20.92;32.81;6.5;4.7;4.8;6;20150818;8.051.092.433.092;867.156.769.262
FN_A01;9;35;69;mandioqueira;Qualea paraensis;Vochysiaceae;65.8;O;FALSE;NA;11.57;34.39;12.3;8;8;4.3;20150818;8.051.050.392.732;867.156.752.132
FN_A01;9;35;70;abiurana;Pouteria gongrijpii;Sapotaceae;38.5;O;FALSE;NA;11.73;18.47;2.6;3.4;4;3;20150818;80.512.344.449.664;8.671.560.078.464
FN_A01;9;35;71;morta;NA;NA;38;O;TRUE;1;NA;9.8;NA;NA;NA;NA;20150818;80.511.057.024.457;867.153.908.008.296
FN_A01;9;35;72;itaubarana;Ormosia excelsa;Fabaceae;85;O;FALSE;NA;23.55;36.35;8;8.6;7.2;6.4;20150818;80.510.347.000.564;8.671.534.883.684
FN_A01;9;36;73;caferana;Quiina florida;Ochnaceae;13.1;O;FALSE;NA;5.83;10.63;3;1.2;2;2.3;20150818;80.504.086.696.072;86.716.665.577.698
FN_A01;9;36;74;mandioqueira;Qualea paraensis;Vochysiaceae;14.8;O;FALSE;NA;11.07;17.14;2.6;3.2;2.4;2.5;20150818;80.504.096.029.666;86.716.665.824.269
FN_A01;9;36;75;louro-seda;Endlicheria ruforamula;Lauraceae;11.4;O;FALSE;NA;NA;NA;2.2;1.8;3;1.2;20150818;80.504.161.404.256;86.716.679.561.934
FN_A01;9;36;76;abiurana;Pouteria gongrijpii;Sapotaceae;14.2;O;FALSE;NA;9.65;15.32;1.8;2.5;1.2;2.7;20150818;805.037.975.821.744;867.166.669.192.616
FN_A01;9;36;77;inga vermelho;Inga alba;Fabaceae;10.4;O;FALSE;NA;8.42;12.15;1.8;1;1.8;2;20150818;805.039.098.291.184;867.166.938.818.776
FN_A01;9;36;78;inga vermelho;Inga alba;Fabaceae;14.8;O;FALSE;NA;8.21;14.53;4.7;5.8;3.2;6.3;20150818;80.503.670.776.548;86.716.689.495.472
FN_A01;9;36;79;mamoninha;Esenbeckia febrifuga;Rutaceae;15.5;O;FALSE;NA;8.78;15.61;4;2.3;2.4;3;20150818;80.503.563.178.448;86.716.766.574.272
FN_A01;9;36;80;cumaru;Dipteryx odorata;Fabaceae;57.1;O;FALSE;NA;6.06;14.04;3.8;3.5;4;8.5;20150818;805.040.682.711.559;867.168.237.223.839
FN_A01;9;36;81;parapara;Jacaranda copaia;Bignoniaceae;15.7;O;FALSE;NA;11.87;14.92;1;0.7;0.6;1.1;20150818;80.503.315.865.104;86.716.839.920.256
FN_A01;9;36;82;morototo;Schefflera morototoni;Araliaceae;15.7;O;FALSE;NA;14.36;19.66;0.3;0.3;0.5;0.4;20150818;805.031.989.140.048;867.168.446.567.072
FN_A01;9;36;83;morta;NA;NA;20.2;O;TRUE;1;15.39;20.44;NA;NA;NA;NA;20150818;805.030.878.209.424;867.168.776.389.136
FN_A01;9;36;84;inga amarelo;Inga sp.;Fabaceae;17.4;O;FALSE;NA;NA;9.51;2.8;1.3;0.8;7.8;20150818;80.503.084.735.024;86.716.878.555.086
FN_A01;9;36;85;parapara;Jacaranda copaia;Bignoniaceae;20.1;O;FALSE;NA;6.54;10.57;0.5;0.5;0.5;0.7;20150818;8.050.343.726.076;8.671.689.363.814
FN_A01;9;36;86;morta;NA;NA;12.5;O;TRUE;2;NA;9.21;NA;NA;NA;NA;20150818;805.030.936.065.568;867.168.938.769.152
FN_A01;9;36;87;morta;NA;NA;19;O;TRUE;2;NA;8.03;NA;NA;NA;NA;20150818;805.030.353.603.296;867.168.932.138.444
FN_A01;9;36;88;inga amarelo;Inga sp.;Fabaceae;14.8;O;FALSE;NA;11.41;22.29;1.7;2.3;2.8;1.5;20150818;805.032.821.632.515;867.169.335.336.973
FN_A01;9;36;89;mandioqueira;Qualea paraensis;Vochysiaceae;23.6;O;FALSE;NA;8.25;14.33;2.7;2.4;3.3;2.8;20150818;805.030.282.626.817;867.169.282.009.926
FN_A01;9;36;90;inga vermelho;Inga alba;Fabaceae;10;O;FALSE;NA;8.55;14.53;2;2.9;3;2;20150818;80.502.697.581.744;86.717.023.285.216
FN_A01;9;36;91;muuba;Bellucia grossularioides;Melastomataceae;21.2;O;FALSE;NA;14.53;18.62;4;5;2;3.4;20150818;80.502.602.930.904;86.717.081.057.256
FN_A01;9;36;92;louro preto;Nectandra cuspidata;Lauraceae;11;O;FALSE;NA;11.26;16.96;1;5;1.7;1.2;20150818;80.502.762.843.856;86.717.093.013.834
FN_A01;9;36;93;breu manga;Tetragastris altissima;Burseraceae;73.1;O;FALSE;NA;21.08;34.7;4.5;5.4;2;10.7;20150818;8.050.748.287.732;8.671.689.472.348
FN_A01;9;36;94;itaubarana;Ormosia excelsa;Fabaceae;60;O;FALSE;NA;26.25;38.29;7;1.7;7.5;5.7;20150818;80.503.367.029.304;86.717.033.135.156
