area,group_code,plot,common_name,scienfic_name,family_name,tree,WSD,DBH,type,canopy,Light,Dead,D_class,date,UTM_Easting,UTM_Northing,
JAM_A02,T05,T05_P3,INGA,Inga marginata,Fabaceae,58,0.57,12.6,O,S,2,A,NA,20131215,499176.7195,8987989.235,
JAM_A02,T05,T05_P3,CASCA SECA,Licania canescens,Chrysobalanaceae,59,0.88,40.2,O,C,2,A,NA,20131215,499178.0548,8987980.351,
JAM_A02,T05,T05_P3,CASTANHEIRA,Bertholletia excelsa,Lecythidaceae,60,0.64,125,O,E,1,A,NA,20131215,499172.0313,8987956.288,
JAM_A02,T05,T05_P3,TANIBUCA,Terminalia amazonia,Combretaceae,61,0.68,90,O,E,1,A,NA,20131215,499169.6399,8987960.986,
JAM_A02,T05,T05_P3,INHARE,Helicostylis sp.,Moraceae,62,0.65,36,O,C,1,A,NA,20131215,499159.1642,8987954.434,
JAM_A02,T05,T05_P3,TAXI PRETO,Tachigali myrmecophila,Fabaceae,63,0.53,45,O,C,2,A,NA,20131215,499160.3187,8987952.584,
JAM_A02,T05,T05_P3,SUCUPIRA PELE DE SAPO,NI,NI,64,0.64,41,O,C,2,A,NA,20131215,499156.8551,8987958.136,
JAM_A02,T05,T05_P3,GUARIUBA,Clarisia racemosa,Moraceae,68a,0.59,58.2,O,C,1,A,NA,20131215,499151,8987968.385,
JAM_A02,T05,T05_P3,TANGIRANA,NI,NI,65,0.64,52.6,O,C,1,A,NA,20131215,499148.2766,8987952.866,
JAM_A02,T05,T05_P4,TAUARI,Couratari stellata,Lecythidaceae,66,0.63,18.9,O,S,2,A,NA,20131215,499279.6623,8988002.401,
JAM_A02,T05,T05_P4,MORTA,NA,NA,67,NA,46.6,O,NA,NA,D,1,20131215,499280.285,8987998.45,
JAM_A02,T05,T05_P4,TAXI VERMELHO,Tachigali alba,Fabaceae,68,0.56,62.4,O,E,1,A,NA,20131215,499286.9002,8987989.976,
JAM_A02,T05,T05_P4,BREU BARROTE,Tetragastris panamensis,Burseraceae,69,0.73,33.5,O,S,2,A,NA,20131215,499288.1447,8988004.412,
JAM_A02,T05,T05_P4,ANGELIM RAJADO,Zygia racemosa,Fabaceae,70,0.75,14.6,O,S,2,A,NA,20131215,499294.0342,8988001.163,
JAM_A02,T05,T05_P4,UCUUBA VERMELHA,Virola elongata,Myristicaceae,71,0.52,10.8,O,S,2,A,NA,20131215,499295.7281,8987999.72,
JAM_A02,T05,T05_P4,MORTA,NA,NA,72,NA,17.9,O,NA,NA,D,3,20131215,499297.7636,8987999.212,
JAM_A02,T05,T05_P4,INHARE,Helicostylis sp.,Moraceae,73,0.65,11.8,O,S,2,A,NA,20131215,499303.2292,8987999.893,
JAM_A02,T05,T05_P4,BREU BARROTE,Tetragastris panamensis,Burseraceae,74,0.73,38.6,O,S,2,A,NA,20131215,499299.3009,8988001.865,
JAM_A02,T05,T05_P4,TAUARI,Couratari stellata,Lecythidaceae,75,0.63,45.8,O,C,1,A,NA,20131215,499301.6694,8987980.634,
JAM_A02,T05,T05_P4,BREU BARROTE,Tetragastris panamensis,Burseraceae,76,0.73,45,O,C,2,A,NA,20131215,499307.7312,8987973.191,
JAM_A02,T05,T05_P4,PARICARANA,Dimorphandra macrostachya,Fabaceae,77,0.60,40.9,O,C,1,A,NA,20131215,499316.4295,8987980.035,
JAM_A02,T05,T05_P4,PENTE DE MACACO,Apeiba echinata,Malvaceae,78,0.28,55,O,C,1,A,NA,20131215,499310.0564,8987989.454,
JAM_A02,T05,T05_P4,ABIURANA VERMELHA,Pouteria gongrijpii,Sapotaceae,79,0.80,17.1,O,S,2,A,NA,20131215,499313.6738,8987997.519,
JAM_A02,T05,T05_P4,TANGIRANA,NI,NI,80,0.64,65.9,O,C,1,A,NA,20131215,499319.3644,8987994.291,
JAM_A02,T05,T05_P4,MORTA,NA,NA,81,NA,53.4,O,NA,NA,D,3,20131215,499327.7496,8987951.636,
JAM_A02,T05,T05_P4,BREU BARROTE,Tetragastris panamensis,Burseraceae,82,0.73,41.5,O,S,2,A,NA,20131215,499295.4622,8987957.985,
JAM_A02,T05,T05_P4,MUIRAPIRANGA,Brosimum rubescens,Moraceae,83,0.83,44.9,O,S,2,A,NA,20131215,499292.479,8987958.303,
JAM_A02,T05,T05_P4,TAUARI,Couratari stellata,Lecythidaceae,84,0.63,134,O,E,1,A,NA,20131215,499287.6275,8987970.474,
JAM_A02,T05,T05_P4,INHARE,Helicostylis sp.,Moraceae,85,0.65,36.6,O,C,2,A,NA,20131215,499290.3596,8987977.953,
JAM_A02,T06,T06_P1,ENVIRA PRETA,Guatteria schomburgkiana,Annonaceae,1,0.60,39.5,O,C,2,A,NA,20131213,498804.5145,8986951.616,
JAM_A02,T06,T06_P1,PENTE DE MACACO,Apeiba echinata,Malvaceae,2,0.28,20.4,O,C,2,A,NA,20131213,498807.9328,8986957.087,
JAM_A02,T06,T06_P1,ABIURANA VERMELHA,Pouteria gongrijpii,Sapotaceae,3,0.80,55.7,O,C,2,A,NA,20131213,498810.7584,8986959.158,
JAM_A02,T06,T06_P1,SABUEIRO,Abarema jupunba,Fabaceae,4,0.59,20.6,O,S,2,A,NA,20131213,498812.7191,8986959.173,
JAM_A02,T06,T06_P1,TIMBORANA,Pseudopiptadenia suaveolens,Fabaceae,5,0.68,18.3,O,S,2,A,NA,20131213,498816.0544,8986957.427,
JAM_A02,T06,T06_P1,INGA,Inga marginata,Fabaceae,6,0.57,17.5,O,S,2,A,NA,20131213,498827.4791,8986960.066,
JAM_A02,T06,T06_P1,BREU,Protium hepytaphillum ,Burseraceae,7,0.63,14.5,O,S,2,A,NA,20131213,498829.1798,8986962.951,
JAM_A02,T06,T06_P1,LOURO ABACATE,Ocotea glomerata,Lauraceae,8,0.51,40.5,O,C,2,A,NA,20131213,498831.4409,8986961.122,
JAM_A02,T06,T06_P1,UXIRANA,Sacoglottis guianensis,Humiriaceae,147a,0.84,70,O,C,1,A,NA,20131213,498832.2621,8986955.26,
JAM_A02,T06,T06_P1,MATAMATA,Eschweilera parviflora,Lecythidaceae,15a,0.89,39,O,C,1,A,NA,20131213,498837.4398,8986955.626,
JAM_A02,T06,T06_P1,MORTA,NA,NA,9,NA,68,O,NA,NA,D,4,20131213,498838.9779,8986963.13,
JAM_A02,T06,T06_P1,UXI,Endopleura uchi,Humiriaceae,10,0.77,55.7,O,C,1,A,NA,20131213,498838.5105,8986936.656,
JAM_A02,T06,T06_P1,TAUARI,Couratari stellata,Lecythidaceae,11,0.63,43.5,O,C,1,A,NA,20131213,498842.8829,8986928.701,
JAM_A02,T06,T06_P1,UXIRANA,Sacoglottis guianensis,Humiriaceae,12,0.84,44.1,O,E,1,A,NA,20131213,498838.3332,8986922.421,
JAM_A02,T06,T06_P1,TAUARI,Couratari stellata,Lecythidaceae,13,0.63,70,O,E,1,A,NA,20131213,498832.7128,8986935.111,
JAM_A02,T06,T06_P1,MATAMATA VERMELHO,Eschweilera grandifolia,Lecythidaceae,14,0.88,40.2,O,C,1,A,NA,20131213,498813.3226,8986913.73,
JAM_A02,T06,T06_P1,JATAUA,Trichilia micrantha,Meliaceae,15,0.61,73.8,O,E,1,A,NA,20131213,498812.2999,8986914.471,
JAM_A02,T06,T06_P1,ABIURANA,Pouteria gongrijpii,Sapotaceae,16,0.80,50,O,C,2,A,NA,20131213,498804.8033,8986925.648,
JAM_A02,T06,T06_P1,SUCUPIRA PRETA,Bowdichia nitida,Fabaceae,17,0.81,41.1,O,C,2,A,NA,20131213,498802.7017,8986928.128,
JAM_A02,T06,T06_P1,MORTA,NA,NA,18,NA,35.5,O,NA,NA,D,1,20131213,498801.1155,8986938.853,
JAM_A02,T06,T06_P1,BREU BARROTE,Tetragastris panamensis,Burseraceae,19,0.73,35,O,C,2,A,NA,20131213,498817.5987,8986942.232,
JAM_A02,T06,T06_P2,ENVIRA CHEIROSA,Fusaea longifolia,Annonaceae,20,0.74,35.5,O,S,2,A,NA,20131213,498943.2336,8986959.671,
JAM_A02,T06,T06_P2,AÇAI,Euterpe oleracea,Arecaceae,21,0.41,13.1,P,S,2,A,NA,20131213,498951.4241,8986966.444,
JAM_A02,T06,T06_P2,IPE AMARELO,Handroanthus serratifolius,Bignoniaceae,122a,0.64,45.5,O,E,1,A,NA,20131213,498957.1675,8986958.935,
JAM_A02,T06,T06_P2,PENTE DE MACACO,Apeiba echinata,Malvaceae,31a,0.28,73,O,C,1,A,NA,20131213,498957.956,8986956.999,
JAM_A02,T06,T06_P2,URUCURANA,Sloanea guianensis,Elaeocarpaceae,22,0.82,62,O,C,2,A,NA,20131213,498950.4969,8986934.227,
JAM_A02,T06,T06_P2,MUIRATINGA,Maquira sclerophylla,Moraceae,23,0.53,18.1,O,S,2,A,NA,20131213,498960.4946,8986969.28,
JAM_A02,T06,T06_P2,MUIRATINGA,Maquira sclerophylla,Moraceae,24,0.53,23.3,O,S,2,A,NA,20131213,498964.227,8986969.119,
JAM_A02,T06,T06_P2,CEDROARANA,Cedrelinga cateniformis,Fabaceae,25,0.50,65.6,O,E,1,A,NA,20131213,498974.0767,8986955.458,
JAM_A02,T06,T06_P2,TAXI BRANCO,Tachigali paniculata,Fabaceae,26,0.56,45.1,O,C,2,A,NA,20131213,498979.4584,8986956.954,
JAM_A02,T06,T06_P2,MATAMATA VERMELHO,Eschweilera grandifolia,Lecythidaceae,27,0.88,57.7,O,C,2,A,NA,20131213,498980.791,8986971.334,
JAM_A02,T06,T06_P2,BREU,Protium hepytaphillum ,Burseraceae,28,0.63,13.1,O,S,2,A,NA,20131213,498985.7813,8986969.581,
JAM_A02,T06,T06_P2,TAXI VERMELHO,Tachigali alba,Fabaceae,29,0.56,13.5,O,S,2,A,NA,20131213,498989.4359,8986972.324,
JAM_A02,T06,T06_P2,EMBAUBA TOREN,Cecropia engleriana,Urticaceae,30,0.49,62.9,O,E,1,A,NA,20131213,498994.6012,8986935.241,
JAM_A02,T06,T06_P3,MORTA,NA,NA,55a,NA,76.3,O,NA,NA,D,1,20131213,499094.9562,8986961.469,
JAM_A02,T06,T06_P3,BREU BARROTE,Tetragastris panamensis,Burseraceae,31,0.73,13.2,O,S,2,A,NA,20131213,499094.5038,8986976.437,
JAM_A02,T06,T06_P3,ACARIQUARA,Minquartia guianensis,Olacaceae,32,0.77,41.1,O,C,2,A,NA,20131213,499095.8135,8986977.054,
JAM_A02,T06,T06_P3,MUIRATINGA,Maquira sclerophylla,Moraceae,33,0.53,11.4,O,S,2,A,NA,20131213,499095.1946,8986978.3,
JAM_A02,T06,T06_P3,INHARE,Helicostylis sp.,Moraceae,34,0.65,37.8,O,C,2,A,NA,20131213,499111.9692,8986977.787,
JAM_A02,T06,T06_P3,MUIRACATIARA,Astronium gracile,Anacardiaceae,35,0.73,27.6,O,C,2,A,NA,20131213,499112.1237,8986981.003,
JAM_A02,T06,T06_P3,CATUABA,Abuta grandifolia,Menispermaceae,36,0.45,110,O,E,1,A,NA,20131213,499119.9579,8986963.688,
JAM_A02,T06,T06_P3,TAXI VERMELHO,Tachigali alba,Fabaceae,37,0.56,57.8,O,C,1,A,NA,20131213,499126.1256,8986957.231,
JAM_A02,T06,T06_P3,CUMARU,Dipteryx odorata,Fabaceae,38,0.92,58,O,C,1,A,NA,20131213,499121.2393,8986976.809,
JAM_A02,T06,T06_P3,INHARE,Helicostylis sp.,Moraceae,39,0.65,19.3,O,S,2,A,NA,20131213,499123.0066,8986979.467,
JAM_A02,T06,T06_P3,INHARE,Helicostylis sp.,Moraceae,40,0.65,27.1,O,S,2,A,NA,20131213,499125.9462,8986979.428,
JAM_A02,T06,T06_P3,COPAIBA,Copaifera reticulata,Fabaceae,41,0.61,28.8,O,S,2,A,NA,20131213,499135.6674,8986982.292,
JAM_A02,T06,T06_P3,SUCUPIRA TENTO,Ormosia nobilis,Fabaceae,42,0.58,69.7,O,E,1,A,NA,20131213,499141.8286,8986977.635,
JAM_A02,T06,T06_P3,TAXI VERMELHO,Tachigali alba,Fabaceae,43,0.56,42,O,C,1,A,NA,20131213,499134.56,8986966.985,
JAM_A02,T06,T06_P3,BREU BARROTE,Tetragastris panamensis,Burseraceae,44,0.73,54.8,O,S,2,A,NA,20131213,499145.7513,8986948.967,
JAM_A02,T06,T06_P3,PINTADINHO,Poeppigia sp.,Fabaceae,45,0.69,48.3,O,C,1,A,NA,20131213,499145.0944,8986946.908,
JAM_A02,T06,T06_P3,MORTA,NA,NA,46,NA,49.8,O,NA,NA,D,3,20131213,499137.8042,8986942.259,
JAM_A02,T06,T06_P3,ACARIQUARA,Minquartia guianensis,Olacaceae,47,0.77,47.4,O,S,2,A,NA,20131213,499137.9306,8986953.276,
JAM_A02,T06,T06_P3,TAUARI,Couratari stellata,Lecythidaceae,48,0.63,46.1,O,C,2,A,NA,20131213,499118.2217,8986938.52,
JAM_A02,T06,T06_P4,BABAÇU,Attalea speciosa,Arecaceae,49,0.33,26.6,P,S,2,A,NA,20131213,499257.0712,8986987.445,
JAM_A02,T06,T06_P4,BREU BARROTE,Tetragastris panamensis,Burseraceae,50,0.73,35.7,O,C,2,A,NA,20131213,499258.3227,8986991.055,
JAM_A02,T06,T06_P4,MORTA,NA,NA,51,NA,11.1,O,NA,NA,D,1,20131213,499259.6709,8986987.455,
JAM_A02,T06,T06_P4,MUIRATINGA,Maquira sclerophylla,Moraceae,52,0.53,15,O,S,1,A,NA,20131213,499271.6623,8986992.539,
JAM_A02,T06,T06_P4,ABIURANA VERMELHA,Pouteria gongrijpii,Sapotaceae,53,0.80,60,O,E,1,A,NA,20131213,499272.9284,8986981.213,
JAM_A02,T06,T06_P4,GOIABAO,Pradosia praealta,Sapotaceae,54,0.73,69,O,C,2,A,NA,20131213,499273.0518,8986978.216,
JAM_A02,T06,T06_P4,UCUUBA VERMELHA,Virola elongata,Myristicaceae,55,0.52,55.5,O,C,1,A,NA,20131213,499263.3724,8986970.413,
JAM_A02,T06,T06_P4,ROXINHO,Peltogyne leicointei,Fabaceae,56,0.80,80,O,C,1,A,NA,20131213,499264.2869,8986972.492,
JAM_A02,T06,T06_P4,ENVIRA PRETA,Guatteria schomburgkiana,Annonaceae,57,0.60,43.2,O,C,2,A,NA,20131213,499263.8247,8986959.422,
JAM_A02,T06,T06_P4,MORTA,NA,NA,58,NA,41,O,NA,NA,D,1,20131213,499263.9069,8986957.424,
JAM_A02,T06,T06_P4,COPAIBA,Copaifera reticulata,Fabaceae,59,0.61,91.5,O,E,1,A,NA,20131213,499280.44,8986968.791,
JAM_A02,T06,T06_P4,ROXINHO,Peltogyne leicointei,Fabaceae,60,0.80,39.2,O,S,2,A,NA,20131213,499281.3545,8986970.87,
JAM_A02,T06,T06_P4,CEDRO,Cedrela odorata,Meliaceae,61,0.43,53.2,O,S,2,A,NA,20131213,499285.3414,8986971.194,
JAM_A02,T06,T06_P4,FAVA AMARGOSA,Vataireopsis speciosa,Fabaceae,62,0.65,52,O,C,1,A,NA,20131213,499286.0404,8986954.208,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
