Area,plot,tree,common_name,scienfic_name,family_name,WSD,DBH,BA,AGB,type,Dead,D_class,Hcom,Htot,RN,RS,RL,RO,Date,UTM Easting,UTM Northing
SFX_A02,P18,1,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,36.3,0.103491131,0.432156124,O,A,NA,3.2,8.05,0.6,3.2,1,1.3,20120806,411041.5597,9270911.325
SFX_A02,P18,2,CACAU,Theobroma glaucum,Malvaceae,0.53,10,0.007853982,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411037.8597,9270906.525
SFX_A02,P18,3,CUTITIRIBA,Pouteria sp.,Sapotaceae,0.78,25.7,0.051874763,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411042.5597,9270904.525
SFX_A02,P18,4,MOROTOTO,Schefflera morototoni,Araliaceae,0.45,14.3,0.016060607,0.060828102,O,A,NA,10.54,12.9,0.7,0.6,0.6,0.9,20120806,411039.6597,9270899.325
SFX_A02,P18,5,MUIRACATIARA,Astronium gracile,Anacardiaceae,0.73,58.7,0.27062386,5.210652061,O,A,NA,21.08,40.7,4.8,2.8,2.8,6.5,20120806,411033.8597,9270899.325
SFX_A02,P18,6,CAPA BODE,NI,NI,0.62,12.7,0.012667687,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411019.8597,9270898.325
SFX_A02,P18,7,CACAU,Theobroma glaucum,Malvaceae,0.53,12.7,0.012667687,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411036.5597,9270897.325
SFX_A02,P18,8,LOURO PRETO,Nectandra cuspidata,Lauraceae,0.56,36,0.101787602,0.747075652,O,A,NA,16.45,20.22,1.2,2.3,1.3,0.6,20120806,411030.8597,9270894.325
SFX_A02,P18,9,BURRA LEITEIRA,Sapium marmieri,Euphorbiaceae,0.41,39.3,0.121303961,0.702705224,O,A,NA,17,21.8,1.2,1,1.2,1.5,20120806,411033.8597,9270893.325
SFX_A02,P18,10,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,17.7,0.024605739,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411024.8597,9270893.025
SFX_A02,P18,11,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,35,0.096211275,0.733810106,O,A,NA,9.19,14.7,3.5,1.5,2.7,1.7,20120806,411036.8597,9270892.525
SFX_A02,P18,12,INGA,Inga marginata,Fabaceae,0.57,10.2,0.008171282,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411039.8597,9270892.125
SFX_A02,P18,13,JUREMA,Mimosa hostilis,Fabaceae,0.45,55.6,0.242794847,2.075819484,O,A,NA,19.3,29.32,6.8,3.8,7.2,3.8,20120806,411032.8597,9270892.325
SFX_A02,P18,14,ENVIRA QUIABO,Sterculia pruriens,Malvaceae,0.49,21.1,0.034966712,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411032.8597,9270889.925
SFX_A02,P18,15,JOAO MOLE,Neea oppositifolia,Nyctaginaceae,0.89,10.3,0.008332289,0.024071894,O,A,NA,2.7,4.99,16,0.6,0.5,1.4,20120806,411033.8597,9270888.325
SFX_A02,P18,16,CACAU,Theobroma glaucum,Malvaceae,0.53,10.8,0.009160884,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411039.8597,9270886.825
SFX_A02,P18,17,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,27.5,0.059395736,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411037.8597,9270882.325
SFX_A02,P18,18,CAPA BODE,NI,NI,0.62,11.2,0.009852035,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411042.7597,9270882.325
SFX_A02,P18,19,CACAU,Theobroma glaucum,Malvaceae,0.53,11,0.009503318,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411034.8597,9270878.325
SFX_A02,P18,20,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,29.9,0.070215381,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411041.8597,9270868.325
SFX_A02,P18,21,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,13.7,0.014741138,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411042.9597,9270921.325
SFX_A02,P18,22,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,48.6,0.185507905,1.135614698,O,A,NA,9.16,11.8,1.6,1.7,2.4,1.2,20120806,411045.8597,9270917.925
SFX_A02,P18,23,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,45.4,0.161883128,1.261785839,O,A,NA,8.24,15.03,1.4,2.2,1.2,1.3,20120806,411045.8597,9270915.925
SFX_A02,P18,24,MORTA,NA,NA,0.45,11.1,0.009676891,0.014742071,o,D,4,NA,6.09,NA,NA,NA,NA,20120806,411045.5597,9270914.025
SFX_A02,P18,25,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,50.5,0.200296167,1.920502824,O,A,NA,15.53,18.48,1.5,3.5,1,1.7,20120806,411048.8597,9270914.025
SFX_A02,P18,26,CACAU,Theobroma glaucum,Malvaceae,0.53,11.1,0.009676891,0.037051385,O,A,NA,8.68,11.15,1,1.1,1,1.2,20120806,411047.0597,9270911.825
SFX_A02,P18,27,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,40.8,0.13074052,1.0402531,O,A,NA,6.14,15.34,3.2,2.8,2.5,2.2,20120806,411045.8597,9270909.325
SFX_A02,P18,28,JUTAI POROROCA,Dialium guianense,Fabaceae,0.89,29.7,0.069279187,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411050.8597,9270908.325
SFX_A02,P18,29,CACAU,Theobroma glaucum,Malvaceae,0.53,11.1,0.009676891,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411058.8597,9270911.325
SFX_A02,P18,30,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,22.8,0.040828138,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411058.8597,9270906.925
SFX_A02,P18,31,BURANGICA,Galipea trifoliata,NI,0.62,11,0.009503318,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411050.8597,9270908.525
SFX_A02,P18,32,CACAU,Theobroma glaucum,Malvaceae,0.53,15.8,0.01960668,0.066990903,O,A,NA,8.33,9.95,1.8,0.8,0.8,1.7,20120806,411049.8597,9270906.925
SFX_A02,P18,33,JUTAI POROROCA,Dialium guianense,Fabaceae,0.89,17.8,0.024884555,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411051.8597,9270906.325
SFX_A02,P18,34,BREU,Protium heptaphyllum,Burseraceae,0.62,24.5,0.047143525,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411047.8597,9270906.325
SFX_A02,P18,35,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,15.6,0.01911345,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411045.8597,9270905.825
SFX_A02,P18,36,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,35.5,0.098979804,0.695516714,O,A,NA,8.73,13.55,1.8,1.3,1.4,2,20120806,411049.8597,9270904.325
SFX_A02,P18,37,BURANGICA,Galipea trifoliata,NI,0.62,11.3,0.010028749,0.029062484,O,A,NA,5.53,7.21,1.8,1,0.5,3,20120806,411055.8597,9270904.325
SFX_A02,P18,38,MORTA,NA,NA,0.45,16,0.020106193,NA,o,D,4,NA,NA,NA,NA,NA,NA,20120806,411067.8597,9270902.825
SFX_A02,P18,39,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,26.5,0.055154586,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411068.8597,9270897.925
SFX_A02,P18,40,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,44.1,0.15274502,1.371615946,O,A,NA,10.5,17.31,2.6,2.2,3.8,2,20120806,411067.8597,9270897.925
SFX_A02,P18,41,MORTA,NA,NA,0.7,25.1,0.04948087,NA,o,D,2,NA,NA,NA,NA,NA,NA,20120806,411051.8597,9270901.325
SFX_A02,P18,42,MORTA,NA,NA,0.7,39,0.119459061,NA,o,D,2,NA,NA,NA,NA,NA,NA,20120806,411051.8597,9270897.825
SFX_A02,P18,43,CACAU,Theobroma glaucum,Malvaceae,0.53,15.8,0.01960668,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411047.8597,9270894.725
SFX_A02,P18,44,MAMUI,Jacaratia spinosa,Caricaceae,0.27,22.8,0.040828138,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411052.8597,9270894.525
SFX_A02,P18,45,IPE,Tabebuia serratifolia,Bignoniaceae,0.92,44,0.152053084,2.579578086,O,A,NA,20.67,28.45,2.2,2.5,3,6,20120806,411057.8597,9270895.325
SFX_A02,P18,46,CACAU,Theobroma glaucum,Malvaceae,0.53,11.3,0.010028749,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411046.8597,9270913.025
SFX_A02,P18,47,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,13.5,0.014313882,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411045.8597,9270883.825
SFX_A02,P18,48,INGA,Inga marginata,Fabaceae,0.57,10.4,0.008494867,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411049.8597,9270881.325
SFX_A02,P18,49,CACAU,Theobroma glaucum,Malvaceae,0.53,12.6,0.012468981,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411043.0597,9270877.025
SFX_A02,P18,50,INGA,Inga marginata,Fabaceae,0.57,12.2,0.011689866,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411045.1597,9270875.325
SFX_A02,P18,51,CACAU,Theobroma glaucum,Malvaceae,0.53,15,0.017671459,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411043.8597,9270869.325
SFX_A02,P19,1,MORTA,NA,NA,0.45,14.8,0.017203361,NA,o,D,4,NA,NA,NA,NA,NA,NA,20120806,411081.1695,9270758.006
SFX_A02,P19,2,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,37.6,0.111036451,0.480251583,O,A,NA,3.83,8.34,2,3.7,2.3,2.4,20120806,411079.9695,9270757.206
SFX_A02,P19,3,JOAO MOLE,Neea oppositifolia,Nyctaginaceae,0.89,11.8,0.010935884,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411078.7695,9270752.206
SFX_A02,P19,4,PARAPARA,Jacaranda copaia,Bignoniaceae,0.35,14.5,0.016512996,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411079.9695,9270746.806
SFX_A02,P19,5,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,44.2,0.153438527,0.488894566,O,A,NA,2.53,6.14,3.4,5.8,1.6,2.8,20120806,411075.9695,9270746.906
SFX_A02,P19,6,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,37.7,0.111627856,0.524753596,O,A,NA,4.73,9.06,1.7,1,1.2,2.3,20120806,411068.9695,9270746.106
SFX_A02,P19,7,TAMANQUEIRA,Zanthoxylum rhoifolium,Rutaceae,0.49,10.4,0.008494867,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411079.2695,9270745.706
SFX_A02,P19,8,SUCUPIRA BABONA,Diplotropis sp.,Fabaceae,0.75,13.9,0.015174678,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411079.2695,9270745.706
SFX_A02,P19,9,LOURO,Ocotea sp.,Lauraceae,0.5,15.8,0.01960668,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411077.7695,9270742.206
SFX_A02,P19,10,MACUCU,Licania heteromorpha,Chrysobalanaceae,0.82,10.6,0.008824734,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411080.6695,9270739.706
SFX_A02,P19,11,CACAU,Theobroma glaucum,Malvaceae,0.53,14,0.015393804,0.038843856,O,A,NA,4.55,7.35,0.8,0.9,1.2,0.6,20120806,411076.9695,9270739.706
SFX_A02,P19,12,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,12.5,0.012271846,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411070.9695,9270742.206
SFX_A02,P19,13,MACUCU,Licania heteromorpha,Chrysobalanaceae,0.82,10.9,0.009331316,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411074.9695,9270737.406
SFX_A02,P19,14,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,47.5,0.177205461,1.109938966,O,A,NA,8.53,12.07,3.5,1.4,3.2,3.3,20120806,411077.6695,9270737.306
SFX_A02,P19,15,PINTADINHO,Poeppigia sp.,Fabaceae,0.69,11.2,0.009852035,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411060.9695,9270737.806
SFX_A02,P19,16,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,33.7,0.089196884,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411059.9695,9270737.206
SFX_A02,P19,17,CAPUEIRO,Rinorea guianensis,Violaceae,0.78,10.4,0.008494867,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411057.9695,9270736.606
SFX_A02,P19,18,MACUCU,Licania heteromorpha,Chrysobalanaceae,0.82,14.6,0.016741547,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411055.9695,9270736.206
SFX_A02,P19,19,BACURIPARI,Rheedia gardneriana,Clusiaceae,0.62,10.9,0.009331316,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411078.9695,9270735.206
SFX_A02,P19,20,PINTADINHO,Poeppigia sp.,Fabaceae,0.69,11.5,0.010386891,0.029778538,O,A,NA,4.79,6.41,0.9,0.8,1,0.7,20120806,411061.9695,9270734.206
SFX_A02,P19,21,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,12.8,0.012867964,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411062.9695,9270734.206
SFX_A02,P19,22,MORTA,NA,NA,0.58,16.6,0.021642432,NA,o,D,3,NA,NA,NA,NA,NA,NA,20120806,411063.9695,9270732.206
SFX_A02,P19,23,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,19.8,0.03079075,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411078.3695,9270731.206
SFX_A02,P19,24,PINTADINHO,Poeppigia sp.,Fabaceae,0.69,10.9,0.009331316,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411078.3695,9270731.406
SFX_A02,P19,25,CACAU,Theobroma glaucum,Malvaceae,0.53,12.6,0.012468981,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411075.9695,9270730.406
SFX_A02,P19,26,MUTUTI,Pterocarpus sp.,Fabaceae,0.51,11.4,0.010207035,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411075.9695,9270731.006
SFX_A02,P19,27,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,20.2,0.032047387,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411056.9695,9270731.206
SFX_A02,P19,28,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,30.3,0.07210662,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411061.9695,9270730.206
SFX_A02,P19,29,ACARIQUARA,Minquartia guianensis,Olacaceae,0.77,15.2,0.018145839,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411062.9695,9270728.206
SFX_A02,P19,30,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,49.7,0.194000415,1.563394956,O,A,NA,10.41,15.53,1.5,3.8,1.4,2.6,20120806,411075.1695,9270724.806
SFX_A02,P19,31,FREIJO BRANCO,Cordia scabrifolia,Boraginaceae,0.47,10.7,0.008992024,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411068.9695,9270721.606
SFX_A02,P19,32,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,35.4,0.098422956,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411079.1695,9270722.906
SFX_A02,P19,33,MORTA,NA,NA,0.45,20.4,0.03268513,NA,o,D,4,NA,NA,NA,NA,NA,NA,20120806,411080.9695,9270721.006
SFX_A02,P19,34,CACAU,Theobroma glaucum,Malvaceae,0.53,10.7,0.008992024,0.025555993,O,A,NA,5.94,8.28,0.8,1.4,0.8,1.1,20120806,411075.9695,9270719.106
SFX_A02,P19,35,JUREMA,Mimosa hostilis,Fabaceae,0.45,52,0.212371663,2.183463041,O,A,NA,27.85,35.25,1.8,6.4,2,1.7,20120806,411077.9695,9270712.206
SFX_A02,P19,36,PAU SANTO,Zollernia paraensis,Fabaceae,0.99,13.5,0.014313882,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411083.9695,9270754.606
SFX_A02,P19,37,MATAMATA,Eschweilera parviflora,Lecythidaceae,0.89,20.2,0.032047387,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411086.9695,9270753.606
SFX_A02,P19,38,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,15.1,0.017907864,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411082.0695,9270751.706
SFX_A02,P19,39,ANDIROBARANA,Guarea guidonia,Meliaceae,0.55,10.2,0.008171282,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411089.9695,9270752.906
SFX_A02,P19,40,MORTA,NA,NA,0.28,21,0.034636059,0.031059124,o,D,5,NA,5.69,NA,NA,NA,NA,20120806,411084.1695,9270748.206
SFX_A02,P19,41,MORTA,NA,NA,0.45,36,0.101787602,0.099864939,o,D,4,NA,3.55,NA,NA,NA,NA,20120806,411087.9695,9270745.206
SFX_A02,P19,42,JOAO MOLE,Neea oppositifolia,Nyctaginaceae,0.89,11.5,0.010386891,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411091.9695,9270744.406
SFX_A02,P19,43,BREU DE LEITE,Thyrsodium paraense,Anacardiaceae,0.61,13.4,0.014102609,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411093.9695,9270743.506
SFX_A02,P19,44,FREIJO BRANCO,Cordia scabrifolia,Boraginaceae,0.47,13.1,0.013478218,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411091.9695,9270741.206
SFX_A02,P19,45,JUREMA,Mimosa hostilis,Fabaceae,0.45,11.3,0.010028749,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411082.9695,9270739.706
SFX_A02,P19,46,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,39.5,0.122541748,0.785223734,O,A,NA,3.69,12.35,3.8,4.4,3.7,3,20120806,411099.9695,9270739.206
SFX_A02,P19,47,PENTE DE MACACO,Apeiba echinata,Malvaceae,0.28,16.1,0.020358306,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411104.9695,9270738.806
SFX_A02,P19,48,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,48.9,0.187805194,1.805986442,O,A,NA,2.01,18.54,3.4,1.2,1.7,1,20120806,411084.2695,9270759.806
SFX_A02,P19,49,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,46.1,0.166913603,1.867156987,O,A,NA,12.15,21.56,2.2,1.4,1.8,5.3,20120806,411084.4695,9270736.866
SFX_A02,P19,50,MORTA,NA,NA,0.45,33,0.08552986,NA,o,D,4,NA,NA,NA,NA,NA,NA,20120806,411090.9695,9270735.906
SFX_A02,P19,51,PINTADINHO,Poeppigia sp.,Fabaceae,0.69,12.9,0.013069811,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411093.9695,9270735.706
SFX_A02,P19,52,JUTAI POROROCA,Dialium guianense,Fabaceae,0.89,11.9,0.011122023,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411082.9695,9270734.106
SFX_A02,P19,53,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,30.2,0.071631454,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411083.9695,9270732.406
SFX_A02,P19,54,PINTADINHO,Poeppigia sp.,Fabaceae,0.69,11.1,0.009676891,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411093.9695,9270732.206
SFX_A02,P19,55,MARUPA,Simarouba amara,Simaroubaceae,0.38,17,0.022698007,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411103.9695,9270731.006
SFX_A02,P19,56,PARAPARA,Jacaranda copaia,Bignoniaceae,0.35,54.5,0.233282889,0.147153108,O,A,NA,2.2,2.75,3.7,4.8,4,4.7,20120806,411087.9695,9270728.606
SFX_A02,P19,57,PINTADINHO,Poeppigia sp.,Fabaceae,0.69,11.2,0.009852035,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411092.9695,9270726.706
SFX_A02,P19,58,PINTADINHO,Poeppigia sp.,Fabaceae,0.69,26,0.053092916,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411084.9695,9270726.106
SFX_A02,P19,59,CARIPE,Licania octandra,Chrysobalanaceae,0.83,11.9,0.011122023,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411082.9695,9270725.806
SFX_A02,P19,60,CAPUEIRO,Rinorea guianensis,Violaceae,0.78,14.3,0.016060607,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411086.9695,9270726.006
SFX_A02,P19,61,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,14.5,0.016512996,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411094.9695,9270722.906
SFX_A02,P19,62,BURANGICA,Galipea trifoliata,NI,0.62,19.5,0.029864765,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411086.9695,9270722.206
SFX_A02,P19,63,BREU,Protium heptaphyllum,Burseraceae,0.62,10.9,0.009331316,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411090.9695,9270721.006
SFX_A02,P19,64,ABIURANA,Pouteria gongrijpii,Sapotaceae,0.8,35.2,0.097313974,1.07286928,O,A,NA,14.49,21.28,1.7,5,2,1.5,20120806,411091.9695,9270720.906
SFX_A02,P19,65,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,23.6,0.043743536,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411089.9695,9270717.706
SFX_A02,P19,66,MORTA,NA,NA,0.58,60,0.282743339,1.247784169,o,D,3,NA,16.38,NA,NA,NA,NA,20120806,411083.9695,9270718.206
SFX_A02,P19,67,INGA,Inga marginata,Fabaceae,0.57,10,0.007853982,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411082.1695,9270718.006
SFX_A02,P19,68,JUREMA,Mimosa hostilis,Fabaceae,0.45,36,0.101787602,0.733193498,O,A,NA,16.7,24.7,5.2,3.4,3.6,4.8,20120806,411086.9695,9270717.906
SFX_A02,P19,69,BURANGICA,Galipea trifoliata,NI,0.62,13.9,0.015174678,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411084.9695,9270715.606
SFX_A02,P19,70,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,12.7,0.012667687,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411086.9695,9270713.806
SFX_A02,P19,71,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,21.3,0.035632729,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411083.9695,9270712.206
SFX_A02,P20,1,CAFEZINHO,Heisteria densifrons,Olacaceae,0.65,15.1,0.017907864,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411077.4881,9270554.005
SFX_A02,P20,2,MUTAMBA,Guazuma ulmifolia,Malvaceae,0.5,34.5,0.093482016,0.233307842,O,A,NA,NA,7.63,0.8,2.3,1.4,0.5,20120806,411077.4881,9270547.005
SFX_A02,P20,3,MUTAMBA,Guazuma ulmifolia,Malvaceae,0.5,45.1,0.159750772,1.082284278,O,A,NA,8.68,20.71,3.4,3,3,4.2,20120806,411077.9881,9270547.005
SFX_A02,P20,4,MUTAMBA,Guazuma ulmifolia,Malvaceae,0.5,25.3,0.050272551,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411077.9881,9270546.505
SFX_A02,P20,5,MUTAMBA,Guazuma ulmifolia,Malvaceae,0.5,28.8,0.065144065,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411077.9881,9270546.505
SFX_A02,P20,6,JUREMA,Mimosa hostilis,Fabaceae,0.45,36.8,0.106361761,0.866755888,O,A,NA,17.81,27.94,7.2,5,9,3.2,20120806,411072.9881,9270545.005
SFX_A02,P20,7,JUREMA,Mimosa hostilis,Fabaceae,0.45,14.9,0.017436625,0.101695569,O,A,NA,15.29,20,1.5,3,3.2,2.2,20120806,411074.9881,9270541.505
SFX_A02,P20,8,BREU,Protium heptaphyllum,Burseraceae,0.62,10.7,0.008992024,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411071.9881,9270542.005
SFX_A02,P20,9,LIANA,NA,NA,NA,11.6,0.010568318,0.013668383,L,A,NA,NA,NA,NA,NA,NA,NA,20120806,411078.4881,9270539.305
SFX_A02,P20,10,MAPATIRANA,Pourouma minor,Urticaceae,0.44,13,0.013273229,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411074.9881,9270539.305
SFX_A02,P20,11,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,56.7,0.25249687,1.530458604,O,A,NA,3.43,11.68,3,3.6,4.6,3.9,20120806,411070.9881,9270538.405
SFX_A02,P20,12,MORTA,NA,NA,0.6,27.3,0.05853494,NA,o,D,1,NA,NA,NA,NA,NA,NA,20120806,411075.9881,9270536.005
SFX_A02,P20,13,CACAU,Theobroma glaucum,Malvaceae,0.53,10.4,0.008494867,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411073.9881,9270534.505
SFX_A02,P20,14,PAU PRETO,Dalbergia melanoxylon,Fabaceae,0.8,48.2,0.182466843,1.540484154,O,A,NA,6.51,16.27,5.5,4,7,3.6,20120806,411066.9881,9270535.005
SFX_A02,P20,15,ABIURANA,Pouteria gongrijpii,Sapotaceae,0.8,27.3,0.05853494,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411066.9881,9270533.005
SFX_A02,P20,16,INGA BRANCO,Inga thibaudiana,Fabaceae,0.58,13.9,0.015174678,0.079176094,O,A,NA,6.47,13.97,4.7,2,4.7,1.5,20120806,411061.9881,9270537.005
SFX_A02,P20,17,INGA BRANCO,Inga thibaudiana,Fabaceae,0.58,14.8,0.017203361,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411061.9881,9270535.005
SFX_A02,P20,18,CACAU,Theobroma glaucum,Malvaceae,0.53,11.5,0.010386891,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411057.9881,9270535.005
SFX_A02,P20,19,FREIJO BRANCO,Cordia scabrifolia,Boraginaceae,0.47,18.4,0.02659044,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411064.9881,9270532.005
SFX_A02,P20,20,MAMORANA,Eriotheca globosa,Malvaceae,0.41,40,0.125663706,0.863910462,O,A,NA,18.38,25.87,2,3.3,2.6,3.6,20120806,411062.9881,9270532.005
SFX_A02,P20,21,BACABA,Oenocarpus bacaba,Arecaceae,NA,21.7,0.036983614,0.097436958,P,A,NA,NA,NA,NA,NA,NA,NA,20120806,411061.9881,9270532.005
SFX_A02,P20,22,UCUUBA,Virola melinoni,Myristicaceae,0.48,14.6,0.016741547,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120806,411063.9881,9270529.005
