area,transect,tree,common_name,scienfic_name,family_name,DBH.2013,type,canopy.2013,Light.2013,Dead.2013,D_class.2013,Hcom.2013,Htot.2013,RN.2013,RS.2013,RL.2013,RO.2013,Date.2013,DBH.2018,Dead.2018,Date.2018,UTM_Easting,UTM_Northing
PAR_A01,T03,31,ANDORINHA,Casearia grandiflora,Salicaceae,12.2,O,S,1,FALSE,NA,7.68,9.14,0.9,4.3,1.8,2.6,20130311,"13,9",FALSE,20180427,220408.4583,9633520.551
PAR_A01,T03,32,MUIRATINGA,Brosimum rubescens ,Moraceae,13.5,O,S,2,FALSE,NA,7.75,12.79,2.4,1.8,2.1,2.5,20130311,"15,2",FALSE,20180427,220399.8139,9633515.528
PAR_A01,T03,33,EMBAUBA,Cecropia ficifolia,Urticaceae,19.1,O,E,1,FALSE,NA,13.35,18.9,2,3,2.7,0.8,20130311,"19,1",TRUE,20180427,220373.6774,9633501.603
PAR_A01,T03,34,ENVIRA PRETA,Bocageopsis pleiosperma,Annonaceae,37.6,O,C,2,FALSE,NA,11.95,19.1,4,7,3.6,3.3,20130311,38,FALSE,20180427,220364.9337,9633505.9
PAR_A01,T03,35,MORTA,NA,NA,24.5,O,NA,NA,TRUE,3,NA,9.86,NA,NA,NA,NA,20130311,"24,5",TRUE,20180427,220360.5599,9633494.328
PAR_A01,T03,36,INGA,Inga marginata,Fabaceae,13.5,O,S,3,FALSE,NA,8.94,10.33,2.2,1.4,1.6,1.6,20130311,"13,8",FALSE,20180427,220358.6009,9633492.327
PAR_A01,T03,37,SANGRA D`AGUA,NI,NI,33.1,O,S,2,FALSE,NA,13.32,22.58,6.5,6.5,5.2,6,20130311,"33,1",TRUE,20180427,220345.5447,9633485.542
PAR_A01,T03,38,SANGRA D`AGUA,NI,NI,18.6,O,S,1,FALSE,NA,13.32,21.13,6.5,6.5,3.8,6,20130311,NA,TRUE,20180427,220351.7165,9633488.851
PAR_A01,T03,39,GUAJARA PEDRA,NI,NI,47,O,C,2,FALSE,NA,18.49,29.78,4.6,3.8,3.4,4.6,20130311,"47,5",FALSE,20180427,220331.7235,9633479.477
PAR_A01,T03,40,INGA,Inga marginata,Fabaceae,14.7,O,S,2,FALSE,NA,6.35,13.82,2.2,2.5,3,5,20130311,"16,4",FALSE,20180427,220327.8537,9633476.188
PAR_A01,T03,41,PENTE DE MACACO,Apeiba echinata,Malvaceae,13.9,O,S,2,FALSE,NA,9.75,12.64,2.6,0.9,1.7,0.3,20130311,"14,5",FALSE,20180427,220289.7146,9633454.463
PAR_A01,T03,42,SANGRA D`AGUA,NI,NI,20,O,S,2,FALSE,NA,12,17.72,1.7,2.2,3.1,1.5,20130311,"23,5",FALSE,20180427,220288.7024,9633454.016
PAR_A01,T03,43,CUTITIRIBA,Pouteria sp.,Sapotaceae,16.5,O,S,2,FALSE,NA,12.46,18.33,5.2,1.1,1.9,1.6,20130311,"19,5",FALSE,20180427,220325.0092,9633473.124
PAR_A01,T03,44,PENTE DE MACACO,Apeiba echinata,Malvaceae,16,O,S,3,FALSE,NA,7.46,18.52,2,1.5,2.2,1.6,20130311,"16,1",FALSE,20180427,220324.4604,9633472.476
PAR_A01,T03,45,MORTA,NA,NA,35.3,O,NA,NA,TRUE,3,NA,2.55,NA,NA,NA,NA,20130311,"35,3",TRUE,20180427,220294.8638,9633461.32
PAR_A01,T03,46,MORTA,NA,NA,48.2,O,NA,NA,TRUE,4,NA,25.25,NA,NA,NA,NA,20130311,NA,TRUE,20180427,220302.2316,9633466.55
PAR_A01,T03,47,SANGRA D`AGUA,NI,NI,11,O,S,2,FALSE,NA,10.93,15.53,1.3,1.7,2.4,1.2,20130311,14,FALSE,20180427,220360.1399,9633492.266
PAR_A01,T03,48,SANGRA D`AGUA,NI,NI,18.6,O,S,1,FALSE,NA,10.64,18.67,2,2.8,2.8,2.5,20130311,NA,TRUE,20180427,220353.9681,9633488.957
PAR_A01,T03,49,ABIURANA,Pouteria gongrijpii,Sapotaceae,39.8,O,C,2,FALSE,NA,12.74,19.94,6.4,4.7,3.8,3.8,20130311,41,FALSE,20180427,220339.3737,9633472.288
PAR_A01,T03,50,JATEREU,Lecythis idatimon,Lecythidaceae,38,O,C,2,FALSE,NA,15.17,24.2,4.4,4.3,4,5.2,20130311,39,FALSE,20180427,220411.5645,9633519.187
PAR_A01,T03,51,JATEREU,Lecythis idatimon,Lecythidaceae,41.7,O,C,1,FALSE,NA,13.25,20.29,3.1,3.1,2,3.2,20130311,"43,5",FALSE,20180427,220411.3621,9633510.386
PAR_A01,T03,52,CUMARU,Dipteryx odorata,Fabaceae,62.1,O,E,1,FALSE,NA,17.76,23.51,3.1,5,8.2,3.5,20130311,65,FALSE,20180427,220392.9591,9633505.438
PAR_A01,T03,53,MORTA,NA,NA,53.2,O,NA,NA,TRUE,3,NA,10.18,NA,NA,NA,NA,20130311,"53,2",TRUE,20180427,220410.628,9633528.157
PAR_A01,T03,54,JATEREU,Lecythis idatimon,Lecythidaceae,14,O,S,2,FALSE,NA,6.96,10.05,0.7,2.5,2,2.6,20130311,"15,8",FALSE,20180427,220452.6356,9633544.024
PAR_A01,T03,55,JATEREU,Lecythis idatimon,Lecythidaceae,59.9,O,E,1,FALSE,NA,12.53,22.11,3.7,5,4.6,4.2,20130311,"61,5",FALSE,20180427,220444.0518,9633534.919
PAR_A01,T03,56,INGA VERMELHO,Inga alba,Fabaceae,48,O,E,1,FALSE,NA,12.64,23.55,9.2,6.2,6.6,4.8,20130311,NA,TRUE,20180427,220440.3128,9633529.415
PAR_A01,T03,57,INGA,Inga marginata,Fabaceae,11,O,S,1,FALSE,NA,1.71,8.5,1.2,1.3,1.2,1.2,20130311,"11,7",FALSE,20180427,220426.4509,9633529.387
PAR_A01,T03,58,BURRA LEITEIRA,Sapium marmieri,Euphorbiaceae,10.7,O,S,2,FALSE,NA,10.53,12.28,0.8,1.3,2.9,0.6,20130311,11,FALSE,20180427,220496.508,9633569.398
PAR_A01,T03,59,MATAMATA PRETO,Eschweilera ovata,Lecythidaceae,23.8,O,S,2,FALSE,NA,9.87,12.34,2,2.1,2.4,1.8,20130311,"23,7",TRUE,20180427,220493.7377,9633568.18
PAR_A01,T03,60,POROROCA,Dialium guianense,Fabaceae,39,O,S,2,FALSE,NA,9.93,15.17,4.4,2.8,4.2,2,20130311,"39,2",FALSE,20180427,220546.6563,9633592.794
PAR_A01,T03,61,EMBAUBA,Cecropia ficifolia,Urticaceae,17.7,O,E,1,FALSE,NA,9.87,12.48,1.8,2.3,1.6,3.4,20130311,"17,7",TRUE,20180427,220536.7472,9633594.839
PAR_A01,T03,62,PARICARANA,Dimorphandra macrostachya,Fabaceae,18.5,O,E,1,FALSE,NA,8.7,11.3,3.2,2.1,5.7,0.8,20130311,"22,5",FALSE,20180427,220535.8487,9633593.238
PAR_A01,T03,63,INGA,Inga marginata,Fabaceae,10.8,O,S,2,FALSE,NA,5.33,6.48,2.7,0.5,0.4,1.5,20130311,NA,TRUE,20180427,220519.2047,9633584.039
PAR_A01,T03,64,MATAMATA PRETO,Eschweilera ovata,Lecythidaceae,51,O,C,2,FALSE,NA,22.06,29.49,4.3,4.5,5.7,6.9,20130311,"51,1",FALSE,20180427,220517.7046,9633582.657
PAR_A01,T03,65,MATAMATA PRETO,Eschweilera ovata,Lecythidaceae,47.3,O,C,2,FALSE,NA,15.34,23.8,3.9,5.6,5.2,4.8,20130311,"47,8",FALSE,20180427,220514.126,9633573.922
PAR_A01,T03,66,CARAMUXI,Pouteria hispida,Sapotaceae,40,O,C,2,FALSE,NA,19.29,26.59,4.6,3.9,5.2,4.2,20130311,"40,7",FALSE,20180427,220511.452,9633573.698
PAR_A01,T03,67,CAPUEIRO,Rinorea guianensis,Violaceae,16.8,O,S,2,FALSE,NA,11.24,15.85,5.2,1.5,3.3,3.1,20130311,"17,4",FALSE,20180427,220508.6139,9633577.59
PAR_A01,T03,68,INGA,Inga marginata,Fabaceae,47.8,O,E,1,FALSE,NA,15.96,22.85,6.4,5.6,5.5,5.2,20130311,"55,4",FALSE,20180427,220570.5697,9633605.872
PAR_A01,T03,69,TIMBORANA,Pseudopiptadenia suaveolens,Fabaceae,39.5,O,C,2,FALSE,NA,11.02,17.41,1.9,5.9,5.3,5.1,20130311,"41,5",FALSE,20180427,220563.7701,9633605.904
PAR_A01,T03,70,INGA CHICHICA,Inga heterophylla,Fabaceae,10.4,O,S,2,FALSE,NA,8.1,10.13,1.2,1.6,1,1.8,20130311,"11,6",FALSE,20180427,220561.6956,9633608.767
PAR_A01,T03,71,CORAÇAO DE NEGRO,Swartzia corrugata,Fabaceae,35.9,O,C,2,FALSE,NA,18.84,23.08,1.9,4.1,2.7,3.3,20130311,37,FALSE,20180427,220557.2372,9633603.929
PAR_A01,T03,72,MORTA,NA,NA,15.5,O,NA,NA,TRUE,3,NA,8.57,NA,NA,NA,NA,20130311,NA,TRUE,20180427,220584.0656,9633621.014
PAR_A01,T03,73,GUAJARA FERRO,NI,NI,27.7,O,S,1,FALSE,NA,10,16.1,2.4,1.8,4.2,3.4,20130311,"28,8",FALSE,20180427,220635.0922,9633646.45
PAR_A01,T03,74,EMBAUBA,Cecropia ficifolia,Urticaceae,40.5,O,E,1,FALSE,NA,15.83,25.7,2.1,1.8,4.2,3.4,20130311,"40,5",TRUE,20180427,220600.1143,9633621.45
PAR_A01,T03,75,INHARE,Helicostylis sp.,Moraceae,43.9,O,E,1,FALSE,NA,17.21,23.26,4.2,4.7,4.3,3.6,20130311,"45,3",FALSE,20180427,220662.1874,9633661.528
PAR_A01,T03,76,BARROTE,Tetragastris altissima,Burseraceae,38.9,O,S,2,FALSE,NA,16.44,24.98,5,5.4,9.8,3.3,20130311,42,FALSE,20180427,220664.8936,9633654.25
PAR_A01,T03,77,CUTITIRIBA,Pouteria sp.,Sapotaceae,44.3,O,C,2,FALSE,NA,21.4,29.08,5.2,4,5.7,4.8,20130311,"46,2",FALSE,20180427,220659.8996,9633649.355
PAR_A01,T03,78,JATEREU,Lecythis idatimon,Lecythidaceae,16.4,O,S,2,FALSE,NA,9.83,12.61,2.9,2.1,2.9,2,20130311,17,FALSE,20180427,220650.5256,9633654.7
PAR_A01,T03,79,MACUCU,Licania heteromorpha,Chrysobalanaceae,44.5,O,C,1,FALSE,NA,18.55,25.26,7.3,2.5,0.1,5.5,20130311,"44,7",FALSE,20180427,220638.7026,9633644.962
PAR_A01,T03,80,BARROTE,Tetragastris altissima,Burseraceae,41,O,C,2,FALSE,NA,17.63,26.07,6.9,2.7,6,2.3,20130311,41,FALSE,20180427,220636.4417,9633648.179
PAR_A01,T03,81,MORTA,NA,NA,27.3,O,NA,NA,TRUE,3,NA,0.8,NA,NA,NA,NA,20130311,NA,TRUE,20180427,220688.1649,9633676.581
PAR_A01,T03,82,MATAMATA,Eschweilera parviflora,Lecythidaceae,43.6,O,C,2,FALSE,NA,16.1,25.82,4,5.5,5.3,4.6,20130311,NA,TRUE,20180427,220691.3826,9633670.478
PAR_A01,T03,83,MORTA,NA,NA,24,O,NA,NA,TRUE,3,NA,12.6,NA,NA,NA,NA,20130311,24,TRUE,20180427,220721.7319,9633694.393
PAR_A01,T04,1,TATAPIRIRICA,Tapirira guianensis,Anacardiaceae,41.2,O,C,1,FALSE,NA,15.5,27.14,6.5,5.8,5.7,6,20130310,"51,9",FALSE,20180428,220822.9324,9633486.617
PAR_A01,T04,2,EMBAUBA,Cecropia ficifolia,Urticaceae,24.4,O,C,1,FALSE,NA,13.23,26.84,4.6,4.1,3,7.4,20130310,"28,8",FALSE,20180428,220820.2306,9633485.313
PAR_A01,T04,3,ENVIRA PRETA,Bocageopsis pleiosperma,Annonaceae,10,O,S,2,FALSE,NA,10.36,12.85,3.1,2.9,2.4,2.7,20130310,"13,5",FALSE,20180428,220813.0257,9633481.836
PAR_A01,T04,4,CANELA DE ANTA,NI,NI,15.8,O,C,2,FALSE,NA,7.93,10.8,3.9,3,3.3,3.8,20130310,NA,TRUE,20180428,220810.3239,9633480.532
PAR_A01,T04,5,EMBAUBA,Cecropia ficifolia,Urticaceae,29.3,O,E,1,FALSE,NA,17.76,25.76,1,4,3.2,3.2,20130310,NA,TRUE,20180428,220810.3673,9633480.442
PAR_A01,T04,6,ENVIRA PRETA,Bocageopsis pleiosperma,Annonaceae,19.1,O,S,2,FALSE,NA,4.69,8.67,1,1.3,1.5,1.1,20130310,NA,TRUE,20180428,220804.1065,9633477.309
PAR_A01,T04,7,IPERANA,Eperua bijuga,Fabaceae,41.6,O,C,2,FALSE,NA,11.49,29.91,2.6,8.5,3.7,5.6,20130310,"41,6",FALSE,20180428,220791.5059,9633478.112
PAR_A01,T04,8,TATAPIRIRICA,Tapirira guianensis,Anacardiaceae,40.4,O,C,2,FALSE,NA,16.62,35.28,3,5.3,3.7,5.6,20130310,"42,5",FALSE,20180428,220745.4445,9633456.217
PAR_A01,T04,9,PARAPARA,Jacaranda copaia,Bignoniaceae,54.7,O,C,1,FALSE,NA,19.88,32.81,4.4,5,7,2.8,20130310,"59,4",FALSE,20180428,220774.8604,9633471.19
PAR_A01,T04,10,ENVIRA CANA,Xylopia nitida,Annonaceae,46.7,O,E,1,FALSE,NA,18.05,24.53,4.3,4.4,4.2,6,20130310,"53,7",FALSE,20180428,220769.0223,9633469.483
PAR_A01,T04,11,INGA,Inga marginata,Fabaceae,12.6,O,S,2,FALSE,NA,13.86,18.99,2.1,2.2,3,2,20130310,"15,4",FALSE,20180428,220762.9392,9633456.776
PAR_A01,T04,12,UXIRANA,Sacoglottis guianensis,Humiriaceae,13.6,O,S,2,FALSE,NA,5.75,9.93,0.8,1.2,11,0.6,20130310,"14,4",FALSE,20180428,220756.548,9633453.914
PAR_A01,T04,13,CUPIUBA,Goupia glabra,Goupiaceae,20.3,O,S,2,FALSE,NA,13.53,19.85,1.2,2.4,1.4,2.2,20130310,"22,8",FALSE,20180428,220752.1445,9633452.455
PAR_A01,T04,14,UXIRANA,Sacoglottis guianensis,Humiriaceae,12,O,S,2,FALSE,NA,13.29,17.26,2.1,1.9,1.5,0.9,20130310,"14,1",FALSE,20180428,220751.1878,9633451.216
PAR_A01,T04,15,FAVA ARARA,Parkia multijuga,Fabaceae,53,O,C,2,FALSE,NA,13.4,24.68,3.6,8.4,7,4,20130310,"53,8",FALSE,20180428,220746.0093,9633455.046
PAR_A01,T04,16,CUPIUBA,Goupia glabra,Goupiaceae,35.4,O,C,2,FALSE,NA,14.76,28.26,6.2,5.2,5.9,7.6,20130310,"40,7",FALSE,20180428,220742.3436,9633448.835
PAR_A01,T04,17,FAVA ARARA,Parkia multijuga,Fabaceae,47,O,E,1,FALSE,NA,24.73,35,12.5,12.2,3.4,12.7,20130310,49,FALSE,20180428,220729.7035,9633440.515
PAR_A01,T04,18,FAVA ARARA,Parkia multijuga,Fabaceae,62,O,E,1,FALSE,NA,24.73,35,12.5,12.2,9.4,12.7,20130310,"64,3",FALSE,20180428,220728.8029,9633440.08
PAR_A01,T04,19,FAVA ARARA,Parkia multijuga,Fabaceae,38.1,O,E,1,FALSE,NA,22.89,31.15,6.2,5.2,2.8,7,20130310,"41,9",FALSE,20180428,220707.6978,9633430.894
PAR_A01,T04,20,FAVA ARARA,Parkia multijuga,Fabaceae,40.4,O,E,1,FALSE,NA,22.89,31.15,6.2,5.2,2.8,7,20130310,"43,1",FALSE,20180428,220707.6978,9633430.894
PAR_A01,T04,21,TATAPIRIRICA,Tapirira guianensis,Anacardiaceae,20.6,O,C,2,FALSE,NA,17.71,23.22,3.8,3.7,4,3,20130310,"23,2",FALSE,20180428,220698.7352,9633426.458
PAR_A01,T04,22,INGA,Inga marginata,Fabaceae,18.4,O,C,2,FALSE,NA,17,24.07,5.8,2.8,2.8,3.4,20130310,NA,TRUE,20180428,220690.7166,9633422.366
PAR_A01,T04,23,UCUUBA,Virola melinoni,Myristicaceae,46.1,O,E,1,FALSE,NA,14.11,19.82,6.8,5.2,5.2,6.3,20130310,"49,6",FALSE,20180428,220688.8719,9633421.587
PAR_A01,T04,24,BREU BRANCO,Protium paniculatum,Burseraceae,13.8,O,S,2,FALSE,NA,7.21,12.31,2,2.8,3.1,2,20130310,"16,0",FALSE,20180428,220688.8285,9633421.677
PAR_A01,T04,25,TAMAQUARE,Caraipa grandifolia,Clusiaceae,21.5,O,C,2,FALSE,NA,17.23,22.48,2,1.3,2.2,2.1,20130310,"21,9",FALSE,20180428,220668.2013,9633411.5
PAR_A01,T04,26,FAVA ARARA,Parkia multijuga,Fabaceae,57.6,O,E,1,FALSE,NA,13.85,20.51,6,4.2,11,3,20130310,"57,6",FALSE,20180428,220660.8226,9633408.383
PAR_A01,T04,27,UXIRANA,Sacoglottis guianensis,Humiriaceae,29.6,O,C,2,FALSE,NA,16.65,26.04,9,2,4,4,20130310,NA,TRUE,20180428,220661.2571,9633407.483
PAR_A01,T04,28,ANANI,Symphonia globulifera,Clusiaceae,13.7,O,S,2,FALSE,NA,13.44,17.75,3.2,3,2.8,2,20130310,"15,5",FALSE,20180428,220659.3256,9633406.884
PAR_A01,T04,29,MATA MATA BRANCO,Eschweilera coriacea,Lecythidaceae,22.7,O,S,2,FALSE,NA,17.38,24.49,3.1,4.2,2,3.2,20130310,"27,7",FALSE,20180428,220654.5523,9633404.58
PAR_A01,T04,30,IPERANA,Eperua bijuga,Fabaceae,39.4,O,C,2,FALSE,NA,20.04,25.88,2.2,4,3.3,2.8,20130310,"39,8",FALSE,20180428,220645.9631,9633404.065
PAR_A01,T04,31,MORTA,NA,NA,54,O,NA,NA,TRUE,4,NA,12.71,NA,NA,NA,NA,20130310,54,TRUE,20180428,220646.2343,9633399.601
PAR_A01,T04,32,JATEREU,Lecythis idatimon,Lecythidaceae,14.3,O,S,3,FALSE,NA,5.5,11.05,1.2,0.9,1,0.8,20130310,"14,2",FALSE,20180428,220606.3634,9633376.659
PAR_A01,T04,33,MORTA,NA,NA,24.7,O,NA,NA,TRUE,3,NA,4.27,NA,NA,NA,NA,20130310,NA,TRUE,20180428,220605.5843,9633376.209
PAR_A01,T04,34,CAQUI PRETO,Diospyros guianensis,Ebenaceae,17.7,O,S,2,FALSE,NA,11.85,18.19,1.5,2,2.4,2.3,20130310,"18,5",FALSE,20180428,220594.194,9633369.737
PAR_A01,T04,35,ABIURANA,Pouteria gongrijpii,Sapotaceae,49,O,E,1,FALSE,NA,10.2,19.39,6.2,6.8,5.5,8,20130310,"49,5",FALSE,20180428,220588.4493,9633367.686
PAR_A01,T04,36,CARAMUXI,Pouteria hispida,Sapotaceae,43.2,O,E,1,FALSE,NA,12.84,21.77,6.2,6.8,5.5,8,20130310,"46,2",TRUE,20180428,220587.4334,9633367.445
PAR_A01,T04,37,IPERANA,Eperua bijuga,Fabaceae,37.3,O,C,1,FALSE,NA,9.63,17.64,5.2,4,4.8,3.2,20130310,"38,5",FALSE,20180428,220576.3445,9633362.649
PAR_A01,T04,38,IPERANA,Eperua bijuga,Fabaceae,49,O,C,2,FALSE,NA,7.45,23.29,4.2,5,3.8,9.6,20130310,"50,7",FALSE,20180428,220568.2146,9633363.724
PAR_A01,T04,39,ARATACIU,Sagotia racemosa,Euphorbiaceae,25.5,O,S,2,FALSE,NA,8.26,13.04,3.2,3.4,2.8,3.2,20130310,"26,2",FALSE,20180428,220542.7862,9633340.643
PAR_A01,T04,40,IPERANA,Eperua bijuga,Fabaceae,44.6,O,S,2,FALSE,NA,8.95,17.19,4.2,5,3.7,4.2,20130310,NA,TRUE,20180428,220531.8952,9633343.67
PAR_A01,T04,41,CUMARU,Dipteryx odorata,Fabaceae,33,O,S,2,FALSE,NA,13.99,21.07,3.2,4.8,2,5.2,20130310,"33,8",FALSE,20180428,220532.025,9633335.297
PAR_A01,T04,42,PARICARANA,Dimorphandra macrostachya,Fabaceae,35.4,O,E,1,FALSE,NA,13.8,24.21,5.2,5,5,4.2,20130310,"43,3",FALSE,20180428,220523.5172,9633340.205
PAR_A01,T04,43,JARANA,Lecythis lurida,Lecythidaceae,22.7,O,S,2,FALSE,NA,10.53,14.61,2.1,2.6,1.6,1,20130310,"21,6",FALSE,20180428,220524.04,9633331.136
PAR_A01,T04,44,MORTA,NA,NA,25.7,O,NA,NA,TRUE,4,NA,4.96,NA,NA,NA,NA,20130310,"25,7",TRUE,20180428,220510.8463,9633323.996
PAR_A01,T04,45,MUIRATINGA,Brosimum rubescens ,Moraceae,10.9,O,S,2,FALSE,NA,7.77,10.69,2.1,1.4,1.6,2.2,20130310,"12,2",FALSE,20180428,220497.8491,9633316.509
PAR_A01,T04,46,MUTUTI,Pterocarpus sp.,Fabaceae,50,O,E,1,FALSE,NA,17.52,28.58,6,6.3,5.2,9.2,20130310,"52,3",FALSE,20180428,220479.1444,9633316.495
PAR_A01,T04,47,CASCA SECA,Licania canescens,Chrysobalanaceae,21,O,S,1,FALSE,NA,10.95,15.29,2.8,2,2.1,4,20130310,"21,3",FALSE,20180428,220478.5704,9633305.91
PAR_A01,T04,48,INGA,Inga marginata,Fabaceae,37.7,O,S,1,FALSE,NA,7.89,22.06,4,3.6,3.2,4,20130310,"38,5",FALSE,20180428,220467.261,9633303.572
PAR_A01,T04,49,ENVIRA QUIABO,Sterculia pruriens,Malvaceae,12.6,O,S,2,FALSE,NA,11.95,14.48,1.3,1,1.2,2.1,20130310,"12,7",FALSE,20180428,220459.4882,9633294.963
PAR_A01,T04,50,TAXI PRETO,Tachigali myrmecophila,Fabaceae,16.7,O,S,3,FALSE,NA,12.74,15.8,2.5,1.8,2,3.7,20130310,"17,0",FALSE,20180428,220455.1519,9633293.492
PAR_A01,T04,51,POROROCA,Dialium guianense,Fabaceae,10.2,O,S,3,FALSE,NA,5.55,14.7,4.7,1.2,1.4,5,20130310,"11,5",FALSE,20180428,220455.1067,9633292.554
PAR_A01,T04,52,JATEREU,Lecythis idatimon,Lecythidaceae,44.9,O,E,1,FALSE,NA,21.82,33.65,2.9,3.8,4,6,20130310,"46,2",FALSE,20180428,220433.0026,9633280.858
PAR_A01,T04,53,MASSARANDUBA,Manilkara huberi,Sapotaceae,41,O,E,1,FALSE,NA,18.81,30.53,3.7,6.2,3.8,3.5,20130310,"44,2",FALSE,20180428,220419.0642,9633277.075
PAR_A01,T04,54,EMBAUBA,Cecropia ficifolia,Urticaceae,20,O,E,1,FALSE,NA,16.24,22.23,1,2.2,5.5,2,20130310,20,TRUE,20180428,220419.6616,9633273.981
PAR_A01,T04,55,ABIURANA,Pouteria gongrijpii,Sapotaceae,42,O,C,2,FALSE,NA,23.67,34.02,4,6,2.2,3,20130310,"55,7",FALSE,20180428,220416.3292,9633277.854
PAR_A01,T04,56,JOAO MOLE,Neea oppositifolia,Nyctaginaceae,21.2,O,S,2,FALSE,NA,11.09,17.66,2.6,2,2.2,2.1,20130310,"21,8",FALSE,20180428,220416.1603,9633271.029
PAR_A01,T04,57,BURRA LEITEIRA,Sapium marmieri,Euphorbiaceae,15.56,O,S,1,FALSE,NA,10.16,15.34,2.2,1.8,2,2.1,20130310,"16,0",FALSE,20180428,220398.9741,9633261.809
PAR_A01,T04,58,MAMUI,Jacaratia spinosa,Caricaceae,46.4,O,S,2,FALSE,NA,13.91,21.11,3.6,2.5,2.2,2,20130310,NA,TRUE,20180428,220417.9247,9633268.918
PAR_A01,T04,59,GOIABAO,Pradosia praealta,Sapotaceae,60.1,O,E,1,FALSE,NA,24.64,32.55,5.8,6.2,8,5.3,20130310,"61,2",FALSE,20180428,220405.7863,9633253.8
PAR_A01,T04,60,MATA MATA BRANCO,Eschweilera coriacea,Lecythidaceae,35.3,O,C,2,FALSE,NA,23.33,34.33,4.8,4.7,5.3,3,20130310,"36,3",FALSE,20180428,220401.9627,9633258.545
PAR_A01,T04,61,MORTA,NA,NA,66.4,O,NA,NA,TRUE,3,20.34,29.29,NA,NA,NA,NA,20130310,"66,4",TRUE,20180428,220443.6656,9633286.378
PAR_A01,T04,62,TAXI PRETO,Tachigali myrmecophila,Fabaceae,58,O,E,1,FALSE,NA,14.41,21.53,4.8,7.2,7,6.7,20130310,61,FALSE,20180428,220467.5793,9633296.901
PAR_A01,T04,63,JATEREU,Lecythis idatimon,Lecythidaceae,37.2,O,C,2,FALSE,NA,15.93,31.82,3,4.8,4,5.7,20130310,"38,5",FALSE,20180428,220463.0996,9633294.666
PAR_A01,T04,64,POROROCA,Dialium guianense,Fabaceae,10.2,O,S,3,FALSE,NA,8.06,12.6,5.1,3.2,3.1,3.5,20130310,"11,0",FALSE,20180428,220462.1875,9633295.876
PAR_A01,T04,65,ARATACIU,Sagotia racemosa,Euphorbiaceae,28,O,S,2,FALSE,NA,6.67,11.67,2.4,2.6,3.1,1.3,20130310,NA,TRUE,20180428,220455.4014,9633292.031
PAR_A01,T04,66,PARICARANA,Dimorphandra macrostachya,Fabaceae,17.6,O,S,2,FALSE,NA,12.32,19.36,0.6,1.3,8.2,0.4,20130310,"21,6",FALSE,20180428,220453.5506,9633291.242
PAR_A01,T04,67,MACACAUBA,Platymiscium filipes,Fabaceae,39.3,O,C,1,FALSE,NA,16.6,25.79,3.8,3.6,4.8,4,20130310,"41,4",FALSE,20180428,220444.5856,9633283.118
PAR_A01,T04,68,TIMBORANA,Pseudopiptadenia suaveolens,Fabaceae,36.1,O,C,2,FALSE,NA,14.93,21.93,3.3,3.2,3.5,4,20130310,"43,0",FALSE,20180428,220513.1393,9633324.002
PAR_A01,T04,69,PRATUDO,Simaba cedron,Simaroubaceae,14.1,O,S,2,FALSE,NA,10.77,12.96,1.6,1.4,1.7,1,20130310,"11,2",FALSE,20180428,220510.8542,9633321.947
PAR_A01,T04,70,ABIURANA VERMELHA,NI,NI,51.5,O,E,1,FALSE,NA,19.29,30.47,3,3.3,3.9,4,20130310,"52,7",FALSE,20180428,220501.5478,9633308.729
PAR_A01,T04,71,ABIURANA,Pouteria gongrijpii,Sapotaceae,19.3,O,S,3,FALSE,NA,8.44,8.8,2.1,1.2,1.4,1.8,20130310,"13,3",FALSE,20180428,220567.9083,9633354.112
PAR_A01,T04,72,FIGADO DE PREGUISA,NI,NI,47.5,O,C,2,FALSE,NA,9.6,17.68,4,4.2,6.1,2.5,20130310,"55,5",FALSE,20180428,220572.0836,9633346.708
PAR_A01,T04,73,SUCUUBA,Himatanthus sucuuba,Euphorbiaceae,42.3,O,C,2,FALSE,NA,24.4,34.59,3.6,3.8,4,3,20130310,"42,5",FALSE,20180428,220569.4429,9633348.337
PAR_A01,T04,74,CUTITIRIBA,Pouteria sp.,Sapotaceae,14,O,S,2,FALSE,NA,10.63,19.12,3,1.6,1.8,2.1,20130310,"14,5",FALSE,20180428,220566.0122,9633352.385
PAR_A01,T04,75,FIGADO DE PREGUISA,NI,NI,40.5,O,C,2,FALSE,NA,11.61,24.42,3.6,4.3,6,3,20130310,"42,3",FALSE,20180428,220557.7816,9633348.658
PAR_A01,T04,76,TAXI BRANCO,Tachigali paniculata,Fabaceae,57.8,O,E,1,FALSE,NA,12.98,22.73,4.2,2.8,6,3.4,20130310,"59,3",FALSE,20180428,220546.8318,9633341.612
PAR_A01,T04,77,FAVA VERMELHA,Piptadenia cobi,Fabaceae,68,O,E,1,FALSE,NA,23.59,37.97,7.5,5,8,12,20130310,NA,TRUE,20180428,220608.9458,9633376.189
PAR_A01,T04,78,JATEREU,Lecythis idatimon,Lecythidaceae,43.5,O,C,1,FALSE,NA,18.44,26.63,5,3.5,7,5,20130310,"44,8",FALSE,20180428,220606.6992,9633374.081
PAR_A01,T04,79,INGA,Inga marginata,Fabaceae,10.5,O,S,2,FALSE,NA,7.49,12.63,2.1,4.2,4,2.6,20130310,"12,3",FALSE,20180428,220598.7226,9633371.894
