area,transect,tree,common_name,scienfic_name,family_name,DBH.2013,type,canopy.2013,Light.2013,Dead.2013,D_class.2013,Hcom.2013,Htot.2013,RN.2013,RS.2013,RL.2013,RO.2013,Date.2013,DBH.2018,Dead.2018,Date.2018,UTM_Easting,UTM_Northing
PAR_A01,T04,80,INGA CHICHICA,Inga heterophylla,Fabaceae,16.7,O,S,3,FALSE,NA,5.68,9.98,2.6,2,3.9,2.3,20130310,"17,0",FALSE,20180428,220571.9369,9633356.288
PAR_A01,T04,81,MURTA,Strychnos subcordata,Loganiaceae,16.3,O,S,2,FALSE,NA,5.78,10.95,2.3,3,2,2.5,20130310,"16,4",FALSE,20180428,220647.2501,9633399.842
PAR_A01,T04,82,EMBAUBA,Cecropia ficifolia,Urticaceae,13.2,O,S,2,FALSE,NA,9.57,18.03,1.1,1.5,2,1.4,20130310,"14,1",FALSE,20180428,220640.4749,9633395.577
PAR_A01,T04,83,CAJUAÇU,Anacardium spruceanum,Anacardiaceae,54,O,E,1,FALSE,NA,18.96,29.1,5.2,4.5,7,3.5,20130310,"57,4",FALSE,20180428,220612.0904,9633379.74
PAR_A01,T04,84,FAVA ARARA,Parkia multijuga,Fabaceae,52.4,O,E,1,FALSE,NA,22.01,29.38,6.2,4,9,6.5,20130310,"61,0",FALSE,20180428,220689.9818,9633414.683
PAR_A01,T04,85,QUARUBA,Vochysia guianensis,Vochysiaceae,11,O,S,2,FALSE,NA,9.6,14.6,1.8,1,4.2,1.6,20130310,"11,4",FALSE,20180428,220682.3622,9633416.669
PAR_A01,T04,86,LIANA,NA,NA,24.5,L,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,20130310,"36,0",FALSE,20180428,220681.2009,9633416.774
PAR_A01,T04,87,TATAPIRIRICA,Tapirira guianensis,Anacardiaceae,43.4,O,E,1,FALSE,NA,13.72,27.35,3.2,5.8,10.2,5,20130310,"44,5",FALSE,20180428,220680.1067,9633412.138
PAR_A01,T04,88,TATAPIRIRICA,Tapirira guianensis,Anacardiaceae,36.2,O,C,2,FALSE,NA,14.1,24.7,7,3,5.5,5.41,20130310,"40,0",FALSE,20180428,220658.4605,9633399.471
PAR_A01,T04,89,TAMAQUARE,Caraipa grandifolia,Clusiaceae,11.9,O,S,2,FALSE,NA,11.81,15.45,14,1.3,1.2,15,20130310,"10,7",FALSE,20180428,220653.3255,9633403.211
PAR_A01,T04,90,TATAPIRIRICA,Tapirira guianensis,Anacardiaceae,39.8,O,C,2,FALSE,NA,14.73,25.02,2.5,7.8,4.8,3.8,20130310,"47,6",FALSE,20180428,220737.4732,9633442.821
PAR_A01,T04,91,UCUUBA,Virola melinoni,Myristicaceae,43.3,O,E,1,FALSE,NA,22.72,31.56,4,5,3.5,3.8,20130310,"50,2",FALSE,20180428,220734.1749,9633440.452
PAR_A01,T04,92,NI,NI,NI,16.4,O,S,2,FALSE,NA,5.83,8.4,4,5,3.5,3.8,20130310,"16,4",TRUE,20180428,220714.3931,9633433.126
PAR_A01,T04,93,NI,NI,NI,11.7,O,S,2,FALSE,NA,4.75,5.83,0.4,5,0.9,5.5,20130310,"12,0",FALSE,20180428,220696.3809,9633424.433
PAR_A01,T04,94,INHARE,Helicostylis sp.,Moraceae,16.2,O,S,2,FALSE,NA,8.96,20.66,1.7,2.1,2.4,1.5,20130310,"16,6",FALSE,20180428,220780.1811,9633464.764
PAR_A01,T04,95,AXICHA,NI,NI,14.5,O,S,1,FALSE,NA,7.28,9.09,1.3,1.8,1.6,1.6,20130310,NA,TRUE,20180428,220774.8209,9633462.066
PAR_A01,T04,96,ANDORINHA,Casearia grandiflora,Salicaceae,16.5,O,S,2,FALSE,NA,12.54,17.64,1.4,3.3,1.8,4,20130310,"19,3",FALSE,20180428,220753.2497,9633451.545
PAR_A01,T04,97,CUPIUBA,Goupia glabra,Goupiaceae,11.1,O,S,3,FALSE,NA,10.81,17.49,1.6,2.4,1.1,2.4,20130310,"11,6",FALSE,20180428,220822.9008,9633484.381
PAR_A01,T04,98,PARICARANA,Dimorphandra macrostachya,Fabaceae,50.7,O,C,1,FALSE,NA,16.83,27.82,10,8,6.2,7.8,20130310,"59,5",FALSE,20180428,220802.1236,9633469.912
PAR_A01,T04,99,AÇAI,Euterpe oleracea,Arecaceae,11.7,P,C,1,FALSE,NA,17.62,20.87,1.6,0.9,0.8,1.4,20130310,"11,7",TRUE,20180428,220792.9634,9633470.488
PAR_A01,T04,100,CUPIUBA,Goupia glabra,Goupiaceae,13.1,O,S,2,FALSE,NA,7.77,14.75,2.1,3,2.5,2.1,20130310,"16,9",FALSE,20180428,220789.361,9633468.75
PAR_A01,T04,101,TATAPIRIRICA,Tapirira guianensis,Anacardiaceae,37.2,O,C,2,FALSE,NA,14.28,28.99,4,6.6,3.5,6.7,20130310,"45,6",FALSE,20180428,220790.4156,9633464.262
PAR_A01,T05,1,FAVA ARARA,Parkia multijuga,Fabaceae,43.7,O,C,1,FALSE,NA,10.96,16.58,11,1.6,9.4,5.6,20130313,"47,5",FALSE,20180430,220728.75,9632832.74
PAR_A01,T05,2,MORTA,NA,NA,57.5,O,NA,NA,TRUE,2,NA,11.11,NA,NA,NA,NA,20130313,NA,TRUE,20180430,220728.6606,9632832.695
PAR_A01,T05,3,INGA,Inga marginata,Fabaceae,10.8,O,S,1,FALSE,NA,7.99,11.89,1.7,2.2,1.4,2,20130313,NA,TRUE,20180430,220727.9861,9632828.224
PAR_A01,T05,4,MANDIOQUEIRA,Qualea paraensis,Vochysiaceae,16,O,C,2,FALSE,NA,14.08,19.43,3.4,1.5,2.2,1.2,20130313,"19,2",FALSE,20180430,220716.1302,9632822.196
PAR_A01,T05,5,BREU BRANCO,Protium paniculatum,Burseraceae,20,O,C,2,FALSE,NA,9.54,21.05,2.7,4.4,2.5,2.2,20130313,"21,2",FALSE,20180430,220712.2831,9632820.947
PAR_A01,T05,6,MATAMATA,Eschweilera parviflora,Lecythidaceae,43.3,O,C,2,FALSE,NA,13.93,28.51,3,2,2.9,2.5,20130313,"43,5",FALSE,20180430,220706.6524,9632826.184
PAR_A01,T05,7,CASCA SECA,Licania canescens,Chrysobalanaceae,58.3,O,E,1,FALSE,NA,14.52,21.81,4.3,3.3,7.4,2.1,20130313,"58,3",TRUE,20180430,220705.5719,9632817.151
PAR_A01,T05,8,MOLONGO,Ambelania acida,Apocynaceae,13.1,O,S,2,FALSE,NA,8,14.96,2.7,1.7,0.8,1.6,20130313,"13,7",FALSE,20180430,220698.5029,9632813.4
PAR_A01,T05,9,ARATACIU,Sagotia racemosa,Euphorbiaceae,12.6,O,S,2,FALSE,NA,4.55,9.27,1.5,1.7,2.4,2,20130313,"13,7",FALSE,20180430,220698.2345,9632813.266
PAR_A01,T05,10,JOAO MOLE,Neea oppositifolia,Nyctaginaceae,11.4,O,S,3,FALSE,NA,5.07,8.75,2.4,2.3,1.9,2.3,20130313,"12,7",FALSE,20180430,220692.5527,9632810.543
PAR_A01,T05,11,BURRA LEITEIRA,Sapium marmieri,Euphorbiaceae,10.1,O,S,2,FALSE,NA,8.54,9.5,1.4,1.2,2,1.5,20130313,"16,8",FALSE,20180430,220665.5307,9632797.729
PAR_A01,T05,12,ANDORINHA,Casearia grandiflora,Salicaceae,13.3,O,S,2,FALSE,NA,9.83,10.19,1.4,1.2,0.8,1.9,20130313,"15,6",FALSE,20180430,220658.2822,9632793.218
PAR_A01,T05,13,PELO DE CUTIA,NI,NI,10.8,O,S,1,FALSE,NA,8.53,12.86,2,3.3,5.5,1.2,20130313,"12,5",FALSE,20180430,220585.3573,9632756.828
PAR_A01,T05,14,LACRE BRANCO,Vismia guianensis,Clusiaceae,10.9,O,S,1,FALSE,NA,6.55,9.47,0.8,1.4,4,0.4,20130313,"11,7",FALSE,20180430,220583.4343,9632756.875
PAR_A01,T05,15,FREIJO BRANCO,Cordia scabrifolia,Boraginaceae,10.6,O,S,2,FALSE,NA,4.17,7.88,1.3,2.1,1.1,1.8,20130313,"11,2",FALSE,20180430,220574.4859,9632751.739
PAR_A01,T05,16,FAVA ATANA,Parkia gigantocarpa,Fabaceae,60.3,O,E,1,FALSE,NA,16.28,24.34,12,8.4,5.8,12.8,20130313,"88,0",FALSE,20180430,220570.1969,9632756.975
PAR_A01,T05,17,PENTE DE MACACO,Apeiba echinata,Malvaceae,30.4,O,S,2,FALSE,NA,7.86,10.12,2.5,6,2.8,5.1,20130313,"32,6",FALSE,20180430,220570.8179,9632750.579
PAR_A01,T05,18,GEMA DE OVO,Poecilanthe effusa,Fabaceae,10.5,O,S,2,FALSE,NA,4.05,10.91,1.2,2.3,1.8,1.6,20130313,"11,0",FALSE,20180430,220561.2429,9632744.907
PAR_A01,T05,19,BREU DE LEITE,Thyrsodium paraense,Anacardiaceae,10.3,O,S,2,FALSE,NA,4.77,8.19,0.7,1.2,1.5,1,20130313,"11,1",FALSE,20180430,220559.7666,9632744.282
PAR_A01,T05,20,FAVA BRANCA,Parkia paraensis,Fabaceae,53.9,O,C,1,FALSE,NA,10.74,23,5.5,6,9.6,3,20130313,"55,8",FALSE,20180430,220551.5193,9632750.504
PAR_A01,T05,21,PARICARANA,Dimorphandra macrostachya,Fabaceae,60,O,E,1,FALSE,NA,17.15,26.91,6.9,10,16.3,5.9,20130313,"60,0",TRUE,20180430,220546.3908,9632746.032
PAR_A01,T05,22,FAVA MARIMARI,Cassia fastuosa,Fabaceae,45.7,O,E,1,FALSE,NA,9.39,18.08,2.5,7.6,10.3,7.4,20130313,"47,6",FALSE,20180430,220547.1138,9632740.209
PAR_A01,T05,23,MORTA,NA,NA,70,O,NA,NA,TRUE,3,NA,12.91,NA,NA,NA,NA,20130313,70,TRUE,20180430,220498.2519,9632717.605
PAR_A01,T05,24,BURRA LEITEIRA,Sapium marmieri,Euphorbiaceae,21.1,O,S,1,FALSE,NA,7.9,14.56,5.7,1.2,2.9,2.5,20130313,"22,8",FALSE,20180430,220493.6438,9632709.91
PAR_A01,T05,25,ENVIRA PRETA,Bocageopsis pleiosperma,Annonaceae,15.8,O,S,1,FALSE,NA,10.26,11.17,3,1.9,2,2.6,20130313,"19,5",FALSE,20180430,220493.2889,9632709.725
PAR_A01,T05,26,FREIJO BRANCO,Cordia scabrifolia,Boraginaceae,17.7,O,S,2,FALSE,NA,6.27,10.7,2.9,1.8,1.5,2.1,20130313,"19,0",FALSE,20180430,220490.8504,9632708.344
PAR_A01,T05,27,FREIJO BRANCO,Cordia scabrifolia,Boraginaceae,11.5,O,S,2,FALSE,NA,10.75,15.34,2.4,1.9,1.8,1.4,20130313,"13,2",FALSE,20180430,220485.7505,9632705.577
PAR_A01,T05,28,FREIJO BRANCO,Cordia scabrifolia,Boraginaceae,12.2,O,S,2,FALSE,NA,11.59,15.34,2.4,1.7,1.8,1.4,20130313,"12,7",FALSE,20180430,220485.5731,9632705.485
PAR_A01,T05,29,JATEREU,Lecythis idatimon,Lecythidaceae,41.2,O,C,2,FALSE,NA,18.67,24.73,4,1.6,3.1,3.4,20130313,"42,4",FALSE,20180430,220504.148,9632721.011
PAR_A01,T05,30,MORTA,NA,NA,42,O,NA,NA,TRUE,3,NA,11.23,NA,NA,NA,NA,20130313,42,TRUE,20180430,220476.4498,9632704.007
PAR_A01,T05,31,INHARE,Helicostylis sp.,Moraceae,25.2,O,S,2,FALSE,NA,17.94,21.88,2.5,4.2,4.5,1.7,20130313,"29,7",FALSE,20180430,220477.6757,9632701.602
PAR_A01,T05,32,JATEREU,Lecythis idatimon,Lecythidaceae,12.3,O,S,2,FALSE,NA,8.52,13.15,2.6,4.3,4.2,1.6,20130313,"12,5",FALSE,20180430,220465.3747,9632695.474
PAR_A01,T05,33,SERINGARANA,Hevea sp.,Euphorbiaceae,57.7,O,E,1,FALSE,NA,21.82,30.7,6.9,4.6,5.6,6,20130313,"60,2",FALSE,20180430,220456.8778,9632690.156
PAR_A01,T05,34,TAXIRANA,Stryphnodendron paniculatum,Fabaceae,19.7,O,S,2,FALSE,NA,7.46,12.86,2.5,2.6,1.7,3.9,20130313,"22,5",FALSE,20180430,220447.8636,9632685.809
PAR_A01,T05,35,MORTA,NA,NA,42,O,NA,NA,TRUE,4,NA,5.65,NA,NA,NA,NA,20130313,42,TRUE,20180430,220439.019,9632684.972
PAR_A01,T05,36,MAPATIRANA,Pourouma minor,Urticaceae,28.5,O,C,1,FALSE,NA,20.31,27.54,4.1,2.8,3.8,3.2,20130313,"32,4",FALSE,20180430,220432.9862,9632677.581
PAR_A01,T05,37,MAPATIRANA,Pourouma minor,Urticaceae,42.2,O,C,1,FALSE,NA,11,21.92,5.2,2.3,7.2,2.2,20130313,"53,5",FALSE,20180430,220424.5053,9632676.486
PAR_A01,T05,38,MANGUERANO,NI,NI,10.4,O,S,2,FALSE,NA,3.33,8.54,2.3,1.3,2.3,3,20130313,"15,8",FALSE,20180430,220426.1041,9632673.485
PAR_A01,T05,39,FAVA ATANA,Parkia gigantocarpa,Fabaceae,16.5,O,S,1,FALSE,NA,10.29,14.48,0.9,1,1.1,1.2,20130313,"19,2",FALSE,20180430,220421.0092,9632672.415
PAR_A01,T05,40,FAVA ATANA,Parkia gigantocarpa,Fabaceae,16.5,O,S,1,FALSE,NA,16.58,18.31,1.1,2.8,1.7,4.6,20130313,"23,3",FALSE,20180430,220419.3724,9632670.383
PAR_A01,T05,41,PARICARANA,Dimorphandra macrostachya,Fabaceae,47.1,O,E,1,FALSE,NA,20.09,32.25,4.6,4.9,6.2,7.4,20130313,"54,9",FALSE,20180430,220406.2924,9632672.817
PAR_A01,T05,42,CUPIUBA,Goupia glabra,Goupiaceae,82,O,E,1,FALSE,NA,12.38,26.05,3.7,6.5,5.7,2.1,20130313,"82,7",FALSE,20180430,220405.9593,9632662.384
PAR_A01,T05,43,CAJU,NI,NI,49.3,O,E,1,FALSE,NA,21.71,35.88,5.8,3.8,7,3,20130313,"52,7",FALSE,20180430,220389.0915,9632660.018
PAR_A01,T05,44,CARAMUXI,Pouteria hispida,Sapotaceae,41.9,O,E,1,FALSE,NA,17.34,27.47,6,3.3,3.4,3.5,20130313,"42,4",FALSE,20180430,220382.601,9632653.061
PAR_A01,T05,45,MATAMATA,Eschweilera parviflora,Lecythidaceae,49,O,E,1,FALSE,NA,21.58,32,6.1,7.3,4.9,4.4,20130313,"50,0",FALSE,20180430,220373.3522,9632655.534
PAR_A01,T05,46,MACUCU,Licania heteromorpha,Chrysobalanaceae,10.4,O,S,2,FALSE,NA,8.43,14,1.8,2.5,1.8,1.5,20130313,"11,1",FALSE,20180430,220374.2606,9632645.322
PAR_A01,T05,47,GUAJARA PELUDO,Pouteria sp.,Sapotaceae,48,O,E,1,FALSE,NA,21.46,31.85,4.1,4.4,4.7,3.8,20130313,"50,4",FALSE,20180430,220368.1468,9632644.038
PAR_A01,T05,48,MATAMATA,Eschweilera parviflora,Lecythidaceae,42.2,O,C,2,FALSE,NA,16.38,28.42,3.8,4.9,4.2,5.2,20130313,"44,3",FALSE,20180430,220347.0146,9632634.79
PAR_A01,T05,49,GUAJARA BRANCO,Pouteria sp.,Sapotaceae,41.6,O,E,1,FALSE,NA,19.75,29.34,3.4,3,5.2,3.2,20130313,"43,8",FALSE,20180430,220342.1235,9632634.4
PAR_A01,T05,50,JOAO MOLE,Neea oppositifolia,Nyctaginaceae,19.7,O,S,2,FALSE,NA,4.85,9.12,6.2,0.7,2,2.5,20130313,"19,7",TRUE,20180430,220341.1636,9632627.27
PAR_A01,T05,52,ANDIROBA,Carapa guianensis,Meliaceae,36.6,O,C,2,FALSE,NA,12.63,20.68,5.6,2.9,3.2,6.5,20130313,"37,3",FALSE,20180430,220324.064,9632626.828
PAR_A01,T05,53,CUPIUBA,Goupia glabra,Goupiaceae,83.7,O,E,1,FALSE,NA,21.55,36.43,6,8,5.8,4.2,20130313,"89,0",FALSE,20180430,220308.4968,9632617.768
PAR_A01,T05,54,MATAMATA,Eschweilera parviflora,Lecythidaceae,18.1,O,S,2,FALSE,NA,14.82,21.15,1.5,1.3,1.6,1.3,20130313,"19,4",FALSE,20180430,220307.7782,9632609.972
PAR_A01,T05,55,MAPATIRANA,Pourouma minor,Urticaceae,26,O,C,2,FALSE,NA,16.08,26.98,5,5.4,4.8,4.2,20130313,"31,2",FALSE,20180430,220296.9579,9632603.273
PAR_A01,T05,56,MAPATIRANA,Pourouma minor,Urticaceae,27.2,O,C,2,FALSE,NA,16.08,26.98,5,5.2,3.7,4,20130313,"31,0",FALSE,20180430,220296.9579,9632603.273
PAR_A01,T05,57,INGA,Inga marginata,Fabaceae,38.7,O,C,2,FALSE,NA,16.48,28.57,2.5,4.4,3,3.8,20130313,"38,5",FALSE,20180430,220292.4148,9632601.592
PAR_A01,T05,58,COCO PAU,Couepia robusta,Chrysobalanaceae,44.7,O,C,2,FALSE,NA,20.14,24,0.8,8,2.7,2.7,20130313,"46,7",FALSE,20180430,220329.7691,9632613.993
PAR_A01,T05,59,PARURU,NI,NI,56.9,O,C,2,FALSE,NA,12.59,33.58,2.2,4.3,10.6,2.2,20130313,"56,9",FALSE,20180430,220315.7851,9632604.088
PAR_A01,T05,60,TAXI PRETO,Tachigali myrmecophila,Fabaceae,70.8,O,E,1,FALSE,NA,18.55,41.8,8.3,6.3,10.4,6.7,20130313,"70,8",TRUE,20180430,220304.2163,9632606.662
PAR_A01,T05,61,TACHI,Tachigali myrmecophila,Fabaceae,39.5,O,C,2,FALSE,NA,19.13,28.06,1.7,10.3,4.4,2.5,20130313,"41,0",FALSE,20180430,220302.554,9632599.149
PAR_A01,T05,62,ENVIRA CANA,Xylopia nitida,Annonaceae,53.4,O,E,1,FALSE,NA,30.91,40.57,3,6.1,6,6.2,20130313,"56,0",FALSE,20180430,220301.0363,9632596.044
PAR_A01,T05,63,PARAPARA,Jacaranda copaia,Bignoniaceae,59.8,O,E,1,FALSE,NA,22.01,35.34,6.6,3.4,7.5,8,20130313,"61,1",FALSE,20180430,220299.0111,9632598.356
PAR_A01,T05,64,ARATACIU,Sagotia racemosa,Euphorbiaceae,12.1,O,S,3,FALSE,NA,6.22,10.43,1.8,2.4,1.4,1.8,20130313,"12,3",FALSE,20180430,220366.1964,9632640.468
PAR_A01,T05,65,IPERANA,Eperua bijuga,Fabaceae,18.9,O,S,2,FALSE,NA,13.48,19.46,2.1,2.6,1.6,2.2,20130313,"19,4",FALSE,20180430,220362.644,9632638.417
PAR_A01,T05,66,TANIBUCA,Terminalia amazonia,Combretaceae,75,O,E,1,FALSE,NA,23.63,32.61,7.4,4.8,5.6,4.9,20130313,"76,0",FALSE,20180430,220356.2633,9632632.317
PAR_A01,T05,67,INGA PELUDO,Inga grandis,Fabaceae,29,O,C,2,FALSE,NA,17.02,24.76,2.6,2.4,5.6,4.9,20130313,NA,TRUE,20180430,220350.6982,9632632.129
PAR_A01,T05,68,MORTA,NA,NA,36.3,O,NA,NA,TRUE,3,NA,8.33,NA,NA,NA,NA,20130313,"36,3",TRUE,20180430,220365.8708,9632645.758
PAR_A01,T05,69,JATEREU,Lecythis idatimon,Lecythidaceae,10.6,O,S,2,FALSE,NA,8.27,11.02,0.7,2.6,1.5,1.9,20130313,"10,9",FALSE,20180430,220346.6191,9632629.79
PAR_A01,T05,70,ARATACIU,Sagotia racemosa,Euphorbiaceae,10.3,O,S,2,FALSE,NA,5.87,9.45,0.9,1.2,1,1.4,20130313,"10,8",FALSE,20180430,220344.5529,9632628.777
PAR_A01,T05,71,CAJUAÇU,Anacardium spruceanum,Anacardiaceae,54.2,O,E,1,FALSE,NA,21.61,32.38,7.9,5.3,7.9,7.7,20130313,"57,3",FALSE,20180430,220341.3574,9632620.314
PAR_A01,T05,72,ABIU ROSADINHO,Pouteria anibifolia,Sapotaceae,45.9,O,C,1,FALSE,NA,22.97,32.56,5.5,3.9,5.2,4.1,20130313,"46,5",FALSE,20180430,220416.0864,9632666.768
PAR_A01,T05,73,MARAVUVUIA,Croton matourensis,Euphorbiaceae,57.4,O,E,1,FALSE,NA,28.98,41.59,8.6,5.2,6.3,7.4,20130313,"66,2",FALSE,20180430,220410.928,9632655.184
PAR_A01,T05,74,SABUEIRO,Abarema jupunba,Fabaceae,35.8,O,E,1,FALSE,NA,18.38,24.84,3,3.2,6.2,4.3,20130313,"37,6",FALSE,20180430,220388.5887,9632646.075
PAR_A01,T05,75,VIROLA,Virola melinoni,Myristicaceae,55,O,E,1,FALSE,NA,28.98,41.59,5.3,6,7.6,5.2,20130313,"57,0",FALSE,20180430,220389.5292,9632644.31
PAR_A01,T05,76,MORTA,NA,NA,39.6,O,NA,NA,TRUE,1,NA,33.74,NA,NA,NA,NA,20130313,"39,6",TRUE,20180430,220432.1554,9632677.014
PAR_A01,T05,77,MATA MATA BRANCO,Eschweilera coriacea,Lecythidaceae,46.7,O,C,2,FALSE,NA,15.87,26.91,5.5,4.6,5.7,5.2,20130313,"50,5",FALSE,20180430,220432.3589,9632674.505
PAR_A01,T05,78,TAXI PRETO,Tachigali myrmecophila,Fabaceae,46.2,O,C,2,FALSE,NA,20.38,29.7,5.2,4.7,5,6.7,20130313,"51,6",FALSE,20180430,220514.7215,9632710.393
PAR_A01,T05,79,MATAMATA,Eschweilera parviflora,Lecythidaceae,53.9,O,C,2,FALSE,NA,24.21,32.08,3.5,5.65,3.7,3.1,20130313,"59,1",FALSE,20180430,220509.8109,9632711.22
PAR_A01,T05,80,URUCURANA,Sloanea guianensis,Elaeocarpaceae,10.9,O,S,2,FALSE,NA,1.48,7.08,5.3,1.1,4.6,1.2,20130313,"12,4",FALSE,20180430,220556.9922,9632741.967
PAR_A01,T05,81,ANDORINHA,Casearia grandiflora,Salicaceae,16.4,O,S,1,FALSE,NA,9.39,12.41,1.7,2.5,1,4.1,20130313,"17,7",FALSE,20180430,220547.1431,9632737.068
PAR_A01,T05,82,BURRA LEITEIRA,Sapium marmieri,Euphorbiaceae,15.4,O,S,2,FALSE,NA,5.48,10.35,1.4,1.9,1.7,1.8,20130313,"17,3",FALSE,20180430,220590.4572,9632758.926
PAR_A01,T05,83,PIQUIA,Caryocar villosum,Caryocaraceae,17.3,O,S,2,FALSE,NA,5.64,11.78,0.9,5,1.1,3.4,20130313,"20,6",FALSE,20180430,220618.1062,9632772.947
PAR_A01,T05,84,TAMANQUEIRA,Zanthoxylum rhoifolium,Rutaceae,21.5,O,S,1,FALSE,NA,8.46,17.88,4,3.4,4.3,5.2,20130313,"24,6",FALSE,20180430,220683.38,9632804.512
PAR_A01,T05,85,INGA,Inga marginata,Fabaceae,12.7,O,S,2,FALSE,NA,7.64,14.16,1.5,3,1.3,1.5,20130313,"14,7",FALSE,20180430,220673.6275,9632800.54
PAR_A01,T05,86,CAFEZINHO,Heisteria densifrons,Olacaceae,10.4,O,S,2,FALSE,NA,5.68,7.33,2.4,1.5,1.6,1.3,20130313,"10,8",FALSE,20180430,220660.563,9632793.127
PAR_A01,T05,87,BARROTE,Tetragastris altissima,Burseraceae,36.5,O,C,2,FALSE,NA,6.39,13.24,2.7,2.8,4.7,1.7,20130313,"36,8",FALSE,20180430,220724.0034,9632825.007
PAR_A01,T05,88,MANDIOQUEIRA,Qualea paraensis,Vochysiaceae,95,O,E,1,FALSE,NA,20.53,34.09,7.5,5.7,5.2,5.5,20130313,"95,5",FALSE,20180430,220723.1925,9632817.673
PAR_A01,T05,89,CARAMUXI,Pouteria hispida,Sapotaceae,26.5,O,C,2,FALSE,NA,12.6,25.14,1.8,1.4,2,3,20130313,"27,8",FALSE,20180430,220716.5772,9632821.972
PAR_A01,T05,90,TAXI BRANCO,Tachigali paniculata,Fabaceae,68,O,C,2,FALSE,NA,11.74,21.87,3.3,9.4,8.8,3.9,20130313,"72,4",FALSE,20180430,220714.3368,9632816.607
PAR_A01,T05,91,ANDIROBA,Carapa guianensis,Meliaceae,36,O,C,2,FALSE,NA,12.11,27.88,4.4,4.4,3.2,3.7,20130313,"36,8",FALSE,20180430,220704.0056,9632815.81
PAR_A01,T06,1,MORTA,NA,NA,37.7,O,NA,NA,TRUE,3,NA,7.98,NA,NA,NA,NA,20130425,NA,TRUE,20180427,218928.9926,9633101.348
PAR_A01,T06,2,EMBAUBA,Cecropia ficifolia,Urticaceae,11.7,O,S,1,FALSE,NA,8,14.08,2.7,2.6,1,4.5,20130425,"12,5",FALSE,20180427,218934.579,9633106.234
PAR_A01,T06,3,MORTA,NA,NA,11.6,O,NA,NA,TRUE,3,NA,5.96,NA,NA,NA,NA,20130425,NA,TRUE,20180427,218946.0454,9633113.46
PAR_A01,T06,4,MORTA,NA,NA,25,O,NA,NA,TRUE,2,NA,10.27,NA,NA,NA,NA,20130425,NA,TRUE,20180427,218949.1601,9633115.056
PAR_A01,T06,5,EMBAUBA,Cecropia ficifolia,Urticaceae,12.5,O,S,1,FALSE,NA,7.31,12.23,2.9,3.1,1.8,3,20130425,NA,TRUE,20180427,218960.5188,9633119.642
PAR_A01,T06,6,EMBAUBA,Cecropia ficifolia,Urticaceae,10.5,O,S,2,FALSE,NA,8.31,11.27,1.3,1.2,1.7,2.8,20130425,NA,TRUE,20180427,218991.0084,9633134.258
PAR_A01,T06,7,MARAVUVUIA,Croton matourensis,Euphorbiaceae,21.2,O,S,2,FALSE,NA,10.14,15.22,6.4,3.1,1.6,3.7,20130425,"29,1",FALSE,20180427,219016.0927,9633148.239
PAR_A01,T06,8,EMBAUBA,Cecropia ficifolia,Urticaceae,17.7,O,S,1,FALSE,NA,7.19,14.75,4.5,3.1,1.4,3.1,20130425,NA,TRUE,20180427,219019.3031,9633149.21
PAR_A01,T06,9,EMBAUBA,Cecropia ficifolia,Urticaceae,12.7,O,S,1,FALSE,NA,7.65,12.49,1.8,2.3,1.5,1.2,20130425,NA,TRUE,20180427,219032.2413,9633156.853
PAR_A01,T06,10,EMBAUBA,Cecropia ficifolia,Urticaceae,16,O,S,1,FALSE,NA,9,12.27,3.8,4.6,2,3.3,20130425,"17,4",FALSE,20180427,219055.032,9633167.636
PAR_A01,T06,11,EMBAUBA,Cecropia ficifolia,Urticaceae,13.2,O,S,1,FALSE,NA,9.96,13.15,1.8,1,0.4,2,20130425,NA,TRUE,20180427,219067.7465,9633175.277
PAR_A01,T06,12,FREIJO BRANCO,Cordia scabrifolia,Boraginaceae,10.8,O,S,1,FALSE,NA,5.53,9.3,2,2.8,3,1.1,20130425,"12,7",FALSE,20180427,219077.1385,9633179.753
PAR_A01,T06,13,EMBAUBA,Cecropia ficifolia,Urticaceae,11.9,O,S,1,FALSE,NA,8.09,12.71,1.4,2.2,0.4,1.6,20130425,NA,TRUE,20180427,219077.4577,9633179.13
PAR_A01,T06,14,EMBAUBA,Cecropia ficifolia,Urticaceae,11.2,O,S,1,FALSE,NA,6.86,12.22,3,2.2,2.4,2.1,20130425,"14,8",FALSE,20180427,219105.7754,9633195.258
PAR_A01,T06,15,EMBAUBA,Cecropia ficifolia,Urticaceae,16.8,O,S,1,FALSE,NA,9.34,14.3,1.3,2.9,2.1,2.6,20130425,NA,TRUE,20180427,219125.8792,9633204.282
PAR_A01,T06,16,EMBAUBA,Cecropia ficifolia,Urticaceae,13.7,O,S,1,FALSE,NA,4.82,7.26,NI,NI,NI,NI,20130425,NA,TRUE,20180427,219126.3484,9633205.547
PAR_A01,T06,17,EMBAUBA,Cecropia ficifolia,Urticaceae,14,O,S,1,FALSE,NA,10.28,13.55,0.7,1.1,5,1.8,20130425,NA,TRUE,20180427,219131.9166,9633208.711
PAR_A01,T06,18,EMBAUBA,Cecropia ficifolia,Urticaceae,11,O,S,2,FALSE,NA,10.28,11.62,1.1,4.4,1,3,20130425,NA,TRUE,20180427,219139.3383,9633213.079
